gene,slope_z,r,p,n_cells_expr,biotype
Tshz1,0.0618685556379784,0.0555002785356023,2.937176277621619e-16,21670,protein-coding
Zfp407,0.0236668048844152,0.0252929587336562,0.0857185050807892,4617,protein-coding
Cndp1,-0.0250909216030984,-0.050983753451613,0.0508169158321513,1468,protein-coding
Cndp2,0.0109222020355645,0.0100613824202337,0.0387284603884099,42208,protein-coding
Fbxo15,-0.2185036152882761,-0.1754538235687074,0.4121881084856377,24,protein-coding
Neto1,-0.0692967502049643,-0.0700216897994111,0.6400042586900827,47,protein-coding
Cbln2,-0.0708954197791142,-0.0846376117059829,0.2797569943232875,165,protein-coding
Socs6,0.0165792467765076,0.0170863604584411,0.0389745014449657,14599,protein-coding
Rttn,0.0501352923842995,0.055854636819594,0.0067858731495031,2348,protein-coding
Cd226,-0.0246902362095775,-0.0341803045875279,0.1159913255959951,2116,protein-coding
Dok6,-0.0130318477821679,-0.0152319419829666,0.9521657686075148,18,protein-coding
Tmx3,0.0480407250662176,0.0490700295272695,6.458950230002911e-17,28969,protein-coding
Ighmbp2,0.0093700495845381,0.0094489874628462,0.5057641969469715,4962,protein-coding
Mrpl21,-0.0056697641238302,-0.0063568156648809,0.2002733161687942,40596,protein-coding
Cpt1a,-0.0045357677062814,-0.0040372989450845,0.5004753937287074,27851,protein-coding
Gal,-0.0162232906646988,-0.0203897107449545,0.3057552600107269,2525,protein-coding
Ppp6r3,0.0380267989026065,0.0351004167191884,3.409313188064431e-08,24710,protein-coding
Lrp5,0.1370340185017081,0.1267239852222543,6.091252423947089e-53,14490,protein-coding
1810055G02Rik,0.0343687046392482,0.0418100619711158,2.459481505951753e-07,15225,protein-coding
Chka,0.0505326979340446,0.045955675911119,4.1001506509822784e-17,33457,protein-coding
Tcirg1,0.0467194829829389,0.044420462319005,9.13617797089576e-11,21266,protein-coding
Ndufs8,-0.0272150071456832,-0.0287709144401096,1.033714183469309e-15,77728,protein-coding
Aldh3b1,-0.0554652039087709,-0.0592717634911344,9.18922670294119e-22,26111,protein-coding
Unc93b1,0.0101672910571298,0.010349828880455,0.0153780663625314,54823,protein-coding
Aldh3b2,-0.0105872998028387,-0.0176229046020931,0.0897973055224122,9268,protein-coding
Acy3,-0.1761101343724561,-0.1573846104666416,1.968290377996748e-55,9809,protein-coding
Nudt8,-0.0239526459755185,-0.024442601510388,0.0014474898635232,16977,protein-coding
Doc2g,-0.0080482583062798,-0.006441015440588,0.8075955126975802,1432,protein-coding
Ndufv1,-0.0106229533816464,-0.0108704939290577,0.0066499159719187,62327,protein-coding
Gstp1,0.0777634618121641,0.0735736956609294,3.6807075045083694e-84,69614,protein-coding
Gstp2,0.082642419322723,0.0504437864546317,1.2625700163340802e-06,9218,protein-coding
Cabp2,-0.1497466680194323,-0.1222546669702573,0.004477672332182,539,protein-coding
Cdk2ap2,-0.0673649816507202,-0.0730780609060595,1.4169565838913281e-112,94946,protein-coding
Pitpnm1,0.0037594398286741,0.0032371249856472,0.699526702670745,14218,protein-coding
Aip,-0.0015377464768482,-0.0016757234852588,0.7123744977689281,48405,protein-coding
Tmem134,-0.0145524477246664,-0.0155300030574788,4.8073405876193866e-06,86701,protein-coding
Cabp4,-0.0342344918664297,-0.0397427911004524,0.3050511380315133,668,protein-coding
Gpr152,0.0823066192427131,0.0513060850258192,0.6103755255061446,101,protein-coding
Coro1b,0.0491595414637944,0.0477617398475204,8.585620807204154e-34,64291,protein-coding
Ptprcap,-0.0049692274499771,-0.0077769588727886,0.1132337520450305,41477,protein-coding
Rps6kb2,0.0430706033854444,0.0422750089560096,5.588840415624106e-07,14006,protein-coding
Carns1,-0.0149078439780106,-0.0175762583700821,0.437803353616067,1951,protein-coding
Tbc1d10c,0.0100779789112303,0.0165730852433593,0.0059532106910499,27539,protein-coding
Ppp1ca,-0.0673554313754189,-0.070235730802275,1.04667769084158e-133,122450,protein-coding
Clcf1,-0.1256058225554487,-0.2517942522344617,0.0138359359134225,95,protein-coding
Pold4,-0.0286307150658503,-0.0301658868244467,1.363874302320967e-13,60149,protein-coding
Ssh3,0.0298127215742776,0.0257727610884509,0.0084890451954076,10428,protein-coding
Ankrd13d,0.0412976939914843,0.0531566700180266,0.0006685857038876,4093,protein-coding
Kdm2a,0.0026364192895839,0.0025625858813829,0.6817865623920101,25604,protein-coding
Rhod,0.0978848545193258,0.068269359414103,7.086698224507807e-12,10064,protein-coding
Syt12,0.0219248863732567,0.0223931951624942,0.5063309383829944,883,protein-coding
2010003K11Rik,0.304406647454232,0.0842431842274876,0.0075983305973215,1003,protein-coding
Pcx,-0.1011472478494149,-0.0736316968055932,5.621632384221423e-16,12063,protein-coding
Lrfn4,0.109212311079347,0.1062365869389861,2.7555490024371977e-13,4705,protein-coding
Rce1,0.0238157445471468,0.0235058871164389,5.8994850536481534e-05,29196,protein-coding
Rbm4b,0.0256686880589535,0.0269283525158973,0.0044581119900004,11151,protein-coding
Rbm4,0.02275978758934,0.0267916008895466,0.000189769477271,19402,protein-coding
Rbm14,0.0222994331672194,0.0258137267590409,0.000139202425421,21775,protein-coding
Ccs,0.0042421146312782,0.0041569246618396,0.417749408417723,38002,protein-coding
Ctsf,0.0203916838772867,0.017757507567237,0.0161998506507917,18333,protein-coding
Actn3,-0.0461738306412394,-0.0513840744398679,0.090698602242914,1085,protein-coding
Zdhhc24,-0.0153463190788523,-0.0145138123251808,0.3357362590474182,4401,protein-coding
Bbs1,0.0533559381431303,0.0546129996340461,0.0418434142977385,1389,protein-coding
Dpp3,0.0181160041591904,0.0179899920339087,0.0012369107634426,32238,protein-coding
Peli3,0.0677310775356966,0.0659929467165577,0.1872291591523559,401,protein-coding
Mrpl11,-0.0145526823496225,-0.0162581442547088,0.0008419329906008,42166,protein-coding
Npas4,0.0772269377407029,0.0470928196252315,0.2637700905244109,565,protein-coding
Slc29a2,0.0322293269033957,0.0325019206976919,0.2703550072193814,1152,protein-coding
Brms1,0.0095738607694284,0.0097960786278978,0.0825428830787611,31410,protein-coding
Rin1,0.0584532852152982,0.0705468998423159,0.0003550353063023,2559,protein-coding
Cd248,0.0015619934742645,0.0017812646236567,0.8664185203022767,8920,protein-coding
Tmem151a,0.026755883297985,0.0246018674439865,0.4583022063274299,911,protein-coding
Yif1a,0.0159731938899255,0.0159454337394195,0.0009199541966342,43190,protein-coding
Cnih2,0.0284822977650981,0.0230620592072282,0.5220171459138033,773,protein-coding
Rab1b,0.0149808598123651,0.0153336418399819,0.0011568396020333,44902,protein-coding
Klc2,0.0242898868952877,0.0227226113673471,0.032461766131157,8859,protein-coding
Pacs1,0.0144440313055881,0.016450970045289,0.0618960515993796,12881,protein-coding
Sf3b2,-0.0148352301136281,-0.0155474981174045,4.289633561455717e-06,87409,protein-coding
Gal3st3,0.0018689679700202,0.0020367978625648,0.9873597583262856,63,protein-coding
Cst6,-0.0645418888942599,-0.0680826388642653,9.585445466214548e-12,9992,protein-coding
Banf1,-0.0284552055932898,-0.0311774577975935,3.9457037680703364e-17,72808,protein-coding
Eif1ad,0.0030559187534839,0.0034189536548689,0.516999794091541,35922,protein-coding
Sart1,0.0121847221634305,0.0124551042610786,0.0195053260314469,35168,protein-coding
Drap1,0.0178219872078639,0.0185157097532042,1.686758588743824e-06,66853,protein-coding
AI837181,0.0139756873625466,0.0132052317196703,0.051715576533756,21706,protein-coding
Fosl1,-0.0187258765719332,-0.0237104290853151,0.0010140383158571,19211,protein-coding
Ccdc85b,0.1197827641645145,0.1087787009417292,1.1911921577782136e-138,52783,protein-coding
Fibp,0.03968928738054,0.0358735364898259,2.4664372574083823e-11,34606,protein-coding
Ctsw,-0.0313887004018591,-0.0473665536106509,1.4338694403723466e-05,8383,protein-coding
Efemp2,0.0098653093608384,0.0105062308319346,0.1844375023327525,15960,protein-coding
Mus81,0.0335565890437394,0.0391843983656496,4.882836189095269e-05,10736,protein-coding
Cfl1,-0.0214791743766175,-0.0217078277707548,2.5828352480606785e-16,142359,protein-coding
Snx32,0.0685827239305561,0.0649431914910634,3.6128664812897614e-05,4040,protein-coding
Ovol1,-0.0922407528471541,-0.0843652765858524,3.2322069149122885e-17,9970,protein-coding
Rnaseh2c,-0.0587899000919528,-0.0685678694182028,3.679147235336468e-73,69459,protein-coding
Kat5,0.0238421167180309,0.0258619323701319,0.0001581903237665,21334,protein-coding
Rela,0.0313053951086929,0.0318633751682643,4.854976314822723e-12,47005,protein-coding
Sipa1,0.013192622605391,0.0152904471076492,0.0019857856422929,40899,protein-coding
Map3k11,0.0606545036574563,0.0557510418906138,9.286157108661653e-18,23664,protein-coding
Kcnk7,0.0206704644654235,0.0352426672767179,0.0030917065326291,7045,protein-coding
Ehbp1l1,-0.0066965143236621,-0.0066775915081311,0.2341264624502737,31749,protein-coding
Fam89b,-0.0081798059932213,-0.0089469476271161,0.0519117400212788,47205,protein-coding
Ltbp3,0.0299226497663107,0.0304627052045264,0.0002213439208533,14695,protein-coding
Scyl1,0.0452483160473962,0.0438665724021092,2.6520241688698786e-12,25406,protein-coding
Frmd8,-0.0211805360626182,-0.0215413913491327,0.0008456876385462,24000,protein-coding
Slc25a45,0.019866954076199,0.0239390053023012,0.0035219274748139,14857,protein-coding
Tigd3,0.1161432879700398,0.1214707867555413,0.0001540107810184,966,protein-coding
Dpf2,0.0179278990838333,0.0187518303452229,0.0006798862260859,32825,protein-coding
Cdc42ep2,0.0659499824078041,0.0497266555762746,7.900861686464049e-10,15264,protein-coding
Pola2,0.1410053925583616,0.1309763531262867,1.2641954086391625e-50,12943,protein-coding
Slc22a20,-0.0398192006687969,-0.1098582338082889,0.0005935159113209,974,protein-coding
Capn1,-0.0062430691664351,-0.0067420734927268,0.2036243798698679,35557,protein-coding
Syvn1,-0.0046896067986894,-0.0045706770776709,0.5194238537464317,19869,protein-coding
Mrpl49,0.0080637481981836,0.0090026217924181,0.1302268925321729,28254,protein-coding
Fau,-0.0712705574718676,-0.0717210813969888,1.333484482352904e-171,151208,protein-coding
Tm7sf2,-0.0013525347236435,-0.0008030145034639,0.9554464049633232,4843,protein-coding
Zfpl1,0.0272940959793801,0.0261899455071825,3.869214265671147e-05,24683,protein-coding
Cdca5,0.001668206670522,0.0038629180009712,0.7190722704411887,8673,protein-coding
Naaladl1,0.0655956614571529,0.0204775334787069,0.8480779047106518,90,protein-coding
Sac3d1,0.021139409424895,0.0234018334676166,0.000721811993353,20872,protein-coding
Snx15,0.0337107421252589,0.0306772194152075,1.9227276161647954e-06,24081,protein-coding
Arl2,0.0341994222115063,0.032765801312068,3.679205294097308e-08,28221,protein-coding
Batf2,-0.0942495668722373,-0.0548760071431588,0.0121855574013463,2086,protein-coding
Gpha2,0.0184670914991763,0.0367733474048532,0.0442925555088202,2992,protein-coding
Ppp2r5b,-0.003909614137031,-0.0034297115839302,0.691916681606853,13351,protein-coding
Atg2a,0.0076580781809848,0.0066302741657091,0.3835122967154212,17277,protein-coding
Ehd1,0.0737629349728211,0.0708540761218712,4.676513158700331e-68,60383,protein-coding
Cdc42bpg,0.028795156545403,0.0269503936293629,0.0074209257937016,9868,protein-coding
Men1,0.0301182643991118,0.0318602176209584,8.012802004898137e-05,15319,protein-coding
Map4k2,0.0096935974667499,0.0107839597424911,0.4824122914247156,4245,protein-coding
Sf1,0.013133017857169,0.0133698322897252,0.0007755022867619,63207,protein-coding
Pygm,-0.0202597607162148,-0.0195901061984866,0.2266316736754472,3811,protein-coding
Rasgrp2,0.0079615261140397,0.0095352156222075,0.0486751534643397,42747,protein-coding
Nrxn2,0.0315056930264807,0.0317563435967158,0.1133561528269723,2487,protein-coding
Slc22a12,-0.0500142214972754,-0.089517144856095,2.2336340440372063e-12,6126,protein-coding
Rps6ka4,0.0307771114058043,0.0304741129961327,2.2060153718065974e-06,24119,protein-coding
Ccdc88b,0.0156241479241486,0.020296360137384,0.0331609847891527,11015,protein-coding
Prdx5,-0.0797229948594744,-0.0840548258752206,1.433006600232647e-165,106071,protein-coding
Trmt112,-0.0197902130754184,-0.0231084005887965,6.000932623806047e-11,80169,protein-coding
Esrra,0.0068002457669701,0.0061507087018804,0.3402374497382477,24044,protein-coding
Kcnk4,0.0075622044037,0.0103310105441885,0.8883985331615338,187,protein-coding
Gpr137,0.0180170548132921,0.0154869376544276,0.0711135244604699,13581,protein-coding
Bad,0.0105655588820626,0.0108994284866206,0.0219988440049371,44158,protein-coding
Plcb3,0.0683880203388173,0.0534455734700555,1.1143377844506707e-09,12977,protein-coding
Ppp1r14b,-0.0261222547295644,-0.0321835921102734,6.019391389833308e-14,54392,protein-coding
Fkbp2,-0.0096528926933923,-0.0095370572974598,0.0085242319304552,76079,protein-coding
Vegfb,0.0115390281833398,0.0124951975845362,0.1224931775238298,15278,protein-coding
Dnajc4,0.0097302799688562,0.0098174450649236,0.1174015290076742,25438,protein-coding
Nudt22,0.0230386435425838,0.0205065940404909,0.0081147447307406,16664,protein-coding
Trpt1,0.0516238782527933,0.0528908881936132,9.31035029413615e-05,5454,protein-coding
Fermt3,-0.0025752880043319,-0.0035796986486869,0.4847628100421064,38095,protein-coding
Stip1,0.0138981625788672,0.0157717454882502,0.0005066504182451,48604,protein-coding
Macrod1,-0.003745428091839,-0.0039319779914289,0.5956703418914315,18215,protein-coding
Flrt1,0.0225389405129635,0.0284696465229997,0.0623372109553903,4287,protein-coding
Otub1,0.0046217595472615,0.0048462223907839,0.3136713808409643,43226,protein-coding
Cox8a,-0.0157375928874721,-0.015900546030048,1.5002630954807381e-09,144486,protein-coding
Naa40,0.0226415915276803,0.0256291166006174,0.0057315493168447,11619,protein-coding
Rcor2,0.0560131892022011,0.0729363779128044,0.0033796348973484,1613,protein-coding
Mark2,0.016257544622381,0.016646981321889,0.0002680144243249,47923,protein-coding
Rtn3,0.0245231420992258,0.02422434942637,3.3791151226177698e-12,82551,protein-coding
Atl3,0.0267188456595322,0.025305359291651,0.0008991713842849,17213,protein-coding
Lgals12,0.2396897894636776,0.2394223364754011,2.176531812773579e-15,1068,protein-coding
Slc22a19,0.0004594459528512,0.000919399415406,0.9808093678222692,687,protein-coding
Slc22a26,-0.2366789976560006,-0.1049684963121526,0.0845671288073122,271,protein-coding
Slc22a27,0.0243428264829534,0.0128657627789108,0.6953314148721514,929,protein-coding
Slc22a28,-0.0145387663216971,-0.0278405619651949,0.1478072190764233,2704,protein-coding
Slc22a29,-0.0445958312043948,-0.0545538987984948,0.0216448383722204,1772,protein-coding
Slc22a30,-0.0908145533954336,-0.068366790694034,0.0002539648868652,2859,protein-coding
Slc22a8,-0.0403224876402685,-0.0705502754584974,1.678976223265711e-07,5488,protein-coding
Slc22a6,-0.0562567578790493,-0.0982607602531991,2.546460671152375e-12,5054,protein-coding
Chrm1,-0.0846740075371614,-0.1541596794822645,0.0104634092723245,275,protein-coding
Slc3a2,0.031206951185808,0.030944540632032,5.246428898954516e-19,82812,protein-coding
Wdr74,0.0113702202080987,0.0141460727986572,0.0198179073270356,27124,protein-coding
Stx5a,0.0371317665051738,0.0366263231955296,4.5068901356501494e-13,39044,protein-coding
Nxf1,0.0370668670284728,0.0379424345427199,4.916925441832483e-10,26872,protein-coding
Tmem223,0.0040551141748646,0.0041503736974167,0.4190781155380493,37905,protein-coding
Tmem179b,-0.0039760953157894,-0.0041892277324785,0.3367700184546894,52578,protein-coding
Taf6l,0.0334049187449392,0.0407044162504462,0.0002659068432438,8021,protein-coding
Polr2g,-0.005928957519742,-0.0066075418839794,0.1088046549840978,58900,protein-coding
Zbtb3,0.0029269462434493,0.0035106731735096,0.9023460219143576,1224,protein-coding
Ttc9c,-0.0002517249470618,-0.0002759316115594,0.9690725009412428,19746,protein-coding
Hnrnpul2,0.0065322864034297,0.0067301145521994,0.1037012314042125,58456,protein-coding
Gng3,0.0012603503651207,0.0013888853061843,0.9614115660942446,1216,protein-coding
Bscl2,-0.0153275380134633,-0.0181601601923979,0.0001013675961401,45815,protein-coding
Lrrn4cl,0.0003912738472301,0.000422817076537,0.9675076147101476,9284,protein-coding
Ubxn1,0.0325316295984872,0.0330879406086425,4.7504268566777257e-23,89237,protein-coding
1810009A15Rik,-0.0149853314011541,-0.0166069381621111,7.846487114169125e-05,56541,protein-coding
Ints5,0.0300532948857304,0.0296095797102489,0.0022986610024698,10599,protein-coding
Ganab,0.0152014396597427,0.0148904835040729,0.004991000309064,35550,protein-coding
B3gat3,0.0044494179563288,0.0044245693900574,0.4508919988103332,29037,protein-coding
Rom1,-0.0086998712230249,-0.0073216364187629,0.5677601274663578,6092,protein-coding
Eml3,0.0139247206309077,0.0145867550700994,0.0778682055207229,14612,protein-coding
Mta2,0.0014871626331817,0.0016722297881664,0.7260585682997958,43903,protein-coding
Tut1,0.0301502804109818,0.0343540520829666,0.0027863413292819,7575,protein-coding
Eef1g,-0.0680399958668357,-0.0701020389662136,9.321983124606232e-142,130432,protein-coding
Ahnak,0.0466972347473427,0.0454288069185016,6.721582767856664e-36,75736,protein-coding
Scgb1a1,-0.0134944640134034,-0.015304567422204,0.2101911814737298,6705,protein-coding
Asrgl1,0.0126297029275932,0.0178124276569995,0.0213767807132363,16691,protein-coding
Incenp,-0.0065731530614806,-0.0100140554743808,0.2000460322943268,16376,protein-coding
Fth1,0.0464229501413193,0.0466264592296287,1.4703519698968502e-73,151240,protein-coding
Best1,-0.0440574597136572,-0.0404587328150898,0.1419440152259148,1319,protein-coding
Rab3il1,0.0229757181236615,0.0229943066326524,0.0137935226507476,11469,protein-coding
Fads3,-0.0215409274004971,-0.0245243987273233,0.0162638998719477,9600,protein-coding
Fads2,-0.0003337290363855,-0.0002989867953014,0.9870469044047478,2951,protein-coding
