gene,slope_z,r,p,n_cells_expr
Dnttip2,0.03669856117889712,0.038466100824181254,1.998612237052246e-13,36475
Bcar3,-0.059020010847719094,-0.04462924586572483,1.0167435433606328e-06,11988
Fnbp1l,0.09981745683841481,0.07659498561937575,2.9506331862781454e-21,15226
Pde5a,0.0690717678698679,0.04350926964199022,0.0009479041451041671,5769
4933405D12Rik,0.03152191318859195,0.052903957060623674,0.7180840607219279,49
Fabp2,1.1037482722825964,0.38964143142334606,2.5199453059674044e-101,2776
1810037I17Rik,0.04845251904142906,0.04970242280730409,6.80979168189682e-56,100302
Usp53,0.015062904357278712,0.009605224663070823,0.5508894528158808,3858
Myoz2,-0.34918405691835286,-0.21541068812813016,4.771114106561115e-09,724
Synpo2,-0.0806438070168776,-0.08687381813079226,0.0013585239856206061,1357
Sec24d,0.04486293870345493,0.04054602480217907,4.245985908085144e-07,15549
Mettl14,0.018768958154634856,0.020855641305817935,0.07338283689003727,7371
Prss12,-0.02055664062819626,-0.028215640121060075,0.11053083157859855,3200
Snhg8,0.013494593168099613,0.014283780344769261,6.256718950581076e-05,78530
Ndst3,0.04904728426297517,0.04784198245778775,0.6100613684374181,116
Tram1l1,-0.0034764753391670765,-0.004215177451068363,0.9488628864209323,234
Ndst4,0.05547883650588416,0.02664149573651962,0.6910229839838232,225
Ugt8a,-0.11749748826389897,-0.0939251308085842,6.3916591150417724e-06,2301
Arsj,-0.01478992972602142,-0.014609930006640678,0.6483164144896874,977
Camk2d,-0.021290420577651435,-0.01922058011833442,0.00051192568345919,32673
Ank2,0.04474944917565478,0.037742509609774405,0.013266143202048285,4305
Larp7,0.01394974541907538,0.0163685756279312,0.002191706431007941,35013
4930422G04Rik,0.053911527368828066,0.059747354981589486,0.0036604054393425327,2364
Alpk1,-0.0087106957191342,-0.009991776834391657,0.6446512801214545,2133
Tifa,0.03909138101641022,0.0433087319785539,1.7675819170614778e-11,24085
Ap1ar,0.0042468535910051815,0.004162760776772386,0.6259806355871134,13711
5730508B09Rik,-0.0007313900492566236,-0.0008887458889070244,0.8954416642541464,21869
9830132P13,0.033870712825984604,0.05355329496511201,0.6644802654688833,68
Pitx2,-0.012049130770133629,-0.009306460354681384,0.46093119061902554,6279
Enpep,-0.009150232613325869,-0.005962292265390005,0.5767810748442868,8764
Elovl6,0.0034483345576399385,0.0026600996446568465,0.7571112376065676,13520
Egf,-0.10179823716641444,-0.11039331606296206,3.80373999608948e-14,4673
6330410L21Rik,0.009584472165758627,0.01641353205239809,0.8113234321811276,214
Rrh,0.24115229750674758,0.12267859865971478,0.5679449893427037,24
