NAME,NES,pvalue,FDR
GOBP_MITOTIC_NUCLEAR_DIVISION,-2.291774,0.0037950664,0.011464465
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,-2.2882872,0.0,0.011654959
GOBP_VIRAL_BUDDING,-2.2838874,0.0,0.011963701
GOBP_MULTIVESICULAR_BODY_ORGANIZATION,-2.2745745,0.0,0.012528753
GOBP_REGULATION_OF_AUTOPHAGY,-2.271595,0.0,0.01260512
GOBP_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY,-2.267209,0.0,0.01300881
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY,-2.262214,0.0,0.013260447
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,-2.258385,0.0,0.013468849
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,-2.2513676,0.0,0.01394398
GOBP_REGULATION_OF_VACUOLE_ORGANIZATION,-2.2385538,0.0,0.014829363
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,-2.2368777,0.0,0.014941788
GOBP_CENTROSOME_DUPLICATION,-2.2334948,0.0,0.015277011
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH,-2.2322268,0.0020618557,0.015279015
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,-2.2280767,0.0,0.015691843
GOBP_ERAD_PATHWAY,-2.2210388,0.0,0.016251812
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,-2.214285,0.0,0.016936798
GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS,-2.2020617,0.0,0.018110951
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,-2.175802,0.0,0.020693168
GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI,-2.1757498,0.0,0.020602306
GOBP_SPINDLE_ORGANIZATION,-2.165966,0.0,0.021792458
GOBP_INTERLEUKIN_1_PRODUCTION,-2.1652894,0.0,0.021787291
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE,-2.1398003,0.0019569471,0.024763621
GOBP_CENTRIOLE_ASSEMBLY,-2.137997,0.0019569471,0.024773926
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,-2.13645,0.0,0.02478265
GOBP_SENSORY_PERCEPTION_OF_TASTE,-2.131504,0.0,0.025328543
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,-2.1300383,0.002074689,0.025505412
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,-2.1291595,0.004056795,0.02553069
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,-2.122165,0.001992032,0.026149541
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT,-2.1211116,0.0,0.026095685
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,-2.1175616,0.0041067763,0.02641093
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,-2.1098962,0.003984064,0.027224706
GOBP_ERK1_AND_ERK2_CASCADE,-2.1010756,0.0019880715,0.028542897
GOBP_INTESTINAL_ABSORPTION,-2.0945778,0.0019493178,0.029416872
GOBP_REGULATION_OF_PROTEIN_STABILITY,-2.091892,0.0038535646,0.029627156
GOBP_DEFENSE_RESPONSE_TO_VIRUS,-2.0852582,0.0019305019,0.030580131
GOBP_AUTOPHAGOSOME_MATURATION,-2.0804489,0.0021598272,0.03091984
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,-2.0795681,0.0,0.030929852
GOBP_PROTEIN_POLYUBIQUITINATION,-2.07834,0.0019569471,0.031009478
GOBP_RESPONSE_TO_PROTOZOAN,-2.0747337,0.001953125,0.031336054
GOBP_RNA_MODIFICATION,-2.0717127,0.007858546,0.031432796
GOBP_LEUKOCYTE_TETHERING_OR_ROLLING,-2.0685852,0.002020202,0.031825583
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,-2.0634978,0.0,0.032490645
GOBP_VIRAL_GENOME_REPLICATION,-2.0559216,0.0019305019,0.033588666
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,-2.0529706,0.004032258,0.033921532
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY,-2.0437644,0.005976096,0.035421617
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS,-2.0400379,0.0,0.036011968
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,-2.0396156,0.0020533882,0.03586004
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,-2.0386496,0.0019379845,0.035934657
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,-2.0367799,0.0,0.03619393
GOBP_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE,-2.033353,0.0,0.036832128
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,-2.0331264,0.0076923077,0.036727365
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE,-2.0330622,0.002074689,0.036615297
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,-2.0267642,0.004132231,0.037773274
GOBP_RNA_SURVEILLANCE,-2.0228949,0.007843138,0.038166754
GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,-2.022011,0.004237288,0.038194206
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,-2.0186138,0.003937008,0.03876918
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III,-2.0170755,0.003960396,0.038940057
GOBP_RIBOSOME_DISASSEMBLY,-2.0145462,0.006198347,0.039348155
GOBP_VESICLE_TETHERING,-2.011883,0.0060728746,0.039555214
GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME,-2.011387,0.0059405942,0.039532997
GOBP_PLATELET_ACTIVATION,-2.0026398,0.0058027077,0.041451313
GOBP_MITOTIC_CYTOKINESIS,-2.0016317,0.0,0.04154587
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,-2.000146,0.012269938,0.04180707
GOBP_LYTIC_VACUOLE_ORGANIZATION,-1.9987369,0.00407332,0.041909177
GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,-1.9944955,0.0040899795,0.042824354
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,-1.9940116,0.003984064,0.042815514
GOBP_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS,-1.9876062,0.00203666,0.044163994
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,-1.9836328,0.0,0.04498473
GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY,-1.9810896,0.008097166,0.045341164
GOBP_QUATERNARY_AMMONIUM_GROUP_TRANSPORT,-1.9771583,0.0041237115,0.045865174
GOBP_RESPONSE_TO_TYPE_I_INTERFERON,-1.9684998,0.0056074765,0.04790529
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY,-1.959962,0.004040404,0.049127128
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE,-1.9558387,0.006134969,0.04990414
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS,-1.9549013,0.0056710774,0.05004757
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,-1.9540516,0.001934236,0.050127726
GOBP_METHYLATION,-1.9492177,0.005964215,0.051185522
GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,-1.9479511,0.015384615,0.051490843
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,-1.9460491,0.00591716,0.05179361
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,-1.9389784,0.014522822,0.053485364
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT,-1.9386692,0.0059288535,0.053444233
GOBP_VIRION_ASSEMBLY,-1.9336939,0.003992016,0.054469183
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,-1.9319001,0.00814664,0.054897662
GOBP_CHROMOSOME_SEPARATION,-1.9312574,0.003937008,0.05495647
GOBP_ENDOCYTIC_RECYCLING,-1.9279718,0.006060606,0.05566684
GOBP_SNRNA_METABOLIC_PROCESS,-1.9257976,0.004048583,0.056171056
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,-1.925566,0.0063829785,0.056075424
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,-1.9212052,0.010504202,0.057182737
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,-1.9166075,0.006147541,0.05864209
GOBP_PHOSPHOLIPID_TRANSPORT,-1.9142795,0.008421052,0.058967277
GOBP_GLYCOSYLATION,-1.9127518,0.0060362173,0.05883339
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,-1.9119107,0.0102459015,0.05892539
GOBP_TOR_SIGNALING,-1.9110477,0.016161617,0.059062738
GOBP_VIRAL_LIFE_CYCLE,-1.9102867,0.0056497175,0.05898802
GOBP_RETICULOPHAGY,-1.9037232,0.013461539,0.060741805
GOBP_REGULATION_OF_VIRAL_PROCESS,-1.903422,0.01,0.060673926
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,-1.9005126,0.026156941,0.061557624
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,-1.8988041,0.0061099795,0.06170128
GOBP_EXECUTION_PHASE_OF_APOPTOSIS,-1.8980824,0.01010101,0.06183877
GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,-1.8966596,0.018480493,0.06193786
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE,-1.8925192,0.009940358,0.063114844
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,-1.8900336,0.007984032,0.06392421
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY,-1.8848114,0.009689922,0.065411374
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,-1.8824543,0.01002004,0.065943085
GOBP_MACROMOLECULE_METHYLATION,-1.8807833,0.012048192,0.06638596
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT,-1.8786411,0.006521739,0.066886924
GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY,-1.8767338,0.004008016,0.06738442
GOBP_MIDBODY_ABSCISSION,-1.8735687,0.010121457,0.06831164
GOBP_PEPTIDYL_LYSINE_MODIFICATION,-1.8724366,0.006198347,0.068453394
GOBP_MRNA_CATABOLIC_PROCESS,-1.8682674,0.014056225,0.069860734
GOBP_INTERLEUKIN_1_BETA_PRODUCTION,-1.8674717,0.0059288535,0.06981884
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS,-1.8640413,0.014675053,0.07074905
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,-1.8607002,0.015414258,0.071385324
GOBP_TELOMERE_CAPPING,-1.8602753,0.011976048,0.07137504
GOBP_TRNA_MODIFICATION,-1.8593628,0.021072797,0.07150497
GOBP_CELLULAR_SENESCENCE,-1.8590426,0.011857707,0.07146549
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,-1.8586162,0.003868472,0.07143815
GOBP_SPINDLE_ASSEMBLY,-1.8557363,0.008368201,0.07240817
GOBP_CYTOKINETIC_PROCESS,-1.8534701,0.012396694,0.07276277
GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION,-1.8529297,0.0058365758,0.0727884
GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,-1.8525276,0.01875,0.072760426
GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT,-1.8511057,0.018480493,0.07310362
GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,-1.8508805,0.01,0.07301723
GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,-1.8423194,0.015503876,0.07562478
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,-1.8417487,0.0140280565,0.07566538
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN,-1.8398361,0.012145749,0.075745374
GOBP_ADAPTIVE_THERMOGENESIS,-1.8386084,0.011904762,0.07606602
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER,-1.8362473,0.016985139,0.07665387
GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY,-1.8337548,0.01,0.0773466
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,-1.8331577,0.012295082,0.07740925
GOBP_CELLULAR_RESPONSE_TO_UV,-1.831956,0.020366598,0.0776451
GOBP_PROTEIN_SUMOYLATION,-1.8316013,0.009784736,0.077618174
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION,-1.8313661,0.014056225,0.07756058
GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,-1.8278099,0.010330578,0.07857718
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,-1.825964,0.013157895,0.07920632
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,-1.8170549,0.008196721,0.08162065
GOBP_RESPONSE_TO_UV,-1.8166944,0.01002004,0.08157205
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,-1.8132364,0.006451613,0.08257477
GOBP_ORGANELLE_FUSION,-1.8071548,0.016129032,0.08445685
GOBP_SYNAPTIC_VESICLE_TRANSPORT,-1.7950003,0.019880716,0.08799747
GOBP_CYTOSOLIC_TRANSPORT,-1.7944906,0.023715414,0.08804373
GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT,-1.794243,0.008016032,0.087926134
GOBP_MACROPHAGE_ACTIVATION,-1.7906432,0.01814516,0.08909996
GOBP_GLYCOSIDE_METABOLIC_PROCESS,-1.7883593,0.014373717,0.08981225
GOBP_GOLGI_ORGANIZATION,-1.7845461,0.0125,0.09129526
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,-1.7838126,0.02834008,0.09143792
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,-1.7817926,0.014112903,0.09190871
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT,-1.7773415,0.014227643,0.0932936
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING,-1.7767152,0.022312373,0.09338249
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,-1.7761025,0.0114722755,0.0934531
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,-1.7760392,0.010224949,0.09327903
GOBP_REGULATION_OF_CENTRIOLE_REPLICATION,-1.7729923,0.0100603625,0.09435502
GOBP_CHROMOSOME_LOCALIZATION,-1.7652335,0.009633912,0.0972669
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,-1.7649891,0.02471483,0.097192094
GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,-1.7614824,0.019693654,0.09843476
GOBP_TORC1_SIGNALING,-1.7607489,0.022088353,0.09864248
GOBP_NECROPTOTIC_PROCESS,-1.7578679,0.014,0.09990934
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL,-1.7572364,0.016427105,0.09983705
GOBP_RNA_5_END_PROCESSING,-1.755201,0.02008032,0.10049583
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,-1.7534254,0.02357564,0.10106568
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,-1.7505263,0.017374517,0.101749554
GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS,-1.7481592,0.014373717,0.10234814
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,-1.7463673,0.01443299,0.10287187
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,-1.7382576,0.026369167,0.10589429
GOBP_MICROTUBULE_POLYMERIZATION,-1.7371892,0.017578125,0.106027596
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE,-1.7352711,0.022857143,0.1064233
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,-1.7332953,0.03168317,0.10706792
GOBP_REGULATION_OF_CENTROSOME_CYCLE,-1.7323222,0.019011406,0.107421644
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,-1.7311895,0.014736842,0.1078493
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS,-1.7296526,0.02303263,0.10842398
GOBP_COPII_COATED_VESICLE_CARGO_LOADING,-1.7285649,0.034764826,0.10881307
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,-1.7271214,0.026748972,0.10924513
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,-1.7261636,0.026768642,0.10937059
GOBP_CERAMIDE_METABOLIC_PROCESS,-1.7259184,0.021141648,0.10926294
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION,-1.7245039,0.032128513,0.10984459
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,-1.72241,0.021194605,0.11043745
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,-1.7199796,0.030181086,0.111409254
GOBP_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY,-1.7198278,0.028901733,0.111299194
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS,-1.7170717,0.018556701,0.11245381
GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING,-1.7155643,0.031809144,0.11273908
GOBP_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT,-1.7138292,0.020449897,0.11287648
GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,-1.7133497,0.036585364,0.11295101
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS,-1.7125031,0.01953125,0.11324627
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,-1.7121724,0.030303031,0.113184564
GOBP_TEMPERATURE_HOMEOSTASIS,-1.7113826,0.031746034,0.11344268
GOBP_MACROMOLECULE_DEACYLATION,-1.711085,0.0256917,0.11316982
GOBP_MITOTIC_SPINDLE_ORGANIZATION,-1.7079266,0.01002004,0.11473237
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS,-1.7069201,0.024539877,0.11469143
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,-1.7063246,0.02414487,0.11485865
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,-1.7043543,0.028957529,0.11551963
GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,-1.700863,0.027833002,0.116832696
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT,-1.699071,0.04233871,0.11713833
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,-1.6969445,0.02745098,0.11756565
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN,-1.6955575,0.022900764,0.11821429
GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,-1.6955514,0.024291499,0.118004106
GOBP_RESCUE_OF_STALLED_RIBOSOME,-1.6951022,0.029126214,0.118027225
GOBP_AMINO_ACID_ACTIVATION,-1.6945639,0.02,0.1177113
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,-1.6934812,0.026694044,0.11800101
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,-1.6892562,0.022494888,0.11951878
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,-1.6881298,0.028455285,0.119773686
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,-1.6871244,0.026584867,0.12001551
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,-1.6865091,0.02414487,0.120193556
