__mclCluster,EnrichmentMap::-log10(pvalue) (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::-log10(pvalue)*sign(NES) (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::ES (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::fdr_qvalue (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::fwer_qvalue (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::pvalue (human_r_protein_coding_classic.GseaPreranked),name,selected,shared name
13,2.2441251443275099,2.2441251443275099,2.2441251443275099,0.99429999999999996,0.13009999999999999,9.4700000000000006E-2,1,RBPMS2|CAV1|CHRDL2|ONECUT1|DKK3|PPARG|SKOR1|TNFAIP6|VWC2L|MTMR4|PMEPA1|CCN3|NKX2-1|OGT|LRRC32|FKBP1A|ING1|PPM1A|WFIKKN1|WNT5A|WFIKKN2|SPRED1|SPRED2|SPRED3|TWSG1|ACVR1|BRMS1L|SAP130|SAP30|SAP30L|CRKL|SINHCAF|HDAC1|SNX25|SPRY1|SPRY2|CHRDL1|CER1|DAND5|TGFBR3|CRIM1|FBN2|CDH3|BAMBI|LTBP1|GREM2|BRMS1|NRROS|OVOL2|CILP|EID2|FAM89B|LDLRAD4|UCMA|VEPH1|LRP1|ASPN|TET1|FST|SMAD7|ZNF451|SIRT1|SLC2A10|EMILIN1|PEG10|ERFE|SUDS3|SORL1|STRAP|TBX20|HTRA1|DLX1|FBN1|FSTL3|GLG1|NOG|TP53|GDF15|SFRP1|CAV2|GREM1|HSPA1A|RBBP4|CHST11|BCL9L|SKI|SOST|ONECUT2|SKOR2|CD109|SMURF1|SMURF2|HSPA5|VASN|DKK1|CHRD|MAGI2|SNX6|HIPK2|SPART|ZBTB7A|STUB1|NCLN|CIDEA|NOMO1|WNT1|DACT2|FZD1|NOMO3|NBL1|INTS9|UBE2D1|UBE2D3|SFRP2|LRP2|SKIL|SMAD6|HDAC2|FKBP1C|PPARA|VWC2|IGSF1|ING2|LEMD3|NOTCH1|PDPK1|XBP1|ABL1|GPR155|CTDSPL2|HJV|ADAM17|TMEM53|ENG|PBLD|ADAMTSL2|ARID4A|TOB1|ARID4B|HTRA3|HTRA4|PRDM16|TMPRSS6|IL17RD|MECOM|USP15|RASL11B|BMPER|TRIM33|BMP2|PIN1|SIN3A|RBBP7|GDF3|SOSTDC1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,155,ENR,GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,1.9080999999999999,5.7000000000000002E-3,GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,FALSE,GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY
6,2.0043648054024499,2.0043648054024499,2.0043648054024499,0.99009999999999998,9.6500000000000002E-2,9.3399999999999997E-2,1,NR5A1|BMP4|FEM1B|FOXA1|FOXF2|HESX1|PGR|SGPL1|PTX3|SRD5A1|RARG|SRD5A2|CSDE1|LHCGR|DLG1|FGF9|NPPC|NTRK1|NKX2-1|DHX37|TCF21|RDH10|PCYT1B|CEBPB|PSAPL1|COL6A1|NUP107|KLHL10|PKD1|CRKL|SERPINB5|NKX3-1|AFP|IGF1|INSR|UBB|HSD17B3|LHB|SOX15|LEP|SIX4|SRC|SALL1|CYP19A1|H3-3A|VGF|CYP7B1|H3-3B|FOXC1|IDH1|CASP2|PTCH1|FST|VEGFA|SCX|MSH2|NPR2|RETN|ESR1|AR|BAK1|BAX|CGA|FER|BCL2|BCL2L1|NHLH2|BCL2L11|BCL2L2|BIK|GATA3|BOK|NR2F2|TBX3|NASP|TESC|FZD4|GDF9|ADAM15|NDUFS6|FGFR2|EIF2B2|NUPR1|EAF2|GNRH1|STRA6|KIT|LGR4|NOTCH4|KITLG|WDR77|WT1|WNT2B|FANCG|WNT9B|ANG|UBE2Q1|FOXL2|MMP14|MMP2|BMP6|ZNF830|LSM14B|SFRP2|REN|ZFP42|KDR|UBE3A|CITED2|ING2|MMP19|CSMD1|SLIT3|CHD7|RAC1|IMMP2L|RHOBTB3|ADAM18|GREB1L|ADAM32|SHH|TGFBR1|ARID4A|ARID4B|GFRA1|YBX3|FSHR|NOS3|BMP7|SLIT2|DMRT1|ADAM20|ADAM21|SAFB2|STAT5B|ADAM29|ADAM30|FGF10|FGF8|HOXA13|LHX9|STAT5A|MAMLD1|MEA1|SOX8|RNF38|BCAS2|TGFB2|UTF1|IRX5|C3|FKBP4|CD2AP|HMGA2|PATZ1|TIFAB|AGO4|TNFAIP6|ASPM|GPR149|ERRFI1|LFNG|TLR5|RXFP2|INHBB|RRM1|WNT5A|RAB13|EIF2B4|ZP3|CCND1|FNDC3A|NUP210L|CASP3|TYRO3|ADAMTS1|PRDX4|FLNA|GATA1|PTPN11|TFAP2C|HOXA10|KIF18A|HOXA11|HOXD13|HNF1B|EIF2B5|SERPINF1|BRCA2|ADGRG1|BRIP1|CDKN1C|MYOCD|DMC1|NCOA4|OSR1|PSAP|BASP1|PLAG1|SIRT1|HMGB2|GAS2|SMARCC1|MKKS|WDR19|ACE|TAF4|NOG|ANTXR2|HOXA9|PLEKHA5|ATN1|NIPBL|SPATA22|ZFPM2|TBC1D20|CBL|SFRP1|STK11|SYCP2|BMPR1B|SIX3|WDR48|CRIP1|ALOX15B|REC8|UMODL1|MERTK|ATM|TP63|HSD17B4|ASH1L|PTPRN|ATRX|NCOA1|AXL|SPO11|KDM5B|HOXB13|SERPINE2|AMH|PRLR|NRIP1|DMRTA1|CDKN1B|CCNO|ABCB1|DNAJC19|CTNNB1|ID4|ODAD3|HYAL3|INHA|INHBA|LRP2|TMF1|ASB1|SMAD4|GATA4|ERCC1|PPP1R9B|EREG|GATA6|TIPARP|RARA|NOTCH1|AKR1C3|NR5A2|TLR3|WNT7A|DNAAF3|PDGFRA|GLI1|SCAPER|TLR9|GMNC|DHH|FANCA|PLEKHA1|ACVR2A|ROBO2|GDF7|LHX1|SPATA2|AMHR2|TNC|EIF2S2|FANCE|MSH4|BMP5|FOXO3|RBP4|CTNNA1|MCIDAS|WNT4|ZFY|NR0B1|SOD1|ADAM2|FRS2|SOX9|SULF1|TEX11|ARID5B|DHCR24|DNAAF11|TEX19,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,307,ENR,GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,1.9113,9.9000000000000008E-3,GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,FALSE,GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT
2,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.25430000000000003,2.93E-2,0.94499999999999995,BMP4|CAV3|MAP3K13|SIX1|FGFR2|LGR4|HOXB7|WNT5A|FGF7|WNT2B|AGT|FKBPL|PDGFA|BCL11A|MAGED1|MDK|GDNF|HGF|CTNNB1|HOXD13|TNF|SIRT6|SIX4|CTNND1|PHB2|SHOX2|SIX2|SMO|TGFB1|ABL1|FGF2|FGFR1|ETV5|PAX8|VEGFA|SNAI2|BTBD7|ESR1|AGTR2|AR|RTN4|LHX1|SHH|NOG|NTN4|WNT2|TACSTD2|SFRP1|BMP7|GREM1|LRRK2|FGF10|SOX9|SULF1|SOX8,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,55,ENR,GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,2.2078000000000002,0,GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,FALSE,GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE
5,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.2293,0,0,TRIM16|CASP14|UGCG|VDR|POU3F1|PRKCH|ERRFI1|ZFP36L1|KRT16|DSP|KRT2|WNT5A|PPHLN1|KRT3|IRF6|KRT4|SFN|SHARPIN|CASP3|PAX6|KRT6C|KRT7|KRT72|KRT73|KRT74|KRT77|RBPJ|KRT78|TFAP2C|KRT79|KRT80|KRT81|KRT82|KRT85|KRT86|EPHA2|CDH3|EVPL|KRT10|TCHH|KRT76|DSG4|FOXN1|OVOL2|GRHL1|KRT83|FOXC1|STK4|AQP3|TXNIP|MACROH2A1|PALLD|KDF1|HRNR|PIP5K1A|KLK5|POU2F3|SRSF6|KRT6A|LCE3A|CSTA|MACROH2A2|SAV1|MAFB|PLAAT4|TGM1|HOXA7|IL17A|ZFP36|ALOX15B|ADAM9|FLNB|ETV4|KRT5|SPRR5|EXPH5|SCEL|ZBED2|TP63|JAG1|CLIC4|KRT75|FOSL2|CD109|LATS1|LATS2|DNASE1L2|TMEM79|NUMA1|CYP26B1|EZH2|EXTL3|CDKN1A|INTU|CNFN|SGPP1|KAZN|LCE1C|LCE1E|IVL|LCE3D|LCE3E|IFT74|KRT36|SPRR2B|KRT84|SPRR2D|SPRR2F|SPRR2G|MAP2K1|MED1|PPL|NME2|SPRR3|SLC39A2|KRT1|KRT6B|TSG101|EREG|GRHL2|ACER1|PKP1|ST14|NOTCH1|ABCA12|AKR1C3|WNT16|CDSN|ASAH1|MSX2|YAP1|IL20|CERS3|BCL11B|CYP27B1|ROCK1|CDKN2A|REG3G|S100A7|ANXA1|OPN3|PLEC|FLG|KRT17|PPP3CA|BCR|LORICRIN|SPRR1A|SPRR1B|NFKBIZ|SPRR2E|TGM3|LIPK|LIPM|ROCK2|LIPN|KRT14|NCOA3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_KERATINOCYTE_DIFFERENTIATION,158,ENR,GOBP_KERATINOCYTE_DIFFERENTIATION,3.2896999999999998,0,GOBP_KERATINOCYTE_DIFFERENTIATION,FALSE,GOBP_KERATINOCYTE_DIFFERENTIATION
2,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.18729999999999999,2.3800000000000002E-2,0.89400000000000002,BMP4|MYC|WNT11|SIX1|RARB|DLG1|NPNT|GLI3|TCF21|ARG2|CAT|LAMA5|MAGED1|CTNNBIP1|PKD1|OSR2|SPRY1|SMAD3|CER1|GZF1|HOXA11|TMEM59L|HNF1B|SIX4|LZTS2|SALL1|SIX2|SMO|SMAD2|FOXC1|HOXD11|PTCH1|ZBTB16|OSR1|SMAD7|BASP1|SMAD5|VEGFA|ADAMTS16|PKD2|AGTR2|EPCAM|BCL2|FOXJ1|FOXC2|GATA3|NOG|PBX1|TACSTD2|SDC4|SFRP1|GREM1|ILK|DCHS1|CALB1|CITED1|FGFR2|GDF11|LGR4|HOXB7|HS2ST1|WT1|WNT2B|HS3ST3A1|WNT9B|HS3ST3B1|AGT|FOXD1|GDNF|WNT1|CTNNB1|KIF26B|SMAD1|HES1|REN|SMAD4|SMAD6|GPC3|WNT6|RARA|TGFB1|FGF2|FGFR1|CRLF1|PAX2|PAX8|SIM1|RET|ROBO2|GREB1L|LHX1|SHH|FGF1|BMPER|BMP7|SLIT2|BMP2|EYA1|WNT4|FGF10|FGF8|SOX9|SOX8,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MESONEPHROS_DEVELOPMENT,103,ENR,GOBP_MESONEPHROS_DEVELOPMENT,2.2437,0,GOBP_MESONEPHROS_DEVELOPMENT,FALSE,GOBP_MESONEPHROS_DEVELOPMENT
6,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.2676,3.5999999999999999E-3,0.151,NR5A1|TNFAIP6|PGR|SGPL1|GPR149|PTX3|PTPRN|GABRB1|LHCGR|NCOA1|AXL|NCOR2|NPPC|GDF10|GNRH1|NOTCH4|AMH|NRIP1|ZP3|CASP3|MDK|TYRO3|ADAMTS1|MMP2|EGR1|ZNF830|PCNA|AFP|MSTN|INHBA|SERPINF1|LEP|EREG|MMP19|SLIT3|NOTCH1|NPY5R|NR5A2|CASP2|PDGFRA|ADNP|SCAPER|PTN|TGFB3|SIRT1|GAS2|NPR2|RETN|PLEKHA1|ESR1|ROBO2|CGA|OPRK1|NHLH2|CA12|FOXO3|FSHR|NOS3|SLIT2|SLC26A6|BMPR1B|FZD4|GDF9|STAT5B|HAS2|STAT5A|TGFB2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_OVULATION_CYCLE,67,ENR,GOBP_OVULATION_CYCLE,2.6122000000000001,0,GOBP_OVULATION_CYCLE,FALSE,GOBP_OVULATION_CYCLE
33,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.2041,0,0,ODAD4|BMP4|FOXA1|WNT11|HESX1|PGR|PITX2|LIF|SIX1|HMGCS2|RARG|FGF9|GLI3|NKX2-1|DAG1|HIKESHI|DPPA4|PHEX|TCF21|ATP7A|TBX5|THRB|DLX5|EVA1A|RDH10|CDC42|PDGFA|LAMA5|COL6A1|NKX2-8|PKD1|CREB1|SPRY1|HMGB1|SPRY2|IGF1|RBPJ|RBBP9|PPP3R1|ITGB6|SIX4|ASCL1|ATXN1L|CIC|GNG8|ID1|PPP1CA|AP3B1|EDN2|VEGFA|MOSMO|SRSF6|PROX1|ADAMTS2|BMPR2|SOX11|CTSZ|FOXJ1|SELENON|STK40|BAG6|MME|SAV1|TBX4|RPGRIP1L|SKI|ASS1|ITGA3|FGFR2|PLOD3|ATXN1|FOSL2|THRA|STRA6|CCDC39|GSTCD|EPAS1|WT1|FGF7|WNT2B|CRISPLD2|MMP14|RSPO2|MMP12|TNF|SMPD3|FOXP2|KDR|TMEM38B|KRAS|CELSR1|GRHL2|MAN2A1|WNT7B|MAP2K2|MSX1|AIMP2|CHD7|CYP1A2|RPL13A|DISP1|SHH|FGF1|FGF18|LOX|SFTPD|NOS3|VANGL2|BMP2|FGF10|FGF8|TAB1|HMGA2|ERRFI1|PHF14|PKDCC|RAB3A|RXFP1|EDA|AGR2|MYCN|WNT5A|IGFBP5|NKIRAS1|NKIRAS2|FOXF1|ELK1|YWHAZ|SIM2|IL13|KLF2|DLG5|MYOCD|LOXL3|SPDEF|MAN1A2|SMAD2|SRF|ESRP2|FGFRL1|RC3H2|SEC24B|HYDIN|BASP1|IFT25|TGFB3|COL3A1|HOPX|TP73|SPEF2|RCN3|SMCHD1|ACVR2B|FBN1|NOG|HOXA5|WNT2|ZFPM2|TIMELESS|ABCA3|TULP3|CTSH|JMJD6|HHIP|TBX2|SP3|BLOC1S6|CCDC40|DNAAF1|ZIC3|PDPN|SLC23A1|HIPK2|HS6ST1|SREBF1|ANXA2|BMPR1A|CCBE1|MSC|CTNNB1|EXT1|SLC7A11|CHI3L1|HES1|LAMA1|TGFBR2|LIPA|MAP2K1|PTK7|FLT4|LHX3|HEG1|CRH|GPC3|GATA6|CLDN18|RARA|TGFB1|NOTCH1|ABCA12|FGF2|FGFR1|DNAAF3|PDGFRA|GLI1|GLI2|WDPCP|YAP1|LTBP3|LTA4H|NPHP3|ADAMTSL2|NFIB|NODAL|CEBPA|TNC|LEF1|ASXL1|HSD11B1|ALDH1A2|ADA|ALDH1A3|CCN2|EP300|RBP4|CLCN2|FKRP|MAPK1|MAPK3|SOX9,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,230,ENR,GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,3.6231,0,GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,FALSE,GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT
9,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.38400000000000001,0,0,CASQ2|OR2AT4|OR2A4|KCNIP2|DRGX|RYR2|LPO|KCNK3|CALM3|OR51E2|P2RX2|PLCB2|SLC24A4|ASPH|SSC5D|LBP|LY96|SCARB1|NR4A1|OR1D2|RTP2|RTP3|RTP4|RTP5|ENG|GNAT2|SOD2|OR10A2|OR10A3|OR10A6|OR10AC1|OR10AG1|OR10D3|OR10G3|OR10G4|AZGP1|OR10G7|OR5AN1|TLR1|OR10H1|OR10H3|TLR2|OR10H5|OR10K1|TLR6|OR10K2|OR10Z1|OR11A1|OR11G2|OR11H4|OR13A1|OR13G1|OR14A16|OR14J1|OR14L1|OR1A1|OR1C1|OR1I1|OR1L6|OR1L8|OR1M1|OR2A1|OR2A12|OR2A14|CALM1|OR2A25|OR2A42|OR2A5|OR2A7|OR2AG1|OR2AG2|OR2AJ1|OR2AK2|OR2AP1|OR2B11|OR2B6|OR2C1|OR2C3|OR2D3|OR2F1|OR2G6|OR2H1|CYB5R4|OR2H2|OR2J1|OR2J2|OR2K2|OR2L13|OR2L2|OR2L3|OR2L5|OR2L8|OR2M3|OR2M4|OR2T10|OR2T11|OR2T12|OR2T2|OR2T6|SLC11A2|OR2T7|OR2T8|OR2V2|OR2W3|OR2Z1|OR3A1|OR3A2|OR3A3|OR4C11|OR4C6|OR4D1|OR4D10|OR4D2|OR4D9|OR4E1|OR4E2|OR4F15|OR4F17|TGFB3|OR4K1|OR4K13|OR4K17|OR4K2|OR4N2|OR4Q3|OR51A4|OR51A7|OR51B5|OR51D1|OR51E1|STIM1|OR51I1|OR51I2|OR51M1|OR52A1|OR52A5|OR52E4|OR52E5|OR52H1|OR52I2|OR52K1|C4B|OR52K2|OR52N1|OR52N2|OR52N4|OR52N5|NOD2|OR52P1|OR56A1|OR56A3|OR56A4|OR56B1|OR5A1|OR5AS1|ASIC3|OR5AU1|CA6|OR5B2|OR5B21|OR5H1|CST1|OR5H14|CST2|OR5K1|CST4|OR5M1|GNAT1|OR5P2|OR5P3|OR5V1|OR6A2|OR6B1|PIGR|OR6C1|PIP|OR6C2|PKD1L3|OR6C4|PKD2L1|OR6C6|OR6C74|TAS1R1|OR6C75|TAS1R2|OR6F1|TAS1R3|OR6J1|TAS2R1|OR6N1|TAS2R10|OR6N2|TAS2R13|OR6P1|TAS2R14|OR6Y1|TAS2R19|OR7A10|TAS2R20|OR7A17|TAS2R3|OR7A5|TAS2R30|OR7C1|TAS2R31|OR7D2|TAS2R39|OR7D4|TAS2R4|OR7G2|TAS2R42|OR8A1|TAS2R43|OR8B12|TAS2R46|OR8B8|TAS2R5|OR8D1|TAS2R50|OR8D4|TAS2R60|OR8G5|TAS2R9|TRPA1|OR8H1|TRPV1|OR8H2|CLEC7A|OR8J2|OR8J3|CALM2|OR8K3|OR9G1|OR9G4|OR9K2|EXTL3|OR9Q1|KCNMB2|OR9Q2|KCNMB4|FFAR4|SYT1|KCNMB1|OR10J1|KCNMB3|TREM2|TLR4|TLR9|OR10A4|CNGB1|CASR,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_DETECTION_OF_CHEMICAL_STIMULUS,251,ENR,GOBP_DETECTION_OF_CHEMICAL_STIMULUS,7.0957999999999997,0,GOBP_DETECTION_OF_CHEMICAL_STIMULUS,FALSE,GOBP_DETECTION_OF_CHEMICAL_STIMULUS
33,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.24529999999999999,3.8899999999999997E-2,0.98599999999999999,BMP4|FOXA1|PGR|LIF|BLOC1S6|ERRFI1|PHF14|FGFR2|PKDCC|ATXN1|FOSL2|NKX2-1|STRA6|TCF21|ATP7A|HS6ST1|IGFBP5|NKIRAS1|NKIRAS2|PDGFA|COL6A1|CREB1|FOXF1|MMP12|IGF1|SLC7A11|SMPD3|ITGB6|FLT4|FOXP2|MYOCD|KDR|ATXN1L|TMEM38B|CIC|GATA6|CLDN18|MAN2A1|MAN1A2|TGFB1|ABCA12|RC3H2|EDN2|TGFB3|HOPX|LTBP3|BMPR2|SELENON|FBN1|STK40|HOXA5|ASXL1|SFTPD|ADA|FGF10,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LUNG_ALVEOLUS_DEVELOPMENT,55,ENR,GOBP_LUNG_ALVEOLUS_DEVELOPMENT,2.1356000000000002,0,GOBP_LUNG_ALVEOLUS_DEVELOPMENT,FALSE,GOBP_LUNG_ALVEOLUS_DEVELOPMENT
8,2.6989700043360201,2.6989700043360201,2.6989700043360201,0.998,0.3856,2.0999999999999999E-3,0.08,NEDD4L|ITSN2|SYT17|UNC13A|RIMS2|SLC23A2|ATG16L1|CDKL3|SMURF1|LLPH|SPAG9|CPNE5|MUL1|CPNE6|BCL11A|CPNE9|SLC9A6|CYFIP2|SH3GL2|TMEM108|WASF1|PLAA|SYT1|SYT2|SYT3|OSTN|RNF157|STK11|CACNG7|RIMS1|AUTS2|RASAL1|SYT4|CYFIP1|PRKN,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_DENDRITE_EXTENSION,35,ENR,GOBP_DENDRITE_EXTENSION,2.7027999999999999,2E-3,GOBP_DENDRITE_EXTENSION,FALSE,GOBP_DENDRITE_EXTENSION
1,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.35589999999999999,5.7000000000000002E-2,0.999,SEMG2|TEX101|ADAM7|DEFB1|TAC3|TACR3|TPPP2|CCR6|CFAP206|TAC1|CLXN|IQCF1|IRGC|KIF9|TAC4|RNASE10|EPPIN|PRDM14|TACR2|PGAM4|TACR1|CFAP69|SEMG1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY,23,ENR,GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY,2.0457000000000001,0,GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY,FALSE,GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY
1,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.3972,1.1000000000000001E-3,3.5000000000000003E-2,ODAD4|DAW1|DNAH5|CCDC40|DNAAF3|DNAI4|DNAAF1|CLXN|ZMYND10|DRC1|CCDC39|ODAD2|CCDC63|DNAAF8|DNAH17|DNAH8|DNAL1|DNAI3|LRRC61|DNAAF4|ODAD1|CFAP100|CFAP73|DNAAF5|DNAI2|DNAAF6|DNAH2|DNAH7|SPAG1|ODAD3|TEKT2|CFAP57|DNAH1|DNAI1|DNAAF11|TTC12|DNAAF10|DNAAF2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY,38,ENR,GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY,2.8003,0,GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY,FALSE,GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY
