__mclCluster,EnrichmentMap::-log10(pvalue) (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::-log10(pvalue)*sign(NES) (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::ES (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::fdr_qvalue (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::fwer_qvalue (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::pvalue (human_r_protein_coding_classic.GseaPreranked),name,selected,shared name
10,2.4089353929735,2.4089353929735,2.4089353929735,0.99609999999999999,0.1157,5.7799999999999997E-2,0.999,BMP4|CCL3|HAND2|REST|WNT11|WNT3A|SPP1|ATP5F1B|ASF1A|FGF9|NPPC|RORB|AKT1|NPNT|BMP3|GLI3|GDF10|RUNX2|IPO7|PTH1R|DLX5|RDH14|CAT|FASN|CEBPB|LIMD1|COL6A1|GSK3B|RPS15|IGF1|IFITM1|IGF2|IL6ST|SNRNP200|EPHA2|SCUBE3|BAMBI|SHOX2|H3-3A|H3-3B|SMO|PTHLH|SUFU|ID1|COL1A1|PTCH1|IGFBP3|SMAD5|VEGFA|DNAI3|BMPR2|HIRA|SOX11|MRC2|SYNCRIP|MYOC|TPM4|PSMC2|CCDC47|FHL2|GREM1|SKI|ALPL|IL6R|CBFB|CITED1|CCN1|BCAP29|FGFR2|FOSL2|LGR4|PTEN|SP7|WNT10B|JUND|LTF|ITGA11|MAP2K6|RANBP3L|MEF2C|RSPO2|HSPE1|BMP6|NOCT|FZD1|HGF|ADAR|CLTC|PENK|TNF|NF1|SFRP2|FBL|SNAI1|SMAD6|WWOX|IHH|SEMA4D|SMOC1|RSL1D1|WNT7B|IARS1|MSX2|PTK2|WWTR1|HDAC7|SNAI2|AXIN2|SND1|MYBBP1A|TENT5A|SHH|TOB1|LOX|PRKACA|BMP7|OSTN|BMP2|ALYREF|PHB1|FIGNL1|SOX8|LRP5|PPARG|TNFAIP6|CEBPD|TMT1A|TRPM4|RRAS2|VEGFC|PRKD1|IFT80|ATF4|LRP3|DDX21|IGFBP5|TWSG1|ACVR1|CREB3L1|CTNNBIP1|SIRT7|PTPRB|VCAN|RASSF2|HOXA2|SMAD3|CRIM1|FBN2|SATB2|TWIST2|MEN1|CDK6|DDX5|JUNB|IGFBP2|DHX9|RIOX1|UCMA|PRMT3|DDR2|SEMA7A|CLIC1|ID2|ERFE|CTHRC1|ACHE|ACVR2B|NBR1|HNRNPC|NOG|AREG|DNAJC13|LRRC17|TCIRG1|SFRP1|TWIST1|HNRNPU|BMPR1B|AMELX|SOX2|FAM20C|TAOK3|ILK|TP63|HSD17B4|JAG1|HEMGN|RRBP1|ZHX3|CHRD|BMPR1A|FFAR4|CTNNB1|IBSP|ID4|SMAD1|CLEC5A|TNN|ATRAID|TP53INP2|NELL1|SMAD4|UFL1|NOTCH1|FBXO5|FGF2|CCN4|GLI1|GLI2|BGLAP|DHH|YAP1|GTPBP4|CYP24A1|MAPK11|ACVR2A|MAPK14|TMEM53|FGF23|ID3|CEBPA|TNC|LEF1|IL6|TMEM119|PPP3CA|TMEM64|PANX3|SMAD9|GDPD2|GABBR1|WNT3|FERMT2|WNT4|NR1I3|SOX9|SUCO|RBMX,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_OSTEOBLAST_DIFFERENTIATION,238,ENR,GOBP_OSTEOBLAST_DIFFERENTIATION,2.0421999999999998,3.8999999999999998E-3,GOBP_OSTEOBLAST_DIFFERENTIATION,FALSE,GOBP_OSTEOBLAST_DIFFERENTIATION
4,2.6989700043360201,2.6989700043360201,2.6989700043360201,0.998,0.2316,1.3100000000000001E-2,0.61799999999999999,BMP4|HMGA2|CDH1|CHRNB2|HESX1|PITX2|PITX1|BLOC1S6|POU4F1|SRD5A1|SRD5A2|NCOA1|PLXNA1|KCNC2|NKX2-1|INHBB|OGDH|OTP|CNTNAP2|WNT5A|PAX6|BMPR1A|KCNC1|CREB1|NRP2|WNT1|CTNNB1|GATA2|RBPJ|HES1|ARX|OTX1|TAL2|UBB|ISL1|KIAA0319|NDNF|RAB3GAP1|SEMA3E|RAX|LHX3|SALL1|UQCRQ|ZEB2|CRH|OLIG2|SMO|PTCHD1|FGF2|SOX3|HAP1|NRP1|MSX1|GLI1|GLI2|PLXNA3|DRD2|NR4A2|PROP1|BAX|SHH|SEMA5A|NHLH2|SLC6A3|GHRH|NOG|POU3F2|FOXB1|ALDH1A2|TBX19|GHRHR|BMP2|POU1F1|SIX3|WNT4|SOX2|NR0B1|FGF10|FGF8,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_DIENCEPHALON_DEVELOPMENT,79,ENR,GOBP_DIENCEPHALON_DEVELOPMENT,2.3668999999999998,2E-3,GOBP_DIENCEPHALON_DEVELOPMENT,FALSE,GOBP_DIENCEPHALON_DEVELOPMENT
,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.18260000000000001,2.5999999999999999E-3,0.107,TCTN2|DISP3|FOXA1|EFCAB7|FGF9|HHAT|STK36|MKS1|GLI3|NSDHL|IFT122|DISP2|EVC2|PDX1|RUNX2|C2CD3|DYRK2|IFT80|IQUB|ENPP1|KIAA0586|TCTN3|HIPK1|PAX6|RAB34|SEPTIN2|BBS7|FOXF1|TMEM17|RACK1|OTX2|DZIP1|DLG5|SHOX2|CDON|MAP3K10|SMO|PTCHD1|MGRN1|SUFU|FKBP8|CLUAP1|PTCH1|IFT46|IFT172|ZIC1|IFT25|IFT20|IFT27|IFT52|IFT56|IFT57|MOSMO|IFT81|WDR19|ARL6|STIL|GPR37L1|CPLANE2|PDCL|TUBA1A|NDP|NOG|DYNC2H1|RFX4|PTCH2|TULP3|SFRP1|TMED2|RPGRIP1L|UCHL5|CIBAR1|RB1|HHIP|PKD2L1|ARL3|CHSY1|CFAP410|WDR11|ARMC9|EVC|FGFR2|GORAB|KIF7|SKOR2|ZIC3|TEDC1|TEDC2|TTC23|TUBD1|TXNDC15|SERPINE2|CD3E|WNT10B|PRKACB|NKX6-1|PRRX1|DCDC2|HIPK2|FUZ|HSPG2|IFT140|MEGF8|NDST1|INTU|SCUBE1|EXT1|HES1|KCTD21|HES5|TGFBR2|KCTD6|HHIPL1|ISL1|GPC2|IHH|GPC3|VCP|UBR5|TCTN1|BTRC|ULK3|GLI1|GLI2|GAS1|WDPCP|DHH|RO60|SLITRK4|POR|B9D1|TBC1D32|TMEM231|DISP1|ARL13B|SHH|TTC21B|CREBBP|FBXL17|GLIS2|CDK20|PRKACA|CC2D2A|TTBK2|GPR161|TRAF3IP1|CTNNA1|KCTD11|RORA|HERC4|NCOA2|FGF10|DZIP1L,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SMOOTHENED_SIGNALING_PATHWAY,153,ENR,GOBP_SMOOTHENED_SIGNALING_PATHWAY,2.6598999999999999,0,GOBP_SMOOTHENED_SIGNALING_PATHWAY,FALSE,GOBP_SMOOTHENED_SIGNALING_PATHWAY
10,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.2379,1.23E-2,0.59399999999999997,BMP4|IL6R|TP63|JAG1|CEBPD|CCN1|NPPC|NPNT|GLI3|GDF10|PRKD1|RUNX2|WNT10B|ZHX3|JUND|LRP3|LTF|CEBPB|MEF2C|ACVR1|CTNNBIP1|BMPR1A|FFAR4|BMP6|FZD1|HGF|CTNNB1|IGF1|IFITM1|IL6ST|SMAD1|ATRAID|FBN2|SCUBE3|SFRP2|NELL1|PRMT3|DDR2|FBXO5|FGF2|WNT7B|CCN4|MSX2|WWTR1|SMAD5|YAP1|VEGFA|CLIC1|ACVR2A|DNAI3|BMPR2|SOX11|TENT5A|CTHRC1|ACVR2B|CEBPA|IL6|TMEM119|PPP3CA|GDPD2|BMP7|BMP2|BMPR1B|WNT3|FERMT2|WNT4|SUCO|FAM20C|LRP5|TAOK3|ILK,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,71,ENR,GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,2.3778000000000001,0,GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,FALSE,GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION
1,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.31890000000000002,8.6E-3,0.41099999999999998,CFAP20|CFAP43|SEMG2|ADAM7|TPPP2|BBS1|CCDC40|BBS2|CCR6|CFAP206|DNAAF1|CFAP298|TAC1|CFAP45|CLXN|CATSPER1|CYB5D1|DRC1|BBS4|IQCF1|CCDC39|IRGC|KIF9|ODAD2|RSPH4A|TTLL6|MKKS|TACR2|PGAM4|CFAP69|DNAH11|TEX101|GAS2L2|DEFB1|TAC3|TACR3|TAC4|RNASE10|EPPIN|PRDM14|TACR1|SEMG1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CILIUM_MOVEMENT,42,ENR,GOBP_REGULATION_OF_CILIUM_MOVEMENT,2.4557000000000002,0,GOBP_REGULATION_OF_CILIUM_MOVEMENT,FALSE,GOBP_REGULATION_OF_CILIUM_MOVEMENT
4,2.7212463990471698,2.7212463990471698,2.7212463990471698,1,0.47910000000000003,2.23E-2,0.877,PITX2|SLC6A3|FGF2|GHRH|GATA2|HES1|DRD2|GHRHR|BMP2|POU1F1|PROP1|WNT4|SOX2|LHX3|FGF8,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ADENOHYPOPHYSIS_DEVELOPMENT,15,ENR,GOBP_ADENOHYPOPHYSIS_DEVELOPMENT,2.2563,0,GOBP_ADENOHYPOPHYSIS_DEVELOPMENT,FALSE,GOBP_ADENOHYPOPHYSIS_DEVELOPMENT
16,2.6989700043360201,2.6989700043360201,2.6989700043360201,0.998,0.15179999999999999,4.2299999999999997E-2,0.99299999999999999,HOXA3|IRX5|BMP4|HOXB4|HAND2|NKX3-2|WNT11|SIX1|HSD17B7|DLG1|FGF9|MKS1|GLI3|HOXC11|MYCN|MBTD1|RUNX2|ALX4|DMRT2|WNT5A|DEAF1|DLX5|RDH10|DLX6|OSR2|ALX3|HOXA2|PAX5|SMAD3|HOXA11|SATB2|MED12|HOXA1|SIX4|HOXD9|HOXB3|HOXD3|SHOX2|HOXB5|SIX2|UCMA|SMAD2|EIF4A3|MTHFD1|HOXA4|HOXC4|HOXD11|DLX3|HOXD4|COL1A1|DYNC2I1|OSR1|ZEB1|PCSK5|SLC2A10|MOSMO|SCX|MDFI|MMP16|WDR19|SOX11|DLX1|DLX2|FOXC2|NOG|HOXA5|PBX1|HOXA9|HOXB8|NIPBL|TULP3|TBX15|TWIST1|DSCAML1|GSC|HOXA7|MYF5|BMI1|CHST11|SLC35D1|SP3|MTHFD1L|COL11A1|HOXA6|COL2A1|HOXC5|HOXC6|FGFR2|SLC39A3|EDNRA|HOXB7|WNT9B|PRRX1|TFAP2A|FUZ|IFT140|MEGF8|NDST1|MMP14|CTNNB1|EXT1|XYLT1|HYAL1|TGFBR2|SLC39A1|HOXB1|WNT9A|DLX4|HOXB2|IHH|KIAA1217|TAPT1|FLVCR1|HOXC9|GRHL2|HOXD10|PDGFRA|TBX1|PCGF2|ACVR2A|LHX1|SHH|PAX7|TGFBR1|NODAL|HOXB9|CDK20|ALX1|HOXB6|HOXD1|RBP4|BMP7|EYA1|FGF8|SULF1|SULF2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,136,ENR,GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,2.1160000000000001,2E-3,GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,FALSE,GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT
13,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.39029999999999998,3.8E-3,0.34899999999999998,CPOX|SLC25A39|SLC6A9|UROS|FXN|ABCB10|ABCB6|ABCB7|ALAD|ALAS1|HNF1A|ALAS2|ANK1|COX15|FECH|HMBS|IREB2|PGRMC1|PPOX|RSAD1|TMEM14A|SLC11A2|SNX3|SRRD|TMEM14C|COX10|UROD,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,27,ENR,GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,-2.4754,0,GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,FALSE,GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS
29,2.0177287669604298,-2.0177287669604298,2.0177287669604298,-0.99039999999999995,-0.1449,7.9299999999999995E-2,1,DHFR|GSTA3|GSTM5|GSTO2|GSTT1|PRDX3|PARK7|PRKCE|RALBP1|GPX1|GPX4|GSTA1|SLC17A3|GSTM3|SLC29A4|GSTM6|GSTM7|SESN2|S100A9|SLC22A1|SLC22A18|SLC22A2|SLC30A1|RDH11|RDH12|SLC22A3|AIFM2|MGST3|PRDX2|SLC11A1|GCH1|ADH4|ADH5|AKR1A1|GSR|GSTK1|ALDH1A1|PTGES|SOD2|ALDH1A7|ALDH2|PTGS1|ABCB1A|PTGS2|ABCB1B|APOE|S100A8|SLC47A1|PRDX6|PRDX6B|TXNRD3|MGST2|MT3|APOM|MT1|MT2|MT4|SOD1|NFE2L2|NQO1|ABCC1|ABCC2|ATP7A|ABCG2|CAT|ESD|PIM1|APOA4|FABP1|AQP8|AQP9|GPX2|PRDX4|SLC30A10|SLC30A3|LANCL1|SOD3|CD36|OSCP1|RAB40B|SLC39A8|GSTO1|CP|TXNRD1|CYGB|ABCB6|HP|AMBP|CCS|FANCC|FBLN5|LPO|GPX3|GPX6|GPX7|GPX8|KDM3B|MB|MPO|NXN|PRDX5|PXDN|PRDX1|SESN1|SRXN1|TRP53INP1|TXN1|TXNDC17|TXNRD2|UBIAD1|NOS3,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_DETOXIFICATION,111,ENR,GOBP_DETOXIFICATION,-1.8050999999999999,9.5999999999999992E-3,GOBP_DETOXIFICATION,FALSE,GOBP_DETOXIFICATION
24,2.3767507096021001,-2.3767507096021001,2.3767507096021001,-0.99580000000000002,-0.32419999999999999,4.1300000000000003E-2,1,CES1F|CES1B|CES1C|CES1E|CYP7B1|CES1G|CYP8B1|ERRFI1|FGFR4|ACOX2|CYP27A1|CYP39A1|STARD4|NR1D1|CYP7A1|STAR|HSD17B10|AKR1D1|SLC27A5|HNF1A|AMACR|SLC27A2|SIRT1|PROX1|ABCD3|BAAT|CES1D,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS,27,ENR,GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS,-1.9885999999999999,4.1999999999999997E-3,GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS,FALSE,GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS
5,2.67778070526608,-2.67778070526608,2.67778070526608,-0.99790000000000001,-0.1321,5.2699999999999997E-2,1,NDUFA4|NEDD4L|P2RX7|NLGN3|P2RX1|P2RX4|P2RX5|PDPK1|PKD2|PPP3CA|PPP3CB|PPP3CC|PPP3R1|PRSS8|RAPGEF3|RELN|GSTM7|RGS7|SNCA|RNF207|SCN1B|SLC9A1|BAX|SRI|STAC|STAC2|STAC3|STIM1|STIM2|XCL1|SUMO1|IFNG|TESC|NPPA|THY1|TRDN|TRPC1|TRPC3|TRPC6|VMP1|WNK1|WNK2|PLP1|WNK4|ABCB1A|ABCB1B|ABL1|ACTN2|ADRB1|ADRB2|AGTR1A|AKAP5|P2RY6|AKAP6|AKAP7|AKAP9|AMIGO1|ANK2|ANK3|ANO6|APLNR|ARF1|PLCB1|ASPH|ATP1B2|ATP1B3|ATP2A1|BAK1|BDKRB1|BMP4|CACNA1C|CACNA1D|CACNB2|CACNB3|CALM1|CALM2|CALM3|CAPN3|CASQ1|CD19|CD4|CFTR|CLEC4B1|DBI|CNKSR3|CTSS|CXCR3|DMD|DPP6|DRD4|HTT|EDN3|EDNRA|EHD3|F2R|ATP7A|F2RL3|PLCG1|PLCG2|FGF13|FGF14|FLNA|FXYD1|FXYD2|FXYD3|FXYD4|FXYD5|FXYD6|FXYD7|GAL|CAV1|GALR2|GJC2|GPR39|GRIN1|GRM6|GSTO1|HAP1|HEPH|HSPA2|IKBKB|IL13|JPH2|COX17|CX3CL1|CXCL10|CXCL11|KCNC1|KCNC2|KCNE1|CXCL9|KCNH2|KCNIP2|G6PDX|F2|KCNJ2|GIMAP3|KCNMB1|GIMAP5|ATP1B1|KCNQ1|LCN2|LRRC26|LRRC52|LRRC55|ADCYAP1R1|EDN1|MS4A1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,148,ENR,GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,-1.9212,2.0999999999999999E-3,GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,FALSE,GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT
45,2.3872161432802601,-2.3872161432802601,2.3872161432802601,-0.99590000000000001,-0.30869999999999997,5.9700000000000003E-2,1,BECN1|PPP2CB|LCT|MAP1LC3A|BACE1|STAR|NCAM1|CDK4|ALAD|PPP1CA|CLDN1|PTGS2|MECP2|FECH|UCP2|MAPT|CAT|PLSCR1|SLC34A1|PPP5C|DNMT3A|SERPINA1A|SERPINA1B|SERPINA1C|SERPINA1D|SERPINA1E,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_RESPONSE_TO_LEAD_ION,26,ENR,GOBP_RESPONSE_TO_LEAD_ION,-1.8781000000000001,4.1000000000000003E-3,GOBP_RESPONSE_TO_LEAD_ION,FALSE,GOBP_RESPONSE_TO_LEAD_ION
1,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.35120000000000001,0,0,NDUFB8|NDUFB9|NDUFC2|NDUFS1|NDUFS2|NDUFS3|NDUFS4|NDUFS6|NDUFS7|NDUFS8|NDUFV1|NDUFV2|NDUFV3|POR|PARK7|PINK1|SDHA|SDHAF2|SDHB|SDHC|SDHD|SNCA|THAP11|BDNF|UQCR10|BID|UQCR11|UQCRB|WDR93|UQCRC1|UQCRC2|CCNB1|UQCRFS1|CDK1|UQCRH|UQCRQ|CHCHD2|AIFM1|COQ7|AIFM2|COQ9|COX4I1|COX4I2|COX5A|COX5B|COX6A1|COX6A2|ETFA|ETFB|ETFDH|COX7A1|COX7A2|COX7A2L|COX7B|IMMP2L|COX7C|COX8A|COX8B|MYBBP1A|CYC1|CYCS|DGUOK|DLD|DNAJC15|DHRS2|PLEC|PM20D1|PPARGC1A|ISCU|ENOX2|PUM2|SCO2|FDX1|SOD2|MTCH2|VPS54|NDUFA10|NDUFA11|NDUFA12|NDUFA5|NDUFA7|NDUFA8|NDUFAF1|NDUFB3|NDUFB6,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_ELECTRON_TRANSPORT_CHAIN,85,ENR,GOBP_ELECTRON_TRANSPORT_CHAIN,-3.8022999999999998,0,GOBP_ELECTRON_TRANSPORT_CHAIN,FALSE,GOBP_ELECTRON_TRANSPORT_CHAIN
19,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.34960000000000002,1.1000000000000001E-3,8.5999999999999993E-2,HMGCS1|AASS|NUDT7|TPK1|ACACB|ACOT12|NUDT8|ACAT1|PDK1|PDK2|PDK3|CS|PDK4|CSL|PGK1|DLAT|DLD|PIPOX|DLST|ACSS1|ACSS2|FASN|PDHA1|PDHB|VDAC1|MVD|DIP2A|MVK|KYNU|AADAT|PMVK|MLYCD|PPCS|BCKDK|HMGCS2|PDHX|ACACA|ACAA2|TDO2|ACLY,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_ACETYL_COA_METABOLIC_PROCESS,40,ENR,GOBP_ACETYL_COA_METABOLIC_PROCESS,-2.6576,0,GOBP_ACETYL_COA_METABOLIC_PROCESS,FALSE,GOBP_ACETYL_COA_METABOLIC_PROCESS
11,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.31929999999999997,2.5999999999999999E-3,0.23699999999999999,SLC25A32|SFXN1|SLC25A38|HSPA9|SFXN2|SLC25A39|SFXN3|SLC25A28|DNAJC19|SLC25A37|SLC25A40|DNLZ|SLC30A2|TST|GRPEL1|GRPEL2|DNAJC15|PAM16|FXN|PNPT1|TIMM17A|TIMM17B|PSEN2|TIMM23|TIMM44|OPA1|TOMM20|TOMM40L|TOMM7|SLC25A36|SLC25A23|VDAC1|SLC25A33|MRPL18|ROMO1|AKT1|AFG3L2|UCP2|TIMM50|HIF1A|MICU1|TOMM40|ITPR1|TOMM70A|SPG7,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_IMPORT_INTO_THE_MITOCHONDRION,45,ENR,GOBP_IMPORT_INTO_THE_MITOCHONDRION,-2.5345,0,GOBP_IMPORT_INTO_THE_MITOCHONDRION,FALSE,GOBP_IMPORT_INTO_THE_MITOCHONDRION
4,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-9.2299999999999993E-2,2.7199999999999998E-2,0.996,MAD2L2|APOA1|MALT1|APOA2|MAP3K7|ABR|MILL1|MLH1|ADORA3|ENPP3|MR1|MUC4|NCKAP1L|NDFIP1|NFKBID|NFKBIZ|CD177|NLRP3|PARP3|PAXIP1|PDCD1|PKN1|PMS2|HSPA8|PRKCZ|PVR|PYCARD|RAET1E|RC3H1|RC3H2|RIF1|RIPK2|RIPK3|NCF1|DHX36|RSAD2|SASH3|SERPINB9|ITGB2|SERPINB9B|ITGB2L|SH2D1B1|NPPA|SIGLECG|NPPC|SLAMF1|SLAMF6|SLC15A4|SMAD7|SOCS5|SPN|STAT6|STX7|TAP1|TAP2|OPA1|TBX21|TFRC|TNFAIP3|KIT|TNFRSF14|RABGEF1|TNFRSF1B|TNFSF13|TNFSF18|TNFSF4|RTN4|TRAF2|TRAF6|TRP53BP1|TRPM4|ULBP1|UNC13D|WAS|YWHAG|ZBTB1|ZBTB7B|ZC3H12A|RPS19|SPHK2|TGFB1|TREM2|B2M|APPL1|C3|C4BP|PLCG2|PLD2|CCL19|CCL2|CCL20|PTAFR|CCR2|CCR7|CD36|CD37|CD46|CD55|CD59A|CD59B|CD5L|CD81|GFER|CFP|COLEC10|COLEC11|CR1L|CR2|CXCL5|MSH2|EVPL|FCER2A|FCGR2B|BST2|FCNB|D6WSU163E|FOXJ1|FES|GATA3|GAB2|GATA1|GIMAP3|GATA2|GIMAP5|PRAM1|H2-T23|PANX1|SNX4|STX4A|HPX|VAMP8|IL1B|IVL|KLK5|KLK7|LGALS3|LTA|MBL2|NOD2|PF4|PGLYRP1|PGLYRP3|PGLYRP4|PPL|PTPN6|PTPRC|DDX1|S100A9|SERPING1|SH2D1A|TNF|SPON2|SUSD4|VSIG4|XCL1|IFNG|IL4|NR4A3|DDX21|TREX1|EXOSC3|HMGB1|IGF2|EXOSC6|INS1|INS2|POMC|STXBP1|ACP5|ANKRD17|CASP1|CASP4|ANGPT1|ATG9A|CUEDC2|DDX60|DHX58|GALNT2|GPRC5B|IL13RA1|IRAK3|IRF5|LITAF|MAPKAPK2|MYO18A|NLRX1|PKP3|SEMA7A|TEK|TGFB3|TRIL|FGR|TRIM6|WNT5A|FOXP1|TWIST2|UBE2J1|VPREB3|ZPBP2|GRN|EP300|AXL|IL10|LBP|GPI1|MAVS|CD22|HK1|PRKDC|CLNK|NOD1|PGLYRP2|DDRGK1|PRG2|P2RX7|RASGRP4|SLAMF8|PRKAA1|H2-DMB2|TIRAP|TLR2|TLR4|IL21|IL2RG|IL5|RBP4|LAPTM5|PIK3R6|RAC2|CLEC7A|RARA|CXCL1|F2RL1|RASGRP1|FGL2|MYD88|SHB|SYK|ARG1|STAT5A|TICAM1|ATG5|TNFRSF4|TYROBP|VAV1|XBP1|ZFP35|AHR|CD96|STAT5B|KLRE1|TLR3|TLR7|ARRB2|ANXA1|APPL2|CD74|CEACAM1|BCR|IL13|AP1G1|CADM1|CLEC12B|CLEC2D|IL4I1|CRK|DNASE1|DNASE1L3|GRB2|ITGAM|KLRB1A|KLRB1B|KLRB1C|KLRB1F|KLRC1|KLRC2|KLRI1|KLRI2|LAMP1|STAP1|STXBP2|LYN|MS4A2|PCK1|PDPK1|PHB2|PPP3CB|PNP|PTPN22|DNAJB9|MIF|TWIST1|TGFB2|TLR9|FFAR2|TMBIM6|FFAR3|C1QBP|PLA2G3|PLA2G5|6030468B19RIK|AGER|APLF|ARID5A|ASCL2|ATAD5|AZGP1|BCL6|BRD2|BRD4|BTK|SIRT1|CARD9|CCR6|CD160|SLC22A13|CD1D1|CD1D2|CD226|CD24A|CD27|CD274|CD28|CD40|CD40LG|CD69|CD80|CD84|CD86|CLEC4G|CRTAM|CX3CR1|DENND1B|CD300A|DPP4|DUSP10|DUSP22|EPHB2|FADD|FBXO38|FCER1A|FCER1G|FCGR1|FCGR3|FOXP3|FUT7|FZD5|H2-D1|H2-DMB1|H2-K1|H2-M2|H2-M3|H2-Q1|CFH|H2-Q10|H2-Q2|H2-Q4|H2-Q6|H2-Q7|H2-T24|H2-T3|H60C|HAVCR2|HFE|HLX|HSPD1|IL12A|IL12B|IL13RA2|IL18|IL18R1|IL18RAP|IL1R1|IL2|IL20RB|IL23A|IL27|IL27RA|IL33|ADORA2B|IL4RA|IL6|IL7R|INPP5D|IRF1|HMOX1|JAK3|KLHL22|KLRD1|KLRK1|LAG3|LGALS1|LGALS9|LOXL3,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,394,ENR,GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,-2.1080999999999999,0,GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,FALSE,GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
3,1.98716277529483,-1.98716277529483,1.98716277529483,-0.98970000000000002,-0.28239999999999998,5.6399999999999999E-2,1,GLS|GLS2|GLUD1|OAT|UROC1|GOT1|GOT2|SLC7A11|ALDH18A1|APC|ASL|ATCAY|HAL|GLUL|PRODH|PRODH2|FPGS|GCLC|GCLM|GGT1|ALDH4A1|ADHFE1|ALDH5A1|AMDHD1|NAGS|AADAT|NR1H4|FTCD|GAD1|GAD2|SLC25A12|TAT,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_GLUTAMATE_METABOLIC_PROCESS,32,ENR,GOBP_GLUTAMATE_METABOLIC_PROCESS,-1.9014,1.03E-2,GOBP_GLUTAMATE_METABOLIC_PROCESS,FALSE,GOBP_GLUTAMATE_METABOLIC_PROCESS
