__mclCluster,EnrichmentMap::-log10(pvalue) (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::-log10(pvalue)*sign(NES) (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::ES (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::fdr_qvalue (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::fwer_qvalue (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (human_r_protein_coding_classic.GseaPreranked),EnrichmentMap::pvalue (human_r_protein_coding_classic.GseaPreranked),name,selected,shared name
,2.3979400086720402,-2.3979400086720402,2.3979400086720402,-0.996,-0.1236,4.58E-2,1,AAAS|ACADM|ATIC|CPT1A|OSBPL5|P4HB|CTSB|OSBPL10|OSBPL8|AASDHPPT|ALDH4A1|CHAC1|GNMT|HPN|CRYM|SLC22A4|CTNS|CTSK|FTCD|GSTZ1|VNN1|MTHFD1|MTHFD2L|IDH1|SULT1A1|SULT1A3|SULT1B1|DPEP1|NFE2L1|MTHFS|MTRR|ALDH7A1|PLA1A|PM20D2|ALDH9A1|PLA2G10|SLC46A1|ARL6IP5|PANK4|PRODH|BBOX1|BHMT|PLA2G15|BHMT2|CGA|CPT1C|SARDH|CHAC2|CHDH|CKB|PLA2G2F|CKM|PLA2G3|CKMT1A|CKMT1B|CKMT2|CPQ|DHFR2|DIO1|GATA3|NDP|ACADL|DIO3|DMGDH|DUOX1|EGLN2|ETHE1|HAGH|PCYOX1L|FOLH1|ABHD12|FOXE1|ABHD12B|FPGS|ABHD16A|GAMT|GATM|CPT1B|GCNT4|SHMT1|CPT2|GGACT|CRAT|GGH|GLO1|GSTA1|GLRX2|GSTM1|GSR|GSTM2|GSS|GSTM4|GSTA2|GSTA3|HPGDS|GSTA4|GSTA5|GOT2|GSTK1|GSTM3|GSTM5|GSTO1|GSTO2|GSTT2|ASS1|GSTT2B|GSTT4|IYD|MMACHC|MTHFD1L|MTHFD2|MTHFR|MTR|DIO2|NAT8|OPLAH|PLSCR1|PCYOX1|PLOD2|PLOD3|SLC16A10|GCH1|SLC16A2|SLC1A2|SLC25A42|SLC5A5|ICMT|SLCO1C1|PANK2|PTDSS1|TG|PARK7|PTDSS2|TMLHE|TPO|AGXT2|VNN2|SERINC1|GCLC|HOGA1|SERINC2|GCLM|SHMT2|SERINC5|SULT2A1|GPX1|DUOX2|SLC7A11|NFE2L2|GSTP1|FOLR1|MED1|SLC6A8|TYMS|SLC25A16|DUOXA1|PAX8|DUOXA2|SLC25A32|POR|SLC1A1|GGT1|GGT5|GGT6|GGT7|GGTLC1|GGTLC2|ALDH1L1|GGTLC3|ALDH1L2|CROT|SOD2|FKRP|LPCAT3|MGST2|SLC26A7|G6PD|LPCAT4|SLC19A1|SOD1|MBOAT1|MBOAT2|DHFR|MFSD2A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,184,ENR,GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,-1.9782,4.0000000000000001E-3,GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,FALSE,GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS
2,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.14000000000000001,0,0,ABCD1|ACO1|ACO2|ACADM|ACTN3|ACADVL|ADSL|ACSM1|AK4|ADCY10|ANTKMT|ADGRF1|ARL2|ADGRF5|ATP5F1A|ADHFE1|ATP5F1B|ADRB3|ATP5F1C|AGL|ATP5F1D|AKT1|ATP5F1E|AKT2|ATP5IF1|ATG12|ATP5ME|ATG2A|ATP5MF|ATG2B|ATP5MG|ATG3|ATP5PB|ATP5PD|CAVIN3|ATP5PF|COMT|ATP5PO|DYRK2|ATP7A|ENPP1|ATPSCKMT|EPM2A|BCL2L13|EPM2AIP1|BID|EVA1A|BLOC1S1|G6PC1|C2ORF69|GAA|CAT|GABARAPL1|CBFA2T3|GBE1|CCNB1|GCGR|CDK1|GCK|CHCHD10|GFPT1|CHCHD2|GFPT2|COA6|GNMT|COL6A1|GRB10|COQ9|GSK3A|COX10|GSK3B|COX4I1|GYG1|COX4I2|GYG2|COX5A|GYS1|COX5B|GYS2|COX6A1|HMGB1|COX6A2|IGF1|COX6B1|IGF2|COX6B2|IL6ST|COX6C|INPP5K|COX7A1|INS|COX7A2|INSR|COX7A2L|IRS1|COX7B|IRS2|COX7B2|KHK|COX7C|KL|COX8A|LDHA|COX8C|LEP|CS|LEPR|CSKMT|MRAP2|CYC1|MT3|CYCS|MTOR|DGUOK|NHLRC1|DLAT|NR1D1|DLD|PASK|DLST|PCDH12|DNAJC15|PER2|DNAJC30|PFKM|ETFRF1|PGM2|FH|PHKA1|FXN|PHKA2|GHITM|PHKB|IDE|PHKG1|IDH1|PHKG2|IDH2|PHLDA2|IDH3A|PID1|IDH3B|POMC|IDH3G|PPP1CA|ISCU|PPP1CB|KGD4|PPP1CC|MACROH2A1|PPP1R1A|MDH1|PPP1R2|MDH1B|PPP1R2B|MDH2|PPP1R3A|ME3|PPP1R3B|MFN2|PPP1R3C|MLXIPL|PPP1R3D|MSH2|PPP1R3E|MT-ATP6|PPP1R3F|MT-ATP8|PPP1R3G|MT-CO1|PRKAG2|MT-CO2|PRKAG3|MT-CO3|PRLH|MT-CYB|PTH|MT-ND1|PYGB|MT-ND2|PYGL|MT-ND3|PYGM|MT-ND4|RB1CC1|MT-ND4L|RUBCNL|MT-ND5|SELENON|MT-ND6|SELENOS|MTCH2|SORBS1|MTFR1|STBD1|MTFR1L|STK40|MTFR2|TIGAR|NDP|TP53|NDUFA1|UGP2|NDUFA10|WDR45|NDUFA11|WDR45B|NDUFA12|WIPI1|NDUFA13|WIPI2|NDUFA2|NDUFA3|NDUFA5|NDUFA6|NDUFA7|NDUFA8|NDUFA9|NDUFAB1|NDUFAF1|NDUFB1|NDUFB10|NDUFB11|NDUFB2|NDUFB3|NDUFB4|NDUFB5|NDUFB6|NDUFB7|NDUFB8|NDUFB9|NDUFC1|NDUFC2|NDUFC2-KCTD14|NDUFS1|NDUFS2|NDUFS3|NDUFS4|NDUFS5|NDUFS6|NDUFS7|NDUFS8|NDUFV1|NDUFV2|NDUFV3|NIPSNAP2|NNT|NOP53|NUPR1|OGDH|OGDHL|OXA1L|PANK2|PARK7|PDHA1|PDHB|PINK1|PPIF|RHOA|SDHA|SDHAF2|SDHAF4|SDHB|SDHC|SDHD|SHMT2|SIRT3|SLC25A14|SLC25A23|SLC25A33|SLC25A51|SNCA|STOML2|SUCLA2|SUCLG1|SUCLG2|SURF1|TEFM|TMEM135|TNF|TRPV4|UCN|UQCC2|UQCC3|UQCR10|UQCR11|UQCRB|UQCRC1|UQCRC2|UQCRFS1|UQCRH|UQCRHL|UQCRQ|VCP|ABCC9|AIFM2|CHCHD5|CISD1|COQ10A|COQ10B|CYP1A2|ETFA|ETFB|ETFDH|GBA1|HCCS|IFNAR1|IFNG|IFNLR1|IL10RB|IL4|IMMP2L|LYRM7|MFSD8|MTLN|MYBBP1A|NFATC4|NOS2|NR4A3|OAS1|OPN3|PIK3CA|PLEC|PNPT1|PPARGC1A|PRDM16|PRELID1|PUM2|SCO2|SLC25A13|SLC25A25|SOD2|TRAP1|TREX1|VPS54|KAT2B|ALDOA|ENO1|LIPA|PPARA|STAT3|CYB561|DHRS2|ENOX2|FDX1|FDX2|NDOR1|PDIA5|POR|WDR93|AACS|ACACB|ACAT1|ACOX1|ACSS3|ADIPOQ|ADPGK|ALDH1L1|ALDH1L2|ALDOB|ALDOC|APP|ARNT|ASIP|AVP|AVPR1A|BPGM|CEBPA|CROT|CXXC5|DDIT4|DERA|DHTKD1|EIF6|ENO2|ENO3|ENO4|EP300|FBP1|FDXR|FECH|FKRP|FLCN|FOXK1|FOXK2|G6PD|GALK1|GAPDH|GAPDHS|GIPR|GIT1|GNPDA1|GPD1|GPI|GPR180|H6PD|HDAC4|HIF1A|HK1|HK2|HK3|HKDC1|HMGCL|HMGCLL1|HMGCS2|HTR2A|IER3|JMJD8|MCHR1|MLST8|NCOR1|OGT|OXCT1|OXCT2|P2RX7|PDX1|PFKFB1|PFKFB2|PFKFB3|PFKL|PFKP|PGAM1|PGAM2|PGAM4|PGD|PGK1|PGLS|PGM1|PKLR|PKM|PPARD|PPP2CA|PRKAA2|PRKAG1|PRPS2|PRXL2C|PSEN1|RBKS|RBPJ|RPE|RPEL1|RPIA|RPTOR|SHPK|SIRT6|SLC27A5|SLC2A6|SLC4A1|SLC4A4|SRC|TALDO1|THTPA|TKT|TPI1|TRIM63|TYRP1|UCHL1|VGF|XYLB|ZBTB20|ZBTB7A|PRKACA|COX17|SLC25A4|UCP2|PRKAA1|THAP11,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,467,ENR,GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,-3.5057999999999998,0,GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,FALSE,GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
44,2.67778070526608,-2.67778070526608,2.67778070526608,-0.99790000000000001,-0.3357,1.35E-2,0.84799999999999998,ABCC1|DPEP1|ABCC10|ALOX5AP|GGT1|CPA1|GGT5|GGT6|GGT7|GGTA1|GGTLC1|GGTLC2|GGTLC3|DPEP2|LTA4H|PLA2G1B|LTC4S|MGST3|PTGR1|ALOX5|MAPKAPK2|PLA2G4A|NCF1|PLA2G5|PRG3|ALOX12|CYP4A11|CYP4F12|MGST2|CYP4F2|CYP4F3|SYK,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LEUKOTRIENE_METABOLIC_PROCESS,32,ENR,GOBP_LEUKOTRIENE_METABOLIC_PROCESS,-2.2585999999999999,2.0999999999999999E-3,GOBP_LEUKOTRIENE_METABOLIC_PROCESS,FALSE,GOBP_LEUKOTRIENE_METABOLIC_PROCESS
29,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.38340000000000002,3.2500000000000001E-2,0.999,SELENOS|IRF7|MIF|CCL5|GAS6|GHSR|GATA1|ITPKB|CCR5|NOD2|EPO|CLEC5A|KITLG|SNAI2|STAT5B|FCER1G|MAEA|STAT5A|APOH|BCL2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,20,ENR,GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,-2.0634999999999999,0,GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,FALSE,GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS
53,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.25879999999999997,3.8300000000000001E-2,1,SLC5A6|SLC6A12|SLC6A13|SLC6A14|SLC6A20|SLC6A8|SLC7A13|SLC7A6|ABCC1|SLC7A9|SLC25A20|SLC25A29|SLC25A32|GJA1|SLC25A39|SLC25A40|PDPN|SLC46A1|FOLR2|SLC38A2|SLC7A11|NHERF1|PDZK1|SLC22A4|SLC22A16|CTNS|ABCC4|ABCC5|SLC22A5|FOLR1|FOLR3|LRP2|MGST1|SLC19A1|SLC13A3|SLC16A12|SLC16A9|SLC19A2|SLC1A4|SLC22A1|SLC22A15|SLC3A1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MODIFIED_AMINO_ACID_TRANSPORT,42,ENR,GOBP_MODIFIED_AMINO_ACID_TRANSPORT,-2.0230000000000001,0,GOBP_MODIFIED_AMINO_ACID_TRANSPORT,FALSE,GOBP_MODIFIED_AMINO_ACID_TRANSPORT
2,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.31690000000000002,0,0,ABCD1|ACO1|ACO2|ACTN3|ADSL|AK4|ANTKMT|ARL2|ATP5F1A|ATP5F1B|ATP5F1C|ATP5F1D|ATP5F1E|ATP5IF1|ATP5ME|ATP5MF|ATP5MG|ATP5PB|ATP5PD|ATP5PF|ATP5PO|ATP7A|ATPSCKMT|BCL2L13|BID|BLOC1S1|C2ORF69|CAT|CBFA2T3|CCNB1|CDK1|CHCHD10|CHCHD2|COA6|COL6A1|COQ9|COX10|COX4I1|COX4I2|COX5A|COX5B|COX6A1|COX6A2|COX6B1|COX6B2|COX6C|COX7A1|COX7A2|COX7A2L|COX7B|COX7B2|COX7C|COX8A|COX8C|CS|CSKMT|CYC1|CYCS|DGUOK|DLAT|DLD|DLST|DNAJC15|DNAJC30|ETFRF1|FH|FXN|GHITM|IDE|IDH1|IDH2|IDH3A|IDH3B|IDH3G|ISCU|KGD4|MACROH2A1|MDH1|MDH1B|MDH2|ME3|MFN2|MLXIPL|MSH2|MT-ATP6|MT-ATP8|MT-CO1|MT-CO2|MT-CO3|MT-CYB|MT-ND1|MT-ND2|MT-ND3|MT-ND4|MT-ND4L|MT-ND5|MT-ND6|MTCH2|MTFR1|MTFR1L|MTFR2|NDP|NDUFA1|NDUFA10|NDUFA11|NDUFA12|NDUFA13|NDUFA2|NDUFA3|NDUFA5|NDUFA6|NDUFA7|NDUFA8|NDUFA9|NDUFAB1|NDUFAF1|NDUFB1|NDUFB10|NDUFB11|NDUFB2|NDUFB3|NDUFB4|NDUFB5|NDUFB6|NDUFB7|NDUFB8|NDUFB9|NDUFC1|NDUFC2|NDUFC2-KCTD14|NDUFS1|NDUFS2|NDUFS3|NDUFS4|NDUFS5|NDUFS6|NDUFS7|NDUFS8|NDUFV1|NDUFV2|NDUFV3|NIPSNAP2|NNT|NOP53|NUPR1|OGDH|OGDHL|OXA1L|PANK2|PARK7|PDHA1|PDHB|PINK1|PPIF|RHOA|SDHA|SDHAF2|SDHAF4|SDHB|SDHC|SDHD|SHMT2|SIRT3|SLC25A14|SLC25A23|SLC25A33|SLC25A51|SNCA|STOML2|SUCLA2|SUCLG1|SUCLG2|SURF1|TEFM|TMEM135|TNF|TRPV4|UCN|UQCC2|UQCC3|UQCR10|UQCR11|UQCRB|UQCRC1|UQCRC2|UQCRFS1|UQCRH|UQCRHL|UQCRQ|VCP,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_AEROBIC_RESPIRATION,190,ENR,GOBP_AEROBIC_RESPIRATION,-5.0743999999999998,0,GOBP_AEROBIC_RESPIRATION,FALSE,GOBP_AEROBIC_RESPIRATION
6,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.16420000000000001,2.9999999999999997E-4,1.0999999999999999E-2,MTMR3|ATG12|ATG2A|ATG2B|ATG3|P2RX7|EPM2A|GAA|GABARAPL1|PSEN1|PI4KB|MTOR|PIK3C2B|PIK3C3|PIKFYVE|PIP4K2A|AP3B1|PIP4K2B|PIP4K2C|MFN2|ATF2|ATP13A2|NPR2|RB1CC1|STBD1|NDP|PLA2G5|BNIP3|PPT1|WDR45|WDR45B|WIPI1|WIPI2|CHMP4A|CHMP4B|CLN8|AP4M1|AP5Z1|EMC6|ARL8B|NUPR1|CLN3|PINK1|FEZ1|SH3GLB1|RAB3GAP1|RAB3GAP2|RAB7A|IRGM|MAN2A1|ATP6V0C|SCARB2|GABARAPL2|GBA1|MOAP1|MFSD8|MTM1|LAMP1|LAPTM5|TREX1|VPS54|LRRK2|AMBRA1|ARFIP2|ATG10|ATG101|ATG13|ATG16L1|ATG16L2|ATG4A|ATG4B|ATG4C|ATG4D|ATG5|ATG7|ATG9A|ATP6AP1|ATG9B|ATP6AP2|ATP2A2|ATP6V0A1|RAB14|RAB1A|BAG3|RAB1B|ATP6V0B|C9ORF72|RAB33B|ATP6V1A|RAB34|CHEK2|ATP6V1D|CHMP1A|CHMP1B|CHMP2A|ATP6V1F|CHMP2B|RAB7B|CHMP3|CHMP4C|CHMP5|ATP6V1H|CHMP6|CHMP7|CTSD|DNAJC16|EFNB1|ELAPOR1|RNASEK|ELAVL1|SCFD1|EPHB2|SEC22B|FEZ2|GABARAP|IFT20|IFT88|IRGQ|LAMP2|LRBA|LRSAM1|MAP1LC3A|MAP1LC3B|MAP1LC3B2|MAP1LC3C|STX17|MCOLN1|VPS35|TBC1D14|STING1|TCIRG1|TMEM175|NSFL1C|PACS2|PHF23|RAB19|RAB23|RAB33A|RAB39A|RAB43|RAB5A|RALB|RETREG1|RETREG2|RETREG3|ATG14|ATM|BECN1|RNF186|RNF5|RUFY4|SMCR8|SMURF1|SNAPIN|SNX18|SNX30|SNX4|SNX7|ABCA1|ACP2|SPG11|AKTIP|ANXA2|ARSB|ARSG|ATP10B|B4GALNT1|STX12|CLN5|CLN6|TBC1D12|CLVS1|CLVS2|CORO1A|CREG1|EXT1|FHIP1B|FNIP1|TMEM39A|GNPTAB|TMEM41B|GRN|HEXA|TOM1|HID1|LIPA|TP53INP1|HOOK1|TP53INP2|HOOK2|TRAF6|HOOK3|HPS1|TRIM32|HPS4|HSD17B1|EHMT2|LAMTOR1|FIG4|LAPTM4B|LYSET|MBTPS1|MYO7A|UBQLN1|NAGLU|UBQLN2|NAGPA|UBXN2A|OCA2|UBXN2B|PPP3CB|RAB20|SLC45A2|SPNS1|SRPX|ULK1|SYT7|ULK2|TASL|ULK3|TFE3|TFEB|TMEM106B|TMEM165|VIPAS39|TMEM63A|VMP1|TMEM9|VPS16|TPCN2|TPP1|HEXB|VPS11|VPS18|VPS33A|WASHC5|VPS33B|ZKSCAN3|VPS4A|VPS4B|ZFYVE26|FLCN,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_VACUOLE_ORGANIZATION,242,ENR,GOBP_VACUOLE_ORGANIZATION,-2.9712000000000001,0,GOBP_VACUOLE_ORGANIZATION,FALSE,GOBP_VACUOLE_ORGANIZATION
22,2.2006594505464201,-2.2006594505464201,2.2006594505464201,-0.99370000000000003,-0.15210000000000001,5.7000000000000002E-2,1,AWAT2|DHRS4|DHRS7|DHRS9|HMGCS2|SRD5A1|DGAT1|MVD|DGAT2|LRAT|MVK|NUS1|LIPE|RDH10|RDH13|RDH14|RDH16|RDH5|RDH8|RETSAT|RPE65|SDR16C5|ALDH8A1|SDR9C7|PNLIP|PNPLA2|PNPLA4|CRPPA|PDSS1|AKR1B1|HMGCR|LRP1|PRMT3|LSS|AKR1C4|ALDH3A2|CYP2C18|CYP2C19|CYP2C9|CYP2D6|CYP2S1|ADH4|ADH5|ADH7|PLB1|CYP1A1|CYP2C8|CYP2E1|CYP3A5|CYP3A7|CYP4V2|PECR|PLPP6|PMVK|PHYH|UGT1A1|PDSS2|LRP8|UGT1A7|UGT1A8|CYP2W1|UGT1A9|CYP26A1|CYP26B1|CYP26C1|DHDDS|DOLK|DPM1|AKR1C1|DPM2|DPM3|ALDH1A1|RDH11|RDH12|HTRA2|LIPA|CEL|LRP2|FDFT1|SRD5A3|TTR|FDPS|ABCA4|CRABP2|CRH|NPC2|DHRS4L2|RBP1|RBP2|RBP3|GGPS1|RLBP1|SCPEP1|AKR1B10|AKR1C3|CYP1A2|BCO1|BCO2|HMGCS1|RARRES2|CYP1B1|IDI1|IDI2|CYP3A4|ADH1A|ADH1B|ADH1C|ADH6|AKR1B15|ALDH1A2|HSD17B6|ALDH1A3|LDLR|RBP4|COQ2|UGT1A3|CYP27C1|LPL|DHRS3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ISOPRENOID_METABOLIC_PROCESS,119,ENR,GOBP_ISOPRENOID_METABOLIC_PROCESS,-1.9222999999999999,6.3E-3,GOBP_ISOPRENOID_METABOLIC_PROCESS,FALSE,GOBP_ISOPRENOID_METABOLIC_PROCESS
21,1.6179829574251301,-1.6179829574251301,1.6179829574251301,-0.97589999999999999,-0.21629999999999999,8.8300000000000003E-2,1,KAT2B|NAT10|POC1B|C10ORF90|CCDC15|CENATAC|XRCC3|CDK5RAP2|CEP120|CEP131|ALMS1|CEP295|CEP295NL|CHMP1A|CHMP1B|RAB6C|CEP76|CHMP2A|CHMP2B|NPM1|CHMP3|CHMP4C|CHMP5|CHORDC1|CCNF|MDM1|NUBP1|NUP62|XPO1|GEN1|SIRT1|PKHD1|PLK2|PLK4|POC1A|VPS4B|PPP1R35|BRCA1|SASS6|SPICE1|STIL|RBM14|TRIM37|PDCD6IP|CHMP4B|ROCK2|TMEM67|FBXW5|KAT2A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CENTROSOME_DUPLICATION,49,ENR,GOBP_REGULATION_OF_CENTROSOME_DUPLICATION,-1.7950999999999999,2.41E-2,GOBP_REGULATION_OF_CENTROSOME_DUPLICATION,FALSE,GOBP_REGULATION_OF_CENTROSOME_DUPLICATION
6,2.0861861476162802,-2.0861861476162802,2.0861861476162802,-0.99180000000000001,-0.28760000000000002,8.1600000000000006E-2,1,CAMKK2|FBXO7|HK2|AMBRA1|VDAC1|ATP5IF1|SLC25A4|SLC25A5|GBA1|TOMM7|PARK7|PINK1|HTT|MUL1|CDC37|VPS13D|CERS1|STUB1|BNIP3|HDAC6|NOD2|HUWE1|DELE1|IRGM|EIF2AK1|UBE2A|PRKN,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,27,ENR,GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,-1.8170999999999999,8.2000000000000007E-3,GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,FALSE,GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION
8,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.15140000000000001,0,0,MTMR10|MTMR11|MTMR12|MTMR14|MTMR2|MTMR3|MTMR4|MTMR6|MTMR7|ADGRF5|HMGCS2|MTMR8|HTR2A|MTMR9|MVD|MVK|NAAA|NAPEPLD|NKX2-1|NR1H2|NR1H3|NR1H4|NUS1|OCRL|ORMDL1|ORMDL3|OSBP|OSBPL10|OSBPL8|PAFAH1B1|PCSK9|PCYT1A|PCYT1B|PCYT2|PDGFA|PDGFB|PEMT|PGAP2|PGAP3|PPARD|PGAP4|PGP|PGS1|PI4K2A|PI4K2B|PI4KA|PI4KB|PIGA|PIGB|PIGC|INPP5K|PIGF|PIGG|PIGH|PIGK|PIGL|PIGM|PIGN|PIGO|PIGP|PIGQ|PIGS|PIGT|PIGU|PIGV|PIGW|PIGX|PIGZ|PIK3C2A|PIK3C2B|PIK3C2G|PIK3C3|PIK3CB|PIK3CD|PIK3CG|IDH1|PIK3R3|PIK3R4|PIK3R5|PIKFYVE|PIP4K2A|PIP4K2B|PIP4K2C|PIP4P1|PIP4P2|PIP5K1A|PIP5K1B|PIP5K1C|PIP5KL1|PITPNM1|PITPNM2|PITPNM3|PLA1A|PLA2G10|PLA2G12A|PLA2G12B|PLA2G15|PLA2G1B|PLA2G2A|PLA2G2C|PLA2G2D|PLA2G2F|PLA2G3|PLA2G4A|PLA2G4B|PLA2G4C|PLA2G4D|PLA2G4E|PLA2G4F|PLA2G5|PLA2G6|PLA2G7|PLAA|PLAAT1|ACSL3|PLAAT2|PLAAT3|PLAAT4|PLAAT5|PLB1|PLBD1|PLBD2|PLCB1|PLCB2|PLCB3|PLCB4|CLN8|PLCD1|PLCE1|PLCG1|PLCG2|PLCH1|PLCH2|PLCL1|PLCL2|PLD1|PLD2|PLPP1|PLPP2|PLPP4|PLPP5|PLPP6|PLPPR1|PLPPR2|PLPPR3|DDHD1|PLPPR4|PLPPR5|PLSCR1|PMVK|PNLIPRP2|PNPLA3|PNPLA6|PNPLA7|PNPLA8|PON1|PRKCD|PROCA1|PTDSS1|PTDSS2|PTEN|PTPMT1|CLN3|PTPRQ|SACM1L|SAMD8|SCARB1|SCP2|SELENOI|SERAC1|SERINC1|SERINC2|SERINC4|SERINC5|SGMS1|SGMS2|SGPP1|SH3GLB1|SH3YL1|SNCA|SLC30A5|SLC44A1|SLC44A2|SLC44A3|SLC44A4|SLC44A5|SMG1|SMPD1|SMPD2|SMPD3|SMPD4|SMPDL3A|SMPDL3B|SPTLC1|SPTLC2|SRD5A3|SYNJ1|SYNJ2|TAMM41|THEM5|TMEM150A|TMEM38B|TMEM86B|TNFAIP8L3|TPTE2|TTC7A|TTC7B|VAC14|XBP1|MTM1|PIK3CA|MPPE1|PISD|OSBPL5|PGAP1|RAB38|PLPP3|SPATA18|PHB2|SPHK2|ABCA2|ABCA3|ABCA8|ABHD12|ABHD12B|ABHD16A|ABHD3|ABHD4|ABHD5|ABHD6|ABHD8|ACP6|AGPAT1|AGPAT2|AGPAT3|AGPAT4|AGPAT5|AJUBA|ALOX15|ALOX15B|ANGPTL3|APOA1|APOA2|APOA4|APOC1|APOC2|ATG14|ATM|BECN1|BLOC1S6|BMX|BPNT1|BPNT2|UVRAG|CAPN2|CDIPT|CDS1|CDS2|CEPT1|VAPA|CETP|CHAT|CHKA|CHKB|CHP1|CHPT1|CHRM5|CRLS1|CWH43|CYP2W1|DBI|DGKA|DGKB|DGKD|DGKE|DGKG|DGKH|DGKI|DGKK|DGKQ|DGKZ|DHDDS|DNAJC19|DOLK|DOLPP1|DPM1|DPM2|DPM3|EFR3A|EFR3B|ENPP2|ENPP6|ENPP7|ETNK1|ETNK2|PIK3R1|ETNPPL|FABP3|FABP5|FADS1|FAR1|FDFT1|FDPS|FIG4|FITM1|FITM2|FLVCR1|GALR2|GATA6|GDE1|GDPD1|PRDX6|TAFAZZIN|GDPD3|GGPS1|GNB3|GNPAT|GPAA1|GPAM|GPAT2|GPAT3|GPAT4|GPCPD1|GPLD1|GPX4|HADHA|HDHD5|HEXB|HMGCS1|HTR2B|HTR2C|HYCC1|HYCC2|IDI1|IDI2|IMPA1|IMPA2|INPP1|INPP4A|INPP4B|INPP5A|INPP5B|INPP5D|INPP5E|INPP5F|INPP5J|INPPL1|IP6K1|IP6K2|IP6K3|IPMK|ISYNA1|ITPKA|ITPKB|ITPKC|LCAT|LCLAT1|LDLR|LIPC|LIPG|LIPH|LIPI|LPCAT1|LPCAT2|LPCAT3|LPCAT4|LPGAT1|LPIN1|LPL|MBOAT1|MBOAT2|MBOAT7|MECP2|MFSD2A|MTMR1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PHOSPHOLIPID_METABOLIC_PROCESS,375,ENR,GOBP_PHOSPHOLIPID_METABOLIC_PROCESS,-3.3439999999999999,0,GOBP_PHOSPHOLIPID_METABOLIC_PROCESS,FALSE,GOBP_PHOSPHOLIPID_METABOLIC_PROCESS
