NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,Unnamed: 11
GOBP_DOUBLE_STRAND_BREAK_REPAIR,GOBP_DOUBLE_STRAND_BREAK_REPAIR,,320,-0.14501359,-2.9729817,0.0,0.00035856976,0.011,13645,"tags=88%, list=74%, signal=337%",
GOBP_VACUOLE_ORGANIZATION,GOBP_VACUOLE_ORGANIZATION,,242,-0.16420345,-2.9711626,0.0,0.00034860946,0.011,13056,"tags=87%, list=71%, signal=297%",
GOBP_LEUKOCYTE_MIGRATION,GOBP_LEUKOCYTE_MIGRATION,,388,-0.1301185,-2.921343,0.0,0.00043260312,0.014,4721,"tags=38%, list=26%, signal=51%",
GOBP_VESICLE_LOCALIZATION,GOBP_VESICLE_LOCALIZATION,,221,-0.16583025,-2.9207191,0.0,0.00042121884,0.014,13132,"tags=88%, list=71%, signal=303%",
GOBP_TYPE_II_INTERFERON_PRODUCTION,GOBP_TYPE_II_INTERFERON_PRODUCTION,,121,-0.22717413,-2.919453,0.0,0.00041041835,0.014,5578,"tags=53%, list=30%, signal=75%",
GOBP_DNA_RECOMBINATION,GOBP_DNA_RECOMBINATION,,342,-0.13786124,-2.908497,0.0,0.00042933485,0.015,13215,"tags=85%, list=72%, signal=298%",
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,,279,-0.1523535,-2.9060826,0.0,0.00041886323,0.015,4097,"tags=37%, list=22%, signal=47%",
GOBP_ATP_METABOLIC_PROCESS,GOBP_ATP_METABOLIC_PROCESS,,233,-0.1649652,-2.9059346,0.0,0.0004088903,0.015,3399,"tags=35%, list=18%, signal=42%",
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,,477,-0.116128944,-2.8651145,0.0,0.00055953005,0.021,7521,"tags=52%, list=41%, signal=86%",
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,,62,-0.30720222,-2.8606513,0.0,0.00057265034,0.022,9795,"tags=84%, list=53%, signal=179%",
GOBP_VACUOLAR_TRANSPORT,GOBP_VACUOLAR_TRANSPORT,,164,-0.19082186,-2.8508415,0.0,0.00055992475,0.022,10204,"tags=74%, list=55%, signal=166%",
GOBP_FATTY_ACID_CATABOLIC_PROCESS,GOBP_FATTY_ACID_CATABOLIC_PROCESS,,102,-0.23869002,-2.843607,0.0,0.000622254,0.025,9519,"tags=75%, list=52%, signal=156%",
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,,102,-0.23594649,-2.8432107,0.0,0.00060901453,0.025,10651,"tags=81%, list=58%, signal=192%",
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,,123,-0.2181054,-2.8374288,0.0,0.00064423605,0.027,9623,"tags=74%, list=52%, signal=154%",
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,,222,-0.16789562,-2.8279483,0.0,0.00067829585,0.029,4572,"tags=41%, list=25%, signal=54%",
GOBP_DIGESTION,GOBP_DIGESTION,,142,-0.20695402,-2.8138986,0.0,0.0007340841,0.032,2700,"tags=35%, list=15%, signal=41%",
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,,233,-0.15685754,-2.8020258,0.0,0.00083216425,0.037,9545,"tags=67%, list=52%, signal=138%",
GOBP_TRNA_METABOLIC_PROCESS,GOBP_TRNA_METABOLIC_PROCESS,,195,-0.1750348,-2.7988026,0.0,0.0008597209,0.039,13981,"tags=93%, list=76%, signal=385%",
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY,GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY,,36,-0.39165533,-2.7980008,0.0,0.0008434998,0.039,8138,"tags=83%, list=44%, signal=149%",
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER,GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER,,177,-0.17895342,-2.7878118,0.001992032,0.00093324675,0.044,11392,"tags=80%, list=62%, signal=207%",
GOBP_REGULATION_OF_DNA_RECOMBINATION,GOBP_REGULATION_OF_DNA_RECOMBINATION,,139,-0.20604149,-2.7752516,0.0,0.00095718564,0.044,12779,"tags=90%, list=69%, signal=292%",
GOBP_VESICLE_ORGANIZATION,GOBP_VESICLE_ORGANIZATION,,392,-0.124458164,-2.7712913,0.0,0.0010217378,0.048,9396,"tags=63%, list=51%, signal=127%",
GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM,GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM,,25,-0.45962757,-2.7653427,0.0,0.0011237303,0.054,4801,"tags=72%, list=26%, signal=97%",
GOBP_REGULATION_OF_MACROAUTOPHAGY,GOBP_REGULATION_OF_MACROAUTOPHAGY,,193,-0.17210542,-2.7562556,0.0,0.0011238251,0.055,11639,"tags=80%, list=63%, signal=216%",
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,,100,-0.23308457,-2.7554922,0.0,0.0011047772,0.055,11370,"tags=85%, list=62%, signal=221%",
GOBP_LIPID_CATABOLIC_PROCESS,GOBP_LIPID_CATABOLIC_PROCESS,,342,-0.12934463,-2.7511024,0.0,0.0010863643,0.055,10196,"tags=68%, list=55%, signal=150%",
GOBP_VESICLE_TARGETING,GOBP_VESICLE_TARGETING,,65,-0.28891948,-2.7447307,0.0,0.0010870582,0.056,9702,"tags=82%, list=53%, signal=172%",
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,,300,-0.14015514,-2.7393026,0.0,0.0011066322,0.058,3841,"tags=35%, list=21%, signal=43%",
GOBP_ENDOSOMAL_TRANSPORT,GOBP_ENDOSOMAL_TRANSPORT,,294,-0.1391419,-2.7211025,0.0,0.0011995846,0.063,13059,"tags=85%, list=71%, signal=287%",
GOBP_VESICLE_COATING,GOBP_VESICLE_COATING,,38,-0.37324458,-2.7142007,0.0,0.0012170707,0.065,8638,"tags=84%, list=47%, signal=158%",
GOBP_ENDOSOME_ORGANIZATION,GOBP_ENDOSOME_ORGANIZATION,,100,-0.22882454,-2.6975377,0.0,0.0013217378,0.072,9241,"tags=73%, list=50%, signal=146%",
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,,113,-0.2168558,-2.6930594,0.0,0.0013712924,0.075,10034,"tags=76%, list=55%, signal=166%",
GOBP_DIGESTIVE_SYSTEM_PROCESS,GOBP_DIGESTIVE_SYSTEM_PROCESS,,111,-0.21814321,-2.686935,0.0,0.001401391,0.078,5126,"tags=50%, list=28%, signal=68%",
GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,,28,-0.41892472,-2.6783895,0.0,0.0014314069,0.08,8072,"tags=86%, list=44%, signal=153%",
GOBP_RECOMBINATIONAL_REPAIR,GOBP_RECOMBINATIONAL_REPAIR,,190,-0.1742397,-2.6755102,0.0,0.0014605146,0.083,12704,"tags=86%, list=69%, signal=276%",
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,,216,-0.15929186,-2.6676207,0.0,0.0015879769,0.091,13794,"tags=91%, list=75%, signal=359%",
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,,411,-0.11539097,-2.6666038,0.0,0.0016140384,0.094,5578,"tags=42%, list=30%, signal=58%",
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,,410,-0.11348617,-2.6580102,0.0,0.0017193956,0.102,3074,"tags=28%, list=17%, signal=33%",
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,,20,-0.5005906,-2.6510231,0.0,0.0018208395,0.109,6437,"tags=85%, list=35%, signal=131%",
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,,451,-0.110062234,-2.6461875,0.0,0.0019043237,0.115,13196,"tags=82%, list=72%, signal=285%",
GOBP_PROTEIN_TARGETING,GOBP_PROTEIN_TARGETING,,326,-0.1296034,-2.6452615,0.0,0.0018789326,0.115,11594,"tags=76%, list=63%, signal=201%",
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,,279,-0.1359296,-2.6433487,0.0,0.001884073,0.117,12766,"tags=83%, list=69%, signal=267%",
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,,21,-0.4806154,-2.6354895,0.0,0.0019781839,0.125,2557,"tags=62%, list=14%, signal=72%",
GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,,22,-0.45610687,-2.6352928,0.0,0.0019528226,0.125,5834,"tags=77%, list=32%, signal=113%",
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,,234,-0.15217082,-2.6327457,0.0,0.0020006842,0.13,5569,"tags=45%, list=30%, signal=64%",
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,,105,-0.21904242,-2.631713,0.0,0.0019756758,0.13,11409,"tags=84%, list=62%, signal=219%",
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,,20,-0.4949186,-2.6181972,0.0,0.0021355336,0.14,2863,"tags=65%, list=16%, signal=77%",
GOBP_MONONUCLEAR_CELL_MIGRATION,GOBP_MONONUCLEAR_CELL_MIGRATION,,229,-0.1481403,-2.6075208,0.0,0.0023755177,0.155,4699,"tags=40%, list=26%, signal=53%",
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,,42,-0.3449273,-2.6058009,0.0019305019,0.00236072,0.156,8122,"tags=79%, list=44%, signal=140%",
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,,146,-0.1855104,-2.6027565,0.0,0.0023877183,0.16,5308,"tags=47%, list=29%, signal=66%",
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,,243,-0.1437887,-2.6025949,0.0,0.00237297,0.161,11847,"tags=79%, list=64%, signal=218%",
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION,GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION,,16,-0.5322517,-2.5845988,0.0,0.0027577407,0.182,6313,"tags=88%, list=34%, signal=133%",
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,,499,-0.10096361,-2.5831053,0.0,0.0027782149,0.186,5234,"tags=38%, list=28%, signal=52%",
GOBP_AUTOPHAGOSOME_ORGANIZATION,GOBP_AUTOPHAGOSOME_ORGANIZATION,,130,-0.19505504,-2.5758271,0.0,0.0029415009,0.193,12991,"tags=90%, list=71%, signal=304%",
GOBP_RESPONSE_TO_FUNGUS,GOBP_RESPONSE_TO_FUNGUS,,74,-0.25725177,-2.5706947,0.0,0.0030248433,0.201,5230,"tags=54%, list=28%, signal=75%",
GOBP_EPITHELIAL_STRUCTURE_MAINTENANCE,GOBP_EPITHELIAL_STRUCTURE_MAINTENANCE,,37,-0.36462927,-2.570096,0.0,0.003003963,0.201,6232,"tags=70%, list=34%, signal=106%",
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,,280,-0.13477622,-2.5615723,0.0,0.0031845905,0.214,11419,"tags=75%, list=62%, signal=196%",
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,,159,-0.17154819,-2.5555186,0.0,0.0032365934,0.22,13298,"tags=89%, list=72%, signal=320%",
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,,27,-0.4100091,-2.5549927,0.0,0.003201791,0.22,8138,"tags=85%, list=44%, signal=153%",
GOBP_LIPID_MODIFICATION,GOBP_LIPID_MODIFICATION,,193,-0.15769428,-2.5467196,0.0,0.0033853718,0.235,9519,"tags=67%, list=52%, signal=138%",
GOBP_ORGANELLE_DISASSEMBLY,GOBP_ORGANELLE_DISASSEMBLY,,73,-0.25005722,-2.5421166,0.0019569471,0.0034341686,0.241,11796,"tags=89%, list=64%, signal=247%",
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,,112,-0.2077623,-2.539234,0.0,0.003481775,0.247,11146,"tags=81%, list=61%, signal=205%",
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,,72,-0.24661176,-2.5365243,0.0,0.003504771,0.25,9532,"tags=76%, list=52%, signal=158%",
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,,423,-0.106557585,-2.5320506,0.0020449897,0.003599172,0.258,7521,"tags=51%, list=41%, signal=85%",
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS,GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS,,149,-0.17609924,-2.531914,0.0,0.003562817,0.258,11847,"tags=82%, list=64%, signal=228%",
GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE,GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE,,17,-0.5212737,-2.5271795,0.0,0.003630514,0.264,3405,"tags=71%, list=19%, signal=87%",
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,,145,-0.17801955,-2.5269086,0.0,0.0036172708,0.265,12734,"tags=87%, list=69%, signal=280%",
GOBP_LEUKOCYTE_CHEMOTAXIS,GOBP_LEUKOCYTE_CHEMOTAXIS,,232,-0.14074549,-2.5239406,0.0,0.0036950137,0.271,4976,"tags=41%, list=27%, signal=55%",
GOBP_MITOCHONDRIAL_TRANSPORT,GOBP_MITOCHONDRIAL_TRANSPORT,,176,-0.16020511,-2.5014112,0.0,0.0042728917,0.309,12966,"tags=86%, list=71%, signal=290%",
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,,80,-0.23301771,-2.4989522,0.0,0.004298429,0.314,12516,"tags=91%, list=68%, signal=284%",
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,,22,-0.44004473,-2.4955192,0.0,0.0043229926,0.318,6965,"tags=82%, list=38%, signal=132%",
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,,243,-0.1376009,-2.4953456,0.0,0.00428221,0.318,10597,"tags=71%, list=58%, signal=166%",
GOBP_CHROMOSOME_SEGREGATION,GOBP_CHROMOSOME_SEGREGATION,,429,-0.10538461,-2.4901955,0.002008032,0.004349002,0.326,14227,"tags=88%, list=77%, signal=378%",
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,,32,-0.37103567,-2.4873266,0.0020120724,0.004372484,0.33,9856,"tags=91%, list=54%, signal=195%",
GOBP_MEMBRANE_FISSION,GOBP_MEMBRANE_FISSION,,45,-0.31387886,-2.4709673,0.0,0.004774655,0.359,8138,"tags=76%, list=44%, signal=135%",
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,,391,-0.107447155,-2.4685643,0.0,0.0048559243,0.368,4699,"tags=36%, list=26%, signal=47%",
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,,269,-0.13346139,-2.4605327,0.0,0.0051225903,0.387,5308,"tags=42%, list=29%, signal=58%",
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,,195,-0.15114903,-2.4504,0.0,0.0055159805,0.413,14227,"tags=92%, list=77%, signal=403%",
GOBP_VIRAL_PROCESS,GOBP_VIRAL_PROCESS,,404,-0.106192484,-2.4485633,0.0,0.0055684727,0.42,12567,"tags=79%, list=68%, signal=243%",
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,,354,-0.11158952,-2.445983,0.0,0.0056004347,0.423,6924,"tags=49%, list=38%, signal=76%",
