NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,Unnamed: 11
GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION,GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION,,18,-0.31347626,-1.6038073,0.043032788,0.15728633,1.0,3437,"tags=50%, list=19%, signal=61%",
GOBP_MITOCHONDRIAL_RIBOSOME_ASSEMBLY,GOBP_MITOCHONDRIAL_RIBOSOME_ASSEMBLY,,16,-0.3367211,-1.6034505,0.035940804,0.15734248,1.0,7607,"tags=75%, list=41%, signal=128%",
GOBP_REGULATION_OF_APPETITE,GOBP_REGULATION_OF_APPETITE,,24,-0.2678536,-1.6033564,0.035564855,0.15718699,1.0,7342,"tags=67%, list=40%, signal=111%",
GOBP_PROTEIN_ACYLATION,GOBP_PROTEIN_ACYLATION,,72,-0.15885071,-1.603347,0.064579256,0.15695159,1.0,13694,"tags=90%, list=74%, signal=352%",
GOBP_RESPONSE_TO_SALT,GOBP_RESPONSE_TO_SALT,,24,-0.27382672,-1.601458,0.044088177,0.15817222,1.0,6466,"tags=63%, list=35%, signal=96%",
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,,57,-0.17930734,-1.5988055,0.037656903,0.15995948,1.0,7361,"tags=58%, list=40%, signal=96%",
GOBP_RNA_3_END_PROCESSING,GOBP_RNA_3_END_PROCESSING,,92,-0.14202723,-1.5974594,0.042718448,0.1606513,1.0,11795,"tags=78%, list=64%, signal=217%",
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,GOBP_REGULATION_OF_MUSCLE_CONTRACTION,,170,-0.10257136,-1.5971187,0.038,0.16069107,1.0,7003,"tags=48%, list=38%, signal=77%",
GOBP_LACTATION,GOBP_LACTATION,,40,-0.21773064,-1.5965973,0.052529182,0.16086112,1.0,11178,"tags=83%, list=61%, signal=210%",
GOBP_PROTEIN_DEACYLATION,GOBP_PROTEIN_DEACYLATION,,33,-0.23165856,-1.5965049,0.03469388,0.16067764,1.0,11910,"tags=88%, list=65%, signal=249%",
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME,GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME,,127,-0.12341649,-1.5964667,0.046242774,0.1604636,1.0,14545,"tags=91%, list=79%, signal=434%",
GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS,GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS,,19,-0.30174065,-1.5961848,0.050583657,0.16042793,1.0,2201,"tags=42%, list=12%, signal=48%",
GOBP_CYTOKINESIS,GOBP_CYTOKINESIS,,188,-0.09943329,-1.5955005,0.031434186,0.16066086,1.0,14919,"tags=91%, list=81%, signal=477%",
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,,25,-0.26579982,-1.59499,0.056640625,0.16080706,1.0,3947,"tags=48%, list=21%, signal=61%",
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,,43,-0.20413858,-1.5942724,0.050200805,0.16114482,1.0,8231,"tags=65%, list=45%, signal=118%",
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,,43,-0.20290151,-1.5930291,0.03937008,0.16189104,1.0,7826,"tags=63%, list=43%, signal=109%",
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,,335,-0.0741474,-1.592775,0.051923078,0.16183487,1.0,5799,"tags=39%, list=32%, signal=56%",
GOBP_TRANSEPITHELIAL_TRANSPORT,GOBP_TRANSEPITHELIAL_TRANSPORT,,37,-0.22107412,-1.5916265,0.04684318,0.1623719,1.0,1411,"tags=30%, list=8%, signal=32%",
GOBP_KETONE_METABOLIC_PROCESS,GOBP_KETONE_METABOLIC_PROCESS,,219,-0.092562266,-1.588911,0.032119915,0.16426603,1.0,1846,"tags=19%, list=10%, signal=21%",
GOBP_ENDOTHELIAL_CELL_DIFFERENTIATION,GOBP_ENDOTHELIAL_CELL_DIFFERENTIATION,,117,-0.12567851,-1.5886787,0.056862745,0.16421618,1.0,4935,"tags=39%, list=27%, signal=53%",
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,,94,-0.13912232,-1.5884831,0.046464648,0.1641273,1.0,2738,"tags=29%, list=15%, signal=34%",
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,,81,-0.15168396,-1.5869393,0.052313883,0.16510507,1.0,3354,"tags=33%, list=18%, signal=41%",
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,,44,-0.20208281,-1.586652,0.047709923,0.16506776,1.0,3399,"tags=39%, list=18%, signal=47%",
GOBP_CELLULAR_DEFENSE_RESPONSE,GOBP_CELLULAR_DEFENSE_RESPONSE,,51,-0.19315752,-1.5850072,0.038,0.16612945,1.0,1507,"tags=27%, list=8%, signal=30%",
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,,37,-0.22377035,-1.5846851,0.06004141,0.16610798,1.0,5835,"tags=54%, list=32%, signal=79%",
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE,GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE,,34,-0.22546454,-1.5818968,0.04483431,0.1679548,1.0,2894,"tags=38%, list=16%, signal=45%",
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,,145,-0.11254087,-1.5813434,0.06358381,0.16814604,1.0,7587,"tags=52%, list=41%, signal=89%",
GOBP_MODULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION,GOBP_MODULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION,,25,-0.26789066,-1.5805087,0.057471264,0.16856788,1.0,11265,"tags=88%, list=61%, signal=227%",
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,,24,-0.27198464,-1.5802615,0.058232933,0.1685147,1.0,9565,"tags=79%, list=52%, signal=165%",
GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR,GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR,,40,-0.21272954,-1.5789278,0.046747968,0.1693341,1.0,10810,"tags=80%, list=59%, signal=194%",
GOBP_AMIDE_TRANSPORT,GOBP_AMIDE_TRANSPORT,,332,-0.07537927,-1.5782771,0.034836065,0.16959903,1.0,4013,"tags=29%, list=22%, signal=37%",
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS,GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS,,22,-0.2845159,-1.5776043,0.050583657,0.1698811,1.0,8150,"tags=73%, list=44%, signal=130%",
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,,145,-0.11479814,-1.5773686,0.048169557,0.16982892,1.0,9702,"tags=64%, list=53%, signal=135%",
GOBP_REGULATION_OF_HEPATOCYTE_PROLIFERATION,GOBP_REGULATION_OF_HEPATOCYTE_PROLIFERATION,,15,-0.33959875,-1.5758188,0.044,0.17075051,1.0,2343,"tags=47%, list=13%, signal=53%",
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,,68,-0.16093884,-1.5746418,0.048387095,0.17144096,1.0,10034,"tags=71%, list=55%, signal=155%",
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE,GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE,,43,-0.20085706,-1.5731844,0.059183672,0.1723755,1.0,10002,"tags=74%, list=54%, signal=163%",
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,,159,-0.10552874,-1.5716945,0.035928145,0.17333692,1.0,11610,"tags=74%, list=63%, signal=198%",
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,,348,-0.0729235,-1.5685843,0.048,0.17554027,1.0,8832,"tags=55%, list=48%, signal=104%",
GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS,GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS,,21,-0.2814423,-1.5677443,0.048780486,0.17596634,1.0,1837,"tags=38%, list=10%, signal=42%",
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,,107,-0.1291334,-1.567648,0.048582997,0.17579566,1.0,7437,"tags=53%, list=40%, signal=89%",
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,,65,-0.16806555,-1.5673243,0.052419353,0.1758286,1.0,6258,"tags=51%, list=34%, signal=77%",
GOBP_PROTEIN_K6_LINKED_UBIQUITINATION,GOBP_PROTEIN_K6_LINKED_UBIQUITINATION,,16,-0.32232314,-1.5669639,0.048681542,0.1758704,1.0,9021,"tags=81%, list=49%, signal=159%",
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,,25,-0.26493955,-1.5660688,0.06,0.17638892,1.0,7641,"tags=68%, list=42%, signal=116%",
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,,192,-0.095749885,-1.5659057,0.048076924,0.17625467,1.0,14159,"tags=86%, list=77%, signal=372%",
GOBP_PROTEIN_AUTOUBIQUITINATION,GOBP_PROTEIN_AUTOUBIQUITINATION,,75,-0.15550847,-1.5659014,0.024489796,0.17600581,1.0,13582,"tags=89%, list=74%, signal=340%",
GOBP_CALCIUM_MEDIATED_SIGNALING,GOBP_CALCIUM_MEDIATED_SIGNALING,,236,-0.087843835,-1.5654289,0.047984645,0.17617357,1.0,5108,"tags=36%, list=28%, signal=50%",
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,,309,-0.076766595,-1.5653293,0.06404959,0.17599615,1.0,12302,"tags=74%, list=67%, signal=221%",
GOBP_PEPTIDE_TRANSPORT,GOBP_PEPTIDE_TRANSPORT,,286,-0.08030141,-1.5652031,0.059386972,0.1758398,1.0,4013,"tags=30%, list=22%, signal=37%",
GOBP_REGULATION_OF_VASCULOGENESIS,GOBP_REGULATION_OF_VASCULOGENESIS,,16,-0.33265647,-1.5648986,0.06431536,0.17583962,1.0,11130,"tags=94%, list=61%, signal=237%",
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,,106,-0.13284113,-1.5640527,0.05697446,0.17629994,1.0,13187,"tags=85%, list=72%, signal=298%",
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION,GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION,,26,-0.25946093,-1.563741,0.06036217,0.17629272,1.0,13627,"tags=100%, list=74%, signal=385%",
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_I,GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_I,,69,-0.16071595,-1.5635346,0.049603175,0.17624424,1.0,12782,"tags=86%, list=70%, signal=279%",
GOBP_NUCLEAR_EXPORT,GOBP_NUCLEAR_EXPORT,,167,-0.10433862,-1.5627422,0.04527559,0.17659448,1.0,11645,"tags=74%, list=63%, signal=199%",
GOBP_MICROTUBULE_ANCHORING,GOBP_MICROTUBULE_ANCHORING,,25,-0.26633126,-1.5623326,0.046092186,0.17670089,1.0,10558,"tags=84%, list=57%, signal=197%",
GOBP_CERAMIDE_CATABOLIC_PROCESS,GOBP_CERAMIDE_CATABOLIC_PROCESS,,22,-0.27497908,-1.560702,0.062240664,0.17776832,1.0,11669,"tags=91%, list=63%, signal=248%",
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY,GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY,,54,-0.17720394,-1.5606514,0.04527559,0.17757612,1.0,10034,"tags=72%, list=55%, signal=158%",
GOBP_T_CELL_APOPTOTIC_PROCESS,GOBP_T_CELL_APOPTOTIC_PROCESS,,60,-0.16981705,-1.5599488,0.053608246,0.17791513,1.0,4551,"tags=42%, list=25%, signal=55%",
GOBP_REGULATION_OF_CELL_KILLING,GOBP_REGULATION_OF_CELL_KILLING,,112,-0.12722635,-1.5591347,0.049689442,0.178305,1.0,2930,"tags=29%, list=16%, signal=34%",
GOBP_RESPONSE_TO_MINERALOCORTICOID,GOBP_RESPONSE_TO_MINERALOCORTICOID,,36,-0.22269893,-1.5585647,0.06614786,0.17848389,1.0,4598,"tags=47%, list=25%, signal=63%",
GOBP_MITOCHONDRIAL_FUSION,GOBP_MITOCHONDRIAL_FUSION,,36,-0.22207996,-1.5582212,0.05882353,0.17848751,1.0,13294,"tags=94%, list=72%, signal=340%",
GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,,32,-0.22915702,-1.5577561,0.0662768,0.17858249,1.0,7863,"tags=66%, list=43%, signal=114%",
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,,121,-0.12305229,-1.557601,0.05625,0.17844826,1.0,13104,"tags=83%, list=71%, signal=288%",
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,,101,-0.13478068,-1.5574288,0.049115915,0.17834511,1.0,1906,"tags=24%, list=10%, signal=26%",
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION,GOBP_REGULATION_OF_MACROPHAGE_MIGRATION,,46,-0.19652669,-1.5562779,0.063872255,0.1789575,1.0,3992,"tags=41%, list=22%, signal=53%",
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,,122,-0.121769086,-1.5554777,0.04990403,0.17942403,1.0,3354,"tags=30%, list=18%, signal=37%",
GOBP_ORGANIC_ANION_TRANSPORT,GOBP_ORGANIC_ANION_TRANSPORT,,450,-0.06510335,-1.5553381,0.05816135,0.17929426,1.0,2879,"tags=22%, list=16%, signal=25%",
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE,GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE,,16,-0.31846598,-1.555107,0.05490196,0.17924765,1.0,6793,"tags=69%, list=37%, signal=109%",
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS,GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS,,163,-0.10594471,-1.5547938,0.04789272,0.17926677,1.0,1906,"tags=21%, list=10%, signal=23%",
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,GOBP_VIRAL_RELEASE_FROM_HOST_CELL,,28,-0.23999736,-1.554782,0.035714287,0.17903149,1.0,10044,"tags=79%, list=55%, signal=173%",
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,,432,-0.06557606,-1.5544068,0.044088177,0.17911072,1.0,12872,"tags=76%, list=70%, signal=249%",
GOBP_MUSCLE_SYSTEM_PROCESS,GOBP_MUSCLE_SYSTEM_PROCESS,,449,-0.06400128,-1.554401,0.05498982,0.17887005,1.0,2621,"tags=20%, list=14%, signal=23%",
GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,,103,-0.13119219,-1.5543866,0.05905512,0.1786348,1.0,5101,"tags=41%, list=28%, signal=56%",
GOBP_RENAL_SODIUM_ION_ABSORPTION,GOBP_RENAL_SODIUM_ION_ABSORPTION,,16,-0.32352042,-1.5537044,0.04496788,0.17893124,1.0,8999,"tags=81%, list=49%, signal=159%",
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,,20,-0.29475805,-1.553244,0.040899795,0.17904118,1.0,12977,"tags=100%, list=71%, signal=339%",
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,GOBP_ALPHA_BETA_T_CELL_ACTIVATION,,198,-0.09533887,-1.5528904,0.048879836,0.17906788,1.0,7462,"tags=50%, list=41%, signal=83%",
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,,97,-0.13439481,-1.5521548,0.059642147,0.17948347,1.0,14227,"tags=91%, list=77%, signal=399%",
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,,27,-0.24588765,-1.5515908,0.03468208,0.17971547,1.0,2297,"tags=37%, list=12%, signal=42%",
GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS,GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS,,25,-0.26191005,-1.5512027,0.060784314,0.17978673,1.0,6961,"tags=64%, list=38%, signal=103%",
GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,,20,-0.28727886,-1.5508536,0.048780486,0.1798467,1.0,5758,"tags=60%, list=31%, signal=87%",
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,,127,-0.11695916,-1.5502659,0.0499002,0.18007334,1.0,2354,"tags=24%, list=13%, signal=28%",
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,,62,-0.16594364,-1.5498575,0.050290134,0.18017936,1.0,2892,"tags=32%, list=16%, signal=38%",
GOBP_RESPONSE_TO_KETONE,GOBP_RESPONSE_TO_KETONE,,223,-0.09056725,-1.5496821,0.052738335,0.18007767,1.0,2809,"tags=24%, list=15%, signal=28%",
GOBP_RNA_POLYMERASE_II_TRANSCRIPTION_INITIATION_SURVEILLANCE,GOBP_RNA_POLYMERASE_II_TRANSCRIPTION_INITIATION_SURVEILLANCE,,19,-0.28837648,-1.5493842,0.0562249,0.18003863,1.0,12126,"tags=95%, list=66%, signal=278%",
GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,,20,-0.28424147,-1.5464759,0.050980393,0.18216127,1.0,9492,"tags=80%, list=52%, signal=165%",
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,,115,-0.124598704,-1.5460908,0.05436893,0.18225305,1.0,5560,"tags=43%, list=30%, signal=61%",
GOBP_PROTEIN_LOCALIZATION_TO_SITE_OF_DOUBLE_STRAND_BREAK,GOBP_PROTEIN_LOCALIZATION_TO_SITE_OF_DOUBLE_STRAND_BREAK,,16,-0.31692857,-1.5455537,0.06521739,0.18246755,1.0,11419,"tags=94%, list=62%, signal=247%",
GOBP_FUCOSE_METABOLIC_PROCESS,GOBP_FUCOSE_METABOLIC_PROCESS,,15,-0.32504353,-1.5452121,0.05421687,0.18250386,1.0,12419,"tags=100%, list=68%, signal=308%",
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,,32,-0.22919618,-1.542786,0.057086613,0.18424855,1.0,8437,"tags=69%, list=46%, signal=127%",
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,,170,-0.102335684,-1.5424023,0.06483301,0.18435533,1.0,2680,"tags=25%, list=15%, signal=29%",
GOBP_RELAXATION_OF_MUSCLE,GOBP_RELAXATION_OF_MUSCLE,,31,-0.22985806,-1.54199,0.064453125,0.18443327,1.0,10019,"tags=77%, list=54%, signal=170%",
GOBP_KINETOCHORE_ASSEMBLY,GOBP_KINETOCHORE_ASSEMBLY,,17,-0.3109125,-1.538288,0.05427975,0.18725918,1.0,8352,"tags=76%, list=45%, signal=140%",
GOBP_PLATELET_MORPHOGENESIS,GOBP_PLATELET_MORPHOGENESIS,,27,-0.25112537,-1.5381606,0.06693712,0.18709429,1.0,7650,"tags=67%, list=42%, signal=114%",
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,,241,-0.08558164,-1.5378444,0.05544933,0.1871043,1.0,13481,"tags=82%, list=73%, signal=302%",
GOBP_HETEROCHROMATIN_FORMATION,GOBP_HETEROCHROMATIN_FORMATION,,145,-0.11382296,-1.5373003,0.052529182,0.18731043,1.0,14159,"tags=88%, list=77%, signal=381%",
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,,123,-0.11710825,-1.537198,0.042857144,0.1871369,1.0,3992,"tags=33%, list=22%, signal=42%",
GOBP_ENDOTHELIUM_DEVELOPMENT,GOBP_ENDOTHELIUM_DEVELOPMENT,,140,-0.111364156,-1.5370938,0.059793815,0.18697028,1.0,8609,"tags=58%, list=47%, signal=108%",
GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS,GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS,,27,-0.24995159,-1.5359716,0.074,0.18762797,1.0,9715,"tags=78%, list=53%, signal=165%",
GOBP_T_CELL_PROLIFERATION,GOBP_T_CELL_PROLIFERATION,,221,-0.08930783,-1.5344685,0.06105263,0.18868174,1.0,4786,"tags=35%, list=26%, signal=47%",
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,,185,-0.09949792,-1.5341443,0.05462185,0.18866524,1.0,11610,"tags=73%, list=63%, signal=196%",
GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS,GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS,,42,-0.20021722,-1.5341223,0.051502146,0.18842869,1.0,8150,"tags=64%, list=44%, signal=115%",
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT,GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT,,38,-0.20828232,-1.532572,0.054580897,0.18949006,1.0,3438,"tags=39%, list=19%, signal=48%",
GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS,GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS,,33,-0.22312294,-1.5315055,0.05691057,0.19012833,1.0,12624,"tags=91%, list=69%, signal=289%",
GOBP_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,GOBP_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,,15,-0.325312,-1.5314808,0.070866145,0.18989679,1.0,11188,"tags=93%, list=61%, signal=238%",
GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION,GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION,,15,-0.3285082,-1.5312543,0.06029106,0.18985339,1.0,6225,"tags=67%, list=34%, signal=101%",
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION,GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION,,72,-0.15156321,-1.5301605,0.052313883,0.19049057,1.0,4632,"tags=40%, list=25%, signal=54%",
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,,219,-0.08825864,-1.5297716,0.05487805,0.19061172,1.0,2680,"tags=23%, list=15%, signal=27%",
GOBP_POSTREPLICATION_REPAIR,GOBP_POSTREPLICATION_REPAIR,,37,-0.2094278,-1.5294123,0.057142857,0.19065782,1.0,13057,"tags=92%, list=71%, signal=316%",
GOBP_REGULATION_OF_PHAGOCYTOSIS,GOBP_REGULATION_OF_PHAGOCYTOSIS,,101,-0.12866686,-1.5288038,0.06896552,0.19089127,1.0,2382,"tags=26%, list=13%, signal=29%",
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING,GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING,,49,-0.18578528,-1.5280252,0.07453416,0.19123046,1.0,14609,"tags=98%, list=79%, signal=475%",
GOBP_MACROPHAGE_MIGRATION,GOBP_MACROPHAGE_MIGRATION,,60,-0.1668694,-1.5278432,0.058708414,0.19116746,1.0,3992,"tags=38%, list=22%, signal=49%",
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,,22,-0.2722002,-1.5278168,0.056640625,0.19093412,1.0,12556,"tags=95%, list=68%, signal=300%",
GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,,32,-0.23526779,-1.5276957,0.05893186,0.19079997,1.0,13498,"tags=97%, list=73%, signal=363%",
