NAME,NES,pvalue,FDR
GOBP_AMIDE_CATABOLIC_PROCESS,-2.0415561,0.006012024,0.035203073
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,-2.025111,0.0,0.0370876
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,-2.0222995,0.003976143,0.03753795
GOBP_FIBRINOLYSIS,-2.0122972,0.00390625,0.038744144
GOBP_POSITIVE_REGULATION_OF_LYASE_ACTIVITY,-2.0117095,0.008048289,0.038741052
GOBP_STRIATED_MUSCLE_CONTRACTION,-2.010312,0.0040241447,0.03853046
GOBP_CARDIAC_CELL_DEVELOPMENT,-2.007011,0.0038834952,0.038922768
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS,-1.9946722,0.0041237115,0.040091753
GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS,-1.9886318,0.0041753654,0.041309223
GOBP_ONE_CARBON_COMPOUND_TRANSPORT,-1.9861647,0.010893246,0.04172773
GOBP_MUSCLE_ADAPTATION,-1.9831777,0.005769231,0.04226031
GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,-1.9825145,0.0,0.04221998
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,-1.9754462,0.0060362173,0.04344597
GOBP_PEPTIDE_CROSS_LINKING,-1.9399145,0.0019607844,0.0497137
GOBP_V_D_J_RECOMBINATION,-1.9374561,0.0057034222,0.04976984
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,-1.9349397,0.0060975607,0.05012504
GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE,-1.9301178,0.0058479533,0.0508457
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,-1.9138486,0.009416196,0.05436062
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,-1.9051865,0.007905139,0.05604692
GOBP_MUSCLE_HYPERTROPHY,-1.9049104,0.007782101,0.055920232
GOBP_VITAMIN_TRANSPORT,-1.8995398,0.006048387,0.056541227
GOBP_MEMBRANE_REPOLARIZATION,-1.8985485,0.011583012,0.0564095
GOBP_POSITIVE_THYMIC_T_CELL_SELECTION,-1.898314,0.007858546,0.05607282
GOBP_FORELIMB_MORPHOGENESIS,-1.8939427,0.01039501,0.05678091
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,-1.8850732,0.008333334,0.058712684
GOBP_RESPONSE_TO_LEAD_ION,-1.8781248,0.0040983604,0.05972543
GOBP_HORMONE_METABOLIC_PROCESS,-1.8606426,0.013833992,0.06435532
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,-1.8594502,0.014056225,0.06449303
GOBP_POTASSIUM_ION_TRANSPORT,-1.856092,0.0057803467,0.06525578
GOBP_REGULATION_OF_TRANSLATION,-1.853766,0.014613778,0.065911114
GOBP_HETEROTYPIC_CELL_CELL_ADHESION,-1.8466952,0.00407332,0.06770986
GOBP_MONOATOMIC_ANION_HOMEOSTASIS,-1.8418567,0.010183299,0.06943598
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,-1.8283193,0.01010101,0.07306469
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,-1.8057956,0.014084507,0.079269804
GOBP_MONOATOMIC_ANION_TRANSPORT,-1.7995355,0.015936255,0.08007251
GOBP_STRIATED_MUSCLE_ADAPTATION,-1.7858927,0.019493178,0.08419427
GOBP_REGULATION_OF_TOLERANCE_INDUCTION,-1.7790105,0.02096436,0.086567685
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION,-1.7680264,0.016359918,0.09076471
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION,-1.7651175,0.025390625,0.09105824
GOBP_VITAMIN_TRANSMEMBRANE_TRANSPORT,-1.7589555,0.032323234,0.0933828
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,-1.7482533,0.015936255,0.09714005
GOBP_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS,-1.7457023,0.017475728,0.098079026
GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,-1.7378031,0.024896266,0.10133988
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,-1.7312245,0.019379845,0.10394623
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,-1.7273655,0.019762846,0.10538817
GOBP_GAS_TRANSPORT,-1.720297,0.030425964,0.10779169
GOBP_PROTEIN_TETRAMERIZATION,-1.7117952,0.021459227,0.1105287
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,-1.7080419,0.025590552,0.111781545
GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,-1.706488,0.026,0.111709565
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,-1.7057123,0.010504202,0.111837886
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,-1.7033648,0.01984127,0.112854995
GOBP_RESPONSE_TO_MAGNESIUM_ION,-1.6995641,0.021696253,0.11395691
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,-1.6977108,0.024439918,0.11442299
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,-1.6920506,0.022540983,0.11592285
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,-1.6881586,0.036968578,0.117397726
GOBP_EPOXYGENASE_P450_PATHWAY,-1.6877449,0.032882012,0.11738266
GOBP_THYMIC_T_CELL_SELECTION,-1.6865014,0.037623763,0.11723508
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,-1.6845527,0.02366864,0.1177858
GOBP_BILE_ACID_METABOLIC_PROCESS,-1.6829872,0.029350106,0.11848509
GOBP_SPERM_EGG_RECOGNITION,-1.6805725,0.029354207,0.119405106
GOBP_T_CELL_LINEAGE_COMMITMENT,-1.6769222,0.042424243,0.12107611
GOBP_KERATINOCYTE_DIFFERENTIATION,-1.6767644,0.022514071,0.120876886
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS,-1.6741282,0.032388665,0.12212983
GOBP_REGULATION_OF_HEART_CONTRACTION,-1.6727623,0.027290449,0.12178945
GOBP_METANEPHROS_DEVELOPMENT,-1.6701812,0.036511157,0.123119116
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL,-1.6586297,0.037190083,0.128543
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT,-1.655926,0.043841336,0.12998499
GOBP_REGULATION_OF_B_CELL_PROLIFERATION,-1.6541733,0.042,0.13079694
GOBP_CELL_CELL_RECOGNITION,-1.6483032,0.032786883,0.13424827
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,-1.6329417,0.032388665,0.1412794
GOBP_AXONEME_ASSEMBLY,-1.6305118,0.043392505,0.14199719
GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY,-1.6155031,0.032818533,0.14832562
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,-1.6110469,0.037401576,0.15111355
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS,-1.6103425,0.05263158,0.15129267
GOBP_CARDIAC_MUSCLE_CONTRACTION,-1.6068563,0.04950495,0.15238447
GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION,-1.6056457,0.053061225,0.15256709
GOBP_CHLORIDE_TRANSPORT,-1.6005176,0.036809817,0.15557024
GOBP_SECONDARY_METABOLIC_PROCESS,-1.6005,0.059961315,0.15525444
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,-1.5963441,0.043650795,0.15696481
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM,-1.5956331,0.06311637,0.15712059
GOBP_HEART_PROCESS,-1.5943116,0.039923955,0.15736082
GOBP_PLASMINOGEN_ACTIVATION,-1.5851773,0.048076924,0.16222107
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY,-1.5825294,0.040733196,0.16357332
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,-1.582287,0.044715445,0.16343309
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,-1.580151,0.052419353,0.16403884
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,-1.5756613,0.041501977,0.16682139
GOBP_CELLULAR_RESPONSE_TO_METAL_ION,-1.5643806,0.055028465,0.17236203
GOBP_RENAL_SYSTEM_DEVELOPMENT,-1.5620157,0.05179283,0.17285414
GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS,-1.5533774,0.059063137,0.1769912
GOBP_CAMP_METABOLIC_PROCESS,-1.5466073,0.054166667,0.18067233
GOBP_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,-1.5421132,0.03797468,0.18367063
GOBP_AMINO_ACID_TRANSPORT,-1.5388459,0.056112226,0.18495092
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,-1.5319536,0.058455113,0.18892962
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,-1.5277063,0.07436399,0.19153722
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,-1.5256761,0.07269155,0.19220196
GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION,-1.4984134,0.06846473,0.21100241
GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY,-1.4878819,0.086105675,0.21576722
GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS,-1.4869717,0.06349207,0.21583372
GOBP_CELLULAR_RESPONSE_TO_ETHANOL,-1.4846992,0.0867052,0.21637602
GOBP_MITOCHONDRIAL_DEPOLARIZATION,-1.4815121,0.071428575,0.21787718
GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS,-1.4767207,0.07645875,0.22126527
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,-1.4715275,0.07722772,0.22474454
GOBP_NITROGEN_CYCLE_METABOLIC_PROCESS,-1.4649367,0.07755102,0.22850777
GOBP_SINGLE_FERTILIZATION,-1.4626077,0.083333336,0.22966608
GOBP_DICARBOXYLIC_ACID_TRANSPORT,-1.46038,0.08074534,0.23028849
GOBP_RESPONSE_TO_ESTROGEN,-1.456924,0.08299595,0.23333423
GOBP_RESPONSE_TO_IRON_ION,-1.4566425,0.08588957,0.23317935
GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT,-1.4562699,0.07869482,0.23281425
GOBP_CARDIAC_CONDUCTION,-1.4559696,0.07786885,0.23271759
GOBP_PHOSPHATE_ION_HOMEOSTASIS,-1.4458332,0.08097166,0.24104622
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,-1.4365083,0.091649696,0.24586184
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,-1.4323246,0.10229645,0.24934934
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,-1.4298518,0.10566038,0.25115907
GOBP_NEUTRAL_AMINO_ACID_TRANSPORT,-1.4221305,0.1,0.2570254
GOBP_ANDROGEN_METABOLIC_PROCESS,-1.421442,0.10816327,0.25740394
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM,-1.4149446,0.114107884,0.26243573
GOBP_REGULATION_OF_MUSCLE_ADAPTATION,-1.4133712,0.099378884,0.2629044
GOBP_RESPONSE_TO_CORTICOSTEROID,-1.4132395,0.11287129,0.26264155
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,-1.411984,0.10515873,0.26355815
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY,-1.4044772,0.11344538,0.26932046
GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT,-1.403174,0.10784314,0.27029863
GOBP_REGULATION_OF_BLOOD_CIRCULATION,-1.3982095,0.10663984,0.27463338
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,-1.3931255,0.0995935,0.27787873
GOBP_CILIUM_MOVEMENT,-1.3866022,0.115234375,0.2837466
GOBP_PROGRAMMED_CELL_DEATH_IN_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,-1.3853257,0.11752577,0.28389335
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,-1.3848943,0.11825726,0.28396273
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,-1.3773994,0.11923077,0.2900655
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION,-1.3767695,0.12966602,0.28988323
GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,-1.3759843,0.12394958,0.2903224
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,-1.3741647,0.11422846,0.29206517
GOBP_DETECTION_OF_STIMULUS,-1.3729582,0.11046512,0.29218188
GOBP_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,-1.3718858,0.12180746,0.29301804
GOBP_SEX_CHROMOSOME_DOSAGE_COMPENSATION,-1.3670659,0.120792076,0.29619402
GOBP_MATURATION_OF_LSU_RRNA,-1.3643923,0.10805501,0.2981208
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER,-1.3598375,0.12184874,0.3012407
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,-1.3407931,0.14509805,0.31630284
GOBP_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORT,-1.3379692,0.15257733,0.3174672
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY,-1.3378401,0.15748031,0.31719437
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION,-1.3368123,0.16475096,0.31715325
GOBP_NEUROTRANSMITTER_REUPTAKE,-1.3331047,0.14503817,0.31985527
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,-1.3315691,0.16527197,0.32080373
GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT,-1.3298784,0.13121273,0.32148013
GOBP_RESPONSE_TO_CAFFEINE,-1.3193729,0.15384616,0.33004
GOBP_TISSUE_REGENERATION,-1.3181839,0.14971209,0.33064094
GOBP_CATECHOLAMINE_UPTAKE,-1.3149087,0.14549181,0.33345518
GOBP_CARDIOCYTE_DIFFERENTIATION,-1.3113838,0.14951456,0.33758107
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION,-1.3102977,0.1627451,0.33851424
GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN,-1.3027253,0.15051547,0.3448971
GOBP_REGULATION_OF_FATTY_ACID_OXIDATION,-1.302298,0.16666667,0.34499624
GOBP_RESPONSE_TO_ALKALOID,-1.3019911,0.1552063,0.3449022
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,-1.2990583,0.15992293,0.34694144
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,-1.2946894,0.14442013,0.352308
GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,-1.2912656,0.1822034,0.35549957
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,-1.290817,0.17612524,0.3551438
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,-1.2893898,0.16460906,0.3556604
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION,-1.2868625,0.15587045,0.3582505
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,-1.2832677,0.17193677,0.36122304
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,-1.2831064,0.15768462,0.36097416
GOBP_STEROID_CATABOLIC_PROCESS,-1.2778945,0.18554688,0.36719877
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION,-1.2652224,0.18975332,0.37967223
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM,-1.2639357,0.17898832,0.38010857
GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS,-1.2632,0.17588933,0.38016587
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION,-1.2613527,0.17439704,0.38177174
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,-1.2608212,0.1673913,0.38202152
GOBP_PROTEIN_ACETYLATION,-1.2532055,0.1659836,0.38716778
GOBP_URETER_DEVELOPMENT,-1.251118,0.1754386,0.38717768
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,-1.2459093,0.21042085,0.39131442
GOBP_THYROID_HORMONE_METABOLIC_PROCESS,-1.2411449,0.22529644,0.39529434
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,-1.2405673,0.19726562,0.39519373
GOBP_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,-1.2398058,0.19038077,0.3953411
GOBP_SPERM_CAPACITATION,-1.2302253,0.21764706,0.4048301
GOBP_ACROSOME_ASSEMBLY,-1.2282426,0.22267206,0.40581194
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,-1.2268667,0.22340426,0.4073543
GOBP_CONSTITUTIVE_HETEROCHROMATIN_FORMATION,-1.2237054,0.22132796,0.41004857
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS,-1.223433,0.20523138,0.40997994
GOBP_NEUROTRANSMITTER_UPTAKE,-1.2233242,0.21357286,0.40964487
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION,-1.2181839,0.22954091,0.41523322
GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL,-1.2138047,0.23359074,0.41886848
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,-1.2124404,0.2128514,0.41886523
GOBP_PIGMENT_CELL_DIFFERENTIATION,-1.2124355,0.23217922,0.4183801
GOBP_PEPTIDE_CATABOLIC_PROCESS,-1.2082769,0.23984526,0.42209703
GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS,-1.2061266,0.22264151,0.4228715
GOBP_GLYCINE_TRANSPORT,-1.2014611,0.22420634,0.42890662
GOBP_CORONARY_VASCULATURE_MORPHOGENESIS,-1.195692,0.2244489,0.43123153
GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,-1.1928161,0.25296444,0.4347061
GOBP_DNA_METHYLATION_DEPENDENT_CONSTITUTIVE_HETEROCHROMATIN_FORMATION,-1.1909844,0.25604838,0.43556973
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,-1.1893659,0.23076923,0.43753973
GOBP_REGULATION_OF_CELL_MATURATION,-1.1812971,0.23941068,0.44648683
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION,-1.1805315,0.24852072,0.44716644
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,-1.1803124,0.24067163,0.44700295
GOBP_RESPONSE_TO_ACTIVITY,-1.1800137,0.25447315,0.4469649
GOBP_DENDRITIC_CELL_DIFFERENTIATION,-1.1798536,0.2632653,0.44671142
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,-1.1784763,0.23837209,0.44735906
GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS,-1.1770426,0.2781065,0.44916147
GOBP_ACTIN_NUCLEATION,-1.1752149,0.27148438,0.45050064
GOBP_MYELOID_CELL_DEVELOPMENT,-1.1727304,0.25384617,0.45345542
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,-1.1705875,0.23874755,0.45424077
GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID,-1.1649777,0.2578125,0.4586137
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_HYPERTROPHY,-1.1641302,0.25714287,0.4589594
GOBP_ERYTHROCYTE_DEVELOPMENT,-1.1636449,0.2644628,0.4586992
GOBP_CHEMOSENSORY_BEHAVIOR,-1.1609825,0.2836439,0.46049166
GOBP_MRNA_MODIFICATION,-1.1603954,0.26974952,0.46088383
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,-1.1583062,0.26396918,0.46320373
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS,-1.1544061,0.27186313,0.4649409
GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS,-1.1543415,0.27705628,0.46456182
GOBP_FERTILIZATION,-1.1541493,0.27079305,0.46439055
GOBP_MICROTUBULE_BUNDLE_FORMATION,-1.1530529,0.29254302,0.46322206
GOBP_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY,-1.1511167,0.28598484,0.46427336
GOBP_RRNA_TRANSCRIPTION,-1.1432937,0.28076923,0.4721521
GOBP_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE,-1.1398624,0.2882353,0.4769767
GOBP_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,-1.1391187,0.31086957,0.47760043
GOBP_CALCIUM_ION_IMPORT,-1.138958,0.296875,0.47686735
GOBP_BONE_CELL_DEVELOPMENT,-1.137851,0.31380752,0.47722808
GOBP_DETECTION_OF_LIGHT_STIMULUS,-1.1333077,0.28483605,0.48187056
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY,-1.132707,0.3153527,0.4819122
GOBP_REGULATION_OF_COLLATERAL_SPROUTING,-1.1317145,0.27198365,0.4829828
GOBP_FEAR_RESPONSE,-1.12685,0.3102767,0.48999625
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,-1.1240468,0.2987013,0.49393585
GOBP_HEMOGLOBIN_METABOLIC_PROCESS,-1.1181283,0.28479657,0.50160825
GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT,-1.1138474,0.29545453,0.5061072
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION,-1.1131325,0.30912864,0.5062887
GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE,-1.1123809,0.3265306,0.5069753
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN,-1.1101716,0.30737704,0.509171
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,-1.1086904,0.31187123,0.51063734
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,-1.1056379,0.30451867,0.5151624
GOBP_CORTICOSTEROID_HORMONE_SECRETION,-1.1033589,0.31589147,0.51741266
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION,-1.1010271,0.30273438,0.51929647
GOBP_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY,-1.0998467,0.31299213,0.52024174
GOBP_MATURATION_OF_SSU_RRNA,-1.0984434,0.31428573,0.5215756
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,-1.0982184,0.32438016,0.52142715
GOBP_RESPONSE_TO_LITHIUM_ION,-1.0954782,0.34509805,0.52441293
