tissue,cell_type,go_term,NES,FDR
Skin,basal cell of epidermis,Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968),-1.2284046206918733,1.0
Skin,basal cell of epidermis,Cytoplasmic Translation (GO:0002181),-1.2283289445914454,1.0
Skin,basal cell of epidermis,Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),-1.226657738579504,1.0
Skin,basal cell of epidermis,Cellular Response To Ionizing Radiation (GO:0071479),-1.2264992079656605,1.0
Skin,basal cell of epidermis,Embryonic Organ Development (GO:0048568),1.2240794384612106,1.0
Skin,basal cell of epidermis,DNA Duplex Unwinding (GO:0032508),-1.2239476620901388,1.0
Skin,basal cell of epidermis,Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),-1.2235287734799445,1.0
Skin,basal cell of epidermis,Inositol Lipid-Mediated Signaling (GO:0048017),1.2228447171821286,1.0
Skin,basal cell of epidermis,DNA Replication (GO:0006260),-1.2226713793441888,1.0
Skin,basal cell of epidermis,Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),-1.219754427893977,1.0
Skin,basal cell of epidermis,Positive Regulation Of Multicellular Organismal Process (GO:0051240),-1.21962161906645,1.0
Skin,basal cell of epidermis,Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625),1.2192514007563309,1.0
Skin,basal cell of epidermis,Mitotic Spindle Assembly (GO:0090307),-1.218807212088844,1.0
Skin,basal cell of epidermis,"Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)",-1.2181837522516543,1.0
Skin,basal cell of epidermis,Histone H3-K4 Methylation (GO:0051568),-1.218172193532759,1.0
Skin,basal cell of epidermis,Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799),1.218154612549317,1.0
Skin,basal cell of epidermis,Regulation Of Cholesterol Efflux (GO:0010874),-1.2159347098317896,1.0
Skin,basal cell of epidermis,Lysosome Organization (GO:0007040),1.2157783385664394,1.0
Skin,basal cell of epidermis,Negative Regulation Of Stem Cell Population Maintenance (GO:1902455),-1.2142319465351832,1.0
Skin,basal cell of epidermis,Regulation Of Viral Genome Replication (GO:0045069),-1.2139712542000811,1.0
Skin,basal cell of epidermis,Monoatomic Anion Transmembrane Transport (GO:0098656),-1.2135923551182677,1.0
Skin,basal cell of epidermis,Activation Of GTPase Activity (GO:0090630),1.212988822530246,1.0
Skin,basal cell of epidermis,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),-1.21293670661133,1.0
Skin,basal cell of epidermis,Cell-Matrix Adhesion (GO:0007160),-1.2113918197626952,1.0
Skin,basal cell of epidermis,Positive Regulation Of Phagocytosis (GO:0050766),-1.211137564747931,1.0
Skin,basal cell of epidermis,Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512),-1.2107317727944584,1.0
Skin,basal cell of epidermis,Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway (GO:0043162),-1.2101776779793465,1.0
Skin,basal cell of epidermis,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),-1.2100316564797966,1.0
Skin,basal cell of epidermis,Cellular Response To BMP Stimulus (GO:0071773),1.2084622573321246,1.0
Skin,basal cell of epidermis,GPI Anchor Metabolic Process (GO:0006505),-1.208334690709607,1.0
Skin,basal cell of epidermis,Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),1.2077900464843894,1.0
Skin,basal cell of epidermis,tRNA Methylation (GO:0030488),-1.2067699183867582,1.0
Skin,basal cell of epidermis,Lipid Droplet Organization (GO:0034389),-1.2064227524004714,1.0
Skin,basal cell of epidermis,intra-Golgi Vesicle-Mediated Transport (GO:0006891),-1.206259697627094,1.0
Skin,basal cell of epidermis,Response To Light Stimulus (GO:0009416),-1.2058954572849865,1.0
Skin,basal cell of epidermis,Positive Regulation Of Cell Growth (GO:0030307),1.2051782992000817,1.0
Skin,basal cell of epidermis,Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),-1.2050972440893375,1.0
Skin,basal cell of epidermis,Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),1.2034348721392414,1.0
Skin,basal cell of epidermis,Cholesterol Biosynthetic Process (GO:0006695),-1.2030420274945235,1.0
Skin,basal cell of epidermis,Regulation Of Endothelial Cell Proliferation (GO:0001936),1.2023923549292048,1.0
Skin,basal cell of epidermis,Autophagy Of Mitochondrion (GO:0000422),-1.201651565785045,1.0
Skin,basal cell of epidermis,Protein Localization To Golgi Apparatus (GO:0034067),-1.2014418699689742,1.0
Skin,basal cell of epidermis,protein-DNA Complex Organization (GO:0071824),-1.200439811163184,1.0
Skin,basal cell of epidermis,Negative Regulation Of Protein Ubiquitination (GO:0031397),-1.19951637123139,1.0
Skin,basal cell of epidermis,DNA-templated DNA Replication (GO:0006261),-1.1985653358644195,1.0
Skin,basal cell of epidermis,Sensory Perception Of Light Stimulus (GO:0050953),1.1983469045514343,1.0
Skin,basal cell of epidermis,Regulation Of T Cell Proliferation (GO:0042129),-1.198263762912651,1.0
Skin,basal cell of epidermis,Regulation Of Endopeptidase Activity (GO:0052548),1.1980795533368491,1.0
Skin,basal cell of epidermis,Nucleotide-Excision Repair (GO:0006289),-1.196585461932734,1.0
Skin,basal cell of epidermis,Cellular Response To Type II Interferon (GO:0071346),-1.1963872551010153,1.0
Skin,basal cell of epidermis,Response To Epidermal Growth Factor (GO:0070849),1.1954690170019242,1.0
Skin,basal cell of epidermis,Regulation Of Cell Differentiation (GO:0045595),1.1946483160786088,1.0
Skin,basal cell of epidermis,Response To Amino Acid Starvation (GO:1990928),-1.194429966538616,1.0
Skin,basal cell of epidermis,Secondary Alcohol Biosynthetic Process (GO:1902653),-1.1939925644108886,1.0
Skin,basal cell of epidermis,Positive Regulation Of DNA Metabolic Process (GO:0051054),-1.1930346421703917,1.0
Skin,basal cell of epidermis,Mitotic Nuclear Division (GO:0140014),1.193023989952669,1.0
Skin,basal cell of epidermis,Recombinational Repair (GO:0000725),-1.1929467126641575,1.0
Skin,basal cell of epidermis,Negative Regulation Of DNA Binding (GO:0043392),-1.1926139661628388,1.0
Skin,basal cell of epidermis,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)",1.1919189566706736,1.0
Skin,basal cell of epidermis,Regulation Of Synapse Assembly (GO:0051963),-1.1916087690768362,1.0
Skin,basal cell of epidermis,Phospholipid Biosynthetic Process (GO:0008654),-1.1906472236059962,1.0
Skin,basal cell of epidermis,Bone Development (GO:0060348),1.190165389667688,1.0
Skin,basal cell of epidermis,Protein Acetylation (GO:0006473),-1.1896401110739303,1.0
Skin,basal cell of epidermis,Organonitrogen Compound Catabolic Process (GO:1901565),-1.189214702308273,1.0
Skin,basal cell of epidermis,Regulation Of Gluconeogenesis (GO:0006111),-1.1891086130875552,1.0
Skin,basal cell of epidermis,Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),1.1881139131958558,1.0
Skin,basal cell of epidermis,Nucleosome Organization (GO:0034728),1.1873994478355605,1.0
Skin,basal cell of epidermis,Peptide Biosynthetic Process (GO:0043043),-1.1873634400234283,1.0
Skin,basal cell of epidermis,Antiviral Innate Immune Response (GO:0140374),-1.187279713235584,1.0
Skin,basal cell of epidermis,Artery Morphogenesis (GO:0048844),1.1871631076634328,1.0
Skin,basal cell of epidermis,Intracellular pH Reduction (GO:0051452),1.1869178013563346,1.0
Skin,basal cell of epidermis,Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),-1.1858668398967465,1.0
Skin,basal cell of epidermis,Organelle Transport Along Microtubule (GO:0072384),-1.1857893999922098,1.0
Skin,basal cell of epidermis,Purine Ribonucleotide Biosynthetic Process (GO:0009152),-1.1856439469337916,1.0
Skin,basal cell of epidermis,Glycosaminoglycan Biosynthetic Process (GO:0006024),1.1848207429235618,1.0
Skin,basal cell of epidermis,Fatty Acid Catabolic Process (GO:0009062),-1.1813208192741922,1.0
Skin,basal cell of epidermis,Positive Regulation Of Defense Response (GO:0031349),-1.179879965299186,1.0
Skin,basal cell of epidermis,Positive Regulation Of Protein Transport (GO:0051222),-1.1798498847865893,1.0
Skin,basal cell of epidermis,Regulation Of Protein Secretion (GO:0050708),-1.1797582977471606,1.0
Skin,basal cell of epidermis,Intracellular Calcium Ion Homeostasis (GO:0006874),1.1795688451975257,1.0
Skin,basal cell of epidermis,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),1.1787638777675915,1.0
Skin,basal cell of epidermis,Positive Regulation Of MAPK Cascade (GO:0043410),-1.1785942061450798,1.0
Skin,basal cell of epidermis,Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),-1.1781430812444749,1.0
Skin,basal cell of epidermis,Brain Development (GO:0007420),1.177132171092414,1.0
Skin,basal cell of epidermis,Late Endosome To Vacuole Transport (GO:0045324),-1.1762957104440614,1.0
Skin,basal cell of epidermis,Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138),1.1753265633348386,1.0
Skin,basal cell of epidermis,Granulocyte Chemotaxis (GO:0071621),-1.1752584516105251,1.0
Skin,basal cell of epidermis,Notch Signaling Pathway (GO:0007219),-1.1750846588082402,1.0
Skin,basal cell of epidermis,Ventricular Septum Development (GO:0003281),1.1737605210318065,1.0
Skin,basal cell of epidermis,Potassium Ion Transport (GO:0006813),-1.172783038099987,1.0
Skin,basal cell of epidermis,Lipid Transport (GO:0006869),-1.172688879984377,1.0
Skin,basal cell of epidermis,Melanosome Organization (GO:0032438),-1.1724697668778827,1.0
Skin,basal cell of epidermis,Cell-Cell Junction Organization (GO:0045216),-1.17230728306442,1.0
Skin,basal cell of epidermis,Glucose Metabolic Process (GO:0006006),-1.1720672639638758,1.0
Skin,basal cell of epidermis,Regulation Of DNA-templated Transcription Elongation (GO:0032784),-1.1720580239514893,1.0
Skin,basal cell of epidermis,mRNA Transcription By RNA Polymerase II (GO:0042789),-1.1719081851019189,1.0
Skin,basal cell of epidermis,Regulation Of Signal Transduction (GO:0009966),-1.1710440183057191,1.0
Skin,basal cell of epidermis,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),-1.170705969857878,1.0
Skin,basal cell of epidermis,Regulation Of TORC1 Signaling (GO:1903432),-1.1706720265405386,1.0
Skin,basal cell of epidermis,Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),-1.1698751472305964,1.0
Skin,basal cell of epidermis,Neutrophil Migration (GO:1990266),-1.169810964216434,1.0
Skin,basal cell of epidermis,Positive Regulation Of Wound Healing (GO:0090303),-1.1695137935074122,1.0
Skin,basal cell of epidermis,Positive Regulation Of Lamellipodium Assembly (GO:0010592),1.1688755882697306,1.0
Skin,basal cell of epidermis,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),-1.1688057164056709,1.0
Skin,basal cell of epidermis,Mitochondrion Disassembly (GO:0061726),-1.1687942112573977,1.0
Skin,basal cell of epidermis,Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),1.1683865819184622,1.0
Skin,basal cell of epidermis,Peptidyl-Tyrosine Dephosphorylation (GO:0035335),-1.1677478478299084,1.0
Skin,basal cell of epidermis,Regulation Of Glycolytic Process (GO:0006110),1.1664860394917835,1.0
Skin,basal cell of epidermis,Cell Junction Assembly (GO:0034329),-1.1658757375034428,1.0
Skin,basal cell of epidermis,Connective Tissue Development (GO:0061448),1.1649630799762185,1.0
Skin,basal cell of epidermis,Establishment Of Protein Localization To Extracellular Region (GO:0035592),-1.164731534954819,1.0
Skin,basal cell of epidermis,Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238),-1.1646814472025444,1.0
Skin,basal cell of epidermis,Peptidyl-Tyrosine Phosphorylation (GO:0018108),-1.1638924883253072,1.0
Skin,basal cell of epidermis,Response To Organonitrogen Compound (GO:0010243),-1.1637269052000887,1.0
Skin,basal cell of epidermis,Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),-1.1636087471042258,1.0
Skin,basal cell of epidermis,Double-Strand Break Repair Via Homologous Recombination (GO:0000724),-1.16329936552532,1.0
Skin,basal cell of epidermis,Regulation Of Organelle Assembly (GO:1902115),-1.1629487865480577,1.0
Skin,basal cell of epidermis,RNA Stabilization (GO:0043489),1.1618208790254303,1.0
Skin,basal cell of epidermis,DNA Metabolic Process (GO:0006259),-1.160940888784864,1.0
Skin,basal cell of epidermis,Regulation Of Endothelial Cell Migration (GO:0010594),1.1593121969381508,1.0
Skin,basal cell of epidermis,Cellular Response To Amino Acid Starvation (GO:0034198),-1.1586832044098898,1.0
Skin,basal cell of epidermis,Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912),1.1570532094385948,1.0
Skin,basal cell of epidermis,Positive Regulation Of miRNA Transcription (GO:1902895),1.155467977343796,1.0
Skin,basal cell of epidermis,Amide Biosynthetic Process (GO:0043604),-1.155308959672023,1.0
Skin,basal cell of epidermis,Organic Anion Transport (GO:0015711),-1.154845400183419,1.0
Skin,basal cell of epidermis,Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),-1.1547576359012055,1.0
Skin,basal cell of epidermis,Regulation Of Establishment Of Planar Polarity (GO:0090175),1.153152102512428,1.0
Skin,basal cell of epidermis,Nucleic Acid-Templated Transcription (GO:0097659),-1.1521679236204696,1.0
Skin,basal cell of epidermis,Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088),-1.1519554978744473,1.0
Skin,basal cell of epidermis,Mitotic Spindle Organization (GO:0007052),-1.151147987296009,1.0
Skin,basal cell of epidermis,Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),-1.1500614201829704,1.0
Skin,basal cell of epidermis,Positive Regulation Of Insulin Secretion (GO:0032024),-1.1499314055705034,1.0
Skin,basal cell of epidermis,Dendrite Morphogenesis (GO:0048813),-1.1496027156754731,1.0
Skin,basal cell of epidermis,Epigenetic Regulation Of Gene Expression (GO:0040029),-1.1493436333520666,1.0
Skin,basal cell of epidermis,RNA Polymerase II Preinitiation Complex Assembly (GO:0051123),-1.1457758287706516,1.0
Skin,basal cell of epidermis,Protein Destabilization (GO:0031648),-1.145128224312612,1.0
Skin,basal cell of epidermis,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),-1.1448511192081765,1.0
Skin,basal cell of epidermis,Focal Adhesion Assembly (GO:0048041),-1.1443073876195993,1.0
Skin,basal cell of epidermis,Regulation Of Ossification (GO:0030278),1.1440904569793335,1.0
Skin,basal cell of epidermis,Regulation Of Sprouting Angiogenesis (GO:1903670),1.1439129451361252,1.0
Skin,basal cell of epidermis,Modulation By Host Of Viral Process (GO:0044788),1.1431077233797942,1.0
Skin,basal cell of epidermis,mRNA Transcription (GO:0009299),-1.1430833077598843,1.0
Skin,basal cell of epidermis,Protein Homooligomerization (GO:0051260),-1.1428237738912717,1.0
Skin,basal cell of epidermis,Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393),1.141392153768913,1.0
Skin,basal cell of epidermis,Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),-1.1413471845208318,1.0
Skin,basal cell of epidermis,Amino Acid Catabolic Process (GO:0009063),-1.141068643891612,1.0
Skin,basal cell of epidermis,Proton Transmembrane Transport (GO:1902600),1.1398550335436577,1.0
Skin,basal cell of epidermis,Positive Regulation Of Vacuole Organization (GO:0044090),-1.1394488936748886,1.0
Skin,basal cell of epidermis,Secretory Granule Organization (GO:0033363),-1.1389753359254602,1.0
Skin,basal cell of epidermis,Cell Morphogenesis Involved In Differentiation (GO:0000904),-1.1385419586452965,1.0
Skin,basal cell of epidermis,Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),1.1370427077218357,1.0
Skin,basal cell of epidermis,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),1.1364934979443906,1.0
Skin,basal cell of epidermis,Protein Homotetramerization (GO:0051289),-1.1364073800272332,1.0
Skin,basal cell of epidermis,Nucleus Organization (GO:0006997),-1.1359278738848897,1.0
Skin,basal cell of epidermis,U2-type Prespliceosome Assembly (GO:1903241),-1.1356321185593623,1.0
Skin,basal cell of epidermis,Neural Crest Cell Migration (GO:0001755),1.1355806853690966,1.0
Skin,basal cell of epidermis,Mesenchymal Cell Migration (GO:0090497),1.1355806853690966,1.0
Skin,basal cell of epidermis,Embryonic Skeletal System Morphogenesis (GO:0048704),-1.1355522034299586,1.0
Skin,basal cell of epidermis,ncRNA Processing (GO:0034470),-1.1345466640913937,1.0
Skin,basal cell of epidermis,Multivesicular Body Assembly (GO:0036258),-1.1336064650943616,1.0
Skin,basal cell of epidermis,Positive Regulation Of Cell Cycle Process (GO:0090068),-1.133361826709545,1.0
Skin,basal cell of epidermis,Extrinsic Apoptotic Signaling Pathway (GO:0097191),1.1320478083178476,1.0
Skin,basal cell of epidermis,Positive Regulation Of Notch Signaling Pathway (GO:0045747),-1.1320318240793013,1.0
Skin,basal cell of epidermis,Sulfur Compound Biosynthetic Process (GO:0044272),1.1297965254405584,1.0
Skin,basal cell of epidermis,Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261),-1.1291942902898635,1.0
Skin,basal cell of epidermis,Positive Regulation Of Viral Life Cycle (GO:1903902),1.1290178194800768,1.0
Skin,basal cell of epidermis,Regulation Of Cell-Cell Adhesion (GO:0022407),-1.1289978045148654,1.0
Skin,basal cell of epidermis,Positive Regulation Of Cell Differentiation (GO:0045597),-1.1288979888497666,1.0
Skin,basal cell of epidermis,Response To Ionizing Radiation (GO:0010212),-1.1268811011266,1.0
Skin,basal cell of epidermis,Sterol Biosynthetic Process (GO:0016126),-1.1266918370021488,1.0
Skin,basal cell of epidermis,Positive Regulation Of Chromosome Organization (GO:2001252),-1.1264343731882798,1.0
Skin,basal cell of epidermis,Homotypic Cell-Cell Adhesion (GO:0034109),1.1251526689626088,1.0
Skin,basal cell of epidermis,Positive Regulation Of Microtubule Polymerization (GO:0031116),1.125027941708209,1.0
Skin,basal cell of epidermis,Cellular Response To Organonitrogen Compound (GO:0071417),1.1246849630151257,1.0
Skin,basal cell of epidermis,Regulation Of Catabolic Process (GO:0009894),-1.1220557857596738,1.0
Skin,basal cell of epidermis,Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),-1.1208961788953171,1.0
Skin,basal cell of epidermis,Negative Regulation Of Chemotaxis (GO:0050922),1.1208294624977533,1.0
Skin,basal cell of epidermis,Regulation Of Cellular Senescence (GO:2000772),-1.1207216506929445,1.0
Skin,basal cell of epidermis,Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),-1.1193837843384862,1.0
Skin,basal cell of epidermis,Regulation Of Fat Cell Differentiation (GO:0045598),-1.118979596394445,1.0
Skin,basal cell of epidermis,Organophosphate Biosynthetic Process (GO:0090407),-1.1188446694779337,1.0
Skin,basal cell of epidermis,Regulation Of Cellular Biosynthetic Process (GO:0031326),-1.1182021421648956,1.0
Skin,basal cell of epidermis,Regulation Of Cell Death (GO:0010941),-1.1180599948514092,1.0
Skin,basal cell of epidermis,Positive Regulation Of miRNA Metabolic Process (GO:2000630),1.117870894432935,1.0
Skin,basal cell of epidermis,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),-1.1173269085453974,1.0
Skin,basal cell of epidermis,Phosphatidic Acid Biosynthetic Process (GO:0006654),1.116739489947559,1.0
Skin,basal cell of epidermis,Base-Excision Repair (GO:0006284),-1.1166196664438406,1.0
Skin,basal cell of epidermis,Negative Regulation Of Protein Localization (GO:1903828),-1.1157542363522754,1.0
Skin,basal cell of epidermis,DNA-templated Transcription (GO:0006351),-1.115621088515641,1.0
Skin,basal cell of epidermis,Regulation Of Apoptotic Signaling Pathway (GO:2001233),-1.115297405493194,1.0
Skin,basal cell of epidermis,Glycolipid Biosynthetic Process (GO:0009247),-1.1149114243301887,1.0
Skin,basal cell of epidermis,Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049),-1.114426699893191,1.0
Skin,basal cell of epidermis,'De Novo' Post-Translational Protein Folding (GO:0051084),-1.1142903793242596,1.0
Skin,basal cell of epidermis,Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144),-1.1137070440900514,1.0
Skin,basal cell of epidermis,Regulation Of Cell Migration (GO:0030334),1.1134647383902063,1.0
Skin,basal cell of epidermis,Positive Regulation Of Cell-Cell Adhesion (GO:0022409),-1.1126736602028038,1.0
Skin,basal cell of epidermis,Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224),1.112319600866812,1.0
Skin,basal cell of epidermis,Regulation Of Receptor Internalization (GO:0002090),-1.1119801517160932,1.0
Skin,basal cell of epidermis,Establishment Of Mitotic Spindle Localization (GO:0040001),1.1118130775945425,1.0
Skin,basal cell of epidermis,Cellular Response To Heat (GO:0034605),-1.1107790229430137,1.0
Skin,basal cell of epidermis,Fatty Acid Transport (GO:0015908),-1.1094333986694225,1.0
Skin,basal cell of epidermis,Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),-1.1082371891028195,1.0
Skin,basal cell of epidermis,Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),1.108013695831443,1.0
Skin,basal cell of epidermis,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),1.1069916039733594,1.0
Skin,basal cell of epidermis,Response To Retinoic Acid (GO:0032526),-1.1068635355198966,1.0
Skin,basal cell of epidermis,Negative Regulation Of Fat Cell Differentiation (GO:0045599),-1.1065998136304651,1.0
Skin,basal cell of epidermis,Cellular Lipid Catabolic Process (GO:0044242),-1.1065422383686652,1.0
Skin,basal cell of epidermis,Peroxisomal Membrane Transport (GO:0015919),1.1061311241355112,1.0
Skin,basal cell of epidermis,Response To Transforming Growth Factor Beta (GO:0071559),-1.105934193987664,1.0
Skin,basal cell of epidermis,Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511),-1.105900918594132,1.0
Skin,basal cell of epidermis,Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846),-1.105900918594132,1.0
Skin,basal cell of epidermis,Ventricular Septum Morphogenesis (GO:0060412),1.105213049087043,1.0
Skin,basal cell of epidermis,Protein Exit From Endoplasmic Reticulum (GO:0032527),1.1046380177047337,1.0
Skin,basal cell of epidermis,Negative Regulation Of Axon Extension (GO:0030517),1.1045731464321988,1.0
Skin,basal cell of epidermis,Transcription By RNA Polymerase II (GO:0006366),-1.1045530881607577,1.0
Skin,basal cell of epidermis,Cellular Response To Alcohol (GO:0097306),-1.1041751821680332,1.0
Skin,basal cell of epidermis,Peptide Metabolic Process (GO:0006518),-1.1039391947587098,1.0
Skin,basal cell of epidermis,Second-Messenger-Mediated Signaling (GO:0019932),-1.1014273435868078,1.0
Skin,basal cell of epidermis,Clathrin-Dependent Endocytosis (GO:0072583),-1.1010805116717408,1.0
Skin,basal cell of epidermis,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),1.1009887199868176,1.0
Skin,basal cell of epidermis,Hexose Biosynthetic Process (GO:0019319),-1.1007495407507364,1.0
Skin,basal cell of epidermis,Negative Regulation Of Gene Expression (GO:0010629),-1.0991410163412425,1.0
Skin,basal cell of epidermis,Protein Deubiquitination (GO:0016579),-1.0988353552339698,1.0
Skin,basal cell of epidermis,Protein Targeting To Peroxisome (GO:0006625),1.0983749996537515,1.0
Skin,basal cell of epidermis,Cellular Response To Radiation (GO:0071478),-1.0982618609822776,1.0
Skin,basal cell of epidermis,Morphogenesis Of An Epithelium (GO:0002009),1.0976334448694058,1.0
Skin,basal cell of epidermis,Bile Acid Metabolic Process (GO:0008206),-1.0964616863973922,1.0
Skin,basal cell of epidermis,Negative Regulation Of Macroautophagy (GO:0016242),1.0949309100501745,1.0
Skin,basal cell of epidermis,Regulation Of Smoothened Signaling Pathway (GO:0008589),1.0945337066634504,1.0
Skin,basal cell of epidermis,Regulation Of Developmental Growth (GO:0048638),-1.0943748526965724,1.0
Skin,basal cell of epidermis,Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),-1.093608744616704,1.0
Skin,basal cell of epidermis,Glycerophospholipid Metabolic Process (GO:0006650),-1.0933579304566323,1.0
Skin,basal cell of epidermis,Peptidyl-Proline Modification (GO:0018208),-1.0931797612065106,1.0
Skin,basal cell of epidermis,Aortic Valve Development (GO:0003176),1.0928541016152822,1.0
Skin,basal cell of epidermis,Cellular Response To Organic Substance (GO:0071310),-1.0920795736833442,1.0
Skin,basal cell of epidermis,Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),1.0917524478491754,1.0
Skin,basal cell of epidermis,Cellular Response To Mechanical Stimulus (GO:0071260),-1.0914386588249436,1.0
Skin,basal cell of epidermis,Phospholipid Transport (GO:0015914),1.089800066067057,1.0
Skin,basal cell of epidermis,Vesicle Fusion (GO:0006906),-1.088557869370392,1.0
Skin,basal cell of epidermis,Protein Complex Oligomerization (GO:0051259),-1.088472890093505,1.0
Skin,basal cell of epidermis,Muscle Contraction (GO:0006936),-1.0880679307379209,1.0
Skin,basal cell of epidermis,Ribosomal Small Subunit Assembly (GO:0000028),-1.0878190568258723,1.0
Skin,basal cell of epidermis,Establishment Of Spindle Orientation (GO:0051294),1.0867396473420257,1.0
Skin,basal cell of epidermis,Protein Monoubiquitination (GO:0006513),1.0861822975587012,1.0
Skin,basal cell of epidermis,Substrate Adhesion-Dependent Cell Spreading (GO:0034446),1.0858814892998836,1.0
Skin,basal cell of epidermis,Nervous System Development (GO:0007399),1.085615116196233,1.0
Skin,basal cell of epidermis,Protein Insertion Into Mitochondrial Membrane (GO:0051204),-1.0855403438687792,1.0
Skin,basal cell of epidermis,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),-1.082848355133866,1.0
Skin,basal cell of epidermis,Nuclear Envelope Organization (GO:0006998),-1.082826321978151,1.0
Skin,basal cell of epidermis,Amide Transport (GO:0042886),-1.082621081206881,1.0
Skin,basal cell of epidermis,Negative Chemotaxis (GO:0050919),1.0822562784940744,1.0
Skin,basal cell of epidermis,tRNA Modification (GO:0006400),-1.08225096979505,1.0
Skin,basal cell of epidermis,Platelet Dense Granule Organization (GO:0060155),-1.081669449895979,1.0
Skin,basal cell of epidermis,Lysosomal Lumen Acidification (GO:0007042),1.0805767092974208,1.0
Skin,basal cell of epidermis,Regulation Of Exocytosis (GO:0017157),1.0799533822067473,1.0
Skin,basal cell of epidermis,Macromolecule Biosynthetic Process (GO:0009059),-1.0799201104284517,1.0
Skin,basal cell of epidermis,Intracellular Monoatomic Cation Homeostasis (GO:0030003),1.0798079307568949,1.0
Skin,basal cell of epidermis,Erythrocyte Differentiation (GO:0030218),-1.0797962377952497,1.0
Skin,basal cell of epidermis,Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),-1.0797497607391235,1.0
Skin,basal cell of epidermis,Neural Crest Cell Development (GO:0014032),1.0796987632576245,1.0
Skin,basal cell of epidermis,Negative Regulation Of Actin Filament Polymerization (GO:0030837),1.0790936719528377,1.0
Skin,basal cell of epidermis,Cytokine-Mediated Signaling Pathway (GO:0019221),-1.0790359175017612,1.0
Skin,basal cell of epidermis,Regulation Of Centrosome Cycle (GO:0046605),-1.0782671363217295,1.0
Skin,basal cell of epidermis,Negative Regulation Of Transferase Activity (GO:0051348),-1.0778264461365468,1.0
Skin,basal cell of epidermis,Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087),1.0777039252313652,1.0
Skin,basal cell of epidermis,Nucleic Acid Metabolic Process (GO:0090304),-1.0769562565132833,1.0
Skin,basal cell of epidermis,DNA Damage Response (GO:0006974),-1.0763981214478429,1.0
Skin,basal cell of epidermis,Protein Dephosphorylation (GO:0006470),1.0762281179069393,1.0
