tissue,cell_type,go_term,NES,FDR
Fat,endothelial cell,Positive Regulation Of Endothelial Cell Proliferation (GO:0001938),1.1525722943863257,0.8979760168039302
Fat,endothelial cell,Autophagosome Assembly (GO:0000045),-1.1516660424833651,0.979397023366192
Fat,endothelial cell,Regulation Of Protein Import Into Nucleus (GO:0042306),-1.1499802408463755,0.982504906140698
Fat,endothelial cell,Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),-1.149848537573532,0.9784266018400638
Fat,endothelial cell,Receptor-Mediated Endocytosis (GO:0006898),1.148381142543062,0.9094290969113394
Fat,endothelial cell,Regulation Of Mitotic Cell Cycle (GO:0007346),-1.1478630854897147,0.9820137198148764
Fat,endothelial cell,Protein Localization To Golgi Apparatus (GO:0034067),-1.1477041569470452,0.9781248638429167
Fat,endothelial cell,RNA Metabolic Process (GO:0016070),1.147303758919895,0.9076800736275406
Fat,endothelial cell,Positive Regulation Of T Cell Activation (GO:0050870),1.1466645294742674,0.9043176324149786
Fat,endothelial cell,Positive Regulation Of Mononuclear Cell Migration (GO:0071677),-1.1463254943873655,0.9795897967716128
Fat,endothelial cell,Regulation Of Protein Phosphorylation (GO:0001932),-1.145631077650624,0.9779208080126316
Fat,endothelial cell,Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),-1.1455180284632722,0.9738578938735758
Fat,endothelial cell,Phosphatidylinositol Biosynthetic Process (GO:0006661),1.1443707978132294,0.9081033025990108
Fat,endothelial cell,Regulation Of TORC1 Signaling (GO:1903432),-1.1443439134718194,0.974337383416198
Fat,endothelial cell,Organonitrogen Compound Biosynthetic Process (GO:1901566),1.1429233903833032,0.9083629749598952
Fat,endothelial cell,Negative Regulation Of Notch Signaling Pathway (GO:0045746),1.1425236945265131,0.9040763929564954
Fat,endothelial cell,Regulation Of Response To External Stimulus (GO:0032101),1.1419366609067585,0.9009112367927936
Fat,endothelial cell,Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425),1.1417829583022252,0.8958812551616142
Fat,endothelial cell,Protein Acylation (GO:0043543),1.1398624696203203,0.8979632314853221
Fat,endothelial cell,Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),-1.1396930805176264,0.9903885396134476
Fat,endothelial cell,RNA Biosynthetic Process (GO:0032774),1.1395728054284804,0.8935184798981338
Fat,endothelial cell,mRNA Export From Nucleus (GO:0006406),1.138740141326462,0.8912987066510205
Fat,endothelial cell,Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),-1.1379597999881823,0.9933809428511928
Fat,endothelial cell,Cellular Response To Light Stimulus (GO:0071482),1.1377873294036092,0.8895299635884646
Fat,endothelial cell,Protein Autoubiquitination (GO:0051865),1.1369146446231706,0.8877826598357579
Fat,endothelial cell,Regulation Of Protein Localization To Plasma Membrane (GO:1903076),-1.136160045465014,0.9968766688317326
Fat,endothelial cell,RNA Polyadenylation (GO:0043631),1.1360708425273918,0.8859208970493302
Fat,endothelial cell,Mesenchymal Cell Differentiation (GO:0048762),-1.1356107182651034,0.994762774229943
Fat,endothelial cell,Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238),1.1338370802739026,0.8897755436718524
Fat,endothelial cell,Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),1.1336332255182824,0.8853435092151044
Fat,endothelial cell,Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),-1.1336164508787565,0.9987821111448526
Fat,endothelial cell,Regulation Of Protein Ubiquitination (GO:0031396),-1.1299926339582005,1.0
Fat,endothelial cell,Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),-1.1291504701089967,1.0
Fat,endothelial cell,Positive Regulation Of Erythrocyte Differentiation (GO:0045648),1.1271968072564784,0.906205542738511
Fat,endothelial cell,Inner Mitochondrial Membrane Organization (GO:0007007),1.1246051852471752,0.9116411531059696
Fat,endothelial cell,Apoptotic Mitochondrial Changes (GO:0008637),-1.1239944469238372,1.0
Fat,endothelial cell,Synapse Organization (GO:0050808),-1.1234236272718403,1.0
Fat,endothelial cell,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),1.1232582234365536,0.9119545482513688
Fat,endothelial cell,Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),-1.123133780785644,1.0
Fat,endothelial cell,Protein Localization To Plasma Membrane (GO:0072659),-1.123080649000806,1.0
Fat,endothelial cell,Dendrite Morphogenesis (GO:0048813),1.1216558747162193,0.9124664196269764
Fat,endothelial cell,Regulation Of Secretion By Cell (GO:1903530),1.121270377284587,0.9087878428235192
Fat,endothelial cell,Regulation Of Cytoskeleton Organization (GO:0051493),-1.1211988038654663,1.0
Fat,endothelial cell,Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),-1.120946551151785,1.0
Fat,endothelial cell,Negative Regulation Of Catabolic Process (GO:0009895),1.1197867290111148,0.9097938937606048
Fat,endothelial cell,Cytoplasmic Microtubule Organization (GO:0031122),-1.119015550856847,1.0
Fat,endothelial cell,Protein Localization To Organelle (GO:0033365),1.1187488288071783,0.9089538055622092
Fat,endothelial cell,Protein Deubiquitination (GO:0016579),-1.1183530402754056,1.0
Fat,endothelial cell,Ephrin Receptor Signaling Pathway (GO:0048013),1.1172003618747326,0.9098429081652718
Fat,endothelial cell,Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),-1.116724257480308,1.0
Fat,endothelial cell,Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144),1.116158475434876,0.9090929105840488
Fat,endothelial cell,mRNA Processing (GO:0006397),1.1155431598931156,0.9064557101298818
Fat,endothelial cell,Vascular Transport (GO:0010232),-1.114792161481911,1.0
Fat,endothelial cell,Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176),-1.1143847971328795,1.0
Fat,endothelial cell,Cellular Response To Ketone (GO:1901655),-1.1141130930065426,1.0
Fat,endothelial cell,Chromatin Organization (GO:0006325),1.113266911823086,0.909685886435326
Fat,endothelial cell,Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056),1.1096120723112923,0.9195036428732878
Fat,endothelial cell,Cellular Response To Oxygen-Containing Compound (GO:1901701),-1.1088872195253658,1.0
Fat,endothelial cell,ncRNA Catabolic Process (GO:0034661),1.1087779993393878,0.9179485648946636
Fat,endothelial cell,Cellular Response To Hexose Stimulus (GO:0071331),-1.1070583659555158,1.0
Fat,endothelial cell,Positive Regulation Of Protein Import Into Nucleus (GO:0042307),-1.1068527774242622,1.0
Fat,endothelial cell,Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),-1.1065580264492243,1.0
Fat,endothelial cell,Transcription Elongation By RNA Polymerase II (GO:0006368),1.1061022774466436,0.9232871101241444
Fat,endothelial cell,Negative Regulation Of Cell Junction Assembly (GO:1901889),-1.1046269672313584,1.0
Fat,endothelial cell,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),-1.103866169765812,1.0
Fat,endothelial cell,Positive Regulation Of Cellular Process (GO:0048522),-1.1038091838824382,1.0
Fat,endothelial cell,Lipid Biosynthetic Process (GO:0008610),-1.103699751678687,1.0
Fat,endothelial cell,Response To Lipid (GO:0033993),-1.1034079413193416,1.0
Fat,endothelial cell,Cellular Response To Metal Ion (GO:0071248),-1.1031658834042943,1.0
Fat,endothelial cell,Peptidyl-Threonine Phosphorylation (GO:0018107),-1.1028387816619871,1.0
Fat,endothelial cell,Regulation Of Multicellular Organismal Development (GO:2000026),1.1022884299493456,0.9332942372759104
Fat,endothelial cell,Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),-1.101617911816933,1.0
Fat,endothelial cell,Regulation Of Phosphorylation (GO:0042325),-1.1012398969466988,1.0
Fat,endothelial cell,Positive Regulation Of Cell Motility (GO:2000147),-1.1002515659048822,1.0
Fat,endothelial cell,Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),-1.1000816185477065,1.0
Fat,endothelial cell,Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968),1.099703053388522,0.9381023632169272
Fat,endothelial cell,Lytic Vacuole Organization (GO:0080171),-1.09961238489562,1.0
Fat,endothelial cell,Negative Regulation Of Kinase Activity (GO:0033673),-1.099368710745465,1.0
Fat,endothelial cell,Negative Regulation Of Cell Differentiation (GO:0045596),1.099246712909026,0.9346233097660476
Fat,endothelial cell,Cellular Response To Nutrient Levels (GO:0031669),1.0988061427875573,0.9313245943739455
Fat,endothelial cell,DNA-templated Transcription (GO:0006351),1.098501141265677,0.9277002801020304
Fat,endothelial cell,Regulation Of Signal Transduction (GO:0009966),-1.0977924864214013,1.0
Fat,endothelial cell,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),-1.0960494688798454,1.0
Fat,endothelial cell,Ubiquitin-Dependent ERAD Pathway (GO:0030433),-1.0952922267982053,1.0
Fat,endothelial cell,Intracellular Calcium Ion Homeostasis (GO:0006874),1.0944264704823188,0.93850554257643
Fat,endothelial cell,"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",-1.0917287564641247,1.0
Fat,endothelial cell,Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),-1.0892452588686354,1.0
Fat,endothelial cell,Anterograde Axonal Transport (GO:0008089),1.0891628894545988,0.9542494097370772
Fat,endothelial cell,Keratinocyte Differentiation (GO:0030216),-1.0876320220914888,1.0
Fat,endothelial cell,Response To Organic Cyclic Compound (GO:0014070),-1.0866636410840462,1.0
Fat,endothelial cell,Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),1.0863389556398622,0.9609049705982023
Fat,endothelial cell,Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),-1.0861646290018427,1.0
Fat,endothelial cell,Negative Regulation Of Proteolysis (GO:0045861),-1.0851271642515847,1.0
Fat,endothelial cell,Regulation Of Hydrolase Activity (GO:0051336),1.0843349446988653,0.9640539843774436
Fat,endothelial cell,Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059),1.0836968069816353,0.9618447207633648
Fat,endothelial cell,Purine Nucleotide Metabolic Process (GO:0006163),1.081672720729072,0.9655813831832666
Fat,endothelial cell,Regulation Of Calcium Ion Transport (GO:0051924),1.0816385192535896,0.9606884887323804
Fat,endothelial cell,Regulation Of Cold-Induced Thermogenesis (GO:0120161),-1.0811174644330974,1.0
Fat,endothelial cell,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),1.0794320370983648,0.9645815234165984
Fat,endothelial cell,Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),-1.0793491145035208,1.0
Fat,endothelial cell,Aortic Valve Morphogenesis (GO:0003180),-1.0785934873212908,1.0
Fat,endothelial cell,Establishment Of Protein Localization To Membrane (GO:0090150),-1.0779383467253054,1.0
Fat,endothelial cell,Protein Homooligomerization (GO:0051260),1.0774100219277818,0.9670784673371546
Fat,endothelial cell,rRNA Metabolic Process (GO:0016072),1.076715403250966,0.9648061174818144
Fat,endothelial cell,Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),1.0762147671360875,0.9618440752512236
Fat,endothelial cell,Positive Regulation Of Protein Phosphorylation (GO:0001934),-1.0757090840249113,1.0
Fat,endothelial cell,Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),-1.0756929816996754,1.0
Fat,endothelial cell,Ras Protein Signal Transduction (GO:0007265),1.0751401199088362,0.9613061787420096
Fat,endothelial cell,Dicarboxylic Acid Metabolic Process (GO:0043648),-1.0749170578573364,1.0
Fat,endothelial cell,Nucleocytoplasmic Transport (GO:0006913),1.0748774488867558,0.9575119141679388
Fat,endothelial cell,Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),1.074546436909792,0.9540504506913892
Fat,endothelial cell,Regulation Of Stress Fiber Assembly (GO:0051492),-1.074301043245508,1.0
Fat,endothelial cell,Negative Regulation Of Response To Stimulus (GO:0048585),-1.0728826625940184,1.0
Fat,endothelial cell,Signal Transduction By P53 Class Mediator (GO:0072331),1.0727907418698357,0.9568088249000226
Fat,endothelial cell,Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),-1.0721908402866682,1.0
Fat,endothelial cell,SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146),1.0713885723225811,0.9576662952332567
Fat,endothelial cell,Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),-1.071340326991566,1.0
Fat,endothelial cell,Regulation Of Interleukin-8 Production (GO:0032677),-1.0709021629752449,1.0
Fat,endothelial cell,Regulation Of Interleukin-6 Production (GO:0032675),-1.0701626037234833,1.0
Fat,endothelial cell,Regulation Of Ras Protein Signal Transduction (GO:0046578),-1.0698100200287572,1.0
Fat,endothelial cell,Protein Destabilization (GO:0031648),-1.0672970560010298,1.0
Fat,endothelial cell,Histone Acetylation (GO:0016573),1.067165080204299,0.9692515169301652
Fat,endothelial cell,Positive Regulation Of Apoptotic Process (GO:0043065),1.066669352791915,0.9668078557950776
Fat,endothelial cell,Endocytic Recycling (GO:0032456),1.0662309925353457,0.9638419290617116
Fat,endothelial cell,Positive Regulation Of Stress Fiber Assembly (GO:0051496),-1.0653799904073993,1.0
Fat,endothelial cell,Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874),1.0641641793274443,0.9673162220024978
Fat,endothelial cell,Negative Regulation Of Transport (GO:0051051),-1.0641198360065176,1.0
Fat,endothelial cell,Regulation Of Cardiac Muscle Hypertrophy (GO:0010611),1.0632082317326832,0.9664705104233328
Fat,endothelial cell,Regulation Of Necroptotic Process (GO:0060544),1.0631867448815302,0.961914741843544
Fat,endothelial cell,Neuron Development (GO:0048666),-1.0625735931431226,1.0
Fat,endothelial cell,Positive Regulation Of Cytoskeleton Organization (GO:0051495),-1.0623959348858143,1.0
Fat,endothelial cell,RNA Processing (GO:0006396),1.062280688230824,0.9610930679827282
Fat,endothelial cell,Learning (GO:0007612),-1.0609988535593695,1.0
Fat,endothelial cell,Negative Regulation Of Developmental Process (GO:0051093),-1.0602165019210257,1.0
Fat,endothelial cell,Monoubiquitinated Protein Deubiquitination (GO:0035520),-1.058884738300231,1.0
Fat,endothelial cell,Small GTPase Mediated Signal Transduction (GO:0007264),1.0585591783743613,0.9710952982804624
Fat,endothelial cell,Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433),1.0574240008881306,0.9710001169004688
Fat,endothelial cell,Negative Regulation Of Cellular Process (GO:0048523),-1.0565213696816775,1.0
Fat,endothelial cell,Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),1.0562457404310237,0.971001837808734
Fat,endothelial cell,Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443),-1.0559810337556044,1.0
Fat,endothelial cell,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),1.0555745431842445,0.96878655229903
Fat,endothelial cell,Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),-1.0554877407623566,1.0
Fat,endothelial cell,Membrane Lipid Biosynthetic Process (GO:0046467),1.054744298468591,0.967305240072178
Fat,endothelial cell,Autophagy Of Mitochondrion (GO:0000422),-1.0542744064372072,1.0
Fat,endothelial cell,Regulation Of Chemokine Production (GO:0032642),1.053804095618852,0.966727589771539
Fat,endothelial cell,Membrane Protein Proteolysis (GO:0033619),1.052815577974382,0.9657406126146276
Fat,endothelial cell,Response To UV (GO:0009411),1.0526051595678163,0.9620516814313016
Fat,endothelial cell,Positive Regulation Of Osteoblast Differentiation (GO:0045669),-1.0525271176853443,1.0
Fat,endothelial cell,Lipid Transport (GO:0006869),1.052461892538981,0.95830306092253
Fat,endothelial cell,Positive Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903749),-1.0523171626136956,1.0
Fat,endothelial cell,Positive Regulation Of Autophagy (GO:0010508),-1.05209632776929,1.0
Fat,endothelial cell,Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135),1.0512196438187702,0.9590502987032952
Fat,endothelial cell,Actin Filament Organization (GO:0007015),-1.0510665803524033,1.0
Fat,endothelial cell,Positive Regulation Of Protein Targeting To Mitochondrion (GO:1903955),-1.0501568234898857,1.0
Fat,endothelial cell,Monoatomic Ion Transport (GO:0006811),-1.050010076521159,1.0
Fat,endothelial cell,Receptor Signaling Pathway Via STAT (GO:0097696),1.0495241616767788,0.9610862381554948
Fat,endothelial cell,Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078),-1.0494162921095005,1.0
Fat,endothelial cell,Response To Transforming Growth Factor Beta (GO:0071559),-1.048945762858107,1.0
Fat,endothelial cell,Positive Regulation Of Programmed Cell Death (GO:0043068),1.048763334312408,0.9601008435439934
Fat,endothelial cell,Cytoplasmic Translational Initiation (GO:0002183),1.0477250873733317,0.9596378247495432
Fat,endothelial cell,Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719),1.047546421015087,0.9559288786356024
Fat,endothelial cell,Negative Regulation Of Cell Growth (GO:0030308),-1.0468990062818473,1.0
Fat,endothelial cell,Regulation Of T Cell Proliferation (GO:0042129),1.046862034455628,0.9542615281516784
Fat,endothelial cell,Positive Regulation Of Cholesterol Efflux (GO:0010875),1.046185421312548,0.9526270301717172
Fat,endothelial cell,Regulation Of Actin Filament Bundle Assembly (GO:0032231),-1.0438103042121254,1.0
Fat,endothelial cell,Rho Protein Signal Transduction (GO:0007266),1.0419527148213812,0.964601111636743
Fat,endothelial cell,Negative Regulation Of Neurogenesis (GO:0050768),1.0409320473688106,0.9643078931719326
Fat,endothelial cell,Generation Of Neurons (GO:0048699),-1.040315065456874,1.0
Fat,endothelial cell,Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322),-1.039919758220154,1.0
Fat,endothelial cell,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),-1.03980585298447,1.0
Fat,endothelial cell,Positive Regulation Of Protein Metabolic Process (GO:0051247),-1.0395255775275791,1.0
Fat,endothelial cell,Cellular Response To Mechanical Stimulus (GO:0071260),1.0395043874560317,0.9654371142210632
Fat,endothelial cell,Maintenance Of Blood-Brain Barrier (GO:0035633),1.039366487186763,0.9617374703243604
Fat,endothelial cell,Protein Modification By Small Protein Removal (GO:0070646),-1.0392105291449572,1.0
Fat,endothelial cell,Macromolecule Catabolic Process (GO:0009057),1.0388587228410042,0.9594066214053416
Fat,endothelial cell,I-kappaB kinase/NF-kappaB Signaling (GO:0007249),-1.0383887986489866,1.0
Fat,endothelial cell,Positive Regulation Of Translation (GO:0045727),-1.0383065830613465,1.0
Fat,endothelial cell,Internal Peptidyl-Lysine Acetylation (GO:0018393),1.0379118824273623,0.9590703318387176
Fat,endothelial cell,Transcription Initiation At RNA Polymerase II Promoter (GO:0006367),1.0360852753167304,0.961922888682117
Fat,endothelial cell,Protein Localization To Cell Periphery (GO:1990778),-1.036066146710081,1.0
Fat,endothelial cell,Positive Regulation Of Interleukin-8 Production (GO:0032757),-1.0359421074763786,1.0
Fat,endothelial cell,Cellular Response To Peptide Hormone Stimulus (GO:0071375),1.0350234337637827,0.9617797226562048
Fat,endothelial cell,Phospholipid Transport (GO:0015914),-1.0349897029496031,1.0
Fat,endothelial cell,Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),1.0342274468836905,0.960811080025951
Fat,endothelial cell,Cell Junction Assembly (GO:0034329),-1.0341689284240112,1.0
Fat,endothelial cell,Negative Regulation Of Autophagy (GO:0010507),-1.0337515350224304,1.0
Fat,endothelial cell,Heterochromatin Organization (GO:0070828),1.0336643614943504,0.958984128238361
Fat,endothelial cell,Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),-1.0334573389118422,1.0
Fat,endothelial cell,Positive Regulation Of MAP Kinase Activity (GO:0043406),-1.0311584698069889,1.0
Fat,endothelial cell,intra-Golgi Vesicle-Mediated Transport (GO:0006891),-1.0310981997297652,1.0
Fat,endothelial cell,Organic Anion Transport (GO:0015711),-1.0309752933519891,1.0
Fat,endothelial cell,U2-type Prespliceosome Assembly (GO:1903241),1.030710835250689,0.965361152239097
Fat,endothelial cell,Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),-1.028691735779543,1.0
Fat,endothelial cell,Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),1.0286855109986484,0.968660075923444
Fat,endothelial cell,Inositol Lipid-Mediated Signaling (GO:0048017),-1.0285351667002438,1.0
Fat,endothelial cell,Regulation Of Intracellular Protein Transport (GO:0033157),1.0284781746802305,0.96541140762087
Fat,endothelial cell,Positive Regulation Of Protein Localization (GO:1903829),1.0272637089256726,0.9658281761878714
Fat,endothelial cell,Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),-1.02717572942422,1.0
Fat,endothelial cell,SMAD Protein Signal Transduction (GO:0060395),-1.0270962809003144,1.0
Fat,endothelial cell,Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),-1.0256586303998252,1.0
Fat,endothelial cell,Stress Granule Assembly (GO:0034063),1.0256418983859628,0.9680913042569478
Fat,endothelial cell,Positive Regulation Of Chemokine Production (GO:0032722),1.025490080168329,0.9646570997975492
Fat,endothelial cell,Golgi Vesicle Transport (GO:0048193),1.0254843500379545,0.9606957330595508
Fat,endothelial cell,Positive Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742),-1.0242287372474768,1.0
Fat,endothelial cell,Plasma Membrane Bounded Cell Projection Organization (GO:0120036),-1.0238904030672114,1.0
Fat,endothelial cell,Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261),1.0235065015743383,0.9644103775533928
Fat,endothelial cell,Entrainment Of Circadian Clock By Photoperiod (GO:0043153),-1.0229712612866566,1.0
Fat,endothelial cell,Negative Regulation Of Angiogenesis (GO:0016525),-1.0214875301365811,1.0
Fat,endothelial cell,Phosphatidylinositol-Mediated Signaling (GO:0048015),-1.0210448279776498,1.0
Fat,endothelial cell,Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),-1.0208881492914654,1.0
Fat,endothelial cell,Positive Regulation Of Macroautophagy (GO:0016239),-1.0202811815866657,1.0
Fat,endothelial cell,Positive Regulation Of Cholesterol Transport (GO:0032376),1.0185829130426205,0.978419773144699
Fat,endothelial cell,Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),-1.0184531297902266,1.0
Fat,endothelial cell,Central Nervous System Development (GO:0007417),1.0177132331260548,0.9778175093528532
Fat,endothelial cell,Embryonic Heart Tube Morphogenesis (GO:0003143),1.0159648814474809,0.980308294089854
Fat,endothelial cell,Negative Regulation Of Cell Motility (GO:2000146),-1.0159324608414384,1.0
Fat,endothelial cell,Mitotic G2/M Transition Checkpoint (GO:0044818),1.0157062301437787,0.9772295031506824
Fat,endothelial cell,Purine Ribonucleotide Biosynthetic Process (GO:0009152),1.0147948398468432,0.9767953185884912
Fat,endothelial cell,Calcium Ion Transport (GO:0006816),1.013962454592272,0.9757674726233334
Fat,endothelial cell,Cell-Cell Junction Organization (GO:0045216),-1.0135793409711544,1.0
Fat,endothelial cell,Integrated Stress Response Signaling (GO:0140467),-1.0134445887743004,1.0
Fat,endothelial cell,Peptide Metabolic Process (GO:0006518),-1.013397904027575,1.0
Fat,endothelial cell,Negative Regulation Of Response To External Stimulus (GO:0032102),1.0133543800618618,0.9742345342147636
Fat,endothelial cell,Cellular Response To UV (GO:0034644),1.0111174513909778,0.97847541892603
Fat,endothelial cell,Protein Targeting To Lysosome (GO:0006622),1.010607705584346,0.9764104215763372
Fat,endothelial cell,Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),-1.010571696127807,1.0
Fat,endothelial cell,Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),-1.0104613439046009,1.0
Fat,endothelial cell,Nitrogen Compound Transport (GO:0071705),-1.0101080636162254,1.0
Fat,endothelial cell,rRNA Processing (GO:0006364),1.010099470159603,0.9744824507292352
Fat,endothelial cell,Positive Regulation Of Transport (GO:0051050),-1.0099905754421763,1.0
Fat,endothelial cell,Positive Regulation Of Catalytic Activity (GO:0043085),-1.0097019304501595,1.0
Fat,endothelial cell,Positive Regulation Of Intracellular Protein Transport (GO:0090316),-1.0095301418273956,1.0
Fat,endothelial cell,Regulation Of Organelle Assembly (GO:1902115),-1.0094506581281488,1.0
Fat,endothelial cell,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),-1.008901166076839,1.0
Fat,endothelial cell,Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),-1.0085885776096728,1.0
Fat,endothelial cell,Ribosomal Large Subunit Biogenesis (GO:0042273),-1.0083954765681125,1.0
Fat,endothelial cell,Negative Regulation Of Defense Response (GO:0031348),1.0081098338332817,0.9781672394958936
Fat,endothelial cell,Positive Regulation Of Catabolic Process (GO:0009896),-1.0074666026792911,1.0
Fat,endothelial cell,B Cell Activation (GO:0042113),1.0065394878634708,0.980313468640623
Fat,endothelial cell,Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029),-1.0060368406878155,1.0
Fat,endothelial cell,Negative Regulation Of Wnt Signaling Pathway (GO:0030178),-1.005782764227199,1.0
Fat,endothelial cell,Positive Regulation Of Chromosome Organization (GO:2001252),1.0057118090593875,0.9797057428208495
Fat,endothelial cell,Positive Regulation Of Defense Response (GO:0031349),-1.0052788743940553,1.0
Fat,endothelial cell,Regulation Of Cellular Metabolic Process (GO:0031323),1.0050025799355264,0.978563740427794
Fat,endothelial cell,Double-Strand Break Repair (GO:0006302),1.004858345703686,0.9752434517887184
Fat,endothelial cell,Response To Endoplasmic Reticulum Stress (GO:0034976),-1.0044078521265698,1.0
Fat,endothelial cell,Peptidyl-Threonine Modification (GO:0018210),-1.0022086317607168,1.0
Fat,endothelial cell,Regulation Of Type I Interferon Production (GO:0032479),-1.0020348543781596,1.0
Fat,endothelial cell,Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099),1.0008747347802784,0.986357964884934
Fat,endothelial cell,Intracellular Monoatomic Cation Homeostasis (GO:0030003),-1.0008028902973976,1.0
Fat,endothelial cell,Negative Regulation Of Cellular Metabolic Process (GO:0031324),-0.999517763577514,1.0
Fat,endothelial cell,Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333),-0.9993324000703848,1.0
Fat,endothelial cell,Negative Regulation Of DNA-templated Transcription (GO:0045892),-0.9989769841212836,1.0
Fat,endothelial cell,Positive Regulation Of Notch Signaling Pathway (GO:0045747),-0.99895763986798,1.0
Fat,endothelial cell,RNA Stabilization (GO:0043489),-0.9988747327301968,1.0
Fat,endothelial cell,Negative Regulation Of Inflammatory Response (GO:0050728),0.99808593959523,0.9926940353678192
Fat,endothelial cell,Negative Regulation Of Immune System Process (GO:0002683),-0.9972804445594372,1.0
Fat,endothelial cell,Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),0.9972068836310624,0.9921287060633543
Fat,endothelial cell,Regulation Of Nucleotide-Excision Repair (GO:2000819),0.99620435877906,0.992283030923488
Fat,endothelial cell,Positive Regulation Of Secretion By Cell (GO:1903532),-0.9958929108735156,1.0
Fat,endothelial cell,Cholesterol Homeostasis (GO:0042632),0.9958775555307374,0.9897172895163664
Fat,endothelial cell,Negative Regulation Of Apoptotic Process (GO:0043066),-0.9952785300477102,1.0
Fat,endothelial cell,Endocytosis (GO:0006897),-0.9947985774740248,1.0
Fat,endothelial cell,Lysosomal Transport (GO:0007041),-0.9931831765682776,1.0
Fat,endothelial cell,Endoplasmic Reticulum Organization (GO:0007029),-0.992960734734301,1.0
Fat,endothelial cell,Unsaturated Fatty Acid Metabolic Process (GO:0033559),-0.992581695338011,1.0
Fat,endothelial cell,Response To Peptide (GO:1901652),0.992029813022282,0.9999192557062504
