NAME,NES_avg,pvalue,FDR
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,-2.42184505,0.0,0.013561996
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,-2.4096933500000004,0.002,0.021239696
GOBP_LIPID_CATABOLIC_PROCESS,-2.39973875,0.0061601643,0.034398668
GOBP_AMINO_ACID_METABOLIC_PROCESS,-2.3971894,0.012219959,0.08107852
GOBP_AMINO_ACID_CATABOLIC_PROCESS,-2.38773325,0.21730383,0.3832653
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,-2.3873759,0.0,0.0272364
GOBP_ACETYL_COA_METABOLIC_PROCESS,-2.3487163,0.0,0.03592532
GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM,-2.3379134500000003,0.013861386,0.09129284
GOBP_CELL_KILLING,-2.3350417,0.0,0.012972655
GOBP_MYOFIBRIL_ASSEMBLY,-2.3040416500000003,0.008528785,0.072449245
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER,-2.28184475,0.015625,0.08773092
GOBP_LEUKOCYTE_CHEMOTAXIS,-2.27908365,0.0038022813,0.035735007
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,-2.27619285,0.013157895,0.09629944
GOBP_CELL_CHEMOTAXIS,-2.27203395,0.006147541,0.027384054
GOBP_ACID_SECRETION,-2.2680724000000003,0.0041237115,0.022630405
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,-2.2615092,0.004149378,0.041758575
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS,-2.2592652500000003,0.0,0.026304884
GOBP_ACYL_COA_METABOLIC_PROCESS,-2.2554619000000002,0.084745765,0.23420075
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,-2.25136685,0.0121951215,0.07078701
GOBP_DNA_RECOMBINATION,-2.2446102,0.049701788,0.16427483
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,-2.2344376,0.016494846,0.08749725
GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM,-2.2297665,0.034552846,0.11524266
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,-2.21776325,0.0,0.043351922
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,-2.21666645,0.029411765,0.10641036
GOBP_ORGANIC_ANION_TRANSPORT,-2.2057223,0.05816135,0.17929426
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,-2.1959914,0.002057613,0.023656111
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,-2.1840496,0.049115915,0.17834511
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,-2.18284805,0.022222223,0.1351835
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS,-2.17287755,0.04789272,0.17926677
GOBP_RESPONSE_TO_FUNGUS,-2.168754,0.021825397,0.0905093
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,-2.15028775,0.001908397,0.024644755
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,-2.14954305,0.00589391,0.062100276
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,-2.1362441,0.00203666,0.048155017
GOBP_XENOBIOTIC_METABOLIC_PROCESS,-2.1299627,0.019607844,0.1336598
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS,-2.11951405,0.5796813,0.7374248
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,-2.1129898999999996,0.004,0.035471886
GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS,-2.1097068,0.11340206,0.25172776
GOBP_GRANULOCYTE_MIGRATION,-2.1075331999999998,0.0038834952,0.030529048
GOBP_NADP_METABOLIC_PROCESS,-2.10385165,0.14864865,0.29718432
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,-2.10341965,0.008016032,0.057220347
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,-2.0920438,0.17886178,0.34234533
GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION,-2.0882447,0.048523206,0.15459038
GOBP_RENAL_ABSORPTION,-2.0881628,0.06404959,0.21520174
GOBP_MONONUCLEAR_CELL_MIGRATION,-2.0873338,0.048262548,0.17049612
GOBP_LIPID_MODIFICATION,-2.0870715,0.019880716,0.14304511
GOBP_REGULATION_OF_ISOTYPE_SWITCHING,-2.07715975,0.004201681,0.040106457
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,-2.07694025,0.002004008,0.05516081
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,-2.0741594,0.0020242915,0.03904608
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,-2.0740717,0.05691057,0.19809014
GOBP_MUSCLE_SYSTEM_PROCESS,-2.0739333,0.05498982,0.17887005
GOBP_ALCOHOL_METABOLIC_PROCESS,-2.0564135,0.0057581575,0.040043794
GOBP_TAXIS,-2.0561561,0.006,0.053865746
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS,-2.05464075,0.0020533882,0.040148765
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,-2.0387084,0.008048289,0.058761414
GOBP_MUSCLE_CONTRACTION,-2.03685235,0.008333334,0.08813599
GOBP_TERPENOID_METABOLIC_PROCESS,-2.03605655,0.007797271,0.048842028
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,-2.0347373500000003,0.003944773,0.059476867
GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE,-2.02719545,0.025104603,0.11988757
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,-2.02712915,0.01002004,0.0434164
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,-2.02691185,0.040462427,0.1746387
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,-2.01840085,0.030549899,0.1430647
GOBP_RENAL_SYSTEM_PROCESS,-2.0171511,0.031128405,0.14530686
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,-2.0149407,0.003976143,0.04575084
GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION,-2.0120435,0.028901733,0.14273606
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY,-2.0094841,0.009746589,0.08334803
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,-1.9997848,0.10978044,0.2746574
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS,-1.9984058999999998,0.015904572,0.10410344
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,-1.9933214000000001,0.062,0.18412502
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,-1.99106905,0.07952286,0.21297108
GOBP_NEUTROPHIL_MIGRATION,-1.98353535,0.011811024,0.051501468
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,-1.98351375,0.10240964,0.2690794
GOBP_ICOSANOID_METABOLIC_PROCESS,-1.9692113,0.011516315,0.052970324
GOBP_REGULATION_OF_DNA_RECOMBINATION,-1.9662604999999997,0.26819128,0.46386552
GOBP_SARCOMERE_ORGANIZATION,-1.9625755,0.1121673,0.26982898
GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,-1.9601452,0.024742268,0.097829096
GOBP_REGULATION_OF_T_CELL_ACTIVATION,-1.9570047499999998,0.017928287,0.073863104
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,-1.95476735,0.02053388,0.108060956
GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA,-1.94829625,0.10159363,0.2519415
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX,-1.9480133,0.0256917,0.112298824
GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION,-1.9373272,0.083333336,0.21934041
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,-1.9350618,0.1934236,0.3959207
GOBP_IMPORT_INTO_THE_MITOCHONDRION,-1.9343951499999998,0.15833333,0.30773628
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,-1.9342577349999999,0.62218046,0.7565758
GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY,-1.9313397,0.057581574,0.17433344
GOBP_LEUKOTRIENE_METABOLIC_PROCESS,-1.93101205,0.0331384,0.15380822
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM,-1.9299892,0.0042462847,0.05626425
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,-1.9298697000000002,0.03522505,0.11271596
GOBP_PROTEIN_TARGETING,-1.9294996000000002,0.21020408,0.41847724
GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,-1.9204484499999999,0.022,0.1156711
GOBP_RENAL_SODIUM_ION_TRANSPORT,-1.9184672,0.18318966,0.34706774
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,-1.9164587499999999,0.24901186,0.4315215
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,-1.91590815,0.014,0.072528414
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,-1.91579535,0.2,0.40596202
GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE,-1.9130461,0.099403575,0.24149954
GOBP_REGULATION_OF_BLOOD_PRESSURE,-1.90727515,0.009689922,0.06088837
GOBP_DEPHOSPHORYLATION,-1.9061234,0.115830116,0.2854872
GOBP_IMMUNOGLOBULIN_PRODUCTION,-1.89719815,0.013565891,0.08834338
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT,-1.8967166,0.054580897,0.18949006
GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION,-1.8963698999999998,0.02385686,0.10500821
GOBP_EPITHELIAL_STRUCTURE_MAINTENANCE,-1.89483115,0.22370937,0.41417882
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE,-1.8946760500000002,0.013888889,0.07427867
GOBP_FATTY_ACID_BETA_OXIDATION,-1.8840246,0.021276595,0.108080424
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,-1.88221525,0.1388889,0.30606338
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,-1.8811479000000002,0.25103736,0.44725522
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,-1.8739422000000001,0.02330097,0.11710055
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,-1.8716118000000002,0.0123203285,0.07914601
GOBP_MODIFIED_AMINO_ACID_TRANSPORT,-1.86485315,0.023952097,0.11192335
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,-1.8640185,0.03952569,0.14956316
GOBP_RETINOL_METABOLIC_PROCESS,-1.8632442500000002,0.106796116,0.2519617
GOBP_B_CELL_ACTIVATION,-1.8586421,0.14688128,0.3112255
GOBP_LIPID_OXIDATION,-1.858549,0.015904572,0.07752759
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE,-1.85851815,0.018518519,0.101697184
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,-1.85776355,0.024489796,0.07988195
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,-1.8555412,0.10887097,0.2662847
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS,-1.8514831999999999,0.03258656,0.1164553
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS,-1.84880495,0.12038835,0.27139702
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,-1.8484903,0.56041664,0.7003149
GOBP_DETOXIFICATION,-1.8472786,0.009560229,0.079338
GOBP_GRANULOCYTE_CHEMOTAXIS,-1.8470186499999999,0.021868788,0.08587651
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,-1.8469335,0.051923078,0.16183487
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,-1.84343595,0.08471075,0.22407813
GOBP_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,-1.84124995,0.017821781,0.11292304
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,-1.8397733500000002,0.13670412,0.33357787
GOBP_ORGANIC_ACID_TRANSPORT,-1.83171605,0.08782435,0.20497428
GOBP_ISOPRENOID_METABOLIC_PROCESS,-1.8315481500000002,0.016393442,0.10003194
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,-1.8291856,0.025540275,0.11189218
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,-1.82520835,0.011320755,0.078548685
GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,-1.8222728700000002,0.46603775,0.6682027
GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,-1.819329,0.018867925,0.11733473
GOBP_NAD_METABOLIC_PROCESS,-1.8167019,0.08722109,0.21913983
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,-1.8165136,0.1902834,0.35311794
GOBP_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT,-1.80951245,0.07231405,0.22011791
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,-1.8092445000000001,0.077220075,0.21570317
GOBP_RESPONSE_TO_INTERLEUKIN_4,-1.8074891499999999,0.08221798,0.21719362
GOBP_COENZYME_A_METABOLIC_PROCESS,-1.80621845,0.12676056,0.31702632
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,-1.80309885,0.0256917,0.083139546
GOBP_NEUTROPHIL_CHEMOTAXIS,-1.8019414999999999,0.027484143,0.11164953
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,-1.8008411500000001,0.030991735,0.11673045
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE,-1.7967114,0.04483431,0.1679548
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,-1.7941467000000002,0.026,0.10956653
GOBP_ACTIVATED_T_CELL_PROLIFERATION,-1.7941152,0.023529412,0.0963587
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,-1.7929794499999998,0.042424243,0.15711142
GOBP_MYELOID_LEUKOCYTE_MIGRATION,-1.7898593,0.031620555,0.11397489
GOBP_IMMUNE_SYSTEM_DEVELOPMENT,-1.7889827500000002,0.07114624,0.21578196
GOBP_T_CELL_PROLIFERATION,-1.78619225,0.06105263,0.18868174
GOBP_DNA_STRAND_ELONGATION,-1.78533915,0.22088353,0.41911986
GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS,-1.7846573000000001,0.08032128,0.24012814
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS,-1.78139305,0.06962025,0.21536374
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,-1.7758717000000002,0.25,0.4330849
GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY,-1.7687884,0.3972056,0.55709696
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,-1.76736705,0.025,0.110438526
GOBP_NUCLEOTIDE_EXCISION_REPAIR,-1.76542225,0.16875,0.34462783
GOBP_CALCIUM_MEDIATED_SIGNALING,-1.760165,0.047984645,0.17617357
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,-1.7581159999999998,0.1764706,0.34544268
GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,-1.7577302499999998,0.04291045,0.1534759
GOBP_NUCLEOSOME_ORGANIZATION,-1.755374,0.09393346,0.25189728
GOBP_REGULATION_OF_B_CELL_DIFFERENTIATION,-1.75446295,0.08183633,0.21991673
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,-1.7536741,0.050290134,0.18017936
GOBP_DENDRITIC_CELL_MIGRATION,-1.7516892,0.09962406,0.25143078
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,-1.750568,0.06483301,0.18435533
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY,-1.74930965,0.044265594,0.15707897
GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS,-1.74434,0.051502146,0.18842869
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS,-1.7406644,0.073469386,0.21364789
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,-1.7391277500000002,0.13193117,0.31965885
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,-1.7357121000000002,0.0499002,0.18007334
GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,-1.734926,0.032323234,0.12282429
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,-1.73412175,0.2193676,0.40760767
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,-1.7315043,0.030828517,0.10606757
GOBP_TYPE_2_IMMUNE_RESPONSE,-1.72836245,0.18253969,0.38648003
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,-1.7268386,0.023904383,0.11310199
GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS,-1.7261347,0.062248997,0.1945307
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,-1.7251869000000002,0.057086613,0.17806086
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT,-1.7248776499999998,0.34387353,0.4968755
GOBP_REGULATION_OF_B_CELL_ACTIVATION,-1.72466595,0.14016737,0.29978493
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-1.7245594149999999,0.48910892,0.6785032
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,-1.722389,0.05436893,0.18225305
GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE,-1.72074455,0.5311871,0.7209096
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,-1.7204709,0.03773585,0.14595008
GOBP_REGULATION_OF_DNA_REPLICATION,-1.71914825,0.14168377,0.31786186
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,-1.7158072999999998,0.048879836,0.17906788
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,-1.71515325,0.072916664,0.19395241
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,-1.7080082,0.21230158,0.3974131
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,-1.7070740500000001,0.028,0.1578916
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,-1.7052809999999998,0.13480885,0.30401227
GOBP_NEUTROPHIL_MEDIATED_CYTOTOXICITY,-1.7038334499999999,0.13137256,0.3030795
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,-1.7033402,0.08639706,0.24532862
GOBP_DNA_TEMPLATED_DNA_REPLICATION,-1.7003911999999999,0.10141988,0.26022124
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,-1.69785155,0.26768643,0.4645261
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION,-1.69739295,0.08943089,0.2412807
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS,-1.6954213,0.7090164,0.815949
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION,-1.6941325,0.41967872,0.5861224
GOBP_DENDRITIC_CELL_CHEMOTAXIS,-1.69201865,0.30923694,0.50711393
GOBP_LEUKOCYTE_PROLIFERATION,-1.69092535,0.31954888,0.51175964
GOBP_PROTEIN_DEPHOSPHORYLATION,-1.68638725,0.15192308,0.32110754
GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,-1.6850963,0.047325104,0.17791127
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,-1.684781575,0.98039216,0.99188507
GOBP_FLUID_TRANSPORT,-1.6823171499999998,0.2004008,0.39572605
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,-1.6761175000000001,0.03168317,0.12830162
GOBP_RESPONSE_TO_CHEMOKINE,-1.67587945,0.040084388,0.13789156
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,-1.67362525,0.031746034,0.12530968
GOBP_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS,-1.6703907500000001,0.10058027,0.2535065
GOBP_ICOSANOID_TRANSPORT,-1.66886095,0.027559055,0.13519019
GOBP_MUSCLE_CELL_DEVELOPMENT,-1.6685026500000002,0.35882354,0.52245015
GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS,-1.66606435,0.29263565,0.4780448
GOBP_PYRUVATE_METABOLIC_PROCESS,-1.6658887,0.10330579,0.25835046
GOBP_CALCIUM_ION_TRANSPORT,-1.66534805,0.09018036,0.2584665
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,-1.66322475,0.115686275,0.30806026
GOBP_HETEROCHROMATIN_FORMATION,-1.6630074000000001,0.052529182,0.18731043
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION,-1.6599211,0.422,0.6151033
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,-1.65921675,0.14285715,0.29950264
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,-1.6582199,0.05462185,0.18866524
GOBP_MATURE_B_CELL_DIFFERENTIATION,-1.6571958,0.04024145,0.14650545
