NAME,NES_avg,pvalue,FDR
GOBP_AEROBIC_RESPIRATION,-4.78022275,0.0,0.0
GOBP_OXIDATIVE_PHOSPHORYLATION,-4.6238339,0.0,0.0
GOBP_CELLULAR_RESPIRATION,-4.40183285,0.0,0.0
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,-4.1280317,0.0,0.0
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,-4.0420812,0.0,0.0
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,-4.0253996,0.0,0.0
GOBP_MITOCHONDRIAL_TRANSLATION,-3.95399175,0.0,0.0
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,-3.80244105,0.0,0.0
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,-3.8006016000000002,0.0,0.0
GOBP_ELECTRON_TRANSPORT_CHAIN,-3.78640785,0.0,0.0
GOBP_MRNA_PROCESSING,-3.60212185,0.0,2.3888773e-05
GOBP_RNA_SPLICING,-3.56126375,0.0,0.00024264523
GOBP_ATP_BIOSYNTHETIC_PROCESS,-3.4505258000000003,0.0,2.4612678e-05
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,-3.37611725,0.0,0.00012220601
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,-3.30085345,0.0,0.0024318346
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,-3.1419791000000004,0.0,2.620059e-05
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,-3.12259435,0.0,0.00026027436
GOBP_MITOCHONDRION_ORGANIZATION,-3.1083461000000003,0.0,0.0005915467
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,-3.05379985,0.004008016,0.024860738
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,-3.03029495,0.0,0.0002500675
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,-2.9898031,0.0,0.0011047772
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,-2.9746159,0.0,0.00067829585
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,-2.966848,0.0,0.024782665
GOBP_HUMORAL_IMMUNE_RESPONSE,-2.8954294999999997,0.0,0.011210777
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,-2.88564,0.0,0.018076774
GOBP_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,-2.8841316,0.0,0.0006640763
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,-2.87747825,0.0,0.0018401863
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,-2.8113985,0.0,0.0006921686
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,-2.80290925,0.0,0.0017234739
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,-2.7835679,0.0,0.0011066322
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,-2.7678056,0.002008032,0.010268674
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,-2.76020155,0.0019379845,0.03218923
GOBP_ATP_METABOLIC_PROCESS,-2.7450708,0.0,0.001822609
GOBP_FATTY_ACID_METABOLIC_PROCESS,-2.7368426,0.005791506,0.03267548
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,-2.6903984000000003,0.001992032,0.0024798692
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,-2.6902547,0.0019305019,0.00236072
GOBP_TYPE_II_INTERFERON_PRODUCTION,-2.6698529,0.0,0.005479405
GOBP_ADAPTIVE_IMMUNE_RESPONSE,-2.63045905,0.0020920502,0.00806784
GOBP_LEUKOCYTE_MIGRATION,-2.6061992,0.0,0.011002536
GOBP_FATTY_ACID_CATABOLIC_PROCESS,-2.5768580500000002,0.0,0.010027526
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,-2.5535375,0.015503876,0.108981036
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,-2.54731,0.007751938,0.039213024
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS,-2.50121485,0.045360826,0.10889031
GOBP_TRICARBOXYLIC_ACID_CYCLE,-2.4913384499999998,0.01026694,0.032624748
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,-2.4836646,0.018518519,0.10393664
GOBP_MITOCHONDRIAL_TRANSPORT,-2.4828493500000004,0.0,0.0042728917
GOBP_DIGESTION,-2.46886745,0.001934236,0.025386637
GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,-2.4589757,0.013384321,0.07979444
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,-2.4437176000000003,0.0019762847,0.015737535
GOBP_ALDEHYDE_METABOLIC_PROCESS,-2.4389027,0.01980198,0.0932544
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,-2.42737355,0.0019193857,0.015354845
