__mclCluster,EnrichmentMap::-log10(pvalue) (mouse_r_protein_coding_classic.GseaPreranked),EnrichmentMap::-log10(pvalue)*sign(NES) (mouse_r_protein_coding_classic.GseaPreranked),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (mouse_r_protein_coding_classic.GseaPreranked),EnrichmentMap::ES (mouse_r_protein_coding_classic.GseaPreranked),EnrichmentMap::fdr_qvalue (mouse_r_protein_coding_classic.GseaPreranked),EnrichmentMap::fwer_qvalue (mouse_r_protein_coding_classic.GseaPreranked),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (mouse_r_protein_coding_classic.GseaPreranked),EnrichmentMap::pvalue (mouse_r_protein_coding_classic.GseaPreranked),name,selected,shared name
15,1.76447155309245,-1.76447155309245,1.76447155309245,-0.98280000000000001,-0.16800000000000001,5.0599999999999999E-2,1,BCL2|CD44|BMP4|DOCK8|P2RX7|LGALS3|LMBR1L|IRS2|AURKB|ZC3H8|BCL11B|EFNA1|HSH2D|PDCD7|RPS6|PTCRA|GLI3|NFKBID|PNP|TSC22D3|NFKBIZ|CASP8|DFFA|EBF4|BCL3|FASL|GPAM|GIMAP8|PTEN|PDCD1|SIGLEC1|VHL|SIVA1|PKN1|FNIP1|RIPK1|FADD|AKT1|FAS|PRKCQ|IL21|PRKD2|IL2RA|BBC3|BCL2A1A|RAG1|TNFRSF21|TRAF3IP2|CASP7|RIPK3|BAX|RORC|CCL5|MIF|TRP53|CD74|ST3GAL1|SERPINB9|TGFB2|CD47|DNAJA3|BCL2L11|NOC2L|WNT5A|FOXP1|ADA|ADAM8|IL2|PERP|PRELID1|IDO1|SLC39A10|BLM|IL10|IL7R|KIFAP3|MYC|TNFSF4|BCL10|ORMDL3|ARG2|JAK3|KDELR1|HIF1A|SLC46A2|CD24A|CD27|CD274|TNFRSF4|LIPA|LYN|CD3G|CHEK2|CRKL|BAK1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS,95,ENR,GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS,-1.9315,1.72E-2,GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS,FALSE,GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS
17,1.99139982823808,-1.99139982823808,1.99139982823808,-0.98980000000000001,-0.24890000000000001,7.8399999999999997E-2,1,SLC1A3|TESC|NR3C2|TMPRSS3|CORIN|MLLT6|SLC12A2|EXT2|AGT|IL1A|SCN7A|SCNN1A|SCNN1G|SGK1|UMOD|SLC12A1|SLC12A3|SPP1|EDNRA|EDNRB|C7|EXT1|ATP1A2|COMT|SCNN1B|SLC8A1|ATP1B1|SLC9A1|ATP6V1B1|FXYD2|ATP12A|ATP1A1|ATP1A3|ATP1B2|ATP1B3|UPK3A|ATP4A|EDN1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_SODIUM_ION_HOMEOSTASIS,38,ENR,GOBP_SODIUM_ION_HOMEOSTASIS,-1.8102,1.0200000000000001E-2,GOBP_SODIUM_ION_HOMEOSTASIS,FALSE,GOBP_SODIUM_ION_HOMEOSTASIS
3,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.2177,0,0,AADAT|AKT2|AASDHPPT|ABAT|ABCB11|ABCD2|ABCD3|ABCD4|ABHD1|ABHD2|ABHD3|ACAA1A|ACAA1B|ACAA2|ACAD10|ACAD11|ACAD12|ACAD8|ACAD9|ACADL|ACADS|ACADSB|ACADVL|ACMSD|ACOT4|ACOT7|ACOT8|ACOX2|ACOX3|ACOXL|ACSF3|ACSL5|ADIPOQ|AFMID|AGXT|AGXT2|AHCY|AIG1|AKR1A1|AKR1D1|ALDH4A1|ALDH5A1|ALDH6A1|ALDH8A1|AMDHD1|AMDHD2|ARG1|ARG2|ASRGL1|ATP2B4|AUH|BCAT1|BCAT2|BCKDHA|BCKDHB|BCKDK|BDH2|BLMH|CBS|CDO1|CES1D|CES1F|CNR1|CPT1A|CPT1B|CPT2|CRAT|CRYL1|CSAD|CYP26A1|CYP26B1|CYP39A1|CYP4F13|CYP4F14|CYP4F15|CYP4F18|DAO|DBI|DBT|DCXR|DDAH1|DDO|DECR1|DECR2|ABCD1|DPEP1|DPEP2|ECH1|ECHDC1|ECHDC2|AKT1|ECHS1|ECI1|ECI2|ECI3|EHHADH|FAAH|FABP1|FAH|FTCD|GAD1|GAD2|GCAT|GCDH|GCSH|GLDC|GLS|GLS2|GLUD1|GNPDA2|GOT1|GOT2|GPT|GPT2|GSTZ1|HAAO|DLAT|HACL1|DLD|HADH|DLST|HADHA|HADHB|HAL|HAO1|HDC|HGD|HIBADH|HIBCH|HOGA1|HPD|HSD17B10|HSD17B4|IDO1|IDO2|IL4I1|ILVBL|IVD|KLF9|KMO|KYNU|LDHC|LDHD|LIPE|LONP2|LPIN1|LPIN2|LPIN3|MAT1A|MCCC1|MCCC2|MFSD2A|MLYCD|MTRR|NAALAD2|NAGK|NOS2|NOS3|NPL|NUDT19|NUDT7|NUDT8|OAT|OAZ1|OTC|PAH|PCK1|PCK2|PEX13|PEX5|PEX7|PHYH|PIPOX|PLIN5|PM20D2|PON1|PON3|PPARD|PPAT|PPM1K|PRODH|PRODH2|QDPR|QPRT|RENBP|SARDH|SCLY|SCP2|SDS|SDSL|SESN2|SHMT1|SLC16A1|SLC16A3|SLC25A17|SLC25A44|SLC27A2|SLC27A4|SORD|SP1|STRAP|TAT|TDH|TDO2|ETFA|THA1|ETFB|THNSL2|ETFDH|TWIST1|TYSND1|UROC1|XYLB|ACADM|ADHFE1|IRS1|IRS2|LDHA|MTOR|AASS|ACACB|ACAT1|ACOX1|ALDH1L1|ALDH1L2|CROT|GNPDA1|HMGCL|HMGCLL1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,229,ENR,GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,-3.7946,0,GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,FALSE,GOBP_ORGANIC_ACID_CATABOLIC_PROCESS
3,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.27979999999999999,0,0,OAT|DHFR|PCK1|PCK2|PHYH|OGDH|PM20D2|PRODH|PRODH2|SDHA|SDHB|QPRT|REG3G|SUCLA2|SHMT1|SUCLG1|SUCLG2|ME1|ME2|AADAT|MTHFD1|AASDHPPT|MTHFD2L|TAT|UROC1|ACMSD|ACOT4|ACOT8|ACSF3|PCX|ALDH4A1|ADHFE1|ALDH5A1|AMDHD1|ACLY|ALDH18A1|APC|ASL|ASPA|ASS1|ATCAY|GLUL|DDO|FPGS|GCLC|GCLM|GGT1|HTT|NAGS|NAT8L|NIT2|NR1H4|FTCD|GAD1|COL6A1|GAD2|SLC25A12|GLS|GLS2|GLUD1|ALDH1L1|GOT1|ALDH1L2|GOT2|SLC7A11|CS|CSL|GPT2|HAAO|DLD|DLST|FH1|HAL|IDH1|IDH2|HOGA1|MDH1|MDH2|IDO1|MRPS36|KMO|KYNU|BCL10|BIN1|D2HGDH|E2F1|EXTL3|ATIC|FAHD1|FAHD2A|FOLR1|GRHPR|ME3|MTHFD1L|RAC1|MTRR|XIAP,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,97,ENR,GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,-3.2238000000000002,0,GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,FALSE,GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS
2,2.2291479883578602,-2.2291479883578602,2.2291479883578602,-0.99409999999999998,-0.1147,3.56E-2,1,DHPS|DLG5|DOCK8|MALT1|P2RX7|EFNB1|ERBB2|NCKAP1L|NDFIP1|GLMN|GNRH1|GPNMB|H2-AA|H2-DMB2|AIF1|PDCD1LG2|SLC4A1|IGFBP2|IHH|IL15|PRKCQ|IL21|IL2RA|PYCARD|ITCH|ITGAL|RC3H1|KITL|RC3H2|LAPTM5|WNT4|LMO1|LRRC32|RIPK2|RIPK3|MAD1L1|MAPK8IP1|NCK2|SASH3|NR5A2|ITGB2|PELI1|PRDX2|SLAMF1|RAC2|SLC11A1|RASAL3|SLFN1|RASGRP1|SLFN2|MSN|SPN|SCGB1A1|SCRIB|SDC4|SFTPD|TARM1|SH3RF1|TFRC|SYK|TNFRSF13C|TNFRSF14|TNFRSF1B|ABL1|PDE5A|TNFSF13B|TNFSF18|TNFSF4|NCK1|SOS1|TRAF6|ARG1|SOS2|ARG2|STAT5A|TYK2|TGFBR2|VTCN1|TNFRSF4|TNFRSF9|CCND3|ZAP70|CD151|TNFSF9|ZBTB7B|CRIP3|TSC2|BMP4|TSPAN32|DOCK2|TWSG1|EBI3|ELF4|IFNAR2|ITGAD|VCAM1|ITGAX|LMBR1L|TGFB1|PSMB10|ZC3H12D|RPS3|SATB1|RPS6|SH2D2A|ZBTB32|CD4|ZNHIT1|CORO1A|BMI1|STAT5B|DLG1|BID|ANXA1|FKBP1A|FKBP1B|CCL19|FYN|CCL5|CEACAM1|CCR2|CCR7|CD37|CD46|CD55|CD59A|CD59B|DNAJA3|CD81|GJA1|IL1A|CXCL12|IDO1|IL4I1|MYC|ITGAM|FOXJ1|ALKBH5|H2-T23|PLA2G2D|IL1B|LGALS3|PPP3CA|PNP|PRNP|GPAM|PTPN6|PTEN|PTPN22|PTPRC|TNFRSF21|VSIG4|BAX|XCL1|IFNG|IL4|CDKN2A|SHH|PLA2G2F|PLA2G5|ARMC5|CASP3|AGER|BCL6|BTLA|PRKAR1A|CD1D1|CD1D2|CD24A|CD274|SLC4A2|CD28|CD3E|CD40LG|CD44|CD70|HMGB1|IGF1|IGF2|CD80|IL6ST|CD86|SLC7A1|CLEC4G|CRTAM|CTLA4|NCSTN|CTNNB1|CXCR4|EPHB6|FADD|HES1|FOXP3|CD209D|CEBPB|H2-DMB1|H2-M3|TRP53|PAWR|HAVCR2|ICOSL|IL12A|IL12B|IL12RB1|IL18|IL2|IL20RB|IL23A|IL27|ADK|BLM|IL6|IRGM1|BTNL2|CARD11|IRF1|CBLB|CCDC88B|CD209A|CD209C|JAK2|CD209E|JAK3|CD276|CD6|CLEC2I|LIPA|LGALS9,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_T_CELL_PROLIFERATION,228,ENR,GOBP_T_CELL_PROLIFERATION,-2.0379,5.8999999999999999E-3,GOBP_T_CELL_PROLIFERATION,FALSE,GOBP_T_CELL_PROLIFERATION
7,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.22140000000000001,0,0,KNG2|KRT1|KRT6A|LEAP2|LGALS3|LGALS4|LTA|LTF|MASP2|MBL1|MBL2|MEF2C|MMP7|NOD2|NOTCH1|NOTCH2|FAM3A|NPY|NTS|PF4|PGLYRP1|PGLYRP3|PGLYRP4|PLA2G1B|PLA2G6|PPBP|PPL|RBPJ|PPP2R3C|PTPN6|PTPRC|RARRES2|REG1|REG2|REG3A|REG3B|REG3D|REG3G|RNASE4|RNASE6|ROMO1|S100A9|SERPING1|SH2D1A|SLPI|TNF|SPAG11B|SPNS2|SPON2|SUSD4|TAC1|TFE3|TFEB|TNFRSF21|TRAF3IP2|TRF|TSLP|VSIG4|WFDC10|WFDC12|WFDC13|WFDC15B|WFDC16|WFDC2|WFDC3|WFDC5|XCL1|IFNG|NPPB|C1QBP|FAU|RPL30|RPL39|RPS19|TREM2|ADM|ALOX5|ANG|B2M|BCL3|BMI1|BPIFA1|C1QA|C1QB|C1QC|C1RA|C1RB|C1RL|POMC|C2|C3|C4A|C4B|C4BP|C6|C7|C8A|C8B|C8G|C9|CAMP|CCL1|CCL11|CCL12|CCL17|CCL19|CCL2|CCL20|CCL22|CCL24|CCL25|CCL27A|CCL28|CCL3|CCL4|CCL5|CCL6|CCL7|CFH|CCL8|CCL9|CCR2|CCR7|CD37|CD46|CD55|CD59A|CD59B|CD5L|CD81|CFB|CFD|CFHR1|APP|CFHR2|CFI|CFP|COLEC10|COLEC11|CR1L|CR2|CRP|CTSG|CX3CL1|CXCL10|CXCL11|CXCL12|CXCL13|CXCL14|CXCL15|CXCL5|CXCL9|DEFB1|DEFB37|DMBT1|ELANE|EVPL|EXO1|F2|FCER2A|FCGR2B|GAPDH|FCNA|FCNB|FGA|FGB|FOXJ1|GATA3|GATA6|GIMAP3|GIMAP5|GPR183|H2-DMA|H2-T23|HAMP|HAMP2|HC|HMGN2|HPX|HRG|IL1B|IVL|KLK5|KLK7|KNG1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_HUMORAL_IMMUNE_RESPONSE,185,ENR,GOBP_HUMORAL_IMMUNE_RESPONSE,-3.4923000000000002,0,GOBP_HUMORAL_IMMUNE_RESPONSE,FALSE,GOBP_HUMORAL_IMMUNE_RESPONSE
31,1.87942606879415,-1.87942606879415,1.87942606879415,-0.98680000000000001,-0.12,9.6299999999999997E-2,1,RPL23|BAZ1A|MCM3AP|NFKBIZ|CENPV|RRN3|H1F0|DNAJC9|H3F3B|SART3|IKZF1|POLE3|ZFP827|ATAD2|ATAD2B|BDP1|BRF2|CAND1|SPTY2D1|DR1|GTF2A1|CDT1|GTF2A2|CENPC1|GTF2B|CENPE|TAF9|GTF2F2|MED23|MIS12|HNF1B|MED10|MED11|MED14|HEY2|MED15|MED16|MED17|MED18|MED19|MED20|MED21|MED22|MED24|MED25|MED26|SMARCA2|MED27|SMARCA4|MED28|SMARCB1|MED29|SMARCC1|ANP32B|MED30|SMARCC2|ASF1A|MED31|SMARCD1|ASF1B|MED4|SMARCD2|CDC45|MED6|SMARCD3|CENPA|MED7|SMARCE1|BRD2|CENPH|MED8|CENPI|ESR1|MED9|CENPK|CENPN|CENPO|CENPP|CENPT|CENPW|CHAF1A|CHAF1B|DAXX|CHD1|TAF8|CHD2|CHRAC1|PSMC6|DLGAP5|SOX9|DMC1|GMNN|RSF1|HIRA|HJURP|SMARCA5|HP1BP3|ITGB3BP|KNTC1|TAF1|LIN54|TAF11|NAP1L1|TAF13|NAP1L2|TAF1C|NAP1L3|TAF2|HMGB1|NAP1L4|TAF3|NAP1L5|TAF4B|NASP|TAF5|OIP5|TAF6|PADI4|TAF7|PIAS1|POGZ|TBP|RAD51C|WNT10B|MED1|RAD52|RBBP4|RNF4|SENP6|CREB1|MCM2|SET|SHPRH|SSRP1|SUGT1|TCF4|TSPYL1|TSPYL2|TSPYL4|TSPYL5|AHR|UBN1|GRWD1|GTF2H5|TAF10|TAF12|CEBPG|TAF6L|THRA|POLR1E|BRF1|TAF1B|SETD2|TRP53|ATRX|EP300|SMYD3|ARID1A|NPM1|ARID2|RAD51|MYC|TERF1|BMYC,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,164,ENR,GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,-1.7504,1.32E-2,GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,FALSE,GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION
25,1.99139982823808,-1.99139982823808,1.99139982823808,-0.98980000000000001,-0.28060000000000002,3.44E-2,0.999,DDIT3|PRG2|HAVCR2|ICOSL|RARA|NOTCH1|NOTCH2|NDFIP1|SLC7A5|SCGB1A1|NLRP3|RBPJ|IL20RB|IL33|ZG16|SYK|PRKCQ|IL1RAP|PRKCZ|IRF4|ZFPM1|TNFSF4|FCER1G|ITK|GATA3|FOSL2|FOXP3|TXK|CD1D1|CD1D2|CD83|H2-T23|CEBPB|VTCN1|CD28|LEF1|CD3E|SASH3|CD40LG,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_INTERLEUKIN_4_PRODUCTION,39,ENR,GOBP_INTERLEUKIN_4_PRODUCTION,-2.0525000000000002,1.0200000000000001E-2,GOBP_INTERLEUKIN_4_PRODUCTION,FALSE,GOBP_INTERLEUKIN_4_PRODUCTION
29,2.2218487496163601,-2.2218487496163601,2.2218487496163601,-0.99399999999999999,-0.20649999999999999,3.7400000000000003E-2,1,PRDX6|DHFR|PRDX6B|TXNRD3|MGST2|GSTO2|GSTT1|MT3|PRDX3|PARK7|APOM|GPX1|GPX4|GSTA1|SOD1|NFE2L2|GSTM7|NQO1|SESN2|S100A9|ATP7A|CAT|APOA4|FABP1|MGST3|GPX2|PRDX4|SOD3|CD36|PRDX2|GSTO1|CP|GCH1|TXNRD1|CYGB|GSR|GSTK1|HP|PTGES|SOD2|PTGS1|PTGS2|AMBP|CCS|FANCC|FBLN5|LPO|GPX3|APOE|GPX6|S100A8|GPX7|GPX8|KDM3B|MB|MPO|NXN|PRDX5|PXDN|PRDX1|SESN1|SRXN1|TRP53INP1|TXN1|TXNDC17|TXNRD2|UBIAD1|NOS3,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_CELLULAR_OXIDANT_DETOXIFICATION,68,ENR,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,-2.0219,6.0000000000000001E-3,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,FALSE,GOBP_CELLULAR_OXIDANT_DETOXIFICATION
23,2.4089353929735,-2.4089353929735,2.4089353929735,-0.99609999999999999,-0.17949999999999999,2.86E-2,0.999,NCOR1|APOA1|APOA2|EPHX2|PCSK9|FABP3|FABP4|SCARB1|HDAC9|HNF4A|INSIG1|ALMS1|LIPC|CCDC22|LIPG|EHD1|GRAMD1B|LPL|HSDL2|ABCB11|MED13|MIA2|MYLIP|SEC24A|TMEM97|NFE2L1|NR1H2|NR5A2|NR1H3|COMMD9|PLA2G10|ABCA5|ABCG1|ABCG4|APOB|LCAT|PNLIP|PNLIPRP1|PNLIPRP2|SCD1|NUS1|APOE|SIRT1|CD24A|RORA|CES1D|CES1F|LDLR|LDLRAP1|CYP7B1|LIMA1|ERRFI1|FGFR4|NPC2|XBP1|CYP39A1|TSPO|RALY|CAV3|NR1D1|CYP7A1|GPIHBP1|COMMD1|SLCO1A6|SOAT1|SOAT2|SREBF2|ABCD1|TSKU|NPC1|TTC39B|APOC3|ANGPTL3|NEGR1|PLSCR3|APOA4|APOA5|NR1H4|HPN|SLC37A4|CAV1|ABCG5|ABCG8|CES1B|CES1C|GPR39|CES1E|ACOX1|CES1G|IL18|MTTP|AMPD2|LRP5|PLA2G12B|ABCA1|ABCA2|DGAT2,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_STEROL_HOMEOSTASIS,97,ENR,GOBP_STEROL_HOMEOSTASIS,-2.0899000000000001,3.8999999999999998E-3,GOBP_STEROL_HOMEOSTASIS,FALSE,GOBP_STEROL_HOMEOSTASIS
2,1.8386319977650301,-1.8386319977650301,1.8386319977650301,-0.98550000000000004,-0.1089,7.9899999999999999E-2,1,MALT1|EGR3|NCKAP1L|FLT3L|ZFP36L1|GLI3|NFKBID|NFKBIZ|NLRP3|H2-AA|RPTOR|CSF1|IHH|IL15|SART1|IL15RA|IL1RL2|PRKCZ|IL21|IL2RA|IL2RG|IL5|IL7|RAG1|KAT5|KITL|RIPK2|MDK|IL34|MMP14|NEDD9|SASH3|NKAP|PBRM1|PCID2|PHF10|PIK3R6|RARA|RASGRP1|ADA|SOCS5|RHOH|ITPKB|RUNX1|RUNX3|OPA1|NINJ1|SHB|SKINT1|SMARCA2|TNFRSF11A|SMARCA4|SYK|SMARCB1|SMARCC1|SMARCC2|SMARCD1|LCK|SMARCD2|SMARCD3|SMARCE1|ROR2|SOCS1|TNFSF4|TRAF6|SOX12|SOX13|SOX4|BAD|STAT5A|TESPA1|TGFBR2|ZAP70|TNFSF9|ZBTB1|ZBTB7B|TOX|TYROBP|VNN1|WNT10B|TGFB1|OCSTAMP|XBP1|PRKCA|XRCC6|TREM2|CREB1|CD4|ZFP609|ZMIZ1|STAT5B|AP3B1|ANXA1|CCL19|CCL3|CCL5|CD74|CCL9|CCR2|CCR7|CD46|ITGB3|IL4I1|JUN|ACIN1|ITGAM|FES|GATA3|GIMAP3|GIMAP5|H2-DMA|PCK1|RB1|NOTCH2|PPP3CA|PNP|CASP8|PPP2R3C|RHOA|HCLS1|PTPRC|TMEM64|RIPK1|TNF|IKZF1|KLHL25|CTNNBIP1|IFNG|TESC|IL4|HSF1|SHH|PLA2G3|AGER|BCL6|BRD2|BRD4|CD1D1|CD27|GNAS|FOS|CD40LG|GSK3B|HMGB1|ID2|DCSTAMP|CAR2|CCR1|DUSP10|HSP90AA1|FADD|TNFSF11|FOXP3|H2-M3|FOXO3|HLX|IL12A|PPARGC1B|IL12B|ASXL2|IL18|CD101|DLK1|ACTB|EVI2B|ACTL6A|GFI1B|ACTL6B|GPR68|ADAM8|GAS6|HAX1|IL2|KLF10|AMBRA1|IL23A|LIF|POU4F1|AP3D1|EP300|TRIB1|ARID1A|ZBTB46|ARID2|ATP11C|AXL|IL4RA|IL10|IL6|BRD7|IL7R|INPP5D|IRF1|CBFB|PRKDC|CD83|CSF1R|LEF1|CYLD|LGALS9|DDRGK1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS,201,ENR,GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS,-1.8021,1.4500000000000001E-2,GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS,FALSE,GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS
41,2.7212463990471698,-2.7212463990471698,2.7212463990471698,-1,-0.1784,5.4999999999999997E-3,0.47899999999999998,LTA|NOD2|FLT3|PGLYRP1|NFKBIZ|PGLYRP3|PGLYRP4|PRNP|PTPN22|TLR4|PDCD1LG2|ZG16|IL21|TNF|PYCARD|LAPTM5|RIPK2|RIPK3|RNF19B|SASH3|XCL1|DDIT3|IFNAR1|TCIRG1|SH2D1B1|TLR9|SLAMF1|SLAMF6|SLC11A1|C1QBP|CLEC7A|RARA|F2RL1|RASGRP1|RUNX1|RUNX3|SCGB1A1|SCRIB|SIRPA|CD14|NLRP6|ARID5A|TNFRSF13C|PDE4D|ABL1|TNFSF18|TNFSF4|TRIM27|CD160|TXK|CD1D1|ENPP1|TYK2|ULBP1|CD226|CD27|CD274|VTCN1|CD3E|TNFSF9|CD40LG|ZC3H12A|HMGB1|PDE4B|CRTAM|SLC7A5|AVPR2|AZI2|BCL3|CD2|CD96|CEBPG|GPR141|IL12RB2|KCTD9|KLRE1|EOMES|NRAS|TICAM2|TLR3|TLR7|TLR8|FADD|UBA5|ABCC1|UFC1|UFSP2|ZFPM1|FOXP3|NR1H4|FZD5|ISL1|GADD45G|H2-M3|CCR2|CCR7|H2-Q7|CD47|HAVCR2|HSPD1|APP|IL12A|WNT5A|IL12B|IL12RB1|IL18|ABL2|IL18R1|IL18RAP|IL1R1|IL1RL1|GAS6|IL2|IL20RB|IL23A|IL23R|IL27|IL27RA|AXL|IL33|IL10|IRF8|IRGM1|ISG15|ITK|JAK2|GATA3|CD276|GIMAP3|GIMAP5|KLRK1|IL1B|LGALS9|PGLYRP2,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_TYPE_II_INTERFERON_PRODUCTION,134,ENR,GOBP_TYPE_II_INTERFERON_PRODUCTION,-2.4203000000000001,0,GOBP_TYPE_II_INTERFERON_PRODUCTION,FALSE,GOBP_TYPE_II_INTERFERON_PRODUCTION
5,2.2291479883578602,-2.2291479883578602,2.2291479883578602,-0.99409999999999998,-0.1192,3.4299999999999997E-2,0.999,P2RX7|SERPINE1|ORAI1|GPD1L|AKT2|AKT3|CNTN1|NPPA|CXCL1|MLLT6|NKX2-5|SGK1|ABCB1A|ABCB1B|ABL1|ACTN2|ADRB2|AGTR1A|P2RY1|AKAP5|P2RY6|AKAP6|AKAP7|AKAP9|AMIGO1|ANK2|ANK3|ANO6|APLNR|PDGFB|ARF1|ASPH|ATP1B2|ATP1B3|ATP2A1|BAK1|SLC6A4|BDKRB1|BMP4|CACNA1C|CACNA1D|CACNB2|CACNB3|CALM1|CALM2|CALM3|TREM2|CAPN3|TSPO|CASQ1|CD19|CD4|CFTR|CLEC4B1|DBI|CNKSR3|CTSS|CXCR3|DLG1|DMD|DPP6|DRD4|ARRB2|EDN3|AKT1|EDNRA|EHD3|F2R|ATP7A|F2RL3|PLCG1|PLCG2|ABCC8|FGF12|FGF13|FGF14|FHL1|CCL12|ADORA1|FLNA|FXYD1|FXYD2|FXYD3|CAMK2A|FXYD4|FXYD5|FXYD6|FXYD7|CCL3|GAL|CAV1|CCL5|GALR2|GJC2|CASR|GPR39|GRIN1|GRM6|GSTO1|HAP1|HEPH|HOMER1|HSPA2|IKBKB|IL13|JPH2|CX3CL1|CXCL10|CXCL11|CXCL12|KCNC1|KCNC2|KCNE1|CXCL9|KCNH2|KCNIP2|F2|AHCYL1|KCNJ2|GIMAP3|KCNMB1|GIMAP5|KCNN2|KCNQ1|LCN2|LRRC26|LRRC52|LRRC55|EDN1|MS4A1|NDUFA4|NEDD4L|LGALS3|NLGN3|P2RX1|P2RX4|P2RX5|PDPK1|PKD2|PPP3CA|PPP3CB|PPP3CC|PPP3R1|PRSS8|RAPGEF3|RELN|GSTM7|RGS7|SNCA|RNF207|SCN1B|SCN2B|SCN3B|SCN4B|SCN5A|SLC9A1|BAX|SRI|STAC|STAC2|STAC3|STIM1|STIM2|STK39|XCL1|SUMO1|IFNG|TESC|THY1|TRDN|TRPC1|TRPC3|TRPC6|VMP1|WNK1|WNK2|PLP1|WNK4|ADRB1|PDGFRB|PLCB1|GNAS|AQP2|ATP2B1|ATP2C2|CASK|CCR1|CHRM1|CLDN16|CREB3|CRHR2|CXCR4|HTT|GCG|TRPC4|HBP1|ISL1|ITPR1|KIF5B|LILRA5|LPAR3|MCHR1|MYLK|P2RY12|STC1|TRPV2|WFS1|COX17|G6PDX|JAK3|ATP1B1|ATP2B2|ADCYAP1R1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,213,ENR,GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,-2.0497999999999998,5.8999999999999999E-3,GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,FALSE,GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT
33,2.6989700043360201,-2.6989700043360201,2.6989700043360201,-0.998,-0.24249999999999999,5.6399999999999999E-2,1,NR1H2|PAWR|NR1H3|APOA1|GPR39|APOA2|CYP8B1|CLDN2|FGF10|GHRL|PPP3CA|NPR3|WNK1|DGAT1|WNK4|LPCAT3|PTGER3|HIP1R|CLDN15|CRHR2|SCT|ABCB1A|ISX|TFF2|SLC22A5|NEGR1|NEUROD1|TIFAB|ABCG2|APOA4|OXT|PRAP1|AQP1|KCNQ1|SLC22A21|HAMP|HAMP2|TAC4|ACAT2|NMU|ABCG5|STK39|ABCG8,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,43,ENR,GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,-1.9020999999999999,2E-3,GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,FALSE,GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS
