__mclCluster,EnrichmentMap::-log10(pvalue) (noncon_human_down),EnrichmentMap::-log10(pvalue)*sign(NES) (noncon_human_down),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (noncon_human_down),EnrichmentMap::ES (noncon_human_down),EnrichmentMap::fdr_qvalue (noncon_human_down),EnrichmentMap::fwer_qvalue (noncon_human_down),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (noncon_human_down),EnrichmentMap::pvalue (noncon_human_down),name,selected,shared name
,2,2,2,0.99,,7.3017230000000002E-2,,HDAC4|MYC|UBR2|BEND3|KDM5A|GLMN|LBR|ATAD2|ATAD2B|PIWIL4|BAZ2A|KPNA7|POLE3|FKBP6|CENPV|SDR16C5|GSK3A|SGF29|HDAC1|HMGB1|IGF2|H2AC25|TLE6|SIRT6|SMARCA5|SMARCAD1|H3-3A|H3-3B|H3C1|H3C10|H3C11|H3C12|RNF2|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|MACROH2A1|USP7|ATF2|HAT1|ZMPSTE24|TRIM37|MACROH2A2|TP53|MIS18A|IFI16|RB1|BMI1|SPTY2D1|CTCF|AXIN1|BTBD18|CTR9|HDAC5|WT1|YTHDC1|EZH2|GLYR1|GPX1|HDAC6|TRIP12|AICDA|APOBEC1|MOV10|APOBEC2|UHRF2|PADI2|LMNA|ING2|UBR5|PIWIL1|PIWIL2|ARID1A|ARID1B|H2AB1|HDAC7|PCID2|DNMT1|KAT8|DNMT3A|DNMT3L|BRCA1|BAP1|BRD7|EHMT1|EZH1|ALKBH4|PIK3CA|ARID4A|CHEK1|ARID4B|ASZ1|ATF7IP|KMT2D|BAHD1|C19ORF84|TUT4|CBX1|TUT7|CBX3|CBX5|CDYL|METTL23|CGGBP1|DDX4|DIRAS3|DPPA3|EPC1|EED|EZHIP|DOT1L|H2AC11|SPI1|H2AC12|H2AC13|SIN3A|H2AC15|SIRT2|H2AC16|ARB2A|H2AC17|H2AC18|PHB1|PRDM14|H2AC19|H2AC20|MORC1|H2AC21|H2AC4|L3MBTL1|H2AC6|H2AX|H2AC7|HDAC10|H2AC8|H2AJ|H2AZ1|H2AZ2|HMGA2|HDAC11|TRMT112|HELLS|JARID2|LHX2|SETDB1|LRIF1|MBD1|MBD2|KAT7|MBD3|SMYD5|KDM1A|MBD3L1|SUV39H2|MBD3L3|HDAC9|MOV10L1|MPHOSPH8|MSL2|MTA2|MTF2|MYCN|NDN|PADI6|PCGF3|PCGF5|PHF1|APOBEC3A|PHF19|APOBEC3C|PPHLN1|APOBEC3F|RESF1|RLF|ASH2L|RLIM|SAMD7|SCMH1|SMARCA1|CTCFL|SPEN|OGG1|SPIN1|DPY30|SIRT7|SPOCD1|STPG4|CREBZF|RRP8|SUZ12|EGR1|TASOR|TASOR2|FAM47E|TDRD1|TDRD12|TDRD5|HDAC3|TDRD9|TFAP2C|ZDBF2|ZFP57|ZFP92|ZNF304|KDM1B|ZNF335|KMT2A|ZNF445|L3MBTL3|ZNF91|ZNF93|KLF2|MEN1|ZNFX1|CDKN1C|MYOCD|MAEL|NOC2L|PHF2|RIF1|DYRK1A|PPM1D|RNF168|PRMT3|RBBP5|RNF8|SAMD1|TET1|TET2|TET3|USP21|WBP2|WDR5|ZNHIT1|SIRT1|SMARCA2|SMARCA4|SMARCB1|SMARCD1|SMCHD1|SUV39H1|MTA1|TEX15|SPHK2|HNRNPK|TRIM28|HNRNPU|ALKBH1|VPS72|MORC2|KAT2B|ATRX|KMT2E|BAZ1A|BCL6|TDG|UHRF1|METTL3|TPR|METTL4|HIPK2|CDK2|CIZ1|NRDE2|PHF8|EHMT2|HDAC2|PRMT5|PRMT7|TRIM27|H1-0|APEX1|DCAF13|H1-2|DDB1|H1-8|APP|HDAC8|ASIP|RBM14|RBM15|RBM15B|EP300|APOBEC3B|LMNB1|LMNB2|TEX19|APOBEC3G|MECP2|APOBEC3H,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,293,ENR,GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,1,0.01,GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,FALSE,GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION
17,2.7084209139887099,2.7084209139887099,2.7084209139887099,0.99804305289999995,,2.4773926000000002E-2,,KAT2B|POC1B|C10ORF90|C2CD3|CCDC15|CCDC57|CCDC61|CCDC78|CCP110|CDK5RAP2|CEP120|CEP135|ALMS1|CDK2|CEP152|CEP192|CEP295|CEP295NL|CEP44|CEP72|CEP76|CHMP2A|CEP85|NPM1|CETN2|CNTROB|DEUP1|E2F4|CEP63|KIAA0753|CDC20B|MDM1|NUP62|OFD1|PLK2|PLK4|VPS4B|POC5|PPP1R35|BRCA1|RTTN|SASS6|SPICE1|STIL|RBM14|TRIM37|WDR62|WDR90|MCIDAS|KAT2A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CENTRIOLE_ASSEMBLY,50,ENR,GOBP_CENTRIOLE_ASSEMBLY,1,1.9569471000000001E-3,GOBP_CENTRIOLE_ASSEMBLY,FALSE,GOBP_CENTRIOLE_ASSEMBLY
13,2.71432976660709,2.71432976660709,2.71432976660709,0.99806949810000001,,3.3588666000000003E-2,,BTBD17|HMGA2|CD209|CCL5|BST2|CCL8|CLEC4M|CTBP2|TNIP1|ATG16L1|CXCR6|ATG16L2|DDX56|IFI27|NUCKS1|EEF1A1|ATG5|EIF2AK4|APOBEC3A|APOBEC3C|APOBEC3F|TRIM6|FAM111A|FKBP6|GRK2|HACD3|BANF1|IFIT1|IFIT5|IFITM1|IFITM2|IFITM3|INPP5K|ISG20|ZC3HAV1|SMC5|CXCL8|SMC6|DDX5|ZNFX1|CTBP1|CNOT7|PIK3C3|GBP7|SRPK1|NFIA|SRPK2|PCBP1|FMR1|EIF2AK2|PKN2|PPID|LARP1|PROX1|SMARCB1|FBXL2|SHFL|MX1|BCL2|SLC38A8|GAS6|OAS2|TBC1D20|STAU1|TOP2B|TRIM28|IFI16|IFIH1|DDX3X|YTHDC2|ILF3|RAD23A|ZBED1|SLPI|PLSCR1|CCNK|VAPA|VAPB|CD28|LTF|MAVS|TRIM38|N4BP1|ADAR|PABPC1|ADARB1|TMEM39A|TMEM41B|TNF|AICDA|ISG15|PPIE|PPIH|OAS3|OASL|VCP|PRKN|NOTCH1|PCBP2|PPIA|NR5A2|PPIB|KPNA6|LAMTOR5|ZC3H12A|DDB1|ZFYVE1|STOM|OAS1|PDE12|DEK|RSAD2|RNASEL|CCL2|PHB1|APOBEC3B|APOBEC3D|APOBEC3G|APOBEC3H|TARBP2|TOP2A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_VIRAL_GENOME_REPLICATION,121,ENR,GOBP_VIRAL_GENOME_REPLICATION,1,1.9305018999999999E-3,GOBP_VIRAL_GENOME_REPLICATION,FALSE,GOBP_VIRAL_GENOME_REPLICATION
20,2.71432976660709,2.71432976660709,2.71432976660709,1,,4.4984730000000001E-2,,TRIM16|CCL3|HK1|RIPK2|TLR6|PYCARD|P2RX7|LILRA2|WNT5A|CLEC7A|LGALS9|S100A13|HAVCR2|AIM2|TYROBP|MEFV|EGR1|HMGB1|NAIP|SMAD3|USP50|MYD88|CARD8|CASP1|TNF|CASP8|NLRC4|STMP1|ISL1|JAK2|NLRP1|NLRP12|NLRP10|CD36|NLRP3|HDAC2|HSPB1|STAT3|PANX1|FZD5|GSDMD|TLR4|TLR8|AGER|LILRA5|IFNG|F2RL1|PYDC1|APP|NLRP2|RELA|SAA1|GBP5|ORM1|IL6|ORM2|AZU1|PANX2|NOD1|PANX3|NOD2|TMED10|CALCA|MALT1|IFI16|CCL19|IL16|IL17A|LPL|INAVA|TMEM106A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,71,ENR,GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,1,0,GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,FALSE,GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION
1,2.71432976660709,2.71432976660709,2.71432976660709,1,,1.0217378E-3,,OSBP|BLOC1S1|PAFAH1B1|PI4K2A|PI4K2B|PIK3C3|PIKFYVE|PIP4K2A|PIP4K2B|RUBCNL|PLA2G3|PLA2G5|ANKFY1|AP1G1|AP3D1|AP3S1|AP3S2|ARFGAP2|ARFGAP3|ARFGEF2|ARL8B|BET1|CIDEB|CLN3|SNCA|CSNK1D|CUL3|SYNJ1|DNM2|EPS15|ATP6V0C|EXOC8|GBF1|GOLPH3|GOLPH3L|GOSR1|GOSR2|INSIG1|KIF13A|KLHL12|MVB12B|LRRK2|UBAP1|MAPK15|MIA3|APOE|MYO18A|CAV1|NKD2|PDCD6|PEF1|PPP6C|PREB|PRKCI|RAB11A|RAB14|RAB1A|RAB29|RAB2A|RAB34|RAB4B|RAB7B|RAB8A|USP50|WASHC4|RUFY1|SAR1A|ALS2|SAR1B|SCAP|SEC13|SEC16A|SEC23A|SEC23B|SEC24A|SEC24B|PLEKHF1|SEC24C|PLEKHF2|SEC24D|SEC31A|SEC31B|RILP|SNAP23|SNX3|SORT1|TGFBRAP1|VPS8|ZFYVE16|STX10|STX17|STX5|STX6|SURF4|TBC1D20|TFG|TMED10|TMED2|TMED9|TRAPPC1|TRAPPC10|TRAPPC11|TRAPPC12|TRAPPC13|TRAPPC2|TRAPPC2B|TRAPPC2L|TRAPPC3|TRAPPC4|TRAPPC5|TRAPPC6A|TRAPPC6B|TRAPPC8|TRAPPC9|USO1|UVRAG|VAMP2|VAMP3|VAMP4|VAPA|VAPB|VPS41|VTI1A|VTI1B|YIPF4|YIPF5|ABCA1|YIPF7|AKTIP|ANXA2|CORO1A|AQP1|FHIP1B|HID1|HOOK1|HOOK2|HOOK3|HPS1|HPS4|LAMTOR1|LAPTM4B|MYO7A|PRKN|RAB20|TBPL1|FBXO5|SRPX|SYT7|TMEM9|VPS11|VPS18|WASHC5|ASIP|ANXA1|SNX10|CD34|P2RX7|CREB1|TYRP1|AP3B1|ATP13A2|BCL2|AQP11|BLOC1S2|C2CD5|CAV2|CHMP4A|CHMP4B|CPLX1|KCNE1|LYST|RAB7A|SCARB2|SDCBP|STX3|TRARG1|NECTIN2|VPS37A|VPS37B|SLAMF1|VPS37C|VPS37D|ZDHHC15|ZDHHC2|ZDHHC20|RAB32|RAB38|RAB3A|VAV3|WASL|ATP6AP1|ATP6AP2|ATP6V0A1|ATP6V0A4|ATP6V0B|C9ORF72|ATP6V0D1|AP3B2|AP3M1|ATP6V1A|AP3M2|ATP6V1B1|ATP6V1B2|BAIAP3|ATP6V1C1|ATP6V1D|CHMP1A|ATP6V1E1|CHMP1B|BLOC1S3|CHMP2A|ATP6V1F|BLOC1S4|CHMP2B|ATP6V1G1|BLOC1S5|CHMP3|ATP6V1G2|CHMP4C|ATP6V1G3|CHMP5|ATP6V1H|CHMP6|CHMP7|CLCN3|BTBD8|SQSTM1|DIAPH3|RNASEK|DNM1|DNM3|DTNBP1|FNBP1L|SLC17A7|GPR143|IRAG2|HGS|ABCB6|ACRBP|AGFG1|AGFG2|ANKRD27|ANXA8|ANXA8L1|AP1B1|AP1M1|AP1S1|AP1S2|AP1S3|AP2M1|MX1|BACE2|MX2|CC2D1A|CCDC136|CCDC38|CCDC42|CHN2|CLTRN|SLC9A8|CORO1C|MVB12A|CPLANE2|CPLX2|CPLX4|CYLC1|DCAF17|RAB27A|DLG4|DNAJC13|SDC1|DOC2A|SDC4|TMEM175|DOC2B|EEA1|SHROOM2|ERC2|SLC2A4|F2R|PDCD6IP|SNAP25|F2RL3|FASLG|GARIN1A|GARIN1B|PLEKHM1|STXBP1|GARIN3|GRIK5|HPS3|HPS5|HPS6|IST1|IZUMO3|RAB39A|KIAA0319L|SYT11|KNL1|SYT4|MICALL2|PDCL2|PFN4|PHETA1|PHETA2|PICALM|PLEKHA3|PLEKHJ1|PLN|BLOC1S6|PMEL|POC1B|PRRT2|PTPRN|RAB22A|RAB5B|RUFY4|RAB5C|RFX2|RNF26|RPH3A|RPH3AL|S100A10|SNAP29|SAMD9|SNAPIN|SEPTIN8|SNF8|SERPINE2|SLC35D3|SNAP47|SNAP91|SNX11|SNX19|SNX33|SOX30|SPACA1|SPHK1|SPG11|SPINK2|SRGN|STX11|STAM|STX16|STAM2|STX19|STX1A|STX12|STX1B|STX2|STX4|STX7|STX8|STXBP6|SYP|SYT1|SYT13|SYT2|SYT3|SYT5|SYT8|TOM1|SYT9|TBC1D4|TMCC1|TMEM127|TMF1|TMPRSS12|TSNARE1|TSG101|UBR4|USP8|VAMP1|VPS13B|ZEB2|ZNF385A|ZPBP|ZPBP2|VAMP8|VIPAS39|VPS16|VPS25|VPS28|VPS33A|VPS33B|VPS36|VPS39|VPS4A|VPS4B|VTA1|ZNRF1|ZNRF2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_VESICLE_ORGANIZATION,392,ENR,GOBP_VESICLE_ORGANIZATION,1,0,GOBP_VESICLE_ORGANIZATION,FALSE,GOBP_VESICLE_ORGANIZATION
1,2.71432976660709,2.71432976660709,2.71432976660709,1,,5.5992474999999999E-4,,NDFIP1|ADRB2|PCSK9|C9ORF72|ATP6V0D1|ATP6V0D2|AP3M1|CHMP1A|CHMP1B|CHMP2A|CHMP2B|RAB7B|CHMP3|CHMP4C|CHMP5|CHMP6|CHMP7|CLEC16A|SQSTM1|RBSN|ALS2|BIN1|CDX2|DENND3|GNPTG|GPRASP1|EPG5|HGSNAT|HMGXB4|IGF2R|LRP1|PIK3C3|M6PR|MFSD1|DTX3L|MGRN1|MON1A|MON1B|PIK3R4|NCOA4|NDFIP2|PCDHGA3|AP3B1|PLEKHF1|HGS|PLEKHF2|PSAP|RAB12|RHOB|RILP|SCYL2|SLC17A9|SLC30A2|ATP13A2|SLC30A3|LAMP2|SLC30A4|SLC48A1|SNX16|SORL1|SNX27|SORT1|SPTBN5|TGFBRAP1|UEVLD|VPS53|VPS8|ZFYVE16|VPS13D|MVB12A|VPS35|NDP|NEDD4|ANKFY1|CHMP4A|AP1G1|CHMP4B|HSPA1A|AP1G2|HSPA8|PLEKHM1|AP3D1|AP3S1|AP3S2|AP4M1|CLU|ARL8B|ATG14|TRAK1|TRAK2|BECN1|USE1|RUFY4|SMURF1|VPS13A|VPS13C|SNAPIN|SNF8|VPS41|CCDC91|VPS51|VPS52|VTI1A|VTI1B|CLN3|PINK1|LYST|AKTIP|ARSB|STAM|STAM2|NPC1|FHIP1B|GNPTAB|GRN|LIPA|HOOK1|HOOK2|HOOK3|RAB7A|IRGM|TSG101|LYSET|EHD3|VCP|NAGPA|PRKN|UBXN6|SCARB2|TMEM106B|VIPAS39|GAK|VPS16|TPCN2|VPS25|GCC2|VPS11|VPS18|VPS28|GGA3|VPS33A|VPS33B|VPS36|VPS39|VPS4A|VPS4B|VTA1|MTM1|KIF13A|LAMP1|VPS37A|LAPTM5|VPS37B|VPS37C|LEPROT|VPS37D|LEPROTL1|VPS54|MVB12B|PTPN23|TMEM50A|TMEM50B|LRRK2|UBAP1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_VACUOLAR_TRANSPORT,164,ENR,GOBP_VACUOLAR_TRANSPORT,1,0,GOBP_VACUOLAR_TRANSPORT,FALSE,GOBP_VACUOLAR_TRANSPORT
3,2.2235824346305102,2.2235824346305102,2.2235824346305102,0.99402390399999996,,3.5421617000000002E-2,,TICAM1|HIF1A|HK2|ADRB2|OPTN|AMBRA1|KAT5|ATG101|ATG13|ATP5IF1|ATG16L1|ATG2A|PRKD1|ATG5|ORMDL3|TRIM21|ATF6|EPM2A|BAG3|C9ORF72|CALCOCO2|SESN2|TRIM65|CDC37|CDK5RAP3|CERS1|GSK3A|GSK3B|PRKAA2|FOXO1|HMGB1|SQSTM1|CDK16|DDRGK1|DELE1|EIF2AK1|ELAPOR1|ELAVL1|MID2|PIK3C2A|CAMKK2|FBXO7|PIK3CB|CCNY|FYCO1|DAPK1|DEPDC5|GNAI3|PIP4K2A|GPSM1|PIP4K2B|PLEKHF1|SETD2|DEPTOR|PIP4K2C|HMOX1|PLK3|HSPB8|SLC25A4|SLC25A5|IKBKG|SIRT1|IRGQ|TOMM7|PLK2|LARP1|NPRL2|BAD|NPRL3|LRSAM1|RAB37|RB1CC1|RNF152|MAP3K7|RPGR|VPS13D|TMEM59|TRIM23|BNIP3|WDR45|BNIP3L|NOD1|STING1|WIPI1|NOD2|PAFAH1B2|SVIP|TPCN1|STK11|TRIM8|RALB|RIPK2|BECN1|DCN|RNF31|UVRAG|RUFY4|SCOC|SESN1|SESN3|SMCR8|ENDOG|PARK7|SLC35D3|SNX18|SNX30|PINK1|SNX4|SNX7|MTDH|STUB1|MEFV|SUPT5H|SH3GLB1|HDAC6|TBK1|TOM1|TP53INP1|HUWE1|MAP2K1|RAB3GAP1|TRIM13|RAB3GAP2|SPTLC1|TRIM32|SPTLC2|IRGM|TSC2|UBR4|KDR|UBE2A|PRKN|UFL1|ULK1|XBP1|TFEB|VDAC1|TLR9|TRIM22|GBA1|ZC3H12A|IFNG|USP20|MOAP1|IL4|ROCK1|WAC|WDR24|HTT|MUL1|CSNK2A1|SH3BP4|FOXO3|FLCN|LRRK2|MAPK3|ZDHHC19|PRKAA1|PIM2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY,159,ENR,GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY,1,5.9760960000000002E-3,GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY,FALSE,GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY
1,2.71432976660709,2.71432976660709,2.71432976660709,1,,4.774655E-3,,EXOC3|EXOC7|EXOC1|EXOC2|EXOC4|EXOC5|EXOC6|EXOC6B|EXOC8|HGS|VPS25|DNM1L|VPS28|SNF8|VPS36|VPS4A|VPS4B|SPAST|STAM|STAM2|CORO1C|MVB12A|CHMP1A|CHMP1B|SH3GLB1|SLC25A46|CHMP2A|CHMP2B|CHMP3|CHMP4C|VPS37A|CHMP5|VPS37B|CHMP6|VPS37C|CHMP7|VPS37D|MVB12B|CHMP4A|CHMP4B|TMCC1|UBAP1|TSG101|DNM2|DNM1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MEMBRANE_FISSION,45,ENR,GOBP_MEMBRANE_FISSION,1,0,GOBP_MEMBRANE_FISSION,FALSE,GOBP_MEMBRANE_FISSION
1,2.2261701131207001,2.2261701131207001,2.2261701131207001,0.99405940579999996,,3.9532997E-2,,ATG14|BECN1|RRAGC|AKT1|CD81|AP3M1|GNPTAB|RAB7A|LAMTOR1|GNPTG|NAGPA|PIK3C3|M6PR|MFSD1|SCARB2|PIK3R4|NCOA4|AP3B1|HGS|GCC2|LAMTOR5|GGA3|ATP13A2|LAMP2|VPS4A|SNX16|SORL1|SORT1|RTN4|GLMP|VPS53|GPR137B|KICS2|ZFYVE16|KPTN|LAMTOR4|LMBRD1|MEAK7|RNF128|RRAGA|SH3BP4|NDP|NEDD4|SZT2|LAPTM5|VPS54|ROCK2|HSPA8|AP3D1|AP4M1|CLU,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME,51,ENR,GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME,1,5.9405941999999996E-3,GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME,FALSE,GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME
23,1.81207737617662,1.81207737617662,1.81207737617662,0.98458574200000004,,7.1385324E-2,,UBR2|HIF1A|SAMTOR|ATM|CRYBA1|ITFG2|PDCD6|SESN1|SESN3|ENDOG|RNF167|EPM2A|PRKACB|SESN2|GSK3A|GSK3B|PRKAA2|NPC1|PELI1|TBK1|FNIP1|RPS6KB1|UBE2D1|YWHAZ|TMEM127|TSC1|SAR1A|TSC2|SAR1B|UBE2W|UBE3A|ATXN3|UBR1|AKT1S1|BMAL1|SEC13|CASTOR1|CASTOR2|PREX1|TBC1D7|DEPDC5|DEPTOR|MINAR1|MIOS|PREX2|USP7|SIRT1|RPS6KA1|SPAAR|NLK|NPRL2|YWHAG|NPRL3|MTM1|WDR24|TNFAIP8L1|KICS2|OTUD7B|WDR59|KPTN|RNF152|SH3BP4|SZT2|DDIT4|VHL|PRKACA|UBE2N|FLCN|STK11|MAPK3|MAPKAPK5|PRKAA1|SEH1L,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,73,ENR,GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,1,1.5414258E-2,GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,FALSE,GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING
2,2.71432976660709,2.71432976660709,2.71432976660709,1,,9.6162880000000006E-3,,NEK2|HSPA1B|NSMCE2|ARHGEF10|CENPC|CENPE|CCDC61|CENPF|RAN|CENPI|PINX1|CDK5RAP2|CENPK|CCNB1|CDK1|KIF14|CEP192|DLGAP5|SMARCA5|SMC3|KIF11|KIF15|KIF25|MAP9|NDC80|NUP62|OFD1|PPP1CC|WAPL|PRICKLE1|SPICE1|KNTC1|MIS12|CHMP4A|CHMP4B|RB1|SEH1L|LATS1|LSM14A|RHOA|UBE2C|CUL3|DYNC1LI1|USP44|ABRAXAS1|ACTB|ACTL6A|ACTL6B|ARID1A|ARID1B|ARID2|GOLGA2|RIPOR2|BCL7A|BCL7B|BCL7C|BRD7|BAZ1B|BIRC5|BUB1B|KATNB1|BUB3|CDCA8|DPF1|DPF2|ESPL1|DPF3|HASPIN|HECW2|INCENP|LCMT1|MAD2L1|NEK6|AKAP8L|NUF2|PSMG2|RIOK2|MAPK15|SPC24|SPC25|SPDL1|TACC3|TEX14|TTK|ZNF207|TENT4A|ZWILCH|ZWINT|AAAS|POLDIP2|ABRAXAS2|AKAP8|INO80|ANKRD53|AURKC|BCCIP|KAT5|BOD1|CCDC66|KMT5A|CCSAP|MAD2L2|RAB11A|CEP55|CEP97|CHAMP1|DIS3L2|DRG1|EML3|EML4|CHEK2|CHMP1A|CHMP1B|CHMP2A|FLNA|PBRM1|CHMP2B|CHMP3|CHMP4C|PHF10|CHMP5|CHMP6|KIF18A|PLK1|CHMP7|KIF18B|KIF22|KIF23|RANGRF|KIF2A|KIF2C|KIF4A|KIF4B|KIFC1|CLASP1|KNSTRN|CLASP2|KPNB1|KLHL22|DCTN2|MAP10|CDCA5|MAPRE1|RMI2|PPP2R1A|MISP|MAP3K20|MYBL2|MZT1|NSL1|KIF3B|NUDC|GEN1|NUSAP1|SIRT1|PHF13|SMARCA2|SMARCA4|PRC1|SMARCB1|PSRC1|SMARCC1|SMARCC2|SMARCD1|SMARCD2|RACGAP1|SMARCD3|SMARCE1|RCC1|RMDN1|RRS1|SKA2|SMC1A|SPAG5|NIPBL|STAG1|STAG2|TOP2B|HNRNPU|PDCD6IP|HSPA1A|RAD21|IK|TPX2|TTN|TUBG1|KNL1|TUBG2|KAT2B|WRAP73|ATM|BECN1|BUB1|AURKB|MAD1L1|MAD2L1BP|NCAPD2|NCAPD3|NCAPG|NCAPG2|NCAPH|NCAPH2|NUMA1|SKA1|TRIP13|SKA3|UHRF1|SMC2|SMC4|XRCC3|TPR|CDC6|ZW10|CDT1|ANAPC1|ANAPC11|ANAPC15|ANAPC2|ANAPC4|ANAPC5|ANAPC7|APC|DUSP1|CDC16|CDC20|FBXO5|PRP4K|CDC23|CDC27|CHFR|VPS4A|VPS4B|PRAP1|PIBF1|TOP2A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SISTER_CHROMATID_SEGREGATION,235,ENR,GOBP_SISTER_CHROMATID_SEGREGATION,1,0,GOBP_SISTER_CHROMATID_SEGREGATION,FALSE,GOBP_SISTER_CHROMATID_SEGREGATION
25,2.71432976660709,2.71432976660709,2.71432976660709,1,,6.0901453E-4,,CCAR2|KAT7|CDK12|CDK13|PPP1R10|SIRT6|RECQL5|RNF168|RNF8|PPP1CA|TCERG1|HNRNPU|LARP7|AXIN1|BRD4|BTBD18|CCNK|CCNT1|CCNT2|EAF1|EAF2|EAPP|ELL|ELL2|ELL3|ELOA2|EZH2|GTF2F1|NCBP1|NCBP2|HEXIM1|HMGN1|INTS1|INTS10|SUPT5H|ZNF326|INTS11|INTS12|INTS13|INTS14|CTNNB1|INTS2|INTS3|INTS4|INTS5|INTS6|INTS7|INTS8|INTS9|LDB1|MAP2K1|MED1|MED10|MED11|MED14|MED15|CDC73|MED16|CDK9|MED17|MED18|MED19|MED20|PARP1|MED21|MED22|MED23|MED24|MED25|MED26|MED27|MED28|MED29|MED30|MED31|MED4|MED6|MED7|MED8|MED9|NELFA|NELFB|NELFCD|NELFE|LEO1|PWWP2A|PWWP2B|SCAF8|SETD5|SHH|SUPT16H|SUPT4H1|TCEA2|TOX4|TSFM|VHL|WDR43|WDR82|ZC3H4|ZMYND11|ZMYND8|ERCC6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,102,ENR,GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,1,0,GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,FALSE,GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION
