__mclCluster,EnrichmentMap::-log10(pvalue) (con_up),EnrichmentMap::-log10(pvalue)*sign(NES) (con_up),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (con_up),EnrichmentMap::ES (con_up),EnrichmentMap::fdr_qvalue (con_up),EnrichmentMap::fwer_qvalue (con_up),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (con_up),EnrichmentMap::pvalue (con_up),name,selected,shared name
,3,3,3,0.999,,1E-3,,OGT|VEGFB|CHST4|GALNT1|GALNT2|CRPPA|B4GALT5|TET1|TET2|TET3|C1GALT1C1|A4GNT|B3GALNT1|B3GALT2|B3GALT4|B3GALT5|PGM3|FUT4|B3GALNT2|FUT3|B3GALT6|FUT6|FUT9|B3GALT9|ST3GAL1|GCNT1|ST3GAL3|B3GLCT|ST6GAL1|B3GNT2|ST6GALNAC2|B3GNT3|B3GNT4|ST6GALNAC4|B3GNT6|B3GNT7|B3GNT8|B3GNT9|GCNT4|B4GAT1|C1GALT1|COLGALT1|B3GALT1|ST8SIA6|EOGT|TMTC3|FKTN|TMTC4|GALNT10|GALNT11|GALNT12|GALNT13|GALNT14|GALNT15|GALNT16|GALNT17|GALNT18|GALNT3|TRAK1|GALNT4|TRAK2|GALNT5|GALNT6|GALNT7|GALNT8|GALNT9|ST3GAL2|GALNTL6|PLOD2|PLOD3|GXYLT1|GXYLT2|LARGE2|MGAT5B|OGA|LARGE1|PLOD1|POFUT1|POFUT2|POGLUT1|POGLUT2|POGLUT3|POMGNT1|POMGNT2|POMK|POMT1|POMT2|DPM1|RXYLT1|DPM3|TMEM260|TMTC1|TMTC2|XXYLT1|B3GNT5|GCNT3|FKRP|ST3GAL4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PROTEIN_O_LINKED_GLYCOSYLATION,98,ENR,GOBP_PROTEIN_O_LINKED_GLYCOSYLATION,1,1E-3,GOBP_PROTEIN_O_LINKED_GLYCOSYLATION,FALSE,GOBP_PROTEIN_O_LINKED_GLYCOSYLATION
,3,3,3,0.999,,1E-3,,ACVR2B|TIE1|PPP3CB|ACVRL1|FOXC1|PKD1|FOXC2|FGF2|CCBE1|VASH1|SVEP1|VEGFA|VEGFC|EPHA2|PDPN|FLT4|PROX1|LGALS8|CLEC14A|PTPN20|SOX18|BMPR2|PTPN14,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LYMPH_VESSEL_MORPHOGENESIS,23,ENR,GOBP_LYMPH_VESSEL_MORPHOGENESIS,1,1E-3,GOBP_LYMPH_VESSEL_MORPHOGENESIS,FALSE,GOBP_LYMPH_VESSEL_MORPHOGENESIS
4,3,3,3,0.999,,1E-3,,BMP4|IL6R|NOTCH1|ANGPT1|ANGPT2|NRP1|PDGFRA|ITGB3|OSR1|CFLAR|EDN1|CD34|EDNRA|GPR4|PKD2|TCF21|WT1|PDGFRB|ACTA2|PDGFA|PDGFB|FOXC2|EGR1|NOTCH2|TEK|AQP1|HES1|BMP7|NOTCH3|SERPINB7|PDGFD|PECAM1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT,32,ENR,GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT,1,1E-3,GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT,FALSE,GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT
,3,3,3,0.999,,1E-3,,RNF10|ITCH|PDCD6|PEF1|RNF220|UBE2E2|NEURL1|ZC4H2|MSL2|SKP1|OBI1|TRIM21|TRIM25|KBTBD8|TRIM41|TRIM56|UBE2E1|UBE2E3|TOPORS|STUB1|UBE2R2|UBE2T|BIRC2|MARCHF7|UBB|HUWE1|UBE2D3|FANCL|CUL3|UBE2W|KLHL22|UBE3D|UBE4B|PRKN|NEDD4L|RNF126|MGRN1|PEX12|FANCM|ZNF598|CUL1|FBXL2|DTL|RAD18|RNF152|TRIM37|UBE2O|NEDD4|KLHL12|CBL|UBE2N|PEX2|WDR48|RBX1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PROTEIN_MONOUBIQUITINATION,54,ENR,GOBP_PROTEIN_MONOUBIQUITINATION,1,1E-3,GOBP_PROTEIN_MONOUBIQUITINATION,FALSE,GOBP_PROTEIN_MONOUBIQUITINATION
3,3,3,3,0.999,,1E-3,,BMP4|TGFBR1|TMEM100|TGFB1|NOTCH1|MSX1|MSX2|RBPJ|TGFB3|TGFBR2|SNAI2|SNAI1|SMAD4|FGF8|HEY2|ENG|HEYL|TGFB2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,18,ENR,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,1,1E-3,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,FALSE,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION
99,3,3,3,0.999,,1E-3,,CNTF|THBS4|CSPG4|CTF1|ANGPT1|DOK7|RIPK2|LIF|TNFRSF18|TNFSF18|VEGFB|KIT|TNK2|CD80|EFNA5|ERBB4|CASS4|FGF7|FLT3|ARHGEF2|IFNL1|NRG1|IL18|CSF1R|IL31RA|IL21|GPRC5B|ENPP2|HES1|NEDD9|BANK1|JAK2|UNC119|ANGPT4|IL15|PARP14|TGFB1|EFNA1|ABL1|LILRA5|PTPN1|VEGFA|IFNG|IL20|ADAM17|SRCIN1|IL6|OSM|IL11|PIBF1|PARP9|IL12A|ABI1|FGF10|FGFR3|ARL2BP,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,56,ENR,GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,1,1E-3,GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,FALSE,GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION
53,3,3,3,0.999,,1E-3,,KANK1|CORO1C|MYO9B|WASF1|VIL1|ENPP2|WASF2|CD44|SNX1|ARHGEF7|SNX2|CORO1B|PDPN|SRC|ABI1|ARPIN|RREB1|PLEKHO1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LAMELLIPODIUM_MORPHOGENESIS,18,ENR,GOBP_LAMELLIPODIUM_MORPHOGENESIS,1,1E-3,GOBP_LAMELLIPODIUM_MORPHOGENESIS,FALSE,GOBP_LAMELLIPODIUM_MORPHOGENESIS
78,3,3,3,0.999,,1E-3,,FYN|ADRB2|CCR2|NECAB2|GRIA1|GRIN3B|GRM7|HOMER2|CPEB4|KCNB1|CLN3|CAPN1|MEF2C|GRID1|GRIN2B|GRM1|GRIN2D|GRM5|GRM6|HOMER1|CX3CL1|GRIA2|GRID2|GRIK4|GRIN3A|PRNP|FRRS1L|IFNGR2|GRIN2A|GRIN2C|EPHB2|NLGN3|GRIA4|PTK2B|FMR1|SLC1A1|IFNG|APP|NLGN1|SSTR1|NCSTN|NRXN1|HOMER3|SHANK1|GRIN1|SHANK3|DLG4|CDK5R1|TRPM1|GRIA3|GRIK1|PLCB1|GNAQ|GRIK2|GRIK3|GRIK5|GRM2|CCL2|GRM3|GRM4|GRM8,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,61,ENR,GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,1,1E-3,GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,FALSE,GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY
44,3,3,3,0.999,,1E-3,,BMP4|AGO4|TRUB1|DGCR8|MOV10L1|PIWIL4|CELF1|DDX6|PARN|RAN|FKBP6|CLP1|LIMD1|SPEN|SPIN1|SPOCD1|ELOC|TDRD1|TDRD12|TDRD5|SMAD3|TDRD9|SNIP1|DDX17|DROSHA|EIF4G1|TDRD6|TDRD7|TERT|TDRKH|DDX5|ZNFX1|MAEL|ELAVL1|DHX9|CNOT7|SMAD2|FBXO24|FMR1|SRSF3|EIF4E2|TIAL1|ZMPSTE24|HNRNPA2B1|TP53|TEX15|HNRNPK|STAU1|HNRNPU|AGO1|AGO2|AGO3|AJUBA|ZFP36|CNOT1|CNOT10|CNOT11|SRRT|CNOT2|CNOT3|CNOT6|CNOT8|CNOT9|DND1|ELOB|EXD1|EIF4ENIF1|HELZ|METTL3|ERI1|HELZ2|PIWIL3|EZH2|TSN|TSNAX|ZC3H10|ZC3H7A|BCDIN3D|NCBP1|ZC3H7B|NCBP2|XPO5|DICER1|FXR1|GTSF1|NRDE2|TRIM71|ADAR|PABPC1|SMAD1|LIN28A|LIN28B|MOV10|HENMT1|CNOT6L|PIWIL1|STAT3|PIWIL2|PRKRA|SPOUT1|TGFB1|PNLDC1|GPAT2|ZSWIM8|DNMT3A|PUM1|DNMT3L|WTIP|SND1|NCBP3|TNRC6A|TNRC6B|TNRC6C|PUS10|ASZ1|IL6|C19ORF84|PUM2|TUT4|TUT7|EIF6|DDX4|RBM4|RIPK1|ARB2A|MORC1|NUP155|PLD6|TARBP2|TENT2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING,130,ENR,GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING,1,1E-3,GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING,FALSE,GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING
5,3,3,3,0.999,,1E-3,,DOCK10|CHRNB2|WNT3A|AGRN|CBLN2|SIX1|TLR2|NLGN4X|NRXN2|AMIGO1|NTRK1|OGT|ADGRB1|MAP1B|WNT5A|GPRASP3|MARK1|LRRTM1|PTPN13|SLITRK1|NTN1|CRIPT|PDLIM5|CLSTN2|RAP2A|LHFPL4|VLDLR|EIF4G1|SLITRK5|BDNF|SIX4|DLG5|CHD4|EPHB2|CUX2|NCKIPSD|NUMBL|NECTIN1|TRIM47|LIN7A|SRGAP2B|LIN7B|SLITRK3|LIN7C|PRICKLE1|SLC12A5|ASIC2|LZTS1|CRTAC1|CC2D1A|NAE1|NLGN1|NLGN2|CYFIP2|NRXN1|VPS35|NEDD8|PDZD11|RAB17|SRGAP2C|IL1RAPL1|ASIC1|GNA13|ST8SIA2|IGSF11|CLSTN1|COLQ|ZDHHC8|SYNDIG1|MUSK|ADGRB3|CARMIL3|ARHGAP33|SRPX2|SENP1|SIGMAR1|NEURL1|IL1RAPL2|LRFN3|LATS1|SLITRK2|ABI3|SRGAP2|EFNA5|CASKIN1|EPHA7|CBLN1|FLRT2|S1PR2|DKK1|FLRT3|EEF2K|ARHGAP12|DOCK1|MEF2C|MYCBP2|ARF6|LRFN1|LRFN4|NECTIN3|LRRC4B|UBE3B|FZD1|LRRTM2|SNCA|NTRK3|CTNNB1|PRKCA|UBE2M|VSTM5|GRID2|THBS2|NTNG2|PTPRD|GPC4|ARHGEF15|LRFN5|SEMA4C|SEMA4D|PPP1R9B|NLGN3|FGFR1|GHRL|IL1RAP|WNT7A|CRMP1|GHSR|ADNP|PTK2B|HTR4|ADGRB2|AMIGO2|SLITRK4|LINGO2|RAC1|ELMO1|LINGO4|PTPN1|CLSTN3|LRRC24|RAC3|ICAM5|LRRN1|LRRN3|PTPRS|FARP1|FLRT1|LRTM2|NEGR1|ROBO2|STAU2|RTN4|RTN4R|ARMCX5-GPRASP2|DOCK4|IQSEC2|SETD5|APP|MDGA1|EPHB1|LRP4|OXT|LRRTM3|NTRK2|SLIT1|PUM2|RHOG|TPBG|AMIGO3|SEMA4A|SLITRK6|EPHB3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY,172,ENR,GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY,1,1E-3,GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY,FALSE,GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY
13,3,3,3,0.999,,1E-3,,CASQ2|ABCD1|CHRNA1|CHRNA3|CHRNB1|CHRNB2|CNIH3|MTMR2|CHRNB4|KCNC3|CHRND|ADCY10|CHRNE|CHRNG|CLCN1|CTNNA3|DLG1|DMD|AKT1|DSC2|ATP5IF1|DSP|YWHAH|FGF12|FXYD1|GJA1|GJC1|GLRA1|SEZ6|HCN4|B2M|BID|KCNA1|KCNB2|KCND2|KCND3|CHCHD10|KCNE3|KCNE4|KCNE5|COL6A1|KCNIP1|ARRB2|GSK3A|KCNIP2|GSK3B|SLC34A1|KCNJ3|KCNJ5|KCNMA1|KCNN2|UBB|CD36|NOS1AP|P2RX6|MTOR|PKP2|DLD|RNF207|SCN10A|GABRA1|SCN1A|GABRA2|SCN1B|GABRA3|SCN2A|GABRA4|SCN3A|GABRA5|SCN3B|GABRA6|SCN4A|GABRB2|PID1|SCN4B|GABRB3|SCN5A|GABRD|SCN7A|SCN8A|GABRG2|KCNJ2|GABRG3|SLMAP|DRD2|GABRR1|GABRR2|PIEZO1|NPPA|PIEZO2|PIP5KL1|SNTA1|GLRA2|GLRA3|NPR2|GLRB|KCTD7|ARL6IP5|MTCH2|TRDN|NDP|PPA2|ANK3|GRIA3|GRIK1|GRIK2|GOT1|NDUFC2|SLC24A4|KCNJ8|SLC8A2|KCNK13|KCNK6|NDUFS6|TAC1|ATXN1|NNT|TUSC2|PANK2|PARK7|PTEN|CLN3|PINK1|PPIF|LTF|DRD4|ACTN2|GNA11|GNA14|KCNA3|KCNA4|KCNA6|KCNA7|KCNC4|GRID1|KCND1|SLC25A33|GRM1|KCNV1|GRM5|KCNV2|SNCA|NTRK3|HCN2|TNF|NTSR2|OPRD1|MPP2|NPAS4|BEST2|KCNK1|EHD3|VCP|ABL1|USP53|ABCC9|SLC1A6|SLC1A7|GBA1|SLC26A3|SLC39A8|SLC8A3|MTLN|CACNA1C|CACNA2D1|CACNB3|CHRNA10|CHRNA9|FKBP1B|NTRK2|SLC4A3|PRELID1|GRIN1|SOD2|ZMYND8|NPFF|PRKCZ|LRRK2|NPY2R|P2RX3|P2RX5|SLC8A1|TRPC5|CAV1|CAV3|CHRNA7|AKAP7|CELF4|GRIN2B|FLNA|GRIN2D|KCNF1|KCNG1|RACK1|KCNG2|RANGRF|KCNG3|KCNG4|YWHAE|KCNJ10|KCNJ11|TBX18|BIN1|KCNJ9|CUX2|KCNS1|KCNS2|KCNS3|EIF4A3|FHL1|SMAD7|FMR1|RGS4|KCNA5|KCNH5|SLC26A5|KCTD16|ASIC1|ASIC3|BAIAP2|ADORA2A|AKAP9|CCN6|TRPV1|DRD1|DSG2|SCN11A|KCNMB2|KCNMB4|GRID2|GRIN3A|LIPA|CHRM1|GRIN2A|GRIN2C|PTPN3|PARP1|PRKN|NLGN3|TREM2|GHRL|WNT7A|KCNN4|RELN|KCNQ1|HCRT|APP|DVL1|PPP3CA|KCNK2|GPRIN3|CRTC1|UCN3|NLGN4X|P2RX7|TBX5|JUP|CNR2|KCNC1|KCNH2|CREB1|PSEN1|ANK2|ATP1B2|ATP1B3|MAPK8IP2|SLC4A4|SRC|RYR2|NEDD4L|CLDN19|ALB|ADRA1A|ADRB1|BAD|ASIC2|BAK1|ZMPSTE24|BAX|ADORA1|BCL2|BCL2L1|MYOC|KCNK3|BNIP3|SHANK1|BNIP3L|SHANK3|BOK|CACNG2|CALM3|POPDC3|P2RX2|CDK5|TMEM25|RIMS1|CNTNAP1|RIMS3|RIMS4|KCNK9|RNF122|CXADR|DCN|GRIN3B|EDN1|KCNB1|KCNE1|S1PR2|SUMO1|FZD9|FGF13|GCLC|MEF2C|GCLM|GPER1|NOS1|CHRNA2|CHRNA5|CHRNA6|CHRNB3|GRIA2|GRIK4|HTR3A|HTR3B|HTR3C|HTR3D|HTR3E|IFI6|RAB3GAP1|ABCB5|P2RX4|KDR|MAPT|MFN1|WWP2|CACNA1I|PTK2B|MLLT11|CHRNA4|AKAP6|KCNH6|NALCN|CDKN2A|MUL1|MYH14|MET|KCNQ3|NRCAM|SLC8B1|GPR88|GRIK3|TACR1|TAFA4|PMAIP1|POPDC2|TMEM161B|ADRB2|KCNQ5|PRDX3|PRKAR1B|RIMS2|ASIC5|TRPM4|ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|WDR1|ATP2A2|KCNQ2|PPP2R3C|RTL10|BBS10|RGS7|CALM1|CFTR|SLC25A36|SMAD3|SSH1|KMT2A|STOX1|MTNR1B|SLC4A8|SLC17A7|BEGAIN|CHRFAM7A|SLC25A27|KIF5B|CLIC1|SLC4A11|SLC9A1|NLGN1|NLGN2|NRXN1|INSYN1|INSYN2A|NEDD4|DLG4|UCP2|GJA5|GPD1L|GRIK5|PLN|UNC13B|GABRB1|HCN1|HCN3|GRIA1|KCNC2|P2RX1|SCN2B|SCN9A|TRPA1|CBLN1|ABCC8|SPART|KCNE2|AGT|KCNK5|NETO1|STX1A|TMEM108|STX1B|SLC29A1|SLC6A4|KCNH3|KCNH4|KCNH7|KCNH8|TSPAN9|TSPO|PYCR1|KCNH1|KCNMB3|GRIA4|RGS7BP|TBC1D24|GLRX|BCO2|CNGB1|HSH2D|ABAT|CACNB4|CASR|KCNA2|GABBR1|NTSR1|CACNA1H|CLCN2|CACNA1D|CACNA1G|SOD1|DMPK|CACNB2|MECP2|NUP155|CAMK2D,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,458,ENR,GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,1,1E-3,GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,FALSE,GOBP_REGULATION_OF_MEMBRANE_POTENTIAL
,3,3,3,0.999,,1E-3,,ABRAXAS2|CAV1|REST|CASP9|CAV3|HK2|KCNJ8|SLC8A2|NPPC|NPR3|CPEB4|P2RX7|ITGAM|PINK1|PPIF|EEF2K|MAP2K3|MEF2C|SIRT5|STUB1|NOL3|EGR1|CSF1|CSF1R|CX3CL1|CX3CR1|GPR31|EEF2|NFE2L2|SQSTM1|NDNF|KCNJ11|P2RX4|UCHL1|PER2|MLYCD|STAT3|PANX1|PIK3CB|TREM2|AIFM1|MAP3K5|AQP3|SLC26A5|FAIM2|MYB|BCL2|HYOU1|RELA|RNLS|TIGAR|TP53|PANX2|GPR151|CASR|CAMK2A|P2RX2|SOS1|ROCK2|CIB1|RCAN1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_ISCHEMIA,61,ENR,GOBP_RESPONSE_TO_ISCHEMIA,1,1E-3,GOBP_RESPONSE_TO_ISCHEMIA,FALSE,GOBP_RESPONSE_TO_ISCHEMIA
49,3,3,3,0.999,,1E-3,,WRAP73|HAP1|CROCC|IFT20|IFT88|ZMYND10|BBS4|ARHGAP35|ATMIN|RAB11FIP3|CCDC88A|PPP1R35|CCP110|KCTD17|CEP120|HTT|CEP135|FUZ|MARK4|GSK3B|TTBK2|MNS1|DZIP1|RP1|SAXO1|SEPTIN7|SEPTIN9|TAPT1|ENTR1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY,29,ENR,GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY,1,1E-3,GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY,FALSE,GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY
125,3,3,3,0.999,,1E-3,,PPARG|ITGB3|CFLAR|TNFRSF1A|ZNF469|CARMIL2|PDPN|CST3|AGT|FSCN1|COL6A1|FAP|EFEMP2|RGCC|SMAD3|LAMA1|LAMC1|LAMA2|LAMB1|LAMB2|TGFBR3|MELTF|TNXB|NID1|CLASP1|CLASP2|SMAD4|STAT3|TIE1|LRP1|ANGPTL7|TGFB1|NOTCH1|DDR2|ABL1|FGFR4|DPP4|RECK|AEBP1|SLC2A10|TNFRSF1B|CHADL|EMILIN1|AXIN2|RIC1|ADTRP|DDR1|IER3IP1|TGFBR1|TIMP3|ANTXR1|IL6|BMP2|COLGALT1|RUNX1|RB1|TCF15|HAS2|SOX9|PRDM5|TGFB2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,61,ENR,GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,1,1E-3,GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,FALSE,GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION
17,3,3,3,0.999,,1E-3,,THBS1|ACVRL1|RPS6|FAM107A|TLR2|PHLDB2|DLC1|CLSTN3|ITGB1BP1|ARHGAP6|EPHA7|PTEN|WNT5A|CBLN1|ROCK1|ROBO2|DKK1|ACE|PTPN13|RCC2|DUSP22|APOD|CORO1C|MMP14|SLIT1|TNF|ROCK2|SRC|IKBKB|CLASP2|DMTN|IL1B,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,32,ENR,GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,1,1E-3,GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,FALSE,GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY
4,3,3,3,0.999,,1E-3,,BMP4|WNT11|PKD1|GATA3|PAX2|OSR1|HNF1B|PKD2|EFNB2|EPHA7|WNT9B|GREB1L|LHX1|EPHA4|GPC3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEPHRIC_DUCT_DEVELOPMENT,15,ENR,GOBP_NEPHRIC_DUCT_DEVELOPMENT,1,1E-3,GOBP_NEPHRIC_DUCT_DEVELOPMENT,FALSE,GOBP_NEPHRIC_DUCT_DEVELOPMENT
37,3,3,3,0.999,,1E-3,,WNT3A|SGPP2|ATP5F1A|DLG1|AKT1|ATP5IF1|NUS1|RUNX2|B2M|DEAF1|BID|DLX5|DLX6|DSC1|EGFL7|FGFBP1|CEBPB|IRF6|KRT4|LAMA5|PDGFB|MAGED1|PAX6|MCC|PDCD10|SDR16C5|MTSS1|NKX2-8|NRAS|OSR2|SAAL1|SERPINB5|SLURP1|HMGB1|WDR13|BTK|IGF1|IGF2|IRS2|EPHA2|ATOH8|LEP|SIX4|CEACAM1|NR1D1|CLEC12B|TIE1|PIK3CB|PIK3CD|CYBA|SCN5A|DAB2IP|DRD2|DUSP10|PKHD1|ESR1|SOX11|PRDM1|FUT2|RAP1GAP|MMRN2|NOTCH2|ERBB3|ST8SIA1|PLCG1|C1ORF54|FA2H|CDH13|NUPR1|EAF2|LGR4|FGF7|SCARB1|HMGN1|BMP6|NRP2|MMP12|PRKCA|PROK2|TNF|DAB2|NLRC3|MED1|PDPK1|XBP1|MAP2K2|GDF5|PAX2|TBX1|ZNF703|SIDT2|REG3G|SHH|NR4A3|NCSTN|FSHR|EGFR|EYA1|JUN|FGF10|STAT5A|APOE|APOH|CAV1|HMGA2|ANGPT1|ERRFI1|PDCD6|TNFAIP3|FUT1|PRKX|MAP2K5|PRKD1|RUNX3|SERPINB1|IGFBP5|NKX2-3|RAB33B|GATA2|HLX|KLF9|SERPINF1|SLC39A9|PRKDC|BRCA2|CDK6|CDKN1C|CDKN2B|CRNN|DLL4|KRIT1|ERN1|ESRP2|IFT172|OSR1|IFT52|SIRT1|ID2|A4GNT|HMGB2|IFT57|ANGPTL8|MTA3|HMX2|OVOL1|HOXA5|AREG|SFRP1|WDR48|TBX2|ACVRL1|TP63|CNMD|JAG1|CASK|CD109|AGGF1|UHRF1|COL4A3|EPPK1|EXTL3|CDKN1A|CDKN1B|HSPG2|FAP|JCAD|MYDGF|PROK1|PTPRM|CTNNB1|DACH1|IQGAP3|TCF7L2|HES1|SPARC|ARX|GRN|LIPA|VASH2|MAP2K1|NME1|NME2|EREG|GPC3|CLDN18|STAT3|BTRC|TNFSF12|TGFB1|NOTCH1|FGF2|FGFR1|GHRL|NRP1|WNT7A|GHSR|FABP7|GLI1|KLK8|RPS6KA1|ADAM17|ACVR2A|ROBO1|AIMP1|ALOX5|ARNT|SEMA5A|NFIB|IL10|IL6|B4GALT1|APELA|TEK|BMP5|BMPER|POLD4|C5AR1|CALCA|FLCN|MAPK1|CCL11|FAM3C|PURA|AGTR1|CCL2|FRS2|SOX9|CCL24|CCL26|GPBAR1|BMP4|MYC|HIF1A|CCL5|PGR|VDR|CLDN1|SIX1|CCN3|FGF9|KRT2|CD34|PDX1|EFNB2|CDC42|PRKD2|PPARD|HPN|NKX3-1|PSEN1|RBPJ|RGCC|RPTOR|CXCL12|SIRT6|CXCR3|OVOL2|STAT6|CYP7B1|SMO|DBH|STK3|STK4|TINF2|AKT3|PTCH1|FST|FZD7|ECM1|THAP1|IGFBP3|KDF1|IGFBP4|EDNRB|VEGFA|SRSF6|PROX1|BTBD10|AR|BAD|BAK1|BAX|BMPR2|PDCL3|FLT1|BCL2L1|AQP11|ITGB3BP|BCL2L2|SP1|GATA3|SAV1|NR2F2|TACSTD2|OR51E2|GPR15LG|CAV2|TRIM24|RB1|IL12A|IL17A|EMC10|ZFP36|ERBB2|ITGA4|FGFR2|ITGB3|HRAS|JAML|KIT|PPP1R16B|WDR77|ERBB4|ITGB1BP1|WNT10B|NKX6-1|FMC1|TNMD|ANG|MEF2C|MDK|NGFR|MMP14|NCF1|GPX1|HDAC6|HGF|NR4A1|LAMC1|LOXL2|HES5|NF1|SFRP2|FOXP2|CDC73|IHH|KDR|VASH1|PYGO2|WNT16|PTN|RETNLB|HSF1|SNAI2|CCR3|RTN4|EGR3|CDKN2A|ENG|FGF1|TGFBR1|FGF16|FGF18|SCG2|PLXNB3|NRARP|EGF|EPGN|TACR1|STXBP4|TGFB2|THBS1|SYNJ2BP|THBS4|TGFA|PPARG|TNFSF11|ZFP36L1|CFLAR|ODAM|VEGFB|MYCN|VEGFC|IFT80|LIMS1|WNT5A|ZNF580|CCND1|CDK4|SFN|PTPRK|SMAD3|TFAP2C|HNF1B|ZNF304|TGFBR3|CDH3|NOX5|NKX2-5|PHB2|ANGPT4|FBXW7|APLN|APLNR|HMOX1|ZEB1|RASGRF1|NOG|WNT2|FGL1|C6ORF89|NOD2|LGR5|SCAND3|TGM1|PEX2|STK11|COL8A2|RAF1|HAS2|APOA1|PTPRN|KDM5B|PRL|COL8A1|BMPR1A|INTU|IL12B|EPB41L4B|IFT74|LAMB1|LIMS2|F3|ISL1|FERMT1|FLT4|RREB1|ZEB2|GATA6|IL26|MARVELD3|BGLAP|YAP1|HTR2B|BCL11B|TMIGD1|RICTOR|NODAL|NFKBIZ|ALDH1A2|VSTM4|STAT1|SULF1|SULF2|LRG1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,445,ENR,GOBP_EPITHELIAL_CELL_PROLIFERATION,1,1E-3,GOBP_EPITHELIAL_CELL_PROLIFERATION,FALSE,GOBP_EPITHELIAL_CELL_PROLIFERATION
