__mclCluster,EnrichmentMap::-log10(pvalue) (non_mouse_down),EnrichmentMap::-log10(pvalue)*sign(NES) (non_mouse_down),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (non_mouse_down),EnrichmentMap::ES (non_mouse_down),EnrichmentMap::fdr_qvalue (non_mouse_down),EnrichmentMap::fwer_qvalue (non_mouse_down),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (non_mouse_down),EnrichmentMap::pvalue (non_mouse_down),name,selected,shared name
15,2.40823996531185,2.40823996531185,2.40823996531185,0.99609375,,3.8744144000000001E-2,,KLKB1|PLAT|PLAU|F2|SERPINF2|THBS1|SERPING1|ANXA2|PLAUR|APOH|FGA|FGB|CPB2|SERPINE1|FGG|F11|F12|HRG|PLG|PROS1|TMPRSS6|VTN,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_FIBRINOLYSIS,22,ENR,GOBP_FIBRINOLYSIS,1,3.90625E-3,GOBP_FIBRINOLYSIS,FALSE,GOBP_FIBRINOLYSIS
11,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,9.0383727000000001E-4,,NEDD4|NEDD4L|P2RX7|MCOLN1|OSR1|PCSK9|PKD2|SLC12A2|SLC13A2|SLC13A3|SLC9A9|PRSS8|GPD1L|PTPN3|RANGRF|SLC17A7|SLC17A8|SLC4A4|SCN1B|SCN2B|SCN3B|SCN4B|SCN5A|SCNN1B|SLC8A1|SLC9A1|SLC9A6|SLMAP|SNTA1|ATP12A|SLC23A1|ATP1A1|CNGA1|STK39|CNNM4|TESC|NPPA|TMEM168|HCN2|HCN3|HCN4|KCNK3|MCOLN3|NALCN|WNK1|WNK2|WNK4|YWHAH|SCN3A|SCN4A|SCN7A|SCN8A|SCN9A|SCNN1A|SCNN1G|SLC12A1|SLC12A3|SLC13A1|SLC20A1|SLC20A2|SLC38A4|SLC38A5|SLC24A1|SLC24A2|AGRN|SLC24A3|SLC24A5|SLC28A3|SLC34A1|ATP2B4|SLC34A2|SLC34A3|TRPM4|SLC41A1|SLC41A3|ANK3|SLC5A1|ANO6|SLC4A10|ARF1|PLCB1|SLC4A11|SLC5A2|SLC5A3|ATP1B2|SLC4A5|ATP1B3|SLC4A8|SLC4A9|SLC6A18|ATP4A|SLC6A19|SLC5A6|SLC6A2|SLC6A4|SLC6A12|SLC8A2|SLC6A13|SLC9A2|SLC6A14|SLC9A3|SLC6A15|SLC9A4|SLC4A7|SLC6A17|SLC9A5|SLC6A20B|SLC9A7|SLC6A6|SLC9A8|SLC6A7|TPCN1|SLC6A8|TPCN2|SLC6A9|TRPM2|TRPM5|CAMK2D|CAV3|CFTR|SLC38A2|CNKSR3|COMMD1|BPIFA1|DMD|DRD4|FGF12|FGF13|FXYD1|FXYD2|FXYD3|FXYD4|FXYD5|FXYD6|FXYD7|ATP1A3|GRIN1|SLC38A1|GRP|KCNK1|ATP1A2|ATP1B1|KCNQ1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,143,ENR,GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,1,0,GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,FALSE,GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT
8,1.8521312996433601,1.8521312996433601,1.8521312996433601,0.98594377499999997,,6.4493030000000007E-2,,CTNS|RGS2|SFXN1|SFXN2|SFXN3|SLC38A10|SLC7A12|SLC13A3|PSEN1|SLC17A7|RGS4|SLC17A8|SLC1A1|PRKCD|SLC1A2|SLC1A4|SLC1A5|SLC1A6|TNF|UCP2|SLC22A2|SLC36A2|SLC25A15|SLC25A26|SLC25A29|SLC25A38|SLC16A2|SLC11A1|SLC15A4|SLC25A13|SLC36A1|SLC36A3|SLC36A4|SLC38A3|SLC22A4|SLC38A4|SLC38A5|SLC38A6|SLC38A7|SLC38A9|ARG1|ARG2|SLC3A1|SLC3A2|SLC43A1|SLC43A2|SLC38A11|SLC47A1|SLC6A18|SLC1A3|SLC25A22|SLC6A13|SLC6A14|SLC6A20B|SLC6A6|SLC6A7|SLC6A9|SLC7A1|SLC7A10|SLC7A13|SLC7A14|SLC7A2|SLC7A3|SLC7A4|SLC7A5|SLC7A6|SLC7A8|SLC7A9|SLC38A2|AGT|CLN3|PER2|TSPO2|TTYH1|TTYH2|TTYH3|ACE2|SLC25A12|ARHGEF11|ARL6IP1|ARL6IP5|SLC25A2|SLC38A1|CLN8|SLC7A11|SLC7A7|ITGB1|GFAP|GRIK1|LRRC8A|LRRC8B|LRRC8C|LRRC8D|LRRC8E|KCNJ10|MFSD12|NFKBIE,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,97,ENR,GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,1,1.4056225E-2,GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,FALSE,GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT
,2.0261245101441698,2.0261245101441698,2.0261245101441698,0.99058380400000001,,5.4360619999999998E-2,,DEFB25|IFNG|CCR7|HMGB1|CD36|TLR9|HSPD1|CLEC7A|NOD2|IL12B|FLT3|MAPK11|REL|TLR6|TIRAP|IL23A|TLR2|IL23R|TLR4|AGER|LTB|IDO1|SYK|TLR3|RELA|IRF8|IRF1|TNFSF18|TNFSF4|PLCG2|TRAF6|LAPTM5|CCL19|IL16|ISL1|MAPK14|UNC93B1|PLCB1|MDK|H2-M3|CD40|TNFSF9|CD40LG,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,43,ENR,GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,1,9.4161959999999999E-3,GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,FALSE,GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION
8,1.9956351989404899,1.9956351989404899,1.9956351989404899,0.98989899000000003,,7.3064690000000002E-2,,SLC31A1|SLC39A11|SLC39A12|RGS2|SLC39A4|SLC39A6|STEAP2|TRPM1|P2RX1|SHOC2|P2RX5|PPP3CA|SLC12A2|PPP3CB|SLC15A2|PPP3CC|SLC9A9|PPP3R1|PRNP|PSEN1|SLC27A5|RGS4|SLC17A8|SLC19A1|SLC1A1|PRKCD|SLC1A2|SLC1A4|SLC1A5|SLC1A6|CACNA1S|TNF|TRPV4|SCN5A|SLC22A2|SLC30A1|SLC36A2|AKT2|SCNN1B|SLC8A1|SLC9A1|SLC9A6|ABCC9|ATP12A|ATP1A1|IFNG|SLC16A2|HCN2|HCN4|SLC15A4|ACSL5|SLC2A10|WNK1|SLC2A5|WNK2|WNK4|SCNN1A|SCNN1G|SLC39A10|KCND3|SLC12A1|SLC36A1|SLC12A3|SLC38A3|SLC22A4|SLC38A4|ADRB1|SLC38A5|ADRB2|SLC24A2|AGTR1A|ARG1|SLC39A14|ARG2|AKAP5|SLC34A1|SLC3A2|SLC43A1|SLC43A2|TRPM4|SLC27A1|SLC46A1|ANK3|SLC46A2|SLC5A1|SLC47A1|SLC5A2|ATP1B2|ATP1B3|ATP4A|SLC5A6|SLC1A3|SLC8A2|SLC6A13|SLC9A2|CACNA1C|SLC6A14|SLC9A3|CACNA1D|SLC9A4|CACNA1F|SLC9A5|SLC6A20B|SLC9A7|SLC6A6|SLC6A7|SLC6A9|TRPM2|ACSL1|SLC7A1|IRS2|ACSL6|SLC7A2|SLC7A3|SLC15A3|SLC7A5|SLC28A1|SLC7A8|SLC38A2|AGT|PER2|DLG1|THBS1|ABCC1|AKT1|TSPO2|ACE2|FXYD2|AQP8|ARHGEF11|ARL6IP1|ARL6IP5|ATP1A3|FYN|CAV1|CACNA1A|PAWR|SLC30A8|CD36|SLC39A5|SLC38A1|CLN8|GRM6|SLC39A8|SLC7A11|TRPV6|TRPV2|SLC2A1|SLC30A5|ITGB1|GFAP|ISCU|KCNE2|LRP2|KCNH2|LRRC8A|LRRC8B|LRRC8C|LRRC8D|LRRC8E|KCNJ1|KCNJ10|KCNJ11|KCNJ12|KCNJ13|KCNJ15|KCNJ16|SLC12A5|KCNJ2|KCNJ5|KCNJ6|KCNJ8|ATP1A2|ATP1B1|KCNN4|SLC11A2|KCNQ1|LCN2|CACNA1E|KCNK5|SLC12A4|SLC15A1|SLC12A6|MS4A1|SLC12A7|SLC12A8,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,186,ENR,GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,1,1.0101010000000001E-2,GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,FALSE,GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE
2,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,1.8572024E-3,,IL4I1|IYD|PAH|ATP7A|GSTZ1|THAP4|TTC36|FAH|HGD|PCBD1|PCBD2|DCT|HPD|TAT|TH,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_TYROSINE_METABOLIC_PROCESS,15,ENR,GOBP_TYROSINE_METABOLIC_PROCESS,1,0,GOBP_TYROSINE_METABOLIC_PROCESS,FALSE,GOBP_TYROSINE_METABOLIC_PROCESS
4,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,6.4807255000000003E-3,,BCL2|TSC2|CD70|CD79A|RAG2|TYROBP|VAV3|MEF2C|WNT3A|IRS2|NCKAP1L|CD19|NFKBIZ|CTLA4|AHR|CD180|TIRAP|BMI1|CD300A|PTEN|PTPRC|TLR4|NFATC2|PKN1|EPHB2|IKZF3|PRKCD|IL21|IL5|IL7|RC3H1|CD38|FOSL2|TNFRSF21|CHRNB2|GAPT|BAX|PLCL2|MIF|SASH3|CD74|PAWR|ATM|IL4|SIGLECG|PELI1|TLR9|PRLR|CD81|HSPD1|CDKN2A|CFB|RASGRP1|ADA|IL13|CR2|IL2|CASP3|SHB|TFRC|SLC39A10|TNFRSF13B|IL10|TNFRSF13C|ATAD5|IL7R|BST1|IL9R|INPP5D|TNFSF13|ABL1|BCL6|CARD11|FCGR2B|TNFSF13B|BTK|BTLA|CD22|CD320|GPR183|PCYT1A|TCF3|CDKN1A|CD24A|CD27|TICAM1|LEF1|TNFRSF4|LYN|CD40|CD40LG,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_B_CELL_PROLIFERATION,91,ENR,GOBP_B_CELL_PROLIFERATION,1,0,GOBP_B_CELL_PROLIFERATION,FALSE,GOBP_B_CELL_PROLIFERATION
,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,4.2219979999999997E-2,,BIRC5|HNRNPU|CDCA8|BECN1|CENPE|INCENP|APC|NEK2|AURKB|SIRT1|KAT5|SIRT2|CCNB1|CDK1|RACGAP1|RCC2|SPAG5|ECT2|CDC42|KAT2B,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,20,ENR,GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,1,0,GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,FALSE,GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE
,2.7084209139887099,2.7084209139887099,2.7084209139887099,0.99804305289999995,,1.3104029E-2,,UOX|DPYD|UPB1|DCTPP1|UPP1|UPP2|XDH|DPYS|NT5C|DUT|NT5C2|NT5C3|NT5M|ADA|NUDT15|NUDT16|PNP|NUDT18|GDA|CDA|SAMHD1|DERA,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS,22,ENR,GOBP_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS,1,1.9569471000000001E-3,GOBP_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS,FALSE,GOBP_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS
,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,2.024366E-2,,KRT78|KRT1|KRT79|KRT6A|KRT80|KRT81|KRT84|KRT85|ABCA12|KRT86|CDSN|CDH3|CNFN|HRNR|KAZN|LCE1A2|CYP26B1|PPHLN1|SPRR1A|SHARPIN|SPRR1B|SPRR2B|SPRR2F|SPRR2G|SPRR2H|SPRR2I|SPRR2K|SPRR3|TGM1|TGM3|TMEM79|IL1A|PPL|SFN|EVPL|KRT16|KRT17|KRT2|KRT4|KRT5|KRT6B|IVL|KRT7|KRT75|KRT76|KRT77,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_KERATINIZATION,46,ENR,GOBP_KERATINIZATION,1,0,GOBP_KERATINIZATION,FALSE,GOBP_KERATINIZATION
15,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,5.8960695999999996E-3,,KLK1B9|KLKB1|PLAT|PLAU|PRSS12|S100A10|SERPINF2|PLAUR|PGK1|SERPINE1|CTSH|ENO1|C1RA|HP|SERPINE2|C1RB|OMA1|C1RL|GGT1|THBS1|ANXA2|APOH|FGA|CLEC3B|FGB|CPB2|CTSL|CTSZ|FGG|CUZD1|DHCR24|F11|F12|F9|FURIN|HGFAC|HPN|KLK1|KLK1B11|KLK1B21|KLK1B22|MMP14|KLK1B27|KLK1B3|KLK1B4|KLK1B5,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_ZYMOGEN_ACTIVATION,46,ENR,GOBP_ZYMOGEN_ACTIVATION,1,0,GOBP_ZYMOGEN_ACTIVATION,FALSE,GOBP_ZYMOGEN_ACTIVATION
1,2.4005380048094001,2.4005380048094001,2.4005380048094001,0.99602385699999996,,3.753795E-2,,NGF|P2RX7|P2RX1|P2RX4|P2RX5|PDPK1|PKD2|PLN|PML|PPP3CA|PPP3CB|PPP3CC|PPP3R1|PRKCE|PRKD1|PRNP|PSEN2|PTGER3|PTK2B|PTPN6|PTPN22|RAPGEF3|REM1|GSTM7|RGS9|SNCA|RYR2|UCP2|SESTD1|SLC8A1|SLC9A1|SLN|SPG7|BAX|SRI|STAC|STAC2|STAC3|STIM1|STIM2|MYO5A|XCL1|SUMO1|TGFB2|NPPA|THY1|TLR9|TMBIM6|TMEM38A|TRDN|TRPC1|TRPC3|TSPAN13|UBASH3B|UBQLN1|UBR3|CHD7|VMP1|PLP1|YWHAE|FMR1|PDE4D|ABL1|ADRB1|ADRB2|AFG3L2|AGTR1A|AHNAK|AKAP5|P2RY6|AKAP6|ANK2|APLNR|ASPH|ATG5|ATP2A1|BAK1|BCL2|BDKRB1|BMP4|CACNA1C|CACNA1D|CACNA1F|CACNA2D1|CACNB1|CACNB2|CACNB3|CACNG1|CALM1|TGFB1|CALM2|CALM3|CAMK2D|CAPN3|CASQ1|CASQ2|CAV3|CD19|CD4|CLEC4B1|DBI|AHR|CORO1A|CXCR3|CYBA|PIK3CG|DHRS7C|DMD|DRD4|DYSF|HTT|AKT1|EDNRA|EHD3|F2R|F2RL3|PLCG1|FBXO11|PLCG2|FCRL5|FGF14|FKBP1A|FKBP1B|FYN|CAV1|GJC2|GNB5|GPR35|GPR39|GRIN1|GRM6|GSTO1|HAP1|HPCA|HRC|HSPA2|IL13|NOL3|ITGB3|JPH2|JPH3|JSRP1|CX3CL1|CXCL10|TMEM38B|CXCL11|CXCL9|VDAC1|G6PDX|F2|BIN1|GIMAP3|ATP1A2|GIMAP5|ATP1B1|KCNN4|LIME1|CACNB4|LYN|ADCYAP1R1|MS4A1|MS4A2,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,162,ENR,GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,1,3.9761429999999997E-3,GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,FALSE,GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT
,2.7075701569889801,2.7075701569889801,2.7075701569889801,0.99803921559999997,,4.97137E-2,,KRT1|EVPL|KRT10|DSP|THBS1|KRT2|SPRR1A|ANXA1|ABCA7|TGM1|COL3A1|TGM3|F13A1|STFA1|STFA2|STFA2L1|IVL|STFA3|FN1|TGM2,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_PEPTIDE_CROSS_LINKING,20,ENR,GOBP_PEPTIDE_CROSS_LINKING,1,1.9607843999999998E-3,GOBP_PEPTIDE_CROSS_LINKING,FALSE,GOBP_PEPTIDE_CROSS_LINKING
12,1.8512583500219599,1.8512583500219599,1.8512583500219599,0.98591549300000003,,7.9269803999999999E-2,,KRT1|KRT6A|PKP2|PPL|AGFG1|AGFG2|BFSP1|SOD1|BFSP2|DES|DNAJB6|EPPK1|INA|KLHL24|SYNM|KRT10|KRT12|RAF1|KRT13|ATF2|KRT14|ATP8A2|KRT15|KRT16|KRT17|KRT2|KRT20|KRT23|KRT24|KRT25|KRT27|KRT31|KRT32|KRT33A|KRT33B|KRT34|KRT35|KRT36|KRT4|KRT42|KRT5|KRT6B|KRT7|KRT75|KRT76|KRT77|KRT78|KRT79|KRT80|KRT81|KRT84|KRT85|DSP|KRT86|CLN8|NEFH|NEFL|ATXN3|NEFM|CSNK1A1|PRPH|DST|SHH|FAM83H|TCHH|KRT18|VIM|MACF1|NDEL1|NES|SYNC|TOR1A|GFAP|KRT19|PLEC|VPS54|EVPL|PKP1|MTM1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,79,ENR,GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,1,1.4084507E-2,GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,FALSE,GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS
,1.9628426886711099,1.9628426886711099,1.9628426886711099,0.98910675400000003,,4.1727729999999998E-2,,CAR12|CAR4|UMOD|CAR14|HBA-A1|SLC12A1|HBB-BH1|POU3F3|RHAG|RHBG|AQP6|RHCG|SLC14A1|SLC14A2|AQP1|AQP3|AQP4|AQP7|AQP8|AQP9|CAR2|UPK3A|AQP5,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_ONE_CARBON_COMPOUND_TRANSPORT,23,ENR,GOBP_ONE_CARBON_COMPOUND_TRANSPORT,1,1.0893246000000001E-2,GOBP_ONE_CARBON_COMPOUND_TRANSPORT,FALSE,GOBP_ONE_CARBON_COMPOUND_TRANSPORT
,2.3847117261093702,2.3847117261093702,2.3847117261093702,0.99587628849999998,,4.0091753000000001E-2,,PCK1|ALDOA|PGAM1|PGK1|SLC25A10|ENO1|MDH1|MDH2|BMP2|BMP5|BMP6|PCX|CACNA1H|CLCN2|DAB2|DKK3|GAPDH|TKT|TPI1|KDM3A|GPD1|REST|WNT4|PNPO|PDXK,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS,25,ENR,GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS,1,4.1237115000000001E-3,GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS,FALSE,GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS
5,2.2463344253355002,2.2463344253355002,2.2463344253355002,0.99432892260000005,,2.1571340000000001E-2,,EXOSC10|PWP2|RPS13|RPS15|RPS17|RCL1|RPS19|FBL|FCF1|RIOK1|RPS21|RIOK2|RPS23|RIOK3|RPS25|RPS4X|RPS6|RPS7|RPS8|RPS9|RPP40|RPSA|RPS19BP1|RPS27L|GTF2H5|HEATR1|RRP36|RRP7A|RRP9|RRS1|IMP3|IMP4|RPS11|MRPS7|RPS12|RPS14|RPS15A|RPS16|KRI1|RPS24|KRR1|RPS27|RPS27A|RPS28|RPS5|LSM6|LTV1|MCAT|METTL17|MPHOSPH10|SRFBP1|AATF|ABT1|NAT10|BMS1|SURF6|NGDN|BYSL|TBL3|TRMT112|NOB1|TSR1|TSR2|NOL10|NOL11|NOL6|NOL7|NOM1|NOP14|DCAF13|UTP15|UTP18|NOP56|UTP20|FAU|NOP58|UTP23|NPM1|UTP3|UTP6|WDR3|WDR36|WDR43|WDR46|WDR75|DDX52|PNO1|XRCC5|DHX37|DIMT1|PRKDC|DNTTIP2|EMG1|ERAL1|ERCC2,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,95,ENR,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,1,5.6710774000000002E-3,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,FALSE,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS
7,2.2388820715433599,2.2388820715433599,2.2388820715433599,0.99423076899999996,,4.2260310000000002E-2,,RGS2|RBM10|RPS6KB1|CDK9|BECN1|NDUFS4|P2RX4|MEF2C|NOTCH1|PPARA|PPP3CA|ADRA1A|AIF1|AKAP1|BMP2|RGS4|AR|SMAD3|ASB2|ATP2A2|CACNA1S|TRIM63|SCN5A|CAMTA2|FDPS|SLC9A1|MYH6|MYH7|TOMM70A|CMYA5|CTDP1|DAG1|NPPA|NPPB|ACTA1|ECE1|SLC25A4|EZH2|FBXO32|NFATC3|FOXO1|TRPC3|GATA4|NR4A3|CFLAR|GATA5|GLRX3|GTF2IRD1|GTF2IRD2|HAND2|HEY2|IGFBP5|INPP5F|PPARG|JARID2|PARP1|DDX39B|KDM4A|MYOD1|KLF15|ADCY10|KLF4|TNFRSF1B|MYOZ1|LMCD1|MYOZ2|PDE5A|ADRB1|PDE9A|MSTN|MTMR4|SIRT1|AKAP6|ATP2B4|MTPN|SMAD4|TCAP|MYOC|TNNT1|NFATC1|GSK3A|GSK3B|TNFRSF1A|BMP4|IGF1|ERRFI1|PARP2|GATM|PI16|PIN1|PRKCA|CAMK2D|CASQ1|PTK2|CAV3|MTOR|ROCK1|ROCK2|AGT|SGCA|SMAD1|CYBA|SRL|STUB1|DMD|ACTN3|TBCE|TEAD1|TNNC1|PRKAG3|TNNI1|TRIP10|TWF1|YY1|ZFP418|ACACB|FOXO3|FOXP1|NOL3|GSN|EP300|ADK|G6PDX|MYOG|LMNA|GATA6|NR3C1|HDAC4|MEF2A|KCNN4|PAK1|HAMP|HAMP2|NOS3|EDN1,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_MUSCLE_ADAPTATION,135,ENR,GOBP_MUSCLE_ADAPTATION,1,5.7692309999999997E-3,GOBP_MUSCLE_ADAPTATION,FALSE,GOBP_MUSCLE_ADAPTATION
2,2.7084209139887099,2.7084209139887099,2.7084209139887099,1,,2.8007527E-5,,ACMSD|PAH|SPR|GSTZ1|THAP4|HAAO|TTC36|AFMID|HGD|DCT|HPD|QDPR|QPRT|IDO1|IDO2|IL4I1|KMO|IYD|KYNU|ATP7A|NMNAT2|FAH|NADSYN1|PCBD1|GCDH|PCBD2|TAT|TDO2|TH,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_ERYTHROSE_4_PHOSPHATE_PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,29,ENR,GOBP_ERYTHROSE_4_PHOSPHATE_PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,1,0,GOBP_ERYTHROSE_4_PHOSPHATE_PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,FALSE,GOBP_ERYTHROSE_4_PHOSPHATE_PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS
4,1.78621887745178,1.78621887745178,1.78621887745178,0.98364008199999997,,9.0764709999999998E-2,,BCL2|IL4|PELI1|TLR9|VAV3|PRLR|CD81|MEF2C|WNT3A|IRS2|ADA|NCKAP1L|IL13|IL2|TIRAP|BMI1|PTPRC|TLR4|TFRC|SLC39A10|NFATC2|EPHB2|TNFRSF13C|ATAD5|BST1|TNFSF13|BCL6|CARD11|TNFSF13B|IL21|BTK|IL5|IL7|CD320|CD38|GPR183|TCF3|CDKN1A|CHRNB2|TICAM1|TNFRSF4|MIF|CD40|SASH3|CD40LG|CD74,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION,46,ENR,GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION,1,1.6359918000000001E-2,GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION,FALSE,GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION
,2.2329961041817401,2.2329961041817401,2.2329961041817401,0.99415204670000001,,5.0845700000000001E-2,,PARP1|SLC6A4|DRD4|SNCA|FADD|ADRA1B|BDNF|HOMER1|HOMER2|CREBBP|PPP1R1B|SDK1|CDK5|EHMT2|FOSB,https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE,15,ENR,GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE,1,5.8479533E-3,GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE,FALSE,GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE
