Unnamed: 0,Embryoblast,Germ layer-specific,Tissue-specific,Adult-specific
TSP1,0.0006168113084974,0.000557283643256,0.0002531414960065,0.0003686372414362
TSP14,0.000438217702354,0.0005895525092296,1.2253283206969126e-05,0.0001221777351716
TSP2,0.0010718356910899,0.0008449865336092,4.9319111488075445e-05,0.0001702270339046
TSP7,0.0003883827988649,0.0007581644644848,6.25665335431213e-05,0.0001696243263468
