Unnamed: 0,Embryoblast,Germ layer-specific,Tissue-specific,Adult-specific
TSP1,34.34602957925776,31.03133848491655,14.09572942292036,20.526902512905338
TSP14,37.816960888487074,52.27294101950059,0.8214665392627776,9.088631552749558
TSP2,50.39150461569406,37.0625899445076,2.814689632544718,9.731215807253626
TSP7,28.91865437021749,53.33656504800612,5.243151084642686,12.50162949713371
