donor,age_yr,cell_type,mutations,callable_sites,burden_per_bp,burden_per_kb
TSP5,40,capillary_endothelial_cell,0,61944,0.0,0.0
TSP5,40,classical_monocyte,0,198310,0.0,0.0
TSP5,40,club_cell,0,18191,0.0,0.0
TSP5,40,common_myeloid_progenitor,0,3997,0.0,0.0
TSP5,40,conjunctival_epithelial_cell,137,26530142,5.163937682655449e-06,0.005163937682655449
TSP5,40,corneal_epithelial_cell,9,2998141,3.0018601526746074e-06,0.0030018601526746076
TSP5,40,dendritic_cell,1,306462,3.263047294607488e-06,0.003263047294607488
TSP5,40,effector_CD4-positive_alpha-beta_T_cell,0,67060,0.0,0.0
TSP5,40,effector_CD8-positive_alpha-beta_T_cell,0,55966,0.0,0.0
TSP5,40,endothelial_cell,0,86740,0.0,0.0
TSP5,40,endothelial_cell_of_artery,0,6443,0.0,0.0
TSP5,40,endothelial_cell_of_hepatic_sinusoid,0,6874,0.0,0.0
TSP5,40,endothelial_cell_of_vascular_tree,0,51756,0.0,0.0
TSP5,40,epithelial_cell,0,32281,0.0,0.0
TSP5,40,erythrocyte,0,131747,0.0,0.0
TSP5,40,erythroid_progenitor_cell,0,6069,0.0,0.0
TSP5,40,eye_photoreceptor_cell,117,24186275,4.83745430001106e-06,0.00483745430001106
TSP5,40,fast_muscle_cell,0,4459,0.0,0.0
TSP5,40,fibroblast,1,480342,2.081850015197505e-06,0.0020818500151975053
TSP5,40,granulocyte,0,12094,0.0,0.0
TSP5,40,hematopoietic_stem_cell,0,5010,0.0,0.0
TSP5,40,hepatocyte,0,51057,0.0,0.0
TSP5,40,innate_lymphoid_cell,0,30688,0.0,0.0
TSP5,40,intermediate_monocyte,0,7782,0.0,0.0
TSP5,40,keratinocyte,0,83781,0.0,0.0
TSP5,40,keratocyte,12,5180058,2.31657637810233e-06,0.00231657637810233
TSP5,40,leukocyte,0,32120,0.0,0.0
TSP5,40,lung_ciliated_cell,0,21036,0.0,0.0
TSP5,40,lung_microvascular_endothelial_cell,0,16169,0.0,0.0
TSP5,40,macrophage,1,1194704,8.370274143218739e-07,0.000837027414321874
TSP5,40,mast_cell,0,20422,0.0,0.0
TSP5,40,mature_NK_T_cell,0,134903,0.0,0.0
TSP5,40,memory_B_cell,1,139880,7.148984844152131e-06,0.007148984844152131
TSP5,40,mesenchymal_stem_cell,0,427766,0.0,0.0
TSP5,40,monocyte,0,878824,0.0,0.0
TSP5,40,myofibroblast_cell,0,46029,0.0,0.0
TSP5,40,naive_B_cell,0,96918,0.0,0.0
TSP5,40,naive_thymus-derived_CD4-positive_alpha-beta_T_cell,0,45994,0.0,0.0
TSP5,40,naive_thymus-derived_CD8-positive_alpha-beta_T_cell,0,10725,0.0,0.0
TSP5,40,neutrophil,0,266572,0.0,0.0
TSP5,40,non-classical_monocyte,0,18039,0.0,0.0
TSP5,40,pericyte,0,49153,0.0,0.0
TSP5,40,plasma_cell,0,216871,0.0,0.0
TSP5,40,pulmonary_alveolar_type_1_cell,0,3586,0.0,0.0
TSP5,40,pulmonary_alveolar_type_2_cell,0,171015,0.0,0.0
TSP5,40,regulatory_T_cell,0,14105,0.0,0.0
TSP5,40,respiratory_goblet_cell,0,11880,0.0,0.0
TSP5,40,retinal_blood_vessel_endothelial_cell,0,348624,0.0,0.0
TSP5,40,skeletal_muscle_satellite_stem_cell,0,86014,0.0,0.0
TSP5,40,smooth_muscle_cell,0,5108,0.0,0.0
TSP5,40,stromal_cell,0,431813,0.0,0.0
TSP5,40,type_I_NK_T_cell,0,49776,0.0,0.0
TSP5,40,vein_endothelial_cell,0,15852,0.0,0.0
TSP6,67,B_cell,2,857487,2.3323968759876244e-06,0.0023323968759876245
TSP6,67,CD4-positive_alpha-beta_T_cell,0,91616,0.0,0.0
TSP6,67,CD4-positive_alpha-beta_memory_T_cell,0,137047,0.0,0.0
TSP6,67,CD8-positive_alpha-beta_T_cell,0,75211,0.0,0.0
TSP6,67,CD8-positive_alpha-beta_cytokine_secreting_effector_T_cell,0,87297,0.0,0.0
TSP6,67,CD8-positive_alpha-beta_memory_T_cell,0,119449,0.0,0.0
TSP6,67,Mueller_cell,0,12822,0.0,0.0
TSP6,67,T_cell,0,409205,0.0,0.0
TSP6,67,basal_cell,0,704146,0.0,0.0
TSP6,67,basophil,0,21207,0.0,0.0
TSP6,67,bladder_urothelial_cell,0,89717,0.0,0.0
TSP6,67,capillary_endothelial_cell,0,73580,0.0,0.0
TSP6,67,classical_monocyte,0,523984,0.0,0.0
TSP6,67,club_cell,0,32306,0.0,0.0
TSP6,67,common_myeloid_progenitor,0,9473,0.0,0.0
TSP6,67,conjunctival_epithelial_cell,0,218883,0.0,0.0
TSP6,67,corneal_epithelial_cell,0,37657,0.0,0.0
TSP6,67,dendritic_cell,0,16457,0.0,0.0
TSP6,67,effector_CD4-positive_alpha-beta_T_cell,0,216578,0.0,0.0
TSP6,67,effector_CD8-positive_alpha-beta_T_cell,0,139384,0.0,0.0
TSP6,67,endothelial_cell,0,141093,0.0,0.0
TSP6,67,endothelial_cell_of_artery,0,14125,0.0,0.0
TSP6,67,endothelial_cell_of_hepatic_sinusoid,15,12741525,1.1772531153060563e-06,0.0011772531153060562
TSP6,67,endothelial_cell_of_vascular_tree,0,81623,0.0,0.0
TSP6,67,epithelial_cell,1,898044,1.1135311855543826e-06,0.0011135311855543827
TSP6,67,erythrocyte,0,397832,0.0,0.0
TSP6,67,erythroid_progenitor_cell,0,11468,0.0,0.0
TSP6,67,eye_photoreceptor_cell,0,49658,0.0,0.0
TSP6,67,fast_muscle_cell,0,9394,0.0,0.0
TSP6,67,fibroblast,2,3519246,5.683035513857229e-07,0.0005683035513857229
TSP6,67,granulocyte,0,21282,0.0,0.0
TSP6,67,hematopoietic_stem_cell,0,33198,0.0,0.0
TSP6,67,hepatocyte,5,2761959,1.810309276857477e-06,0.0018103092768574768
TSP6,67,innate_lymphoid_cell,0,64262,0.0,0.0
TSP6,67,intermediate_monocyte,0,48833,0.0,0.0
TSP6,67,keratinocyte,0,110323,0.0,0.0
TSP6,67,keratocyte,0,22236,0.0,0.0
TSP6,67,leukocyte,0,110768,0.0,0.0
TSP6,67,lung_ciliated_cell,0,21295,0.0,0.0
TSP6,67,lung_microvascular_endothelial_cell,0,17981,0.0,0.0
TSP6,67,macrophage,55,23928011,2.2985612970505573e-06,0.002298561297050557
TSP6,67,mast_cell,0,43410,0.0,0.0
TSP6,67,mature_NK_T_cell,11,9225778,1.192311369295901e-06,0.001192311369295901
TSP6,67,memory_B_cell,0,519102,0.0,0.0
TSP6,67,mesenchymal_stem_cell,1,761388,1.3133908073150615e-06,0.0013133908073150616
TSP6,67,monocyte,14,17690748,7.913741126152495e-07,0.0007913741126152496
TSP6,67,myofibroblast_cell,0,88359,0.0,0.0
TSP6,67,naive_B_cell,0,144275,0.0,0.0
TSP6,67,naive_thymus-derived_CD4-positive_alpha-beta_T_cell,0,123024,0.0,0.0
TSP6,67,naive_thymus-derived_CD8-positive_alpha-beta_T_cell,0,31997,0.0,0.0
TSP6,67,neutrophil,0,503868,0.0,0.0
TSP6,67,non-classical_monocyte,0,34911,0.0,0.0
TSP6,67,pericyte,0,94661,0.0,0.0
TSP6,67,plasma_cell,0,739905,0.0,0.0
TSP6,67,pulmonary_alveolar_type_1_cell,0,10627,0.0,0.0
TSP6,67,pulmonary_alveolar_type_2_cell,0,242984,0.0,0.0
TSP6,67,regulatory_T_cell,0,53230,0.0,0.0
TSP6,67,respiratory_goblet_cell,0,22378,0.0,0.0
TSP6,67,retinal_blood_vessel_endothelial_cell,0,15718,0.0,0.0
TSP6,67,skeletal_muscle_satellite_stem_cell,0,93863,0.0,0.0
TSP6,67,smooth_muscle_cell,0,13171,0.0,0.0
TSP6,67,stromal_cell,0,15810,0.0,0.0
TSP6,67,type_I_NK_T_cell,0,185447,0.0,0.0
TSP6,67,vein_endothelial_cell,0,38400,0.0,0.0
TSP7,69,B_cell,906,190469935,4.756656214535905e-06,0.004756656214535905
TSP7,69,CD4-positive_alpha-beta_T_cell,0,981782,0.0,0.0
TSP7,69,CD4-positive_alpha-beta_memory_T_cell,33,47982691,6.877480047961461e-07,0.0006877480047961461
TSP7,69,CD8-positive_alpha-beta_T_cell,5,8638511,5.788034535118379e-07,0.0005788034535118379
TSP7,69,CD8-positive_alpha-beta_cytokine_secreting_effector_T_cell,52,60449484,8.602223966047419e-07,0.0008602223966047419
TSP7,69,CD8-positive_alpha-beta_memory_T_cell,42,35628982,1.1788156057896912e-06,0.0011788156057896911
TSP7,69,Mueller_cell,1,35462,2.8199199142744347e-05,0.028199199142744345
TSP7,69,T_cell,32,30082226,1.0637510668259724e-06,0.0010637510668259724
TSP7,69,basal_cell,673,173713692,3.874190872645779e-06,0.003874190872645779
TSP7,69,basophil,1,409147,2.444109329898545e-06,0.002444109329898545
TSP7,69,bladder_urothelial_cell,1,1272824,7.856545759665123e-07,0.0007856545759665122
TSP7,69,capillary_endothelial_cell,2,1919769,1.0417920072675411e-06,0.001041792007267541
TSP7,69,classical_monocyte,313,105283300,2.9729311296283457e-06,0.0029729311296283457
TSP7,69,club_cell,0,233466,0.0,0.0
TSP7,69,common_myeloid_progenitor,0,15207,0.0,0.0
TSP7,69,conjunctival_epithelial_cell,7,2445654,2.862220085097892e-06,0.002862220085097892
TSP7,69,corneal_epithelial_cell,1,224838,4.44764675010452e-06,0.00444764675010452
TSP7,69,dendritic_cell,0,30458,0.0,0.0
TSP7,69,effector_CD4-positive_alpha-beta_T_cell,110,77931896,1.4114888209572112e-06,0.0014114888209572113
TSP7,69,effector_CD8-positive_alpha-beta_T_cell,42,42693660,9.837526227547602e-07,0.0009837526227547602
TSP7,69,endothelial_cell,75,35716515,2.0998689261816277e-06,0.002099868926181628
TSP7,69,endothelial_cell_of_artery,0,180605,0.0,0.0
TSP7,69,endothelial_cell_of_hepatic_sinusoid,0,176681,0.0,0.0
TSP7,69,endothelial_cell_of_vascular_tree,0,1091033,0.0,0.0
TSP7,69,epithelial_cell,761,103630472,7.343399921984337e-06,0.0073433999219843366
TSP7,69,erythrocyte,35,12580635,2.782053529094517e-06,0.002782053529094517
TSP7,69,erythroid_progenitor_cell,0,40894,0.0,0.0
TSP7,69,eye_photoreceptor_cell,0,322686,0.0,0.0
TSP7,69,fast_muscle_cell,0,26006,0.0,0.0
TSP7,69,fibroblast,6,13157773,4.560042189510337e-07,0.0004560042189510337
TSP7,69,granulocyte,0,99591,0.0,0.0
TSP7,69,hematopoietic_stem_cell,2,5548108,3.6048324942484895e-07,0.000360483249424849
TSP7,69,hepatocyte,1,547173,1.8275755565424464e-06,0.0018275755565424464
TSP7,69,innate_lymphoid_cell,12,16138662,7.435560643131383e-07,0.0007435560643131383
TSP7,69,intermediate_monocyte,5,7412024,6.74579575025661e-07,0.000674579575025661
TSP7,69,keratinocyte,2,1500136,1.3332124554040434e-06,0.0013332124554040433
TSP7,69,keratocyte,0,95552,0.0,0.0
TSP7,69,leukocyte,31,47804625,6.484728203599547e-07,0.0006484728203599546
TSP7,69,lung_ciliated_cell,0,256545,0.0,0.0
TSP7,69,lung_microvascular_endothelial_cell,0,78036,0.0,0.0
TSP7,69,macrophage,123,50488132,2.4362160992607135e-06,0.0024362160992607135
TSP7,69,mast_cell,2,2799299,7.144645855980372e-07,0.0007144645855980372
TSP7,69,mature_NK_T_cell,211,106489266,1.981420362123634e-06,0.001981420362123634
TSP7,69,memory_B_cell,240,118790972,2.0203555536190072e-06,0.002020355553619007
TSP7,69,mesenchymal_stem_cell,11,9771063,1.1257731118917153e-06,0.0011257731118917153
TSP7,69,monocyte,3,4278435,7.011909728674153e-07,0.0007011909728674153
TSP7,69,myofibroblast_cell,0,1061942,0.0,0.0
TSP7,69,naive_B_cell,42,50189959,8.368207672773752e-07,0.0008368207672773752
TSP7,69,naive_thymus-derived_CD4-positive_alpha-beta_T_cell,31,32851811,9.436313876273061e-07,0.0009436313876273061
TSP7,69,naive_thymus-derived_CD8-positive_alpha-beta_T_cell,6,6287133,9.543300579135195e-07,0.0009543300579135196
TSP7,69,neutrophil,106,34835522,3.0428710096550295e-06,0.0030428710096550293
TSP7,69,non-classical_monocyte,0,572851,0.0,0.0
TSP7,69,pericyte,1,2222805,4.4988201844066393e-07,0.00044988201844066395
TSP7,69,plasma_cell,267,113301140,2.3565517522595096e-06,0.0023565517522595096
TSP7,69,pulmonary_alveolar_type_1_cell,0,23140,0.0,0.0
TSP7,69,pulmonary_alveolar_type_2_cell,6,4237935,1.4157838664349501e-06,0.0014157838664349501
TSP7,69,regulatory_T_cell,13,17725091,7.334235970918287e-07,0.0007334235970918288
TSP7,69,respiratory_goblet_cell,0,105235,0.0,0.0
TSP7,69,retinal_blood_vessel_endothelial_cell,0,121438,0.0,0.0
TSP7,69,skeletal_muscle_satellite_stem_cell,0,1595554,0.0,0.0
TSP7,69,smooth_muscle_cell,0,45642,0.0,0.0
TSP7,69,stromal_cell,0,193774,0.0,0.0
TSP7,69,type_I_NK_T_cell,136,85610163,1.5885964380186965e-06,0.0015885964380186965
TSP7,69,vein_endothelial_cell,0,3063791,0.0,0.0
TSP8,56,B_cell,1,72061,1.3877131874384203e-05,0.013877131874384203
TSP8,56,CD4-positive_alpha-beta_T_cell,0,26173,0.0,0.0
TSP8,56,CD4-positive_alpha-beta_memory_T_cell,1,406456,2.4602909047965833e-06,0.002460290904796583
TSP8,56,CD8-positive_alpha-beta_T_cell,1,144844,6.903979453757146e-06,0.006903979453757146
TSP8,56,CD8-positive_alpha-beta_cytokine_secreting_effector_T_cell,0,183460,0.0,0.0
TSP8,56,CD8-positive_alpha-beta_memory_T_cell,0,20864,0.0,0.0
TSP8,56,Mueller_cell,0,161,0.0,0.0
TSP8,56,T_cell,0,41290,0.0,0.0
TSP8,56,basal_cell,0,60965,0.0,0.0
TSP8,56,basophil,0,10155,0.0,0.0
TSP8,56,bladder_urothelial_cell,0,18010,0.0,0.0
TSP8,56,capillary_endothelial_cell,0,10367,0.0,0.0
TSP8,56,classical_monocyte,13,7156798,1.816454788859487e-06,0.0018164547888594872
TSP8,56,club_cell,0,1491,0.0,0.0
TSP8,56,common_myeloid_progenitor,0,56,0.0,0.0
TSP8,56,conjunctival_epithelial_cell,1,90400,1.1061946902654867e-05,0.011061946902654867
TSP8,56,corneal_epithelial_cell,0,4662,0.0,0.0
TSP8,56,dendritic_cell,0,792,0.0,0.0
TSP8,56,effector_CD4-positive_alpha-beta_T_cell,0,34028,0.0,0.0
TSP8,56,effector_CD8-positive_alpha-beta_T_cell,0,15130,0.0,0.0
TSP8,56,endothelial_cell,0,23014,0.0,0.0
TSP8,56,endothelial_cell_of_artery,0,436,0.0,0.0
TSP8,56,endothelial_cell_of_hepatic_sinusoid,0,1690,0.0,0.0
TSP8,56,endothelial_cell_of_vascular_tree,0,13743,0.0,0.0
TSP8,56,epithelial_cell,0,7170,0.0,0.0
TSP8,56,erythrocyte,0,75547,0.0,0.0
TSP8,56,eye_photoreceptor_cell,0,2144,0.0,0.0
TSP8,56,fibroblast,0,139116,0.0,0.0
TSP8,56,granulocyte,0,903,0.0,0.0
TSP8,56,hematopoietic_stem_cell,0,1984,0.0,0.0
TSP8,56,hepatocyte,0,4217,0.0,0.0
TSP8,56,innate_lymphoid_cell,0,5306,0.0,0.0
TSP8,56,intermediate_monocyte,0,4035,0.0,0.0
TSP8,56,keratinocyte,0,25054,0.0,0.0
TSP8,56,keratocyte,0,690,0.0,0.0
TSP8,56,leukocyte,0,8218,0.0,0.0
TSP8,56,lung_ciliated_cell,0,443,0.0,0.0
TSP8,56,lung_microvascular_endothelial_cell,0,867,0.0,0.0
TSP8,56,macrophage,0,325638,0.0,0.0
TSP8,56,mast_cell,0,4860,0.0,0.0
TSP8,56,mature_NK_T_cell,0,131160,0.0,0.0
TSP8,56,memory_B_cell,3,1353054,2.2172064086134036e-06,0.0022172064086134037
TSP8,56,mesenchymal_stem_cell,0,203990,0.0,0.0
TSP8,56,monocyte,0,125349,0.0,0.0
TSP8,56,myofibroblast_cell,0,13391,0.0,0.0
TSP8,56,naive_B_cell,0,305083,0.0,0.0
TSP8,56,naive_thymus-derived_CD4-positive_alpha-beta_T_cell,1,86128,1.1610626044956345e-05,0.011610626044956345
TSP8,56,naive_thymus-derived_CD8-positive_alpha-beta_T_cell,0,3170,0.0,0.0
TSP8,56,neutrophil,18,7296899,2.466801308336596e-06,0.002466801308336596
TSP8,56,non-classical_monocyte,0,5023,0.0,0.0
TSP8,56,pericyte,0,23666,0.0,0.0
TSP8,56,plasma_cell,0,314842,0.0,0.0
TSP8,56,pulmonary_alveolar_type_1_cell,0,104,0.0,0.0
TSP8,56,pulmonary_alveolar_type_2_cell,0,59495,0.0,0.0
TSP8,56,regulatory_T_cell,0,4834,0.0,0.0
TSP8,56,respiratory_goblet_cell,0,5720,0.0,0.0
TSP8,56,retinal_blood_vessel_endothelial_cell,0,540,0.0,0.0
TSP8,56,skeletal_muscle_satellite_stem_cell,0,27512,0.0,0.0
TSP8,56,smooth_muscle_cell,0,742,0.0,0.0
TSP8,56,stromal_cell,0,78,0.0,0.0
TSP8,56,type_I_NK_T_cell,0,322763,0.0,0.0
TSP8,56,vein_endothelial_cell,0,3569,0.0,0.0
