gene,slope_z,r,p,n_cells_expr,gene_symbol,biotype
ENSG00000125249,-0.0187807408414661,-0.0266169158749833,3.948209826725442e-15,87098,RAP2A,protein-coding
ENSG00000159788,0.0162544961669268,0.0238964422643315,1.7521736024335424e-12,87088,RGS12,protein-coding
ENSG00000105643,-0.0304065537914687,-0.0371380248230422,5.752418866954839e-28,87084,ARRDC2,protein-coding
ENSG00000151332,-0.005862393509561,-0.0085840617644407,0.0113065301351145,87078,MBIP,protein-coding
ENSG00000131148,-0.0177598153737131,-0.0260613331458229,1.459762443572019e-14,87064,EMC8,protein-coding
ENSG00000198743,-0.008342314283954,-0.0114694491515979,0.0007137299111666,87061,SLC5A3,protein-coding
ENSG00000163935,-0.0185537011000821,-0.0316639164099863,9.193951686751356e-21,87060,SFMBT1,protein-coding
ENSG00000241258,-0.0128699315300108,-0.0182232094002798,7.567725455005597e-08,87055,CRCP,protein-coding
ENSG00000148200,-0.0205927650358941,-0.0308312554067488,9.242344452257e-20,87030,NR6A1,protein-coding
ENSG00000183484,-0.0355554700340098,-0.0559270181205629,3.0307195599830472e-61,87029,GPR132,protein-coding
ENSG00000106952,-0.0307419040305292,-0.0498530812736142,5.119195317711986e-49,87025,TNFSF8,protein-coding
ENSG00000174446,-0.0168764733463032,-0.0252334366290486,9.736471327056661e-14,87013,SNAPC5,protein-coding
ENSG00000204472,0.0401047519967007,0.0469983190215177,9.705921729412054e-44,86993,AIF1,protein-coding
ENSG00000168014,-0.0174086641637538,-0.0258879907847786,2.23276039330182e-14,86987,C2CD3,protein-coding
ENSG00000196465,0.0015557702976707,0.0025163254681212,0.458023089171046,86978,MYL6B,protein-coding
ENSG00000196507,-0.0198352449947334,-0.0306474391426094,1.577547644837455e-19,86953,TCEAL3,protein-coding
ENSG00000137842,-0.0143115343673753,-0.022069934105734,7.591191679437389e-11,86949,TMEM62,protein-coding
ENSG00000135916,-0.0247806584307858,-0.0384366918427976,8.85288100452689e-30,86897,ITM2C,protein-coding
ENSG00000112561,-0.0246124067354742,-0.0325562678207006,8.085536295744945e-22,86886,TFEB,protein-coding
ENSG00000171943,-0.0131921028944989,-0.0173999395617686,2.909827263284603e-07,86886,SRGAP2C,protein-coding
ENSG00000119684,-0.0128723499430361,-0.018966643762755,2.259126695457984e-08,86879,MLH3,protein-coding
ENSG00000135525,-0.008151885065938,-0.0134352259138313,7.500544401280134e-05,86863,MAP7,protein-coding
ENSG00000134602,-0.0261038895608799,-0.0379761221039587,4.2649177423847554e-29,86857,STK26,protein-coding
ENSG00000168101,-0.0235916119106452,-0.0361274482845369,1.7571973039533503e-26,86835,NUDT16L1,protein-coding
ENSG00000227057,-0.0127503128293331,-0.0170736995746435,4.901129464152825e-07,86787,WDR46,protein-coding
ENSG00000278259,-0.0033376953857967,-0.0047448358758796,0.1622339267096864,86762,MYO19,protein-coding
ENSG00000185344,-0.0194385516043799,-0.0275177442093361,5.211730999122423e-16,86753,ATP6V0A2,protein-coding
ENSG00000127870,-0.016639680498136,-0.0234450126318334,4.983948859239248e-12,86746,RNF6,protein-coding
ENSG00000103043,-0.0231722695456539,-0.0331226872368098,1.712461915643693e-22,86737,VAC14,protein-coding
ENSG00000054983,-0.0205469021106313,-0.0293013283302683,6.078761396681437e-18,86732,GALC,protein-coding
ENSG00000172977,-0.0173813856661623,-0.0252469384325238,1.0405690518971565e-13,86715,KAT5,protein-coding
ENSG00000146109,-0.0222452959199656,-0.0341703948678748,7.895437110300411e-24,86712,ABT1,protein-coding
ENSG00000114374,-0.0058707378676185,-0.0138582834178637,4.48568080331468e-05,86710,USP9Y,protein-coding
ENSG00000077585,-0.0293713771590716,-0.0397660655022419,1.106724657796256e-31,86677,GPR137B,protein-coding
ENSG00000204922,-0.0146104479188119,-0.0209470514981232,6.949026337699801e-10,86667,UQCC3,protein-coding
ENSG00000100410,-0.0241373386852677,-0.037557442270764,2.0134499219667651e-28,86624,PHF5A,protein-coding
ENSG00000140598,-0.0182197725482093,-0.0279029139049284,2.156437221434849e-16,86607,EFL1,protein-coding
ENSG00000136828,-0.0196347110687533,-0.030345848981196,4.1890130721960616e-19,86596,RALGPS1,protein-coding
ENSG00000090857,-0.0156703228832769,-0.0196696356846013,7.100422810484283e-09,86591,PDPR,protein-coding
ENSG00000151552,-0.0251257964354134,-0.0413170371839298,4.975074729767614e-34,86570,QDPR,protein-coding
ENSG00000136710,-0.0195517016520162,-0.026810242879412,3.0321146098452348e-15,86569,VMA22,protein-coding
ENSG00000198561,-0.0116456126652662,-0.0187515804343442,3.4376588478543425e-08,86567,CTNND1,protein-coding
ENSG00000163257,-0.0195869333700868,-0.0281019194812725,1.356612566967683e-16,86541,DCAF16,protein-coding
ENSG00000135974,-0.0148594102347439,-0.0211452743543095,4.940488722554525e-10,86538,C2orf49,protein-coding
ENSG00000176476,-0.0190181550053523,-0.0281998656986577,1.0747450349079687e-16,86518,SGF29,protein-coding
ENSG00000134058,-0.0074217533037702,-0.0106247798471019,0.0017784210148103,86503,CDK7,protein-coding
ENSG00000213977,-0.0104551593180151,-0.0145312568350801,1.925649685838741e-05,86476,TAX1BP3,protein-coding
ENSG00000160299,-0.0199919862343039,-0.0247714756637373,3.231677053590806e-13,86449,PCNT,protein-coding
ENSG00000177150,-0.0088677876697438,-0.0125954575219149,0.0002127704802898,86445,FAM210A,protein-coding
ENSG00000133393,-0.018423797918766,-0.0255453991723899,5.833384692785882e-14,86443,CEP20,protein-coding
ENSG00000197302,-0.0143993763114308,-0.0203723494917402,2.1072970705126182e-09,86416,KRABD5,protein-coding
ENSG00000189060,-0.0161093040416328,-0.0198877555929889,5.011692171875679e-09,86415,H1-0,protein-coding
ENSG00000158169,-0.0067903968674399,-0.0111738283026309,0.0010231690806485,86379,FANCC,protein-coding
ENSG00000105397,-0.0200297798141166,-0.0289698839245256,1.6522753786855938e-17,86378,TYK2,protein-coding
ENSG00000137364,-0.0250133361815901,-0.0373150729791119,5.3699371721880245e-28,86357,TPMT,protein-coding
ENSG00000136891,-0.0037438883183568,-0.0050015406879217,0.1416774360195985,86334,TEX10,protein-coding
ENSG00000148840,0.0012498665399141,0.0016964630484675,0.6182359060050985,86297,PPRC1,protein-coding
ENSG00000151233,-0.0129482608670813,-0.0175322674704957,2.611850543748195e-07,86258,GXYLT1,protein-coding
ENSG00000138376,-0.0036291200371821,-0.0052559926108897,0.1226841720572119,86252,BARD1,protein-coding
ENSG00000198546,-0.0157990890275012,-0.0230344588182703,1.3272109777262312e-11,86250,ZNF511,protein-coding
ENSG00000005436,-0.0051514935494477,-0.0071885980596131,0.0347914277580588,86218,GCFC2,protein-coding
ENSG00000101384,0.0021656742278662,0.0027509354390104,0.4192755668359057,86204,JAG1,protein-coding
ENSG00000104341,-0.0151686198417901,-0.0225044203095509,3.8923911132684406e-11,86203,LAPTM4B,protein-coding
ENSG00000147364,-0.0120524146607451,-0.0184531637726933,6.023331314977499e-08,86197,FBXO25,protein-coding
ENSG00000134077,-0.0132189515976243,-0.019440547444448,1.1475424062577738e-08,86175,THUMPD3,protein-coding
ENSG00000173530,-0.0084153825347192,-0.0115812844642402,0.0006750378624117,86160,TNFRSF10D,protein-coding
ENSG00000165644,-0.0272714100859944,-0.0465994231378152,1.2395815047993825e-42,86159,COMTD1,protein-coding
ENSG00000103264,-0.0160234890158104,-0.0229234809616445,1.709546030545145e-11,86144,FBXO31,protein-coding
ENSG00000171914,0.0352142042149872,0.0418897413771898,9.188212062486659e-35,86128,TLN2,protein-coding
ENSG00000133935,-0.0123531040160274,-0.020318969438736,2.466597940904587e-09,86128,ERG28,protein-coding
ENSG00000106348,-0.0126132516590107,-0.0160753716186766,2.385331928523343e-06,86118,IMPDH1,protein-coding
ENSG00000108861,-0.0210007811587353,-0.0309632082538198,1.0068701236551369e-19,86113,DUSP3,protein-coding
ENSG00000117620,-0.0206629153669956,-0.0299914614015737,1.3380894380050777e-18,86106,SLC35A3,protein-coding
ENSG00000007923,-0.0170068915614512,-0.0264306534709081,8.71426972454605e-15,86100,DNAJC11,protein-coding
ENSG00000064490,-0.0144425666977755,-0.019460424440995,1.1256188289105782e-08,86098,RFXANK,protein-coding
ENSG00000167508,-0.0166061534307318,-0.0259934457477649,2.392728014162478e-14,86081,MVD,protein-coding
ENSG00000148341,-0.0140727157068666,-0.0177951679951959,1.77902906164404e-07,86071,SH3GLB2,protein-coding
ENSG00000174775,-0.0250298321143095,-0.0397412175882918,1.974877637558208e-31,86058,HRAS,protein-coding
ENSG00000204209,-0.0203074108997507,-0.0304774288065629,3.826536027255154e-19,86042,DAXX,protein-coding
ENSG00000116198,-0.0172548536453844,-0.0267311184874909,4.4364038040258855e-15,86034,CEP104,protein-coding
ENSG00000060069,-0.0321346395195254,-0.0436913029714032,1.247560836366735e-37,86033,CTDP1,protein-coding
ENSG00000166483,0.0088592002500272,0.0117767800085379,0.0005529945257261,85999,WEE1,protein-coding
ENSG00000182871,-0.0175972810521706,-0.021777373996013,1.6994578471349003e-10,85980,COL18A1,protein-coding
ENSG00000162419,-0.0142550269142631,-0.0197021957515907,7.589964889566456e-09,85971,GMEB1,protein-coding
ENSG00000067141,-0.0183617879845321,-0.0298216817381455,2.231890642477837e-18,85954,NEO1,protein-coding
ENSG00000111057,-0.0201753764703202,-0.0419335702906898,9.30202878631833e-35,85934,KRT18,protein-coding
ENSG00000115267,-0.0101908998674172,-0.0145739825973115,1.9395876945754515e-05,85905,IFIH1,protein-coding
ENSG00000095209,-0.0051090931492163,-0.0067973906532291,0.0463646264991499,85886,TMEM38B,protein-coding
ENSG00000119616,-0.0067882158325539,-0.0097626299994493,0.0042242663554706,85875,FCF1,protein-coding
ENSG00000184677,-0.0191544897980303,-0.0267262126405768,4.790505674167657e-15,85854,ZBTB40,protein-coding
ENSG00000168994,0.0456216546160337,0.0567495934092541,3.7831139230178073e-62,85806,PXDC1,protein-coding
ENSG00000143457,-0.0130694842692569,-0.0201291108094873,3.728740165133141e-09,85775,GOLPH3L,protein-coding
ENSG00000086475,-0.0157687501876032,-0.024100890914476,1.6782052099551924e-12,85762,SEPHS1,protein-coding
ENSG00000104980,-0.0125736781696904,-0.0184956178228859,6.11839688533074e-08,85713,TIMM44,protein-coding
ENSG00000124702,-0.0194276997349363,-0.0261328434038084,1.9848694480672646e-14,85703,KLHDC3,protein-coding
ENSG00000198947,-0.0021824050422495,-0.0028061911718655,0.4113946122837402,85690,DMD,protein-coding
ENSG00000136161,-0.0113329830271359,-0.0153924028854527,6.622589433097041e-06,85670,RCBTB2,protein-coding
ENSG00000131748,-0.0272113534979159,-0.0426875202873999,7.563049916415738e-36,85657,STARD3,protein-coding
ENSG00000132716,-0.0200724586200945,-0.0251016517467994,2.0250254090913305e-13,85646,DCAF8,protein-coding
ENSG00000174989,-0.0143004959861944,-0.0212948573761723,4.6124042840440717e-10,85622,FBXW8,protein-coding
ENSG00000011638,-0.0078367709228097,-0.0110210924627354,0.0012601564125846,85619,LDAF1,protein-coding
ENSG00000092847,-0.0184704031676739,-0.0261085898242517,2.1723058587317754e-14,85602,AGO1,protein-coding
ENSG00000133302,-0.0229536685251075,-0.0294864062048594,6.2339018557233056e-18,85589,SLF1,protein-coding
ENSG00000063241,-0.0212550407174931,-0.0355014746131388,2.836529536970431e-25,85554,ISOC2,protein-coding
ENSG00000153107,-0.0110632644701477,-0.0163403473210695,1.7657558691700345e-06,85511,ANAPC1,protein-coding
ENSG00000059588,-0.0173814943022698,-0.0277482046036859,4.858538168734375e-16,85497,TARBP1,protein-coding
ENSG00000134597,-0.0146850206973987,-0.0215088097701396,3.1964606504485994e-10,85474,RBMX2,protein-coding
ENSG00000167693,-0.0059029651732326,-0.008640979823478,0.01153449510701,85460,NXN,protein-coding
ENSG00000196814,-0.0317683078344162,-0.0490744895433535,1.0047483852189162e-46,85453,MVB12B,protein-coding
ENSG00000196636,-0.0193082459605111,-0.0290033049961311,2.263377826473821e-17,85441,SDHAF3,protein-coding
ENSG00000106868,-0.0072236487019197,-0.0093721392602486,0.0061531260735812,85440,SUSD1,protein-coding
ENSG00000159479,-0.0203902261966356,-0.0316173843604514,2.4420490875808376e-20,85385,MED8,protein-coding
ENSG00000117682,-0.0198916028882317,-0.0317417940277282,1.7369722417880178e-20,85385,DHDDS,protein-coding
ENSG00000099942,-0.019462419215366,-0.0280651610657702,2.366111924926912e-16,85376,CRKL,protein-coding
ENSG00000100258,-0.0231704191808991,-0.0372178905910847,1.4717990383225927e-27,85366,LMF2,protein-coding
ENSG00000110107,-0.0162074109874184,-0.025433193820967,1.073695655977796e-13,85354,PRPF19,protein-coding
ENSG00000125821,-0.0171793305568458,-0.0244930955919792,8.341317940133372e-13,85323,DTD1,protein-coding
ENSG00000100403,-0.0152411032951683,-0.0226730543076791,3.524576626527129e-11,85303,ZC3H7B,protein-coding
ENSG00000196369,-0.0072223047786102,-0.0095560278479985,0.0052573935867338,85291,SRGAP2B,protein-coding
ENSG00000182362,-0.0146169426836695,-0.0179136827538849,1.6805042783300345e-07,85279,YBEY,protein-coding
ENSG00000144401,-0.0098824605978689,-0.01349539828239,8.13587550216252e-05,85246,METTL21A,protein-coding
ENSG00000164896,-0.0209326342075584,-0.0325329884045508,2.1033586345031045e-21,85224,FASTK,protein-coding
ENSG00000125912,-0.0221292409766916,-0.0333341551887911,2.166101580538987e-22,85221,NCLN,protein-coding
ENSG00000113360,-0.0123604723318737,-0.0185176161244799,6.446849808578208e-08,85214,DROSHA,protein-coding
ENSG00000173681,-0.0213105703197136,-0.0309364667095112,1.6949333518465113e-19,85187,BCLAF3,protein-coding
ENSG00000085788,-0.0159980491619173,-0.0241532510423739,1.783961901887571e-12,85185,DDHD2,protein-coding
ENSG00000257093,-0.0240511455023721,-0.0384030317631123,3.547351681731412e-29,85183,DENND11,protein-coding
ENSG00000163629,0.0044384464306505,0.006058041213963,0.0770757759056488,85165,PTPN13,protein-coding
ENSG00000161921,-0.0259293521470482,-0.0401519553590377,9.82668187924582e-32,85164,CXCL16,protein-coding
ENSG00000130159,-0.0181214962051443,-0.0225169472398692,4.979134968758842e-11,85157,ECSIT,protein-coding
ENSG00000113594,0.0298928184914767,0.0340916823898862,2.5192799924018762e-23,85137,LIFR,protein-coding
ENSG00000108557,-0.0220875628556391,-0.0320978722672527,7.455152813255165e-21,85123,RAI1,protein-coding
ENSG00000138442,-0.0110044578595905,-0.0157542844235437,4.29810822143905e-06,85114,WDR12,protein-coding
ENSG00000178127,-0.0138525080839781,-0.0199992735203799,5.379854939489831e-09,85109,NDUFV2,protein-coding
ENSG00000165140,-0.0169033280353277,-0.0233429922872229,9.7800494659543e-12,85082,FBP1,protein-coding
ENSG00000105879,-0.0245626856284468,-0.0346598387678061,4.879591137503253e-24,85072,CBLL1,protein-coding
ENSG00000180902,-0.0199529081550935,-0.0298262578245311,3.328267206850717e-18,85041,D2HGDH,protein-coding
ENSG00000175792,-0.0129662024105178,-0.0196397895496153,1.0183276883082791e-08,85037,RUVBL1,protein-coding
ENSG00000070018,-0.0117908096231699,-0.0172637675549509,4.792758079915013e-07,85031,LRP6,protein-coding
ENSG00000167186,-0.0207483083283821,-0.0321911423136796,6.099803219205519e-21,85013,COQ7,protein-coding
ENSG00000086200,-0.0143023189123024,-0.0212926950354148,5.334953744408627e-10,85013,IPO11,protein-coding
ENSG00000107551,-0.0104912643490316,-0.0124851534499433,0.000272958069066,84981,RASSF4,protein-coding
ENSG00000165688,-0.021035310183551,-0.0327772083690234,1.2105806475938929e-21,84975,PMPCA,protein-coding
ENSG00000133028,-0.0151081731479141,-0.0224317464765175,6.183855274072205e-11,84963,SCO1,protein-coding
ENSG00000089775,-0.0201499629606871,-0.0318837475894773,1.4635877745925942e-20,84959,ZBTB25,protein-coding
ENSG00000157350,-0.0213429124880027,-0.0296406691408838,5.622311108351e-18,84932,ST3GAL2,protein-coding
ENSG00000110442,-0.0075133858557,-0.010857870246524,0.0015552065172284,84922,COMMD9,protein-coding
ENSG00000154945,-0.0084728848375504,-0.0118981388016934,0.0005257300165267,84919,ANKRD40,protein-coding
ENSG00000188486,-0.0112643741096431,-0.0145821347786254,2.142496222418003e-05,84918,H2AX,protein-coding
ENSG00000090006,0.0222524849579475,0.0270707869107359,3.032222931308453e-15,84910,LTBP4,protein-coding
ENSG00000099992,-0.0218541613406419,-0.0316323577289214,3.023967305004705e-20,84882,TBC1D10A,protein-coding
ENSG00000184500,-0.0038899373939842,-0.0049358063032357,0.1504838651620687,84860,PROS1,protein-coding
ENSG00000130382,-0.0233395771156328,-0.0326133106387136,2.0426143125943884e-21,84859,MLLT1,protein-coding
ENSG00000172575,-0.0121739156900775,-0.0197238098753165,9.18578139132168e-09,84829,RASGRP1,protein-coding
ENSG00000198420,-0.0076158028759582,-0.0108132046002078,0.0016365828485436,84822,TCAF1,protein-coding
ENSG00000166348,-0.0160238407869445,-0.025216297737266,2.0592482118825493e-13,84817,USP54,protein-coding
ENSG00000165699,-0.0107765161395618,-0.0147669211872154,1.7104587824499323e-05,84773,TSC1,protein-coding
ENSG00000143443,-0.0252252398210307,-0.0340405245375504,3.6864694889793074e-23,84743,C1orf56,protein-coding
ENSG00000171984,-0.01524750682929,-0.0188312131797735,4.222330975925855e-08,84712,SHLD1,protein-coding
ENSG00000162408,-0.0107706800327287,-0.0150050634196791,1.2577742481179303e-05,84707,NOL9,protein-coding
ENSG00000085760,-0.0121556090015007,-0.0185360042006103,6.863379285663293e-08,84692,MTIF2,protein-coding
ENSG00000135845,-0.0097460705986625,-0.0083254784917574,0.0154302729477061,84639,PIGC,protein-coding
ENSG00000053900,-0.0200313566180505,-0.0287905072843895,5.412143627514349e-17,84635,ANAPC4,protein-coding
ENSG00000205133,-0.0236622587067818,-0.0327072325898875,1.7795064651032618e-21,84627,TRIQK,protein-coding
ENSG00000168938,-0.0163865552904328,-0.0248097149831955,5.286176184593552e-13,84613,PPIC,protein-coding
ENSG00000125629,-0.0261322581611594,-0.0409879985860456,8.641471583605077e-33,84594,INSIG2,protein-coding
ENSG00000166454,-0.0128870269370056,-0.0189395324488914,3.615104921967789e-08,84585,ATMIN,protein-coding
ENSG00000158717,-0.0241366209795499,-0.0337896806754801,8.415146441028851e-23,84576,RNF166,protein-coding
ENSG00000216937,-0.0149825280732511,-0.0213863941801341,4.973350956926116e-10,84569,CCDC7,protein-coding
ENSG00000143507,-0.0205117543756876,-0.0294412196786748,1.1216243852859564e-17,84515,DUSP10,protein-coding
ENSG00000109534,-0.012951491127318,-0.0183464947761164,9.615813989013513e-08,84511,GAR1,protein-coding
ENSG00000116017,-0.0138269929218707,-0.0180871660036314,1.4588006722136286e-07,84487,ARID3A,protein-coding
ENSG00000117481,-0.0161296354735038,-0.0243638321953953,1.426229494578871e-12,84458,NSUN4,protein-coding
ENSG00000131943,-0.0117594312141011,-0.0167767148267257,1.084291368048145e-06,84452,C19orf12,protein-coding
ENSG00000186222,-0.0204283778797717,-0.0316293609753937,3.820938329032453e-20,84436,BLOC1S4,protein-coding
ENSG00000175463,-0.0327200821469733,-0.04960181743939,3.815335023608093e-47,84426,TBC1D10C,protein-coding
ENSG00000177169,-0.0287244019852336,-0.0369498084690306,6.676272251933623e-27,84415,ULK1,protein-coding
ENSG00000116824,-0.0097045007202934,-0.017880749149533,2.043858079397024e-07,84410,CD2,protein-coding
ENSG00000155099,-0.0380258346233807,-0.0481525681763608,1.607995253821685e-44,84409,PIP4P2,protein-coding
ENSG00000173890,-0.0233927044931631,-0.0348319293621915,4.4728732628946536e-24,84375,GPR160,protein-coding
ENSG00000106367,-0.0225453132014941,-0.0341333418631787,3.528277177766352e-23,84357,AP1S1,protein-coding
ENSG00000142765,-0.0257530672229486,-0.039497179434011,1.7598741809399082e-30,84344,SYTL1,protein-coding
ENSG00000173207,-0.0093820005105734,-0.0125417941691324,0.0002700672341779,84342,CKS1B,protein-coding
ENSG00000114107,-0.0069957825764853,-0.0110020686219249,0.001399917174326,84312,CEP70,protein-coding
ENSG00000132376,-0.0277034608890349,-0.0304287276979801,9.814363375008973e-19,84309,INPP5K,protein-coding
ENSG00000127666,-0.0205679086475085,-0.0296577650194003,7.155812368438557e-18,84293,TICAM1,protein-coding
ENSG00000073792,-0.0256631972885908,-0.0230552807488884,2.166612484658893e-11,84289,IGF2BP2,protein-coding
ENSG00000149257,0.0123972124042551,0.0159215363612914,3.790093385802211e-06,84286,SERPINH1,protein-coding
ENSG00000121988,-0.0109519157537818,-0.0153450541687977,8.390541037811367e-06,84278,ZRANB3,protein-coding
ENSG00000272398,-0.0318765087742627,-0.0554033755357738,2.7764410579093e-58,84264,CD24,protein-coding
ENSG00000137414,-0.0251076478960031,-0.032520353001295,3.680776872395162e-21,84244,FAM8A1,protein-coding
ENSG00000226742,-0.0276606539833558,-0.0458370978549238,2.003940099781815e-40,84242,HSBP1L1,protein-coding
ENSG00000011376,-0.0118864349893588,-0.0171971012161607,6.001799366236605e-07,84225,LARS2,protein-coding
ENSG00000179361,-0.0267151396701885,-0.0381368201453082,1.728801392467525e-28,84218,ARID3B,protein-coding
ENSG00000264522,-0.0028510643591923,-0.003991523416262,0.2467277132755044,84217,OTUD7B,protein-coding
ENSG00000160256,-0.0119343301672433,-0.0180795406925204,1.55013517312479e-07,84199,SLX9,protein-coding
ENSG00000181192,-0.019160639383606,-0.030704114755945,5.0753749505455345e-19,84184,DHTKD1,protein-coding
ENSG00000085978,-0.0240950641785041,-0.0330603988140909,8.4466726610594455e-22,84176,ATG16L1,protein-coding
ENSG00000105717,-0.027801220493967,-0.0512653872549205,4.429237618561242e-50,84142,PBX4,protein-coding
ENSG00000106268,-0.0233940324576366,-0.0286674707077668,9.049609901323441e-17,84130,NUDT1,protein-coding
ENSG00000110274,-0.0127505970659439,-0.0176890904671876,2.886040511112164e-07,84119,CEP164,protein-coding
ENSG00000167286,-0.007630158853499,-0.0143027399754649,3.351478364851152e-05,84109,CD3D,protein-coding
ENSG00000121481,-0.0134250276083945,-0.0182895620867047,1.1300457452905957e-07,84104,RNF2,protein-coding
ENSG00000031823,-0.0192720147164821,-0.0271649557881325,3.302944358747503e-15,84094,RANBP3,protein-coding
ENSG00000172534,-0.0192690703983171,-0.025807299611163,7.15794559428481e-14,84093,HCFC1,protein-coding
ENSG00000155380,0.0062926400410479,0.0082952445219004,0.0161624655465111,84072,SLC16A1,protein-coding
ENSG00000157625,-0.0221117889303323,-0.0284003311711605,1.789858058186926e-16,84054,TAB3,protein-coding
ENSG00000151131,-0.0070580313399009,-0.0108742528897611,0.0016178966667437,84051,NOPCHAP1,protein-coding
ENSG00000115275,-0.0210787250570882,-0.032973801715388,1.161838763392871e-21,84039,MOGS,protein-coding
ENSG00000169908,0.009398042003251,0.012971403378538,0.0001699304232261,84018,TM4SF1,protein-coding
ENSG00000156017,-0.0139220747574602,-0.0215599303303744,4.1123137843948607e-10,84011,CARNMT1,protein-coding
ENSG00000081377,-0.0030908600395985,-0.0044603236411131,0.196297225934123,83930,CDC14B,protein-coding
ENSG00000174227,-0.0203973254720281,-0.03051670919128,9.421354632558068e-19,83910,PIGG,protein-coding
ENSG00000121552,0.0176753451567637,0.0207185044939768,1.962531612163592e-09,83875,CSTA,protein-coding
ENSG00000240344,-0.0180379915157551,-0.0284674538854666,1.6813794017049595e-16,83810,PPIL3,protein-coding
ENSG00000141076,0.0027170323871779,0.0033293605725548,0.3351566175268514,83800,UTP4,protein-coding
ENSG00000213281,-0.0196624933761298,-0.0281877363073016,3.3560201497401167e-16,83768,NRAS,protein-coding
ENSG00000250312,-0.0152736195056214,-0.0205170856233244,2.8891051452557783e-09,83741,ZNF718,protein-coding
ENSG00000172264,0.0076686438656902,0.011705927751086,0.0007055069618968,83736,MACROD2,protein-coding
ENSG00000187240,0.0068474409700972,0.0090144935003809,0.0090991991122828,83720,DYNC2H1,protein-coding
ENSG00000188021,-0.0180849062963486,-0.0245199030496544,1.2965587173436322e-12,83697,UBQLN2,protein-coding
ENSG00000197077,-0.0052064993246336,-0.0086833576589314,0.0120102608985345,83677,KIAA1671,protein-coding
ENSG00000130958,-0.0203902132084814,-0.0305770681081892,9.040708561163588e-19,83666,SLC35D2,protein-coding
ENSG00000143793,-0.0200407132818509,-0.0311057235784722,2.2774008344644324e-19,83659,C1orf35,protein-coding
ENSG00000161010,0.0072032074833757,0.0102209297960728,0.0031138636662894,83656,MRNIP,protein-coding
ENSG00000006695,-0.0159085923068721,-0.0238014475342096,5.808635998289329e-12,83637,COX10,protein-coding
ENSG00000155008,-0.0141044990197575,-0.0207100825940676,2.105439857395041e-09,83624,APOOL,protein-coding
ENSG00000105671,-0.0134698115925532,-0.0186937203853333,6.513264422818171e-08,83559,DDX49,protein-coding
ENSG00000148158,-0.0101612041636071,-0.0141175080130984,4.4940309167837815e-05,83537,SNX30,protein-coding
ENSG00000187479,0.033292205723104,0.0355603501985471,8.63063463879445e-25,83528,C11orf96,protein-coding
ENSG00000140995,-0.0235974685115986,-0.0341337070070251,5.844325284345524e-23,83498,DEF8,protein-coding
ENSG00000203950,-0.014754837945626,-0.0227083045402463,5.3009019726655016e-11,83490,RTL8A,protein-coding
ENSG00000052802,0.0024911208033574,0.0035764200111464,0.3014775727788369,83472,MSMO1,protein-coding
ENSG00000124786,-0.0118686533128716,-0.0169620977682335,9.544759253958218e-07,83469,SLC35B3,protein-coding
ENSG00000023572,-0.0161646329505482,-0.0250510441100314,4.554789926480084e-13,83456,GLRX2,protein-coding
ENSG00000085514,-0.015469547613825,-0.0192273817466428,2.7806560826064217e-08,83448,PILRA,protein-coding
ENSG00000096080,-0.0200364755013176,-0.0339770581580431,9.56888820944927e-23,83425,MRPS18A,protein-coding
ENSG00000035664,-0.0305040413948374,-0.053027037145079,5.400730658903351e-53,83382,DAPK2,protein-coding
ENSG00000152495,-0.013145675364682,-0.0242301100801702,2.616443321104151e-12,83366,CAMK4,protein-coding
ENSG00000215252,-0.0123794276523025,-0.0214333236045721,6.079498605304471e-10,83346,GOLGA8B,protein-coding
ENSG00000135924,-0.0113389628080594,-0.0107045604575608,0.0020021255055589,83319,DNAJB2,protein-coding
ENSG00000129925,-0.0213757291355968,-0.0339289561460022,1.1694798386050096e-22,83317,PGAP6,protein-coding
ENSG00000178694,-0.0136895531311103,-0.0137261051783566,7.439699034473486e-05,83302,NSUN3,protein-coding
ENSG00000001461,-0.0203876891239032,-0.0329116472750019,2.081864214079233e-21,83292,NIPAL3,protein-coding
ENSG00000164142,0.018718989830603,0.0306034639399553,1.0240377572763349e-18,83259,FHIP1A,protein-coding
ENSG00000180263,0.0149292290882261,0.019983352161774,8.091388090302036e-09,83257,FGD6,protein-coding
ENSG00000197724,-0.0204686897523244,-0.0283935178435349,2.525174979556438e-16,83253,PHF2,protein-coding
ENSG00000139636,-0.0259692384720276,-0.0357057532402101,6.937031674116778e-25,83188,LMBR1L,protein-coding
ENSG00000197121,-0.0110970042965913,-0.0155443613419096,7.389203374996265e-06,83136,PGAP1,protein-coding
ENSG00000061938,-0.0144551912040768,-0.0196241151693122,1.5400535259270562e-08,83086,TNK2,protein-coding
ENSG00000183155,-0.0235151580405063,-0.0346697292266069,1.58807246113657e-23,83080,RABIF,protein-coding
ENSG00000166847,-0.0164626519229304,-0.024072332780903,3.943111562060746e-12,83075,DCTN5,protein-coding
ENSG00000108578,-0.0219541662395174,-0.0328464249243263,2.8308973890039964e-21,83060,BLMH,protein-coding
ENSG00000139517,-0.0067402322867838,-0.0096329611279729,0.0055059826510014,83035,LNX2,protein-coding
ENSG00000126749,-0.0085750784967959,-0.0121729262607916,0.0004518960374764,83033,EMG1,protein-coding
ENSG00000155827,-0.0154026448421197,-0.0226387010057347,6.846385549389538e-11,83028,RNF20,protein-coding
