gene,slope_z,r,p,n_cells_expr,gene_symbol,biotype
ENSG00000198804,-0.0241062737051477,-0.0244874610266463,1.2355197153217048e-61,457508,MT-CO1,protein-coding
ENSG00000166710,-0.0244583083153399,-0.0250594532540426,6.700821169452789e-64,453406,B2M,protein-coding
ENSG00000198712,-0.0131271114242756,-0.0180781309556468,6.4930713370570895e-34,450871,MT-CO2,protein-coding
ENSG00000198886,0.0018119627235357,0.0024338970980554,0.1028724125694107,449107,MT-ND4,protein-coding
ENSG00000075624,-0.0185024146798931,-0.0185862554855946,1.5887350610980214e-35,447890,ACTB,protein-coding
ENSG00000133112,-0.0002611246567621,-0.0002618502951832,0.8609095217182695,447761,TPT1,protein-coding
ENSG00000198727,-0.0064000641570394,-0.0090086695849916,1.738876075527866e-09,446609,MT-CYB,protein-coding
ENSG00000173812,0.0004618131680289,0.0004590360256151,0.7602702714250817,441842,EIF1,protein-coding
ENSG00000229117,0.0038477465693455,0.0038599732956281,0.0104942516960562,439548,RPL41,protein-coding
ENSG00000167996,-0.0072982557890266,-0.0072066862860962,1.7814166723507817e-06,439326,FTH1,protein-coding
ENSG00000198938,0.0009519850611435,0.0013493835036668,0.3715923793236247,438445,MT-CO3,protein-coding
ENSG00000198840,0.0052787943811024,0.007810640448487,2.76996473472597e-07,432795,MT-ND3,protein-coding
ENSG00000087086,-0.0023270250387974,-0.0022571017712144,0.1379172433444018,432044,FTL,protein-coding
ENSG00000156508,0.0004521927084349,0.0005478505228592,0.7192504420506489,430508,EEF1A1,protein-coding
ENSG00000137818,-0.0081847661542089,-0.0083698755712515,4.1101336090201736e-08,429605,RPLP1,protein-coding
ENSG00000132475,-0.0037663316420403,-0.0050337116776471,0.0009711699742246,429456,H3-3B,protein-coding
ENSG00000108107,-0.0046909512043246,-0.0050007695678411,0.0010508110319697,429298,RPL28,protein-coding
ENSG00000150991,-0.0091592908471461,-0.0117471261511497,1.5036901598236408e-14,428201,UBC,protein-coding
ENSG00000198763,0.0044403893488402,0.0065459625502603,1.9219544149045406e-05,426254,MT-ND2,protein-coding
ENSG00000170889,0.0137367405903062,0.0160096129892006,1.4629885317077903e-25,426020,RPS9,protein-coding
ENSG00000198888,0.0192607186466336,0.027959110562979,2.682516787019604e-74,425242,MT-ND1,protein-coding
ENSG00000156482,-0.0020979773900066,-0.0021783661589111,0.1561052747376281,423908,RPL30,protein-coding
ENSG00000145592,0.011288511774483,0.0138101885315966,2.4363657946701604e-19,423874,RPL37,protein-coding
ENSG00000108654,0.00782751003494,0.0108156476084409,1.93331458952961e-12,423565,DDX5,protein-coding
ENSG00000198899,0.0222369729119523,0.0353374260447597,7.121456507934675e-117,422690,MT-ATP6,protein-coding
ENSG00000164587,-0.0101338773612202,-0.0107486260181334,2.834795668315661e-12,422366,RPS14,protein-coding
ENSG00000205542,0.0007134169673239,0.0008645897071744,0.574619611901358,421417,TMSB4X,protein-coding
ENSG00000149806,-0.0028782909422978,-0.0030299117019632,0.0496385286565839,419769,FAU,protein-coding
ENSG00000070756,-0.0036435037703925,-0.0042155578701368,0.0063269319437107,419490,PABPC1,protein-coding
ENSG00000221983,0.0098441499107601,0.0095205908664275,7.14874394005297e-10,418992,UBA52,protein-coding
ENSG00000092841,-0.0250724893376422,-0.0250429915048623,6.58972782122997e-59,417485,MYL6,protein-coding
ENSG00000177600,-0.0038528532449378,-0.003989278332905,0.009949407907576,417480,RPLP2,protein-coding
ENSG00000142534,0.0094134812264162,0.0095921848736526,5.73158617689353e-10,417446,RPS11,protein-coding
ENSG00000177954,0.0012553936627253,0.0014570330697878,0.3469872787719266,416614,RPS27,protein-coding
ENSG00000198786,-0.0215809191277335,-0.0290556061112148,1.853536514707434e-78,416360,MT-ND5,protein-coding
ENSG00000140264,-0.018437281058917,-0.0180827487002758,1.9321423978524003e-31,416050,SERF2,protein-coding
ENSG00000198918,0.0100211565705094,0.0124327953907844,1.0712491743336207e-15,415918,RPL39,protein-coding
ENSG00000109475,0.0067810335915099,0.0086866481083353,2.1793087251847843e-08,415157,RPL34,protein-coding
ENSG00000167526,-0.0123017898624845,-0.012332515387697,1.984612888068332e-15,414724,RPL13,protein-coding
ENSG00000206503,-0.0282503058765382,-0.030306399784806,9.145633990768488e-85,414209,HLA-A,protein-coding
ENSG00000124172,-0.0125647973619937,-0.0121080382750282,6.629228353277367e-15,414047,ATP5F1E,protein-coding
ENSG00000144713,-0.0058306745348962,-0.0061893856241929,6.847766271984752e-05,413805,RPL32,protein-coding
ENSG00000122026,-0.0019474641436786,-0.0019606225842637,0.2080437291226809,412325,RPL21,protein-coding
ENSG00000115268,-0.0110663039788204,-0.0115104891258208,1.4719420660237854e-13,412132,RPS15,protein-coding
ENSG00000142676,0.001041751563107,0.0011770906540835,0.4499482539671244,411958,RPL11,protein-coding
ENSG00000112306,-0.0072648008876232,-0.0069232129752972,8.887327703133208e-06,411769,RPS12,protein-coding
ENSG00000152601,-0.0027386819050199,-0.0034850929434837,0.0253951200023273,411394,MBNL1,protein-coding
ENSG00000105372,-0.0198637453268718,-0.021521648454889,2.7583123003177323e-43,410724,RPS19,protein-coding
ENSG00000134419,-0.0048017338223783,-0.0053103053549873,0.0006677783701515,410533,RPS15A,protein-coding
ENSG00000143947,-0.0075732194199995,-0.008763659016022,1.9954139838898244e-08,410121,RPS27A,protein-coding
ENSG00000147403,-0.0045670460341433,-0.0054265009823774,0.0005118035376791,409960,RPL10,protein-coding
ENSG00000138326,0.0074573843199126,0.0085278848928058,4.7731335054084215e-08,409845,RPS24,protein-coding
ENSG00000187514,-0.0009754936790956,-0.0012911544133984,0.4085645302425748,409685,PTMA,protein-coding
ENSG00000034510,0.0011051675692532,0.0012786842803917,0.4131865723531781,409543,TMSB10,protein-coding
ENSG00000142541,0.0020015205700145,0.0024134159327847,0.1226374497629227,409183,RPL13A,protein-coding
ENSG00000122566,0.0152314004114684,0.0204718118875881,3.4752682086196075e-39,409138,HNRNPA2B1,protein-coding
ENSG00000136156,-0.0163098096740116,-0.0187204322937439,5.405831307678936e-33,408447,ITM2B,protein-coding
ENSG00000140988,-0.0011606633887895,-0.0012207309418493,0.435436375903681,408193,RPS2,protein-coding
ENSG00000184009,-0.0095375718273943,-0.0130824262114589,6.489825626311068e-17,407927,ACTG1,protein-coding
ENSG00000233927,-0.0023417315755697,-0.0026285549205779,0.0931976811490785,407894,RPS28,protein-coding
ENSG00000137154,-0.0036410927894168,-0.0047304388871203,0.0025218851955615,407766,RPS6,protein-coding
ENSG00000231500,-0.0057054782611213,-0.0067839641104895,1.5130824967561771e-05,406775,RPS18,protein-coding
ENSG00000204525,-0.0184405123465958,-0.022163329399143,2.325093686274502e-45,406623,HLA-C,protein-coding
ENSG00000197756,0.0137996083239563,0.0167389712935345,1.3654274157932382e-26,406477,RPL37A,protein-coding
ENSG00000087460,-0.0231852278978464,-0.025770952259093,1.2102183500084748e-60,406214,GNAS,protein-coding
ENSG00000149273,-0.0148729855801536,-0.0174690064831754,8.55556316728999e-29,406176,RPS3,protein-coding
ENSG00000197958,0.0006519147781978,0.0007270789412818,0.6431843158466288,405950,RPL12,protein-coding
ENSG00000130522,-0.0107694483307404,-0.0112793654520545,6.711874679828968e-13,405771,JUND,protein-coding
ENSG00000142937,0.0071438679280237,0.0085584294836078,5.001462328606171e-08,405688,RPS8,protein-coding
ENSG00000234745,-0.0152800537526958,-0.0193578869938154,6.38326637718536e-35,405515,HLA-B,protein-coding
ENSG00000080824,0.0074648775842102,0.0103218742629094,4.9683142342326985e-11,405361,HSP90AA1,protein-coding
ENSG00000108298,-0.006810231364655,-0.0079368227129652,4.3538502560228e-07,405284,RPL19,protein-coding
ENSG00000105193,0.01112982101975,0.0143255756015375,7.802242376568286e-20,404886,RPS16,protein-coding
ENSG00000161016,-0.0204134426493323,-0.0227087241624305,2.7048672147416952e-47,404507,RPL8,protein-coding
ENSG00000104904,0.0025952251870805,0.0024634531366482,0.1174248098193383,403939,OAZ1,protein-coding
ENSG00000182899,0.0009782158961315,0.0010919783494658,0.4878051249720694,403690,RPL35A,protein-coding
ENSG00000145425,-0.0078755013225678,-0.0093856026375085,2.4887256788035318e-09,403526,RPS3A,protein-coding
ENSG00000213741,0.0089416466674439,0.0111854075052557,1.2038860668472073e-12,403451,RPS29,protein-coding
ENSG00000105640,-0.0096834696403225,-0.0105772843484184,1.875061808516884e-11,403068,RPL18A,protein-coding
ENSG00000131051,-0.0053885816367508,-0.0075071619137905,1.9545167782596674e-06,401699,RBM39,protein-coding
ENSG00000162244,-0.0105284159462594,-0.0124251528590602,3.4191016847742134e-15,401624,RPL29,protein-coding
ENSG00000198668,-0.0313358154676494,-0.0438791865133272,5.381219967190366e-170,400788,CALM1,protein-coding
ENSG00000196531,-0.0050924975783622,-0.0055544827496694,0.0004374148304712,400783,NACA,protein-coding
ENSG00000171863,-0.000114144208319,-0.0001458224027508,0.9265392652162052,399774,RPS7,protein-coding
ENSG00000172809,0.0064773963357263,0.0074262287060454,2.668891600146144e-06,399655,RPL38,protein-coding
ENSG00000063177,-0.001340867956036,-0.0016732330937218,0.2906530161528736,398827,RPL18,protein-coding
ENSG00000100316,-0.010824580571807,-0.0139211121491627,1.4914749583242145e-18,398677,RPL3,protein-coding
ENSG00000164924,-0.0137612154594946,-0.0190991568169484,1.816510412845799e-33,398344,YWHAZ,protein-coding
ENSG00000130255,-0.0067314322352072,-0.0082726476619176,1.787627853073847e-07,398169,RPL36,protein-coding
ENSG00000163682,0.0057857253050412,0.0074368070335812,2.719493485188416e-06,397867,RPL9,protein-coding
ENSG00000172757,-0.0196748489214256,-0.0263497718588481,4.839501635407301e-62,397794,CFL1,protein-coding
ENSG00000148303,-0.0020788528885952,-0.0026289974519181,0.0975653805174906,397143,RPL7A,protein-coding
ENSG00000110700,-0.0047414194747079,-0.0056288028955093,0.0003922456058886,396695,RPS13,protein-coding
ENSG00000171858,0.0043371406306578,0.0057914341356857,0.0002647465372761,396668,RPS21,protein-coding
ENSG00000198034,-0.0019614376067288,-0.0022468069174399,0.1572127526434128,396352,RPS4X,protein-coding
ENSG00000114391,0.0044396783330755,0.0054080789668533,0.0006656168764842,396029,RPL24,protein-coding
ENSG00000186468,0.0036136789139871,0.0045255102520916,0.0044045029282773,395943,RPS23,protein-coding
ENSG00000170776,0.0043113992599096,0.0059750738208897,0.0001712566197819,395575,AKAP13,protein-coding
ENSG00000166441,0.0137087616943703,0.0168213004059247,3.683694592563476e-26,395554,RPL27A,protein-coding
ENSG00000133639,-0.0165501638775534,-0.0225735921363998,9.8931918019998e-46,395310,BTG1,protein-coding
ENSG00000109332,-0.0001227405211996,-0.0001315447074236,0.934091130015387,395233,UBE2D3,protein-coding
ENSG00000118181,-0.0057868948298534,-0.0073332386579455,4.054322406178364e-06,394942,RPS25,protein-coding
ENSG00000174748,0.0027769624953608,0.0036320413998998,0.0225267047059482,394538,RPL15,protein-coding
ENSG00000204592,-0.0010286199841905,-0.0013887656723946,0.3830655137586537,394492,HLA-E,protein-coding
ENSG00000204628,-0.0048198865938291,-0.00631146774206,7.375378668265188e-05,394426,RACK1,protein-coding
ENSG00000188846,-0.0057515772240134,-0.0075723269803659,2.00376597402215e-06,393981,RPL14,protein-coding
ENSG00000122406,-0.0055850696012623,-0.0072755951520118,5.026259339496605e-06,393447,RPL5,protein-coding
ENSG00000111640,-0.0186875051818018,-0.0243345611346239,1.3912135381473089e-52,393181,GAPDH,protein-coding
ENSG00000089009,-0.0062879757625745,-0.0074427398692802,3.0874574920396484e-06,392837,RPL6,protein-coding
ENSG00000131469,0.0050398731273026,0.0066410508426101,3.1659321256962665e-05,392604,RPL27,protein-coding
ENSG00000136942,0.0006122470037167,0.0008081572796863,0.6131886200211509,391291,RPL35,protein-coding
ENSG00000189403,-0.0063924839181132,-0.0086142363320426,7.572199432323043e-08,389618,HMGB1,protein-coding
ENSG00000092199,0.0083130697003718,0.0111624491182306,3.3245741187477967e-12,389120,HNRNPC,protein-coding
ENSG00000198242,0.0064585839367348,0.0077160153727711,1.5115007735337487e-06,388545,RPL23A,protein-coding
ENSG00000125691,0.0282931603455345,0.0383046963907104,8.52799644134393e-126,387631,RPL23,protein-coding
ENSG00000146278,-0.0137907674707463,-0.0146074602702169,9.842630214729432e-20,387257,PNRC1,protein-coding
ENSG00000161970,0.0208059787860279,0.0264461855272433,1.05384124835071e-60,386123,RPL26,protein-coding
ENSG00000008988,0.0105253068182565,0.0123709051294723,1.5877841612382114e-14,385405,RPS20,protein-coding
ENSG00000104529,-0.0158758065877265,-0.0199841433217382,2.63850288691996e-35,384888,EEF1D,protein-coding
ENSG00000096060,-0.0093785218378312,-0.0117543336609577,3.096278298600632e-13,384635,FKBP5,protein-coding
ENSG00000118816,-0.0146360529200387,-0.0142930934852616,8.424565254632297e-19,383716,CCNI,protein-coding
ENSG00000071082,-0.0066069058978314,-0.0077759877091654,1.472916265174013e-06,383397,RPL31,protein-coding
ENSG00000159140,-0.0138506131151659,-0.019117381222128,2.6156052056612985e-32,383092,SON,protein-coding
ENSG00000120129,-0.020652581583545,-0.0267651052026554,1.2851568329712365e-61,382824,DUSP1,protein-coding
ENSG00000130066,-0.0188242332935178,-0.0244587347854079,1.0023261290078165e-51,382626,SAT1,protein-coding
ENSG00000143933,-0.0170028813766652,-0.0214794521338388,2.812960225697439e-40,382478,CALM2,protein-coding
ENSG00000108518,-0.0355988864552319,-0.0456345351662364,2.96949840855323e-175,382120,PFN1,protein-coding
ENSG00000089157,-0.0160454058255326,-0.0202130895169774,8.750662613834069e-36,381584,RPLP0,protein-coding
ENSG00000198755,0.0016708583344811,0.0022412883064474,0.166275266805508,381460,RPL10A,protein-coding
ENSG00000083845,-0.0193918388725826,-0.0235576529894247,6.272484044630258e-48,381112,RPS5,protein-coding
ENSG00000101608,-0.0285973105970898,-0.0359636379636761,3.56191019365943e-109,380747,MYL12A,protein-coding
ENSG00000265972,0.0070793997321367,0.0088642995382621,4.5472487118483384e-08,380522,TXNIP,protein-coding
ENSG00000163466,-0.0124755838150386,-0.0165581236289642,1.741595131012863e-24,380358,ARPC2,protein-coding
ENSG00000067082,-0.0194702972818222,-0.027451284096997,3.3870906830398244e-64,379618,KLF6,protein-coding
ENSG00000171223,-0.0042950500801926,-0.0057620726299211,0.00039100637892,378735,JUNB,protein-coding
ENSG00000096384,0.0039746556084051,0.0051458663635627,0.00155449807505,378128,HSP90AB1,protein-coding
ENSG00000067560,-0.0109657836968974,-0.0150487993593379,2.161708110045776e-20,378105,RHOA,protein-coding
ENSG00000147604,-0.0051056728010417,-0.0057216582597333,0.0004349884462482,378022,RPL7,protein-coding
ENSG00000005483,-0.0120009927202945,-0.0168280264125375,4.6230181141461485e-25,377533,KMT2E,protein-coding
ENSG00000162434,-0.0020688708321037,-0.002776913061835,0.0880524842793908,377323,JAK1,protein-coding
ENSG00000127314,0.0053591171770642,0.0073185933616063,7.114916767329027e-06,376419,RAP1B,protein-coding
ENSG00000168028,-0.0175089336636228,-0.021750001788905,1.3556370108631374e-40,376088,RPSA,protein-coding
ENSG00000165502,-0.0277650865756195,-0.0317402701841461,4.406598220073226e-84,374502,RPL36AL,protein-coding
ENSG00000171988,0.0075674713982467,0.0102610499484173,3.507279908588576e-10,373901,JMJD1C,protein-coding
ENSG00000145741,-0.0155055227229002,-0.015218301935511,1.4051393457414822e-20,373406,BTF3,protein-coding
ENSG00000167658,-0.0096906533570623,-0.0106655481867579,7.680705874746686e-11,372166,EEF2,protein-coding
ENSG00000197956,0.0168763628985258,0.0199740672469659,3.8471703456449127e-34,371933,S100A6,protein-coding
ENSG00000120690,0.0028977790347876,0.0040280704269066,0.0141092965146093,371296,ELF1,protein-coding
ENSG00000170345,-0.0171850306516322,-0.0214426534842557,5.066403483152146e-39,371291,FOS,protein-coding
ENSG00000100201,-0.0068079953497638,-0.0090627760839745,3.3637851760287915e-08,371155,DDX17,protein-coding
ENSG00000131143,-0.0282323300459336,-0.0374236639750212,4.4491617594905555e-115,370959,COX4I1,protein-coding
ENSG00000140319,-0.0158887487035124,-0.0203799171309647,2.2928966038584377e-35,370753,SRP14,protein-coding
ENSG00000170315,-0.0017870794355988,-0.001653278365918,0.3150264539170498,369326,UBB,protein-coding
ENSG00000232112,-0.0092133652399068,-0.0121153467565277,1.854877203667794e-13,368910,TMA7,protein-coding
ENSG00000118680,-0.0301211249721808,-0.0383965565836314,6.395562295940854e-120,367472,MYL12B,protein-coding
ENSG00000124831,-0.0035516055795988,-0.0050069279905073,0.0024139023278135,367169,LRRFIP1,protein-coding
ENSG00000196262,-0.0235297450593293,-0.0321099250618076,3.322073056696512e-84,366471,PPIA,protein-coding
ENSG00000139644,-0.0265095075590058,-0.0350828011554575,3.802139565228015e-100,366430,TMBIM6,protein-coding
ENSG00000065978,-0.0075563446114677,-0.0070903952119426,1.7787518021351418e-05,366241,YBX1,protein-coding
ENSG00000143384,-0.0057942190510837,-0.0079209670266166,1.6408866002697492e-06,366181,MCL1,protein-coding
ENSG00000174444,-0.0189974514676169,-0.024053257356475,6.779494879567071e-48,365297,RPL4,protein-coding
ENSG00000153187,0.0054703911506294,0.0074731795403786,6.294318613087798e-06,365205,HNRNPU,protein-coding
ENSG00000117523,-0.0128598873822389,-0.0172064853963635,2.668396537221425e-25,364784,PRRC2C,protein-coding
ENSG00000140575,-0.0117736396932821,-0.016171882718828,1.5624572656224932e-22,364698,IQGAP1,protein-coding
ENSG00000181722,0.0092049314328946,0.0127854801081683,1.1900932381271414e-14,364285,ZBTB20,protein-coding
ENSG00000114942,-0.018057262899482,-0.024007352651233,1.4228295704958922e-47,364136,EEF1B2,protein-coding
ENSG00000127184,-0.0236305758980874,-0.028431351188391,6.05872688322936e-66,363805,COX7C,protein-coding
ENSG00000167978,-0.0166783915617556,-0.02295684820037,1.4840040718607184e-43,363303,SRRM2,protein-coding
ENSG00000165119,-0.0090012356810398,-0.0113217557361983,9.368073973547388e-12,362404,HNRNPK,protein-coding
ENSG00000100650,-0.0229554440382114,-0.031381305823023,1.23572759179478e-79,362390,SRSF5,protein-coding
ENSG00000197728,0.0181205985156736,0.0231736774956985,3.2675933228631415e-44,362140,RPS26,protein-coding
ENSG00000100354,-0.0079397961013956,-0.0105426531603525,2.257897706030768e-10,361931,TNRC6B,protein-coding
ENSG00000142669,-0.0076957455354613,-0.0079723045690786,1.6376907036914472e-06,361539,SH3BGRL3,protein-coding
ENSG00000160584,0.0019528352340474,0.0025122581522594,0.1310412514482616,361270,SIK3,protein-coding
ENSG00000128016,-0.0145508313287412,-0.0196035780999162,4.833610445118476e-32,361149,ZFP36,protein-coding
ENSG00000181163,-0.0244711715422513,-0.0335356658189885,5.7417902777268575e-90,359480,NPM1,protein-coding
ENSG00000106153,-0.0272112283206092,-0.0329512887146602,7.854595993699081e-87,359090,CHCHD2,protein-coding
ENSG00000157514,-0.0224543782011842,-0.0228183807404328,1.7475716494713074e-42,358306,TSC22D3,protein-coding
ENSG00000244754,-0.0120512460512015,-0.0165906571065701,3.577388948249185e-23,357120,N4BP2L2,protein-coding
ENSG00000054267,-0.0026321125626697,-0.0035950791300417,0.0317703490398354,356750,ARID4B,protein-coding
ENSG00000133872,-0.0330284462254964,-0.0423472464528573,3.167458471958739e-141,356628,SARAF,protein-coding
ENSG00000156467,-0.0217486269804777,-0.0262028133190623,3.352624089598999e-55,356578,UQCRB,protein-coding
ENSG00000123066,0.009082263616661,0.0117048363490444,2.758445922057934e-12,356563,MED13L,protein-coding
ENSG00000185787,-0.0196670602363758,-0.0223192835006591,2.4193916794861223e-40,354831,MORF4L1,protein-coding
ENSG00000196683,-0.0148403711477271,-0.0197611183469318,5.601396449679046e-32,354663,TOMM7,protein-coding
ENSG00000152518,-0.0214906497761867,-0.029568011031283,2.091145166420969e-69,354529,ZFP36L2,protein-coding
ENSG00000166913,-0.0205341048408038,-0.0265768301662191,2.0825128710148254e-56,354443,YWHAB,protein-coding
ENSG00000156639,0.0046437697001176,0.0058066444547328,0.0005559698015656,353464,ZFAND3,protein-coding
ENSG00000168610,-0.0042945605515141,-0.0059366284692282,0.0004192820351057,353089,STAT3,protein-coding
ENSG00000116251,0.0049851799562525,0.0061860027358477,0.0002372223144246,353060,RPL22,protein-coding
ENSG00000101596,-0.0122958503734021,-0.0173825569019534,5.382304941866494e-25,352829,SMCHD1,protein-coding
ENSG00000055609,-0.0055226131241327,-0.0075986110913939,6.387735436825867e-06,352759,KMT2C,protein-coding
ENSG00000166233,-0.0009257928560181,-0.0012671913684157,0.4519710266657186,352296,ARIH1,protein-coding
ENSG00000075785,0.0005013537793808,0.000692005368102,0.6818569723977126,350917,RAB7A,protein-coding
ENSG00000100345,-0.0220082516070149,-0.0320492159305839,3.123019904766075e-80,350105,MYH9,protein-coding
ENSG00000026025,0.0224330901632601,0.0275704902701698,1.215128199377374e-59,348856,VIM,protein-coding
ENSG00000213639,-0.0244051922843887,-0.0269872324019389,3.8286721873463127e-57,348372,PPP1CB,protein-coding
ENSG00000153113,0.01160025348153,0.0154910484065115,6.250669402048828e-20,348075,CAST,protein-coding
ENSG00000161011,-0.0051949806010442,-0.0062983501572209,0.000203866788159,347749,SQSTM1,protein-coding
ENSG00000100906,-0.0235611437725428,-0.0319351926990072,3.875843383475175e-79,347688,NFKBIA,protein-coding
ENSG00000122545,-0.0171579566336017,-0.0234562642224435,1.694860803152847e-43,347513,SEPTIN7,protein-coding
ENSG00000167283,-0.0206806063876381,-0.0241793793565921,4.400161741005791e-46,347292,ATP5MG,protein-coding
ENSG00000135486,-0.0053116803757412,-0.0071470683533643,2.5593179798149405e-05,346895,HNRNPA1,protein-coding
ENSG00000118007,-0.0065055697986743,-0.0089869424628806,1.211269695927973e-07,346710,STAG1,protein-coding
ENSG00000109971,-0.0101014791736837,-0.0135396962693845,1.6238240330652173e-15,346219,HSPA8,protein-coding
ENSG00000111229,-0.0109598059063006,-0.0136709298600895,8.938489781499943e-16,345896,ARPC3,protein-coding
ENSG00000135655,-0.0052917340871285,-0.0060912349276533,0.0003417956854458,345687,USP15,protein-coding
ENSG00000215301,0.0009351948477139,0.0011709693490952,0.4912709910634893,345504,DDX3X,protein-coding
ENSG00000143549,-0.0198117915580169,-0.0266011990416568,5.4167967118594106e-55,344624,TPM3,protein-coding
ENSG00000164190,-0.0026608552531694,-0.0035951037671434,0.0349677139297788,344049,NIPBL,protein-coding
ENSG00000115310,0.0154781442046656,0.0208566243015296,2.1322385642474013e-34,343811,RTN4,protein-coding
ENSG00000163660,-0.0163009361637564,-0.0229018021751193,5.697435359412835e-41,342488,CCNL1,protein-coding
ENSG00000141298,-0.0019681529601676,-0.002766685981522,0.1057697110755834,341800,SSH2,protein-coding
ENSG00000169567,-0.0313858013015453,-0.042139151356313,6.002476773607945e-134,341335,HINT1,protein-coding
ENSG00000152818,0.0009755476521929,0.0013269917918331,0.438321928000043,341117,UTRN,protein-coding
ENSG00000169714,-0.021361547296616,-0.0273247095935784,2.4032451943116536e-57,341059,CNBP,protein-coding
ENSG00000008952,-0.0167739952922098,-0.0168179361863427,9.575613396926998e-23,340640,SEC62,protein-coding
ENSG00000116539,0.0029689850933262,0.0040690866189369,0.0176734120690811,339921,ASH1L,protein-coding
ENSG00000113387,-0.0216442035466011,-0.0294239767249566,5.721799207061723e-66,339795,SUB1,protein-coding
ENSG00000116560,0.0023162377215629,0.0032023784429499,0.0620016325718831,339634,SFPQ,protein-coding
ENSG00000188612,-0.0197438083091232,-0.0251892884408848,8.930706814931647e-49,339439,SUMO2,protein-coding
ENSG00000138071,-0.007888190738357,-0.0109601495103353,1.7330617695873455e-10,339184,ACTR2,protein-coding
ENSG00000078369,-0.005882212260535,-0.008024091613496,2.969494867205761e-06,339136,GNB1,protein-coding
ENSG00000077549,-0.0122914005909779,-0.0168942238849904,7.691313569344547e-23,339090,CAPZB,protein-coding
ENSG00000100664,-0.0190873983247692,-0.0216285656370413,2.3694092212580523e-36,338813,EIF5,protein-coding
ENSG00000049618,0.0012672433581817,0.0017254762363473,0.3155493132053117,338334,ARID1B,protein-coding
ENSG00000095787,0.0014577275545005,0.0018547950029275,0.2806908332515538,338273,WAC,protein-coding
ENSG00000145012,0.0126475727206829,0.0168517705497914,1.1065964985926078e-22,338265,LPP,protein-coding
ENSG00000139218,-0.0033017330553565,-0.0044508309798453,0.0096388214975991,338237,SCAF11,protein-coding
ENSG00000009307,-0.0175779822201074,-0.0187493343849331,1.1404872396717958e-27,337975,CSDE1,protein-coding
ENSG00000119048,-0.0083788805281353,-0.0088853499634451,2.413030298554156e-07,337804,UBE2B,protein-coding
ENSG00000115464,-0.0035125744707435,-0.0046951798631689,0.0063984483632204,337246,USP34,protein-coding
ENSG00000197111,-0.0049197870772265,-0.0058841853824555,0.0006357944684863,336996,PCBP2,protein-coding
ENSG00000120742,-0.0191788180082252,-0.0250194891627585,8.838292055619622e-48,336776,SERP1,protein-coding
ENSG00000051523,-0.0025017411486581,-0.0031096404728419,0.0711575200752229,336729,CYBA,protein-coding
ENSG00000113732,-0.0168885513585372,-0.0223421860581911,1.927785468690517e-38,336667,ATP6V0E1,protein-coding
ENSG00000163041,-0.0174050121232453,-0.0230912703554068,6.508369782879771e-41,336393,H3-3A,protein-coding
ENSG00000213719,-0.024466715347347,-0.0333549557166829,2.312106552064616e-83,336133,CLIC1,protein-coding
ENSG00000104388,-0.0189806078933784,-0.0263199882810337,1.613054698210283e-52,335658,RAB2A,protein-coding
ENSG00000086061,0.0157747034147918,0.0203603931685524,4.365936925063885e-32,335282,DNAJA1,protein-coding
ENSG00000091039,-0.006829848894054,-0.0094243939099402,4.9183798251361766e-08,334923,OSBPL8,protein-coding
ENSG00000110958,-0.0088277287551345,-0.0102126586207497,3.520412807913323e-09,334337,PTGES3,protein-coding
ENSG00000106052,-0.0201175455936333,-0.0230087090935917,2.150453151464744e-40,334323,TAX1BP1,protein-coding
ENSG00000003402,-0.0198028656921893,-0.027797811150393,3.7734452837050194e-58,334316,CFLAR,protein-coding
ENSG00000026508,0.0094153945206499,0.012573605051802,3.6291665006381253e-13,334168,CD44,protein-coding
ENSG00000116044,-0.0073718753609904,-0.0101203980646322,4.9150090777092776e-09,334119,NFE2L2,protein-coding
ENSG00000103363,-0.0246906841275173,-0.0236262215305001,1.908574232203516e-42,333902,ELOB,protein-coding
ENSG00000110321,-0.010376043730353,-0.014026932363767,5.302081886403206e-16,333790,EIF4G2,protein-coding
ENSG00000198900,0.0049853587007108,0.0054363606191004,0.0016925324979596,333498,TOP1,protein-coding
ENSG00000099622,-0.0078273267670337,-0.0099760209019295,8.357660152226121e-09,333484,CIRBP,protein-coding
ENSG00000112081,-0.0152839353437162,-0.0204769971116481,3.0870382268766297e-32,333115,SRSF3,protein-coding
ENSG00000178982,-0.0264732140290948,-0.0310924619282658,4.920701761518247e-72,333077,EIF3K,protein-coding
ENSG00000115053,-0.0082108641776425,-0.0110628956069549,1.7435811649042595e-10,332816,NCL,protein-coding
ENSG00000116754,-0.0161542990861528,-0.022447322909892,2.704074731742482e-38,332185,SRSF11,protein-coding
ENSG00000109046,-0.0068953643745512,-0.009506071590479,4.3013736165672484e-08,332068,WSB1,protein-coding
ENSG00000135390,-0.024704605380128,-0.0335310166562475,3.1538173220546066e-83,332060,ATP5MC2,protein-coding
ENSG00000067066,-0.0041031841440369,-0.0054814975186101,0.0015892477520226,331885,SP100,protein-coding
ENSG00000126267,-0.0337025599897259,-0.0384017243298161,1.6768494982911705e-108,331810,COX6B1,protein-coding
ENSG00000196352,-0.0221988452147764,-0.0287673763457865,1.1259829017216048e-61,331688,CD55,protein-coding
ENSG00000060237,-0.0006110490888567,-0.0005601010316441,0.7470387185788367,331631,WNK1,protein-coding
