gene,slope_z,r,p,n_cells_expr,gene_symbol
ENSG00000228253,-0.024252303652052,-0.0394827032394957,8.156374311358392e-99,285343,MT-ATP8
ENSG00000110367,-0.0128278106784144,-0.0168796389593718,1.9361608214101291e-19,285314,DDX6
ENSG00000153201,-0.0193307193265817,-0.0285142772472446,2.1150748506245324e-52,285305,RANBP2
ENSG00000145819,-0.0066599617325778,-0.0086762131041183,3.6225900129307935e-06,285005,ARHGAP26
ENSG00000084234,0.0045422132200725,0.0057963787854991,0.0019845372304768,284651,APLP2
ENSG00000124486,-0.0085747337701839,-0.0111477644759848,2.722880548005661e-09,284622,USP9X
ENSG00000008018,-0.0316974224670435,-0.0425599396555057,3.345320957621686e-114,284545,PSMB1
ENSG00000108256,0.0052819061018558,0.0070646355404382,0.0001649811202888,284373,NUFIP2
ENSG00000125740,0.0096407816484347,0.013422135235501,8.276767572121128e-13,284264,FOSB
ENSG00000177565,-0.0142990466010748,-0.0185139029252141,5.633138735246044e-23,284146,TBL1XR1
ENSG00000144802,-0.0203550849707168,-0.0281449686042269,7.063773166956988e-51,284028,NFKBIZ
ENSG00000100731,-0.0263134435996822,-0.0373358312029334,3.865451614608972e-88,283967,PCNX1
ENSG00000075413,-0.0078434354996338,-0.0081400583882693,1.441093565121134e-05,283932,MARK3
ENSG00000122862,-0.0262758724273214,-0.0388497255599547,3.006069827152438e-95,283875,SRGN
ENSG00000147274,-0.0128468169958241,-0.0175374346503427,9.297872211420823e-21,283823,RBMX
ENSG00000136758,-0.0163712113723228,-0.0228314950452977,5.452589101131634e-34,283316,YME1L1
ENSG00000115541,-0.0054331159606831,-0.0075122508647665,6.380102267145463e-05,283270,HSPE1
ENSG00000168385,-0.0154671907520926,-0.0201604196317952,7.287182767931158e-27,283263,SEPTIN2
ENSG00000084070,-0.0046068354054738,-0.0063129320021221,0.0007818903347601,283130,SMAP2
ENSG00000125970,-0.0179102988113936,-0.0249242432518828,3.766376598953294e-40,283103,RALY
ENSG00000105939,-0.0135989462731986,-0.0166847344120159,7.002786858353617e-19,282896,ZC3HAV1
ENSG00000005022,-0.0369798059208216,-0.0509705426738562,4.882100409502115e-162,282857,SLC25A5
ENSG00000116731,0.0065618219970429,0.0087942920759717,2.916006854691911e-06,282784,PRDM2
ENSG00000111348,-0.0174791959066815,-0.0256848006657027,1.769503844174501e-42,282738,ARHGDIB
ENSG00000078140,-0.00805472836931,-0.0104288606206016,2.9750894964380325e-08,282475,UBE2K
ENSG00000116288,-0.0311407794432382,-0.0410236707245916,1.810850850707033e-105,282445,PARK7
ENSG00000156110,0.0040093917467558,0.0055802160648289,0.0030241347293098,282374,ADK
ENSG00000134851,0.0072417682578757,0.0096586809391335,2.860257647162123e-07,282354,TMEM165
ENSG00000203875,-0.0088038318750314,-0.011561835337419,8.131325507874377e-10,282221,SNHG5
ENSG00000182718,0.0067653889743038,0.0088338886769606,2.7104687655205507e-06,282052,ANXA2
ENSG00000188529,-0.0228914072078625,-0.0315425217965085,6.192850783214582e-63,281675,SRSF10
ENSG00000100300,-0.0077701223916228,-0.0092250779881711,9.81357555060162e-07,281586,TSPO
ENSG00000110955,-0.0416039756727157,-0.0464413591944781,3.0943794676590737e-134,281583,ATP5F1B
ENSG00000123416,-0.0225788024580925,-0.0302087833251446,7.521850933942125e-58,281557,TUBA1B
ENSG00000083896,-0.0136997466021093,-0.0188224325152618,1.793096357283319e-23,281303,YTHDC1
ENSG00000179218,-0.0253921869857188,-0.0324194217199941,2.7811872661445244e-66,281246,CALR
ENSG00000123562,-0.0134729995750884,-0.0188592728988709,1.6437609250999872e-23,280689,MORF4L2
ENSG00000044574,-0.0294013453623086,-0.0401489986280304,1.9735864259166927e-100,280547,HSPA5
ENSG00000135535,-0.0195032661432521,-0.0260853174797745,1.98833414276454e-43,280509,CD164
ENSG00000241343,-0.006369952496528,-0.0082185549364374,1.3479497198285694e-05,280421,RPL36A
ENSG00000104517,0.0037298478796506,0.0050323213123203,0.0077058412669695,280386,UBR5
ENSG00000173821,-0.0216108378657761,-0.0308597335560485,4.7897013932539783e-60,280373,RNF213
ENSG00000117868,-0.0137142621049074,-0.018808582038664,2.2819860188098654e-23,280368,ESYT2
ENSG00000132963,-0.0333007249201527,-0.0419630474238269,2.158566267412895e-109,280162,POMP
ENSG00000168374,-0.0307484015128924,-0.0388580364762255,4.884552024034509e-94,280072,ARF4
ENSG00000146247,-0.0146866665344589,-0.0206047626471698,1.1274912668692832e-27,279891,PHIP
ENSG00000092010,-0.0309366667490168,-0.0391918972842953,1.5439528147576034e-95,279801,PSME1
ENSG00000135046,0.0017260788824434,0.0022100800745579,0.2427730325508555,279341,ANXA1
ENSG00000105887,-0.0125596575701913,-0.0135235394815332,8.826872824882028e-13,279326,MTPN
ENSG00000023287,0.0089068628384922,0.0111932284886476,3.312694771193471e-09,279267,RB1CC1
ENSG00000102531,-0.0172094665654651,-0.0240038379068665,7.569182119550455e-37,278998,FNDC3A
ENSG00000122218,-0.0131706462166953,-0.0179852644247557,2.1249341695505897e-21,278888,COPA
ENSG00000170759,-0.0215506956757852,-0.0288046045049437,2.9196115923416137e-52,278807,KIF5B
ENSG00000104964,-0.0277510949519054,-0.0358754827087198,4.6768483650356906e-80,278746,TLE5
ENSG00000156052,-0.0064160019853924,-0.0086529455500855,4.9226346168961095e-06,278691,GNAQ
ENSG00000107341,-0.0074615819524803,-0.0098958786863677,1.778751566340126e-07,278353,UBE2R2
ENSG00000132341,-0.0311336440771849,-0.0420892771605858,2.4500572446035907e-109,278340,RAN
ENSG00000069849,-0.0195415001098569,-0.0264686859611751,2.497136745844739e-44,278330,ATP1B3
ENSG00000233276,-0.0021740895308896,-0.0019004485266098,0.316070592413198,278302,GPX1
ENSG00000058063,-0.0207677280434388,-0.0294622073523613,1.7089397709181566e-54,278285,ATP11B
ENSG00000197329,-0.0085558192121379,-0.0118283565906681,4.3938162511169925e-10,278230,PELI1
ENSG00000125772,-0.0150920535490453,-0.0192409367629935,3.3232413649385984e-24,278214,GPCPD1
ENSG00000170242,-0.0055459042959631,-0.0075777932706088,6.426512200423832e-05,278152,USP47
ENSG00000155903,-0.0230809079855086,-0.0348824446218774,1.2584028526249002e-75,278145,RASA2
ENSG00000013441,-0.0180060568329609,-0.0249465276313184,1.557178475156102e-39,278063,CLK1
ENSG00000188186,-0.0171862641459622,-0.0221189236989683,1.9741807738957317e-31,277956,LAMTOR4
ENSG00000082153,-0.0074802520176933,-0.0103873727311669,4.3664163894170326e-08,277839,BZW1
ENSG00000134352,-5.9664683629019215e-05,-7.825628118795561e-05,0.9671013230434448,277772,IL6ST
ENSG00000130811,-0.0273034978497703,-0.0367535550059608,1.2106096842667333e-83,277765,EIF3G
ENSG00000111897,-0.0173600793354807,-0.0235364131888753,2.5317596999244755e-35,277603,SERINC1
ENSG00000089220,-0.0317026492151007,-0.0435855536829264,8.444784936490438e-117,277579,PEBP1
ENSG00000108100,0.0054943857206099,0.0073562312606556,0.0001066051897106,277482,CCNY
ENSG00000136754,-0.0081338747021004,-0.0112806498498925,2.814315442116242e-09,277450,ABI1
ENSG00000255302,-0.0193465174461771,-0.0229725661200701,1.102332324250761e-33,277197,EID1
ENSG00000147548,-0.0136537256094076,-0.017524591586945,2.8800968447252644e-20,276960,NSD3
ENSG00000113811,-0.0307202128151895,-0.0303631981448203,1.8146412398713388e-57,276797,SELENOK
ENSG00000065413,-0.0028211418514298,-0.0040838684319705,0.0316741885848585,276775,ANKRD44
ENSG00000197081,-0.022446950688397,-0.0314964683075709,1.075544416871295e-61,276768,IGF2R
ENSG00000198589,-0.0150514888328709,-0.022064746364468,3.774869222598557e-31,276680,LRBA
ENSG00000198898,-0.0128228551441026,-0.0172119463482171,1.3786745724321425e-19,276667,CAPZA2
ENSG00000109670,-0.0022841417101304,-0.0030962603449556,0.1036386841986706,276280,FBXW7
ENSG00000197555,-0.0009058555454264,-0.0013211412417226,0.4874251803616354,276272,SIPA1L1
ENSG00000135870,-0.0137460960357166,-0.0187311601934031,7.161793682830052e-23,276237,RC3H1
ENSG00000121892,-0.0030363046168425,-0.0041437067566818,0.0294408837805379,276154,PDS5A
ENSG00000188994,-0.020987407467332,-0.0304405577339169,1.3293846755388302e-57,276060,ZNF292
ENSG00000197971,-0.0175942737142608,-0.0219524687881258,9.273803467700617e-31,275816,MBP
ENSG00000154723,-0.0342079436173111,-0.0424503505300014,3.571676162081244e-110,275752,ATP5PF
ENSG00000127022,-0.0243566520119663,-0.0334870462128004,3.1237756903384743e-69,275656,CANX
ENSG00000135837,-0.0152603603458685,-0.0212228785706291,7.962876866669203e-29,275493,CEP350
ENSG00000137076,-0.0153124024879823,-0.0205714094860251,3.5865353793548296e-27,275377,TLN1
ENSG00000100644,-0.0136733274647392,-0.0193294496622785,3.63023056500699e-24,275203,HIF1A
ENSG00000122705,-0.023179109030856,-0.0302819708816279,7.988980541825962e-57,275066,CLTA
ENSG00000067225,-0.0104632277913546,-0.0141114139206751,1.38376666386898e-13,274811,PKM
ENSG00000172115,-0.0259980546272434,-0.0368371784333192,3.9859625784815534e-83,274754,CYCS
ENSG00000135048,-0.0103156537043071,-0.0140903164729298,1.5162025485882684e-13,274730,CEMIP2
ENSG00000163399,-0.0156954014589376,-0.0217504468132586,4.311563224217909e-30,274518,ATP1A1
ENSG00000155368,-0.0208615050117465,-0.02704980413405,1.3594451317427036e-45,274409,DBI
ENSG00000132002,0.0167251826297078,0.0231691342432769,6.6574533706955295e-34,274378,DNAJB1
ENSG00000221914,-0.0048267545825106,-0.006545787664003,0.000609596667932,274143,PPP2R2A
ENSG00000127528,-0.0133914050103663,-0.0175052912130755,5.0629121727334175e-20,273932,KLF2
ENSG00000138594,-0.0129675427344834,-0.0180218618977357,4.0269031326191176e-21,273863,TMOD3
ENSG00000064393,-0.0011620954083363,-0.0015965031337253,0.4036902633618366,273582,HIPK2
ENSG00000124214,-0.0118103413642004,-0.0129426739200574,1.3066739296101426e-11,273418,STAU1
ENSG00000184076,-0.0305530909263423,-0.0359440742649582,7.513038920295501e-79,273399,UQCR10
ENSG00000113013,-0.0161284844345822,-0.0221833465823693,4.146495442933672e-31,273350,HSPA9
ENSG00000177200,-0.0060553470713752,-0.0080206475482845,2.751236179601947e-05,273306,CHD9
ENSG00000124151,0.0023650195066325,0.0032404930909081,0.0902782580216801,273257,NCOA3
ENSG00000162924,-0.0104438904459164,-0.0148066050897634,9.975316135050008e-15,273199,REL
ENSG00000186566,-0.0132781246122058,-0.0184015435313965,6.80474191219329e-22,273064,GPATCH8
ENSG00000119314,-0.0102044999021283,-0.0141693545298254,1.3261741135657948e-13,272984,PTBP3
ENSG00000129003,-0.005828439398953,-0.0079193228275043,3.508382354868928e-05,272978,VPS13C
ENSG00000174373,-0.0118180100995585,-0.0166687071517649,3.0902677371022586e-18,272889,RALGAPA1
ENSG00000130770,-0.0380881333641131,-0.0509473986366914,3.320036457352597e-156,272794,ATP5IF1
ENSG00000147202,0.0220774146177133,0.0283644166897921,1.1822651519051424e-49,272678,DIAPH2
ENSG00000075539,-0.0152522355302939,-0.021613951705994,1.6524963862392478e-29,272290,FRYL
ENSG00000196504,-0.0100463178872541,-0.0136431511127713,1.0897808272556944e-12,272227,PRPF40A
ENSG00000197157,-0.0157075469515005,-0.0202706984935631,3.842053344819756e-26,272168,SND1
ENSG00000151532,-0.0110225520191302,-0.015413334112639,8.945088614043933e-16,272100,VTI1A
ENSG00000257103,-0.0135155607696954,-0.0171733842590573,3.490292499776116e-19,271688,LSM14A
ENSG00000196419,-0.0256526074459372,-0.0351403787101173,5.648526240225572e-75,271651,XRCC6
ENSG00000130340,-0.0108171207742864,-0.0150614163179306,4.2871027229439714e-15,271360,SNX9
ENSG00000100811,-0.0160712059814222,-0.0204451649172958,1.781326705510669e-26,271187,YY1
ENSG00000117592,-0.01252970673771,-0.0130875529061412,9.40047936730403e-12,271164,PRDX6
ENSG00000110422,0.0077259039434876,0.0098590932433233,2.86877090119379e-07,270932,HIPK3
ENSG00000100941,-0.0161769421860359,-0.0225434825289385,8.442325173655091e-32,270901,PNN
ENSG00000147905,-0.000170260842553,-0.0002366395082309,0.9019818313740676,270867,ZCCHC7
ENSG00000070961,-0.0103704254991501,-0.0139655059195151,3.666425788959083e-13,270769,ATP2B1
ENSG00000130402,-0.017002665869877,-0.0235809353108942,1.286109280615645e-34,270749,ACTN4
ENSG00000149187,-0.0064918788786222,-0.0089792456029448,2.980941647934713e-06,270730,CELF1
ENSG00000080503,-0.0203972362159609,-0.0287981095279368,9.529763721147265e-51,270567,SMARCA2
ENSG00000057608,-0.0124414581689293,-0.0166960556651639,3.991045565914694e-18,270184,GDI2
ENSG00000169895,-0.025261076751818,-0.0338834040450262,1.827994909059721e-69,270171,SYAP1
ENSG00000090863,-0.0155382556575777,-0.0214830276101321,6.204971803189008e-29,269932,GLG1
ENSG00000150867,-0.0186981510236538,-0.016580090345203,7.018175924522783e-18,269924,PIP4K2A
ENSG00000164096,-0.0243419786276315,-0.0323411163858539,2.268348560357643e-63,269842,ARLN
ENSG00000088930,-0.0021959654704217,-0.0029813763071766,0.1215263412376803,269733,XRN2
ENSG00000108424,-0.0176620129826045,-0.0248430243925664,4.253262636987009e-38,269733,KPNB1
ENSG00000114439,-0.0136815923716761,-0.0194090010731142,6.783768663958765e-24,269664,BBX
ENSG00000133812,-0.0015376845317133,-0.0020358530287641,0.2906136032958128,269449,SBF2
ENSG00000122359,-0.025574737249077,-0.0358545148206934,2.6048440808304142e-77,269270,ANXA11
ENSG00000172216,0.0050834857223495,0.0064472408862929,0.0008218849531363,269229,CEBPB
ENSG00000012660,-0.0012917125545074,-0.0017165580178355,0.3732135766319298,269107,ELOVL5
ENSG00000183049,-0.0121849219686802,-0.0167699408952753,3.4113086750121882e-18,268910,CAMK1D
ENSG00000155849,-0.0105464272280972,-0.0139889819634318,4.033633109487107e-13,268903,ELMO1
ENSG00000168214,-0.0115941911580247,-0.0152335094596054,2.8136556877007628e-15,268836,RBPJ
ENSG00000048649,-0.0173277878140132,-0.0239585562827216,1.9340878455532717e-35,268836,RSF1
ENSG00000134825,-0.026153707364536,-0.0352788382185747,9.477029224045389e-75,268693,TMEM258
ENSG00000054654,-0.0151280999175419,-0.0241356509031412,6.471947022258617e-36,268638,SYNE2
ENSG00000204256,-0.0134769959844039,-0.0182137655686476,3.832236852756058e-21,268417,BRD2
ENSG00000065243,-0.0111991282192809,-0.0156444450383117,5.364823538058867e-16,268235,PKN2
ENSG00000198931,-0.024973344421536,-0.0324158920090552,2.829268182241989e-63,268179,APRT
ENSG00000154518,-0.0381694028673003,-0.0514903008396597,8.48182487106521e-157,268091,ATP5MC3
ENSG00000077147,-0.0094746487491188,-0.0128030509503638,3.399391617874949e-11,267994,TM9SF3
ENSG00000118482,-0.0193992477434338,-0.0264753172822053,9.129647960700793e-43,267978,PHF3
ENSG00000182774,-0.0038916480963392,-0.0050289175145693,0.0092512207729916,267839,RPS17
ENSG00000082805,0.0086351828780785,0.0113460357961816,4.319783102079771e-09,267781,ERC1
ENSG00000164111,-0.0013722461848166,-0.0017361089507516,0.3689890164091667,267768,ANXA5
ENSG00000108510,0.0016519483614588,0.0021916467738919,0.2568526814759212,267659,MED13
ENSG00000166012,-0.0062074767936551,-0.0086249468260777,8.114965565964005e-06,267645,TAF1D
ENSG00000270647,-0.0150356690343563,-0.0213024222808239,3.05747279419281e-28,267558,TAF15
ENSG00000126432,-0.0351120733110817,-0.0344294834916908,5.720664868393814e-71,267487,PRDX5
ENSG00000090266,-0.0325292559441277,-0.0434992705028947,4.185872723945645e-112,267288,NDUFB2
ENSG00000198408,-0.020685055791634,-0.0283201164491137,1.470045191517433e-48,267278,OGA
ENSG00000147526,-0.0049586217196286,-0.0064864044400101,0.0007985519514421,267258,TACC1
ENSG00000179912,-0.0062618860635318,-0.0088673773709102,4.604222120300194e-06,267004,R3HDM2
ENSG00000182670,-0.0217608586900908,-0.0319674237212454,2.5535283945904453e-61,266984,TTC3
ENSG00000198830,-0.0249580844709899,-0.032084990407341,9.388101231980725e-62,266966,HMGN2
ENSG00000114127,-0.0185273855967165,-0.0241735765810508,8.350531386660803e-36,266929,XRN1
ENSG00000132842,-0.0093531252563921,-0.0130700456685811,1.471933056539095e-11,266749,AP3B1
ENSG00000103342,0.0158726037346448,0.0136268205167143,1.9592199482235325e-12,266682,GSPT1
ENSG00000163848,-0.0182738332775465,-0.0257669279396988,2.080026217615789e-40,266661,ZNF148
ENSG00000109906,0.0064202313817634,0.0077970030716946,5.67665272626508e-05,266596,ZBTB16
ENSG00000123104,-0.0157736690266115,-0.0219930859340743,6.850833575266685e-30,266593,ITPR2
ENSG00000131171,-0.011389926832907,-0.013877015105552,7.773032167082299e-13,266572,SH3BGRL
ENSG00000269893,-0.0131917458846669,-0.0177005038765109,6.31408303439737e-20,266529,SNHG8
ENSG00000138674,-0.0196486092606751,-0.0265206085712044,1.1481702137589184e-42,266415,SEC31A
ENSG00000147123,-0.0369215102663872,-0.0477107369094481,4.71522904108792e-134,266414,NDUFB11
ENSG00000106829,-0.0022085878053526,-0.0029713552086199,0.1251270736643277,266391,TLE4
ENSG00000054611,-0.0070986545780934,-0.0099414694024893,2.900283297119385e-07,266247,TBC1D22A
ENSG00000021355,-0.0056552774475909,-0.0073972824083791,0.000135270771974,266204,SERPINB1
ENSG00000168137,-0.0056360590831238,-0.0078003424885444,5.721276525667488e-05,266124,SETD5
ENSG00000145996,-0.0151010461806761,-0.0206178523131297,2.0083530187933923e-26,266103,CDKAL1
ENSG00000196396,-0.0195546229729838,-0.0276933320939174,2.76598125547058e-46,265930,PTPN1
ENSG00000165006,-0.0128793164620707,-0.0152602073735285,3.5687319312811176e-15,265886,UBAP1
ENSG00000164327,-0.0193169590034153,-0.0275670820311089,7.193580156552294e-46,265870,RICTOR
ENSG00000136536,-0.0159506630959255,-0.0224094498747121,7.251997590377876e-31,265651,MARCHF7
ENSG00000109920,-0.0182229537825959,-0.0260439087606119,4.2828289095683916e-41,265650,FNBP4
ENSG00000166848,-0.0160708112006908,-0.0169243335290575,2.7296604985957053e-18,265562,TERF2IP
ENSG00000066777,-0.0193501207862166,-0.0274775854168619,1.592111690876597e-45,265512,ARFGEF1
ENSG00000127922,-0.0114136232332712,-0.0152298116648411,4.301634608233939e-15,265363,SEM1
ENSG00000197061,-0.0278996859951231,-0.0375424188825136,2.394857205468351e-83,265242,H4C3
ENSG00000130741,-0.013704227364167,-0.0181933576373102,7.238001522127255e-21,265220,EIF2S3
ENSG00000153815,-0.0037468960442733,-0.0053844758189004,0.00555561219959,265207,CMIP
ENSG00000121741,-0.0053956460955013,-0.0075794113544213,9.5989476576699e-05,264828,ZMYM2
ENSG00000169756,-0.0097923178429378,-0.0131445204523519,1.3589454377978208e-11,264640,LIMS1
ENSG00000205581,-0.0272683536258432,-0.0406530510664315,3.619552516844215e-97,264562,HMGN1
ENSG00000114423,0.0187053201498817,0.0258175555395815,2.966437755566879e-40,264557,CBLB
ENSG00000047410,-0.018733027083733,-0.0258232718679914,3.140334849179813e-40,264270,TPR
ENSG00000117335,-0.0256324198006194,-0.0360688052573609,8.708623765527487e-77,264229,CD46
ENSG00000185088,-0.0298480893215545,-0.0392344898922015,1.725711388328352e-90,264138,RPS27L
ENSG00000010244,-0.0013466076274509,-0.0018070701926366,0.3530644494711191,264100,ZNF207
ENSG00000147010,-0.0108514580959945,-0.0150487384737542,1.0771571996009912e-14,263810,SH3KBP1
ENSG00000171681,-0.010988196042079,-0.0157570162640909,5.834148859254186e-16,263750,ATF7IP
ENSG00000140612,-0.0032072080097275,-0.0041647008549044,0.032465744493566,263696,SEC11A
ENSG00000038219,-0.0209005217380849,-0.0295426843306788,5.338174592498201e-52,263668,BOD1L1
ENSG00000115935,-0.0136380400315724,-0.0191234349690316,9.232253408721398e-23,263644,WIPF1
ENSG00000164346,-0.0137387095920526,-0.0182444993876349,7.505934996590196e-21,263519,NSA2
ENSG00000129559,-0.02580697481713,-0.0340496373428733,1.983054844197297e-68,263441,NEDD8
ENSG00000102572,-0.0060537150999168,-0.0076332539237915,8.967760338426574e-05,263310,STK24
ENSG00000156273,0.009372610223039,0.012072805231457,5.912087966743939e-10,263102,BACH1
ENSG00000114857,-0.0236361987394664,-0.0348445306080867,1.8597611771391906e-71,262993,NKTR
ENSG00000151327,-0.0275999630031772,-0.0403883223110672,2.6537551727320443e-95,262795,FAM177A1
ENSG00000065883,-0.0065816615937399,-0.0088123931869525,6.30971474255426e-06,262577,CDK13
ENSG00000177156,-0.0131143936644468,-0.0124142399709072,2.0450694558315831e-10,262277,TALDO1
ENSG00000168300,-0.0194872763156575,-0.0222471941283277,4.530882101955548e-30,262194,PCMTD1
ENSG00000118363,-0.0304577132336684,-0.0421797913114485,2.366320573919583e-103,261700,SPCS2
ENSG00000164405,-0.0383738186108712,-0.0530582080293888,1.8479469968364555e-162,261696,UQCRQ
ENSG00000198160,-0.0207672734983532,-0.0290100331008947,7.909544600471912e-50,261622,MIER1
ENSG00000278311,-0.0207988424312613,-0.0292890604407219,1.0248678881191473e-50,261400,GGNBP2
ENSG00000198961,-0.0201043451290823,-0.0275667500056105,4.075421596864536e-45,261336,PJA2
ENSG00000146425,-0.0328387372099821,-0.0485490669381099,4.851417641954454e-136,261155,DYNLT1
ENSG00000008083,0.004966584826223,0.0064949271436771,0.0009032707669794,261139,JARID2
ENSG00000159216,-0.0087123984569348,-0.0113397831575806,6.878405959389698e-09,261038,RUNX1
ENSG00000100387,-0.0218775206498635,-0.019428933909067,3.2217572672384134e-23,260938,RBX1
ENSG00000197102,-0.0147920656724051,-0.0203904196965924,2.0838319857501136e-25,260921,DYNC1H1
ENSG00000162191,-0.0247610608766078,-0.0305456002293261,6.638683604706063e-55,260904,UBXN1
ENSG00000068697,-0.0078251954741612,-0.0101386096227736,2.2350250642977705e-07,260890,LAPTM4A
ENSG00000105404,-0.0283117601906562,-0.0375766143990767,3.765082377066575e-82,260870,RABAC1
ENSG00000082996,-0.0167912856270812,-0.023250933116256,1.58437084320027e-32,260807,RNF13
ENSG00000129562,-0.0363089564952434,-0.0472733275911429,6.65715353468349e-129,260790,DAD1
ENSG00000125977,-0.0166087683222614,-0.021685591425783,1.6875961756834011e-28,260691,EIF2S2
ENSG00000106615,-0.0085830020852183,-0.0110205392434456,1.834617541977941e-08,260683,RHEB
ENSG00000131504,-0.010941452364219,-0.0152158071732087,7.955472150961586e-15,260624,DIAPH1
ENSG00000056097,-0.0075198246382926,-0.0101797657984102,2.036548309277015e-07,260519,ZFR
ENSG00000097033,-0.0206273357095752,-0.0251116402062023,1.3120934756161122e-37,260441,SH3GLB1
ENSG00000123636,-0.0118602198787237,-0.0163914651624185,6.08955405894433e-17,260306,BAZ2B
ENSG00000157106,-0.0019154601775979,-0.0026502604994549,0.1764675044850506,260132,SMG1
ENSG00000141627,-0.0156219930019227,-0.0215831951829265,3.542984276441229e-28,260013,DYM
ENSG00000125944,-0.0162149293875582,-0.0216310490205694,2.724566602637226e-28,259977,HNRNPR
ENSG00000076685,-0.0137497499790904,-0.0188788069197142,6.170715448266239e-22,259973,NT5C2
ENSG00000129515,-0.020870512771746,-0.0291579075746259,5.522393778175662e-50,259815,SNX6
ENSG00000186432,-0.0006584003456809,-0.000837315583995,0.6695358651729881,259803,KPNA4
ENSG00000185305,-0.0095741602454633,-0.0128766991949392,5.283865362387139e-11,259732,ARL15
ENSG00000152558,-0.0151426644743147,-0.0203492201003757,3.4028928675485464e-25,259632,TMEM123
ENSG00000108061,-0.0094497999574833,-0.0122259509518642,4.74488235259121e-10,259423,SHOC2
ENSG00000231925,-0.0146322896493917,-0.0201111181053864,1.270775480713488e-24,259363,TAPBP
ENSG00000164754,-0.0256189245946739,-0.0339547619521538,5.1588683180379e-67,259285,RAD21
ENSG00000148634,-0.0042387607417317,-0.0057723494897595,0.0032972723778874,259158,HERC4
ENSG00000152234,-0.0342862277065761,-0.0468567853780284,7.180470089753507e-126,259109,ATP5F1A
ENSG00000183726,-0.0263006132067786,-0.0346601892246197,1.1029620846425912e-69,259028,TMEM50A
ENSG00000174953,-0.0122117187241852,-0.01713571438431,2.796539541349999e-18,258887,DHX36
ENSG00000185624,-0.0330029919067652,-0.0470884705825403,5.448583287039634e-127,258882,P4HB
ENSG00000221869,0.0302078152954129,0.038808910291752,7.898175747120539e-87,258811,CEBPD
ENSG00000125868,-0.0146893922483037,-0.0201568145729974,1.1236705011987568e-24,258788,DSTN
ENSG00000253729,-0.0177266412118135,-0.0248056466931577,1.6390458005526193e-36,258753,PRKDC
ENSG00000092148,-0.0108749695353071,-0.0145669519213632,1.2652022157550198e-13,258720,HECTD1
ENSG00000100485,-0.0095599311955632,-0.0127546198918229,8.742726788672504e-11,258674,SOS2
ENSG00000133318,-0.0117653945421423,-0.0154780932139403,3.474939798367431e-15,258671,RTN3
ENSG00000174718,-0.0258572367391,-0.0366450969101415,1.4334537637903355e-77,258656,RESF1
ENSG00000100030,-0.0159901952140235,-0.0202922239012499,5.686598332066589e-25,258622,MAPK1
ENSG00000107077,-0.0107671889124556,-0.0147350132670111,6.750032869560945e-14,258539,KDM4C
ENSG00000117614,-0.0176652288176836,-0.0231999473152572,4.044279904872663e-32,258498,SYF2
ENSG00000175115,-0.0096655985838572,-0.0135844566287787,4.993522559214732e-12,258406,PACS1
ENSG00000068878,0.0053539622132471,0.0061925647313639,0.0016453515650549,258377,PSME4
ENSG00000111678,-0.0144706878969634,-0.0206076219796168,1.1603230649021062e-25,258181,C12orf57
ENSG00000090905,-0.0145377788255897,-0.0203967620463619,3.768333597689649e-25,257937,TNRC6A
ENSG00000115977,-0.0168769616053726,-0.0245152257406019,1.374643255457993e-35,257891,AAK1
ENSG00000081237,-0.0011212618555983,-0.0016306452556142,0.4076378116012431,257873,PTPRC
ENSG00000073614,-0.0183305438216936,-0.0258023968685177,3.108081341615427e-39,257853,KDM5A
ENSG00000118217,0.0070754364358979,0.0093743705372078,1.9342417630559254e-06,257838,ATF6
ENSG00000126756,-0.0265667126391161,-0.0353690393965729,3.775050839611682e-72,257786,UXT
ENSG00000009413,0.0091693182609171,0.0125174963541399,2.0808948538912394e-10,257751,REV3L
ENSG00000196588,0.012668629580423,0.0164790564695727,6.076818986687996e-17,257561,MRTFA
ENSG00000254999,-0.0315438577594648,-0.0395840928640609,8.107327587785287e-90,257521,BRK1
ENSG00000107290,-0.0090864767923541,-0.0126060878593641,1.598547877431251e-10,257383,SETX
ENSG00000135932,-0.0138478610403647,-0.0194903441930703,4.682709251060414e-23,257347,CAB39
ENSG00000120306,-0.0381062000041541,-0.04516844382436,2.8439013872294795e-116,257260,CYSTM1
ENSG00000196712,-0.0067878979445935,-0.0096324987390832,1.0315935121335286e-06,257233,NF1
ENSG00000167863,-0.025336484885758,-0.0342383383161266,1.4023767264798436e-67,257219,ATP5PD
ENSG00000117000,-0.0084401087599678,-0.0114669198874949,6.2532129920279665e-09,256691,RLF
ENSG00000145675,-0.0207031034356302,-0.027591396931649,2.0382315701612152e-44,256663,PIK3R1
ENSG00000240972,-0.040079946239202,-0.0598321768780965,3.6523417581720724e-202,256638,MIF
ENSG00000060138,0.0377820201976172,0.0305017393100374,7.120394981661873e-54,256578,YBX3
ENSG00000151883,-0.0259990530414633,-0.0384541780738739,1.4800855278137153e-84,256557,PARP8
ENSG00000183291,-0.0180920785373436,-0.0241579029637354,1.9544141454070883e-34,256543,SELENOF
ENSG00000112739,-0.0099857862595243,-0.0140490135124973,1.1148514580754005e-12,256498,PRP4K
ENSG00000123505,-0.0004889108231167,-0.0006523615763923,0.7411224956363149,256461,AMD1
ENSG00000107929,-2.5885716075570747e-05,-3.455365946090019e-05,0.986039443958668,256440,LARP4B
