NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		16	0.30462584	1.481483	0.076620825	0.28947678	1.0	3597	tags=50%, list=20%, signal=62%	
GOBP_CHLORIDE_TRANSPORT	GOBP_CHLORIDE_TRANSPORT		129	0.11181646	1.4802617	0.060606062	0.29048184	1.0	5513	tags=41%, list=30%, signal=58%	
GOBP_REGULATION_OF_FIBRINOLYSIS	GOBP_REGULATION_OF_FIBRINOLYSIS		17	0.30021003	1.4778556	0.09475806	0.29296634	1.0	6383	tags=65%, list=35%, signal=99%	
GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM		79	0.14504565	1.4777002	0.06706114	0.29255646	1.0	8750	tags=62%, list=48%, signal=118%	
GOBP_REGULATION_OF_HEART_GROWTH	GOBP_REGULATION_OF_HEART_GROWTH		60	0.16072504	1.4742792	0.07212476	0.29626292	1.0	10846	tags=75%, list=59%, signal=182%	
GOBP_POSTSYNAPSE_ORGANIZATION	GOBP_POSTSYNAPSE_ORGANIZATION		240	0.08167344	1.4725834	0.09306931	0.29790986	1.0	9168	tags=58%, list=50%, signal=114%	
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION	GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION		76	0.14803295	1.4713737	0.085365854	0.29888317	1.0	11565	tags=78%, list=63%, signal=208%	
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS	GOBP_CARDIAC_ATRIUM_MORPHOGENESIS		30	0.2264946	1.471036	0.07115385	0.2987187	1.0	8101	tags=67%, list=44%, signal=119%	
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE		36	0.20387119	1.4704702	0.07317073	0.29877535	1.0	3409	tags=39%, list=19%, signal=48%	
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM		274	0.07700515	1.4703733	0.09018036	0.29827332	1.0	8135	tags=52%, list=44%, signal=92%	
GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS		20	0.2664063	1.4701219	0.06534653	0.2979376	1.0	7059	tags=65%, list=38%, signal=105%	
GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS		29	0.22954828	1.470019	0.06944445	0.29745385	1.0	10370	tags=79%, list=56%, signal=182%	
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM	GOBP_REGULATION_OF_CIRCADIAN_RHYTHM		113	0.11959394	1.4694523	0.06584362	0.2976169	1.0	11647	tags=75%, list=63%, signal=204%	
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT		23	0.2562609	1.4691285	0.08064516	0.29742306	1.0	13683	tags=100%, list=74%, signal=390%	
GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION		46	0.18233497	1.4673862	0.07509881	0.29906648	1.0	9048	tags=67%, list=49%, signal=132%	
GOBP_REGULATION_OF_MEMBRANE_INVAGINATION	GOBP_REGULATION_OF_MEMBRANE_INVAGINATION		15	0.3162023	1.4669511	0.08368201	0.29903114	1.0	3997	tags=53%, list=22%, signal=68%	
GOBP_PEPTIDE_CROSS_LINKING	GOBP_PEPTIDE_CROSS_LINKING		21	0.26503098	1.4652181	0.08782435	0.30073142	1.0	3888	tags=48%, list=21%, signal=60%	
GOBP_NEURON_RECOGNITION	GOBP_NEURON_RECOGNITION		46	0.1864778	1.4650007	0.0882353	0.30038172	1.0	8972	tags=67%, list=49%, signal=131%	
GOBP_REGULATION_OF_AMINE_METABOLIC_PROCESS	GOBP_REGULATION_OF_AMINE_METABOLIC_PROCESS		25	0.24790591	1.45932	0.067073174	0.3071162	1.0	3538	tags=44%, list=19%, signal=54%	
GOBP_STRIATED_MUSCLE_ADAPTATION	GOBP_STRIATED_MUSCLE_ADAPTATION		46	0.1820719	1.4585714	0.08851224	0.30748135	1.0	6654	tags=54%, list=36%, signal=85%	
GOBP_HEART_GROWTH	GOBP_HEART_GROWTH		86	0.13174693	1.4580528	0.079245284	0.30754113	1.0	10846	tags=72%, list=59%, signal=175%	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION		125	0.11276297	1.4565593	0.077844314	0.30898577	1.0	9121	tags=61%, list=50%, signal=120%	
GOBP_ASYMMETRIC_CELL_DIVISION	GOBP_ASYMMETRIC_CELL_DIVISION		19	0.28304514	1.4563129	0.10285714	0.30868033	1.0	11254	tags=89%, list=61%, signal=230%	
GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS	GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS		40	0.1929636	1.4560298	0.08396947	0.30841652	1.0	2435	tags=33%, list=13%, signal=37%	
GOBP_DOPAMINE_TRANSPORT	GOBP_DOPAMINE_TRANSPORT		43	0.18287273	1.4557914	0.07444668	0.30808946	1.0	6053	tags=51%, list=33%, signal=76%	
GOBP_PHOTOTRANSDUCTION	GOBP_PHOTOTRANSDUCTION		51	0.17122118	1.453672	0.071428575	0.3102112	1.0	5874	tags=49%, list=32%, signal=72%	
GOBP_PENTOSE_PHOSPHATE_SHUNT	GOBP_PENTOSE_PHOSPHATE_SHUNT		20	0.27510753	1.452983	0.08251473	0.31046942	1.0	13336	tags=100%, list=73%, signal=363%	
GOBP_SPROUTING_ANGIOGENESIS	GOBP_SPROUTING_ANGIOGENESIS		142	0.107823394	1.4529563	0.08316832	0.30985704	1.0	8781	tags=58%, list=48%, signal=111%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II		29	0.22520836	1.4519849	0.086519115	0.31064445	1.0	7913	tags=66%, list=43%, signal=115%	
GOBP_RESPONSE_TO_LEPTIN	GOBP_RESPONSE_TO_LEPTIN		21	0.27002877	1.4518793	0.10041841	0.31015605	1.0	8175	tags=71%, list=44%, signal=128%	
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION		16	0.30270067	1.4517941	0.10240964	0.30963436	1.0	10529	tags=88%, list=57%, signal=205%	
GOBP_NEUROBLAST_DIVISION	GOBP_NEUROBLAST_DIVISION		15	0.30896097	1.4504703	0.07456979	0.310706	1.0	2904	tags=47%, list=16%, signal=55%	
GOBP_APPENDAGE_MORPHOGENESIS	GOBP_APPENDAGE_MORPHOGENESIS		154	0.10041559	1.4468718	0.08285164	0.3148555	1.0	6169	tags=44%, list=34%, signal=65%	
GOBP_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	GOBP_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS		41	0.19142154	1.4447235	0.07910751	0.3171349	1.0	8149	tags=63%, list=44%, signal=114%	
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		85	0.13615724	1.443327	0.092337914	0.31843558	1.0	5512	tags=44%, list=30%, signal=62%	
GOBP_REGULATION_OF_ORGAN_GROWTH	GOBP_REGULATION_OF_ORGAN_GROWTH		89	0.12993056	1.4428424	0.07312253	0.3184373	1.0	10846	tags=72%, list=59%, signal=174%	
GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		83	0.13550924	1.4419848	0.08216433	0.31895795	1.0	12807	tags=83%, list=70%, signal=273%	
GOBP_MEIOTIC_CELL_CYCLE_PROCESS	GOBP_MEIOTIC_CELL_CYCLE_PROCESS		221	0.08195852	1.4417138	0.080078125	0.31866106	1.0	11991	tags=73%, list=65%, signal=208%	
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS		92	0.12699498	1.4396497	0.10485437	0.3208315	1.0	14267	tags=90%, list=78%, signal=400%	
GOBP_NEUROTROPHIN_SIGNALING_PATHWAY	GOBP_NEUROTROPHIN_SIGNALING_PATHWAY		39	0.19757646	1.4391574	0.09147609	0.32086337	1.0	10520	tags=77%, list=57%, signal=179%	
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION	GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION		21	0.26422998	1.4390739	0.08471075	0.32031763	1.0	6530	tags=62%, list=36%, signal=96%	
GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT		15	0.31136993	1.4384042	0.10261569	0.3206252	1.0	7764	tags=73%, list=42%, signal=127%	
GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT		18	0.27741495	1.4367797	0.095634095	0.32220593	1.0	6141	tags=61%, list=33%, signal=92%	
GOBP_REGULATION_OF_CILIUM_DEPENDENT_CELL_MOTILITY	GOBP_REGULATION_OF_CILIUM_DEPENDENT_CELL_MOTILITY		32	0.21584952	1.435242	0.095703125	0.32351157	1.0	4657	tags=47%, list=25%, signal=63%	
GOBP_SYNAPTIC_MEMBRANE_ADHESION	GOBP_SYNAPTIC_MEMBRANE_ADHESION		32	0.21676868	1.4336675	0.09572301	0.3251229	1.0	6939	tags=59%, list=38%, signal=95%	
GOBP_ASTROCYTE_ACTIVATION	GOBP_ASTROCYTE_ACTIVATION		23	0.24484691	1.4336275	0.10141988	0.32453728	1.0	9095	tags=74%, list=49%, signal=146%	
GOBP_ASTROCYTE_DIFFERENTIATION	GOBP_ASTROCYTE_DIFFERENTIATION		86	0.1331686	1.4335874	0.112033196	0.3239539	1.0	6543	tags=49%, list=36%, signal=75%	
GOBP_LAMELLIPODIUM_ORGANIZATION	GOBP_LAMELLIPODIUM_ORGANIZATION		89	0.12771185	1.4326296	0.094339624	0.32453758	1.0	7787	tags=55%, list=42%, signal=95%	
GOBP_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION	GOBP_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION		16	0.29556122	1.4318961	0.08888889	0.324922	1.0	4913	tags=56%, list=27%, signal=77%	
GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS		79	0.13616304	1.4315989	0.10139165	0.3246783	1.0	14267	tags=91%, list=78%, signal=405%	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION		37	0.19978414	1.4312813	0.10566038	0.3244509	1.0	13232	tags=92%, list=72%, signal=327%	
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION		28	0.22506051	1.4287106	0.10547667	0.32728097	1.0	7689	tags=64%, list=42%, signal=110%	
GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	GOBP_BIOMINERAL_TISSUE_DEVELOPMENT		179	0.09264748	1.4284558	0.103658535	0.3270243	1.0	4990	tags=36%, list=27%, signal=49%	
GOBP_MIRNA_PROCESSING	GOBP_MIRNA_PROCESSING		43	0.1802389	1.4282385	0.09922179	0.32665217	1.0	10806	tags=77%, list=59%, signal=186%	
GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE		49	0.17241904	1.4274287	0.11262136	0.32714668	1.0	5469	tags=47%, list=30%, signal=67%	
GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE	GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE		21	0.25777796	1.426131	0.09710744	0.3282809	1.0	4897	tags=52%, list=27%, signal=71%	
GOBP_MEIOTIC_SPINDLE_ASSEMBLY	GOBP_MEIOTIC_SPINDLE_ASSEMBLY		15	0.30468732	1.4248182	0.10288066	0.32939652	1.0	11565	tags=93%, list=63%, signal=251%	
GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND	GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND		26	0.23181012	1.4246736	0.1026694	0.3289327	1.0	6352	tags=58%, list=35%, signal=88%	
GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY		68	0.14883737	1.4243572	0.10547667	0.3287066	1.0	8631	tags=62%, list=47%, signal=116%	
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY	GOBP_RESPONSE_TO_MUSCLE_ACTIVITY		32	0.21472268	1.42193	0.10037879	0.33147895	1.0	8126	tags=66%, list=44%, signal=117%	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS		19	0.264384	1.4216506	0.10750507	0.3311779	1.0	8693	tags=74%, list=47%, signal=140%	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS		16	0.29607484	1.4216167	0.091451295	0.33058718	1.0	6053	tags=63%, list=33%, signal=93%	
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION		60	0.16113779	1.4215262	0.10973085	0.33007634	1.0	2869	tags=32%, list=16%, signal=37%	
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION		220	0.08401595	1.421233	0.107279696	0.32986635	1.0	12182	tags=75%, list=66%, signal=218%	
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT		424	0.059122294	1.4212291	0.1010101	0.32924083	1.0	13771	tags=81%, list=75%, signal=314%	
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY	GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY		333	0.06747313	1.4196203	0.10547667	0.330873	1.0	7838	tags=49%, list=43%, signal=84%	
GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE		23	0.24840698	1.419543	0.08946322	0.3303404	1.0	8230	tags=70%, list=45%, signal=126%	
GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION	GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION		35	0.20237525	1.4194707	0.10526316	0.32981265	1.0	10997	tags=80%, list=60%, signal=199%	
GOBP_SEX_DETERMINATION	GOBP_SEX_DETERMINATION		21	0.25274128	1.4185927	0.07632094	0.3304295	1.0	3238	tags=43%, list=18%, signal=52%	
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT		207	0.08584521	1.4184102	0.09185804	0.33007255	1.0	15674	tags=94%, list=85%, signal=627%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS		66	0.14798793	1.4173957	0.087318085	0.33081397	1.0	11777	tags=79%, list=64%, signal=218%	
GOBP_POSTSYNAPTIC_DENSITY_ORGANIZATION	GOBP_POSTSYNAPTIC_DENSITY_ORGANIZATION		47	0.17724851	1.4169953	0.08723404	0.33073923	1.0	6530	tags=53%, list=36%, signal=82%	
GOBP_CELLULAR_PIGMENTATION	GOBP_CELLULAR_PIGMENTATION		64	0.1479349	1.4169389	0.0951417	0.3302098	1.0	14242	tags=92%, list=77%, signal=407%	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT		442	0.05943034	1.4161998	0.10344828	0.33056772	1.0	9168	tags=56%, list=50%, signal=108%	
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION	GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION		20	0.26536116	1.415403	0.09861933	0.33107767	1.0	3400	tags=45%, list=18%, signal=55%	
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION		18	0.27656224	1.4121071	0.09437751	0.33518574	1.0	12287	tags=94%, list=67%, signal=284%	
GOBP_TYROSINE_METABOLIC_PROCESS	GOBP_TYROSINE_METABOLIC_PROCESS		17	0.2863157	1.4107447	0.10245901	0.33650044	1.0	2311	tags=41%, list=13%, signal=47%	
GOBP_RESPONSE_TO_IONIZING_RADIATION	GOBP_RESPONSE_TO_IONIZING_RADIATION		144	0.10086897	1.4105185	0.10650887	0.33623505	1.0	14506	tags=89%, list=79%, signal=417%	
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_IRON_ION_HOMEOSTASIS	GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_IRON_ION_HOMEOSTASIS		28	0.2214955	1.4098048	0.099585064	0.3366425	1.0	5784	tags=54%, list=31%, signal=78%	
GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT	GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT		22	0.25124842	1.4095486	0.10251046	0.33635956	1.0	10431	tags=82%, list=57%, signal=189%	
GOBP_GONADOTROPIN_SECRETION	GOBP_GONADOTROPIN_SECRETION		16	0.29572448	1.409402	0.09072165	0.33593285	1.0	4910	tags=56%, list=27%, signal=77%	
GOBP_CATECHOLAMINE_UPTAKE	GOBP_CATECHOLAMINE_UPTAKE		19	0.26961794	1.4082438	0.103238866	0.33679345	1.0	5693	tags=58%, list=31%, signal=84%	
GOBP_EPITHELIAL_CELL_PROLIFERATION	GOBP_EPITHELIAL_CELL_PROLIFERATION		445	0.05738376	1.4082077	0.10139165	0.33622438	1.0	3102	tags=22%, list=17%, signal=26%	
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY		23	0.2455878	1.4080825	0.10953347	0.33577505	1.0	9881	tags=78%, list=54%, signal=169%	
GOBP_HIPPO_SIGNALING	GOBP_HIPPO_SIGNALING		58	0.153789	1.4078476	0.10546875	0.3354955	1.0	6058	tags=48%, list=33%, signal=72%	
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION		83	0.12812357	1.4076588	0.099609375	0.33516717	1.0	15158	tags=95%, list=82%, signal=539%	
GOBP_RESPONSE_TO_ALKALOID	GOBP_RESPONSE_TO_ALKALOID		92	0.12562402	1.407136	0.107942976	0.33524084	1.0	6296	tags=47%, list=34%, signal=71%	
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS		42	0.17771178	1.4051027	0.106930695	0.33747712	1.0	12064	tags=83%, list=66%, signal=242%	
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL		84	0.13025463	1.4041742	0.10958904	0.3382607	1.0	2869	tags=29%, list=16%, signal=34%	
GOBP_AXONAL_FASCICULATION	GOBP_AXONAL_FASCICULATION		20	0.26238367	1.4026823	0.10357816	0.33980063	1.0	8972	tags=75%, list=49%, signal=146%	
GOBP_DETERMINATION_OF_ADULT_LIFESPAN	GOBP_DETERMINATION_OF_ADULT_LIFESPAN		38	0.19187169	1.4025906	0.09829868	0.33931038	1.0	7125	tags=58%, list=39%, signal=94%	
GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT	GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT		34	0.2058263	1.4009514	0.11133603	0.3408793	1.0	12448	tags=88%, list=68%, signal=273%	
GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION		16	0.28886053	1.3989799	0.10526316	0.34301385	1.0	7335	tags=69%, list=40%, signal=114%	
GOBP_AMINO_ACID_TRANSPORT	GOBP_AMINO_ACID_TRANSPORT		164	0.09337158	1.3983287	0.1002045	0.34327778	1.0	9399	tags=60%, list=51%, signal=122%	
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS		425	0.05818792	1.3977393	0.09710744	0.34351376	1.0	7262	tags=45%, list=39%, signal=73%	
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR		118	0.11037495	1.3965751	0.10408163	0.34453043	1.0	13256	tags=83%, list=72%, signal=296%	
GOBP_LUNG_EPITHELIUM_DEVELOPMENT	GOBP_LUNG_EPITHELIUM_DEVELOPMENT		48	0.17113931	1.3964578	0.11045365	0.3440917	1.0	5289	tags=46%, list=29%, signal=64%	
GOBP_CELL_RECOGNITION	GOBP_CELL_RECOGNITION		159	0.096698105	1.3954433	0.107421875	0.34498376	1.0	4482	tags=34%, list=24%, signal=45%	
GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS	GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS		46	0.1750957	1.3944733	0.10042735	0.3457433	1.0	8781	tags=65%, list=48%, signal=124%	
GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION	GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION		52	0.16119283	1.3942512	0.1045082	0.34544453	1.0	3409	tags=35%, list=19%, signal=42%	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR		35	0.19743176	1.3934568	0.11090226	0.3459219	1.0	7935	tags=63%, list=43%, signal=110%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS		175	0.092444934	1.3896635	0.116054155	0.35077748	1.0	12082	tags=75%, list=66%, signal=216%	
GOBP_PROTEIN_ACETYLATION	GOBP_PROTEIN_ACETYLATION		39	0.18634874	1.3885212	0.1030303	0.35182858	1.0	14027	tags=95%, list=76%, signal=399%	
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY	GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY		54	0.15667272	1.3880861	0.12783505	0.35180974	1.0	3597	tags=35%, list=20%, signal=44%	
GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION		80	0.13077319	1.3867655	0.10240964	0.35319966	1.0	10708	tags=71%, list=58%, signal=170%	
GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS		29	0.21219985	1.3856568	0.1167002	0.35421842	1.0	4981	tags=48%, list=27%, signal=66%	
GOBP_EAR_DEVELOPMENT	GOBP_EAR_DEVELOPMENT		233	0.07797388	1.3851917	0.118367344	0.3542728	1.0	4503	tags=32%, list=24%, signal=42%	
GOBP_LUNG_CELL_DIFFERENTIATION	GOBP_LUNG_CELL_DIFFERENTIATION		30	0.21271904	1.3839693	0.12284069	0.355422	1.0	9580	tags=73%, list=52%, signal=153%	
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS	GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS		69	0.13836537	1.3824259	0.12323232	0.3570752	1.0	9458	tags=65%, list=51%, signal=134%	
GOBP_HORMONE_METABOLIC_PROCESS	GOBP_HORMONE_METABOLIC_PROCESS		240	0.07536386	1.381818	0.1097561	0.35737896	1.0	4225	tags=30%, list=23%, signal=39%	
GOBP_CARDIAC_CONDUCTION	GOBP_CARDIAC_CONDUCTION		96	0.11888722	1.3816767	0.104417674	0.35695678	1.0	3188	tags=29%, list=17%, signal=35%	
GOBP_MESODERM_DEVELOPMENT	GOBP_MESODERM_DEVELOPMENT		129	0.10642932	1.3814532	0.12240664	0.35665873	1.0	8035	tags=54%, list=44%, signal=96%	
GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION		29	0.21870692	1.3812201	0.11890838	0.35639465	1.0	2959	tags=38%, list=16%, signal=45%	
GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION	GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION		56	0.156055	1.3807658	0.11683168	0.3564292	1.0	5348	tags=45%, list=29%, signal=63%	
GOBP_MIRNA_METABOLIC_PROCESS	GOBP_MIRNA_METABOLIC_PROCESS		104	0.11434721	1.3806577	0.10750507	0.35596728	1.0	10817	tags=70%, list=59%, signal=169%	
GOBP_MITOCHONDRION_DISTRIBUTION	GOBP_MITOCHONDRION_DISTRIBUTION		21	0.2489644	1.3802716	0.10950413	0.3558965	1.0	12065	tags=90%, list=66%, signal=263%	
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT	GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT		149	0.09523822	1.379711	0.118473895	0.35606334	1.0	4680	tags=35%, list=25%, signal=46%	
